""	NRCAM	THY1	EGFR	LRP6	ITGB8	LRP4	LDLR	VLDLR	LRP8	SCARB1	TNFRSF21	GPR37L1	LRP1	NOTCH1	C1QBP	CHRNA4	IL1RAPL1	IGF1R	ITGAV	LRP5	CD47	KLRC2	SDC3	CADM1	PTPRK	CD46	FZD3	KCNJ10	CD99L2	TSPAN5	PDGFRA	GPC1	CANX	TYRO3	ITGB1	INSR	ADCY9	APLP2	VANGL2	ANTXR1	RAMP1	RYK	PTPRS	PILRB	MCAM	F2R	RAMP2	CD81	TFRC	ATP5F1B	KCND2	LIFR	LPP	PTK7	CELSR2	NOTCH4	CD82	FGFR1	TSPAN15	SMAP1	IGF2R	SEMA4C	CELSR3	KLRK1	ADCYAP1R1	ITGA6	NCSTN	SORL1	CALCRL	ABCA1	SORT1	MCFD2	PODXL	ERBB4	LINGO1	RTN4R	ASGR1	CRHR1	TSPAN17	NOTCH2	PRTG	CD63	EPHB2	S1PR2	TRPC3	PLXNB1	CACNA1C	AMFR	RIPK1	RXRA	PLPP6	RACK1	SLC16A7	SIRPA	CHL1	PTPRA	TRADD	APLP1	PLXNB2	CD9	KCNQ3	STX4	EPHB3	TNFRSF10B	LAMP1	JMJD6	SLC16A1	NRP2	ERBB3	TSPAN14	RPSA	ERAP1	HLA.DPB1	CXCR4	CLEC2D	CD74	HLA.DPA1
CD99L2	0.864087171948404	0.840245429269092	0.198559984247702	0.88908626762367	0.867677818389435	0.856962191206585	0.875458859921207	0.865134621906957	0.866939618278022	0.870448945366788	0.866685161116535	0.824464786583431	0.894472786360268	0.893564340029062	0.842361941899075	0.857065491688108	0.827676506951468	0.854254648960482	0.840485217546862	0.82601090977817	0.887273264348279	0.817265196524959	0.886184804242498	0.895394454346372	0.889175989385721	0.895231286968998	0.863886935769465	0.908569059889037	1	0.879903217368968	0.612322695341302	0.886558574585201	0.914898195899554	0.883533498844555	0.926403310136048	0.879767170432778	0.862212680287514	0.906223428628182	0.893687532868577	0.869734213335332	0.427544985806918	0.872253879020642	0.752116943506549	0.844410501696853	0.873656670249082	0.895194837896364	0.847190702796165	0.899103675689332	0.837035344306066	0.86292068164966	0.526731803118358	0.494043826085444	0.755553518509546	0.823393340997637	0.895635758684152	0.732485559313327	0.545477956296371	0.825191399717305	0.867097463348981	0.882395909893029	0.880375185840593	0.837009926608901	0.876725870502426	0.596562929890494	0.67210017455059	0.848549358787506	0.900407102406188	0.179213878666622	0.532078564555147	0.36817388583967	0.784136649141129	0.832611844091957	0.871549945633994	0.876903029624791	0.762457097439413	0.800428050853488	0.456918219184098	0.841137949177516	0.858145085606572	0.639080198600437	0.836650775067795	0.915479662017091	0.870488011100739	0.83680161263512	0.787232183509373	0.915141212066758	0.760446251055531	0.803776060812744	0.739354173820882	0.531997868963227	0.851767809582055	0.864256465234456	0.811768205433569	0.889897389057941	0.79908259622642	0.916925420825418	0.890546892299056	0.893233676210609	0.855092585411482	0.848162757809036	0.592143735591105	0.878929002701282	0.790223546834352	0.917002496515066	0.909714250513515	0.791241636306987	0.878364240010894	0.548271267661484	0.88487569345428	0.833862821746911	0.865318468461354	0.843646772054215	0.365478438013195	-0.0182435955854442	0.577636641710203	0.364722256918529	0.321906148102192
TSPAN5	0.933122044629173	0.886222117026233	0.388238560486108	0.935860373030167	0.918902931124467	0.914798645230445	0.927180003250243	0.884121694460132	0.924143742842329	0.88456578075226	0.897009912039692	0.876850073737226	0.942482080440022	0.937273530409235	0.883527909654377	0.898258108344015	0.886409271431822	0.935663834103508	0.8911569452805	0.839289442632942	0.925195230289024	0.894570886302531	0.938390021520049	0.906530264028665	0.919945496699573	0.938681615024587	0.915191724804554	0.938147661365947	0.879903217368968	1	0.73557342805236	0.927371972156523	0.945789793966075	0.920474367191333	0.92023722676427	0.930166092612706	0.885640812214469	0.919694135986615	0.925087013946851	0.91001261088679	0.588692237138641	0.94976927675617	0.843612796873618	0.877880948063997	0.865320307346987	0.930521739907742	0.884113358411109	0.96207772534771	0.901573944849997	0.910975119799538	0.630578246725526	0.614625307117498	0.830029464235116	0.866534652054302	0.92130650973332	0.731545641726601	0.693362952284174	0.898377796975013	0.881019426575135	0.932482021827946	0.907360601712593	0.896712651145248	0.933063106063233	0.712385434854927	0.809202185646114	0.879451094656673	0.943864381112961	0.209671589227202	0.616487541016701	0.36383839390631	0.783825764815619	0.940696177175921	0.919435770513449	0.930436303205675	0.880831972534134	0.863998534449617	0.473411236665485	0.870329031471468	0.87874918862903	0.705913550181062	0.839776841030158	0.954056266309376	0.898963204075364	0.865527274572439	0.830816461986491	0.926685111903257	0.80676923094968	0.879077993801688	0.774575568914647	0.637625146009929	0.860823162870893	0.911828088063887	0.855750876996564	0.889494661880008	0.895453383118168	0.95474160979513	0.870149333277743	0.893039832423909	0.891133005964596	0.861500079195294	0.663412092817582	0.933585190318937	0.878304189387909	0.890157378896473	0.931279294450877	0.885740668447927	0.913853930574776	0.564845607658443	0.867574763399811	0.838596308997556	0.919072536974583	0.878544065168174	0.319684588305988	-0.0372022251700534	0.680451132946021	0.337735998851988	0.31428431882172
PDGFRA	0.802481437649614	0.600930441975212	0.675740432178738	0.732821169147481	0.80671205765016	0.784455909117125	0.67546618522345	0.54356370427692	0.732289601867079	0.535649409615312	0.54677200885303	0.588331668440212	0.743058800552136	0.717116287954306	0.604153230859096	0.638435802038456	0.672529966956198	0.783302689814327	0.789967508527396	0.668517445446184	0.741296560603655	0.876572630829508	0.661945715445977	0.562181038043362	0.6755031713984	0.713585244635131	0.769183191958216	0.667638855793259	0.612322695341302	0.73557342805236	1	0.644622407518568	0.703475792153863	0.683558369358634	0.631290705167503	0.699978843911476	0.747017205440485	0.70813181509772	0.77318183598313	0.840312556091392	0.789301551752044	0.72535380319102	0.764036107347808	0.694786155710755	0.514889275153494	0.698015329768422	0.664315476548086	0.680312712051954	0.714858848137718	0.640265389450218	0.778328378007428	0.749585823394848	0.690595356697488	0.642398518267173	0.667605035847501	0.549552332577442	0.79686499813003	0.802471732841637	0.502590246311971	0.715717099221984	0.652004353590986	0.616007491004694	0.725862453017614	0.764564920765166	0.742414894793192	0.615581711767162	0.618016898588821	0.153546611446418	0.7090704832326	0.381611423614616	0.581770108981696	0.768011737884261	0.695797438640176	0.699593204348872	0.870927611950391	0.596787913777478	0.598622259971522	0.50043704444458	0.617771254201968	0.78462617875037	0.657282729786611	0.678783481159142	0.605553175731715	0.636759301323794	0.771249324188418	0.650970111972022	0.643704867932065	0.65720560953529	0.669078306994423	0.531811200590505	0.647045036352007	0.682254539955744	0.756043352955009	0.69328122254016	0.863378253104153	0.740830705874536	0.525785851810719	0.485735833763832	0.639247518334607	0.554300627069529	0.62643992912275	0.686619881906075	0.70367076786439	0.603866816052335	0.613727925283287	0.792619335502094	0.716134602354557	0.482891782561851	0.495946672576775	0.597021899780639	0.680158395807614	0.592235529481074	0.253396289739635	-0.118661913398182	0.584598444378623	0.250743808296015	0.228204722181089
GPC1	0.892800302031034	0.974081395222168	0.154247013717674	0.905859844303544	0.836657891535845	0.840347638365378	0.925981301282985	0.89172771631618	0.883321468473123	0.953156595238939	0.954192263047939	0.951419691291433	0.956231484037024	0.962413267063265	0.975306658974063	0.939749617422758	0.801138703251386	0.861754431892518	0.800011958505261	0.848257320073843	0.853998972593003	0.859986315476353	0.948535683389662	0.892803117099317	0.865975457144223	0.878318613935832	0.840146618265243	0.937486432479941	0.886558574585201	0.927371972156523	0.644622407518568	1	0.927582559418821	0.917272752807801	0.887680240061547	0.891329303081694	0.853436970906764	0.878436220624811	0.932429558542488	0.887182832191467	0.456818861920191	0.916294048213979	0.74190415040085	0.817965552445582	0.854643837112262	0.890555247161	0.953268646220968	0.963430684610176	0.816745445433524	0.968416891280322	0.518578796758319	0.394730933618195	0.721875573196607	0.868868511221531	0.914026554191663	0.72971666012852	0.633172971680814	0.903913006231103	0.917058613795649	0.965779053650779	0.88461449908661	0.927381311548982	0.90957781533009	0.624786301435432	0.717847366671025	0.852665704457225	0.944569228755467	0.0768699495597962	0.487455203324034	0.170500027804836	0.691653182764391	0.89840325565773	0.929991136981282	0.908730230633408	0.834598371599482	0.952417083734973	0.340667585582478	0.896858289128234	0.917356572423139	0.585811116372395	0.804081022847177	0.965914284757076	0.919322454440493	0.909719306348709	0.778190569070763	0.928867426397637	0.810501345241117	0.894318137678052	0.653867367513209	0.500386743459787	0.854917820915914	0.968098235075398	0.747514493647438	0.834245801896278	0.795141505192952	0.915295531275037	0.928713132378645	0.915371896883024	0.885266107639815	0.79800862316634	0.486135215256088	0.89598738916016	0.922365024673871	0.917614163905525	0.922917228903271	0.80819003785725	0.910987476062456	0.415556653095574	0.882618938679611	0.811325731077779	0.979457214974744	0.818978575907511	0.257855644106369	-0.0921232823259925	0.593686099035811	0.28076543578022	0.261096816585696
CANX	0.970401261608569	0.903116325828376	0.271892328627917	0.980026387789201	0.950412597388187	0.928720078074134	0.971246988677349	0.925334652490273	0.96422535332187	0.938131093016603	0.937772629559594	0.901978344406753	0.968839762822737	0.968556209333826	0.887687522035731	0.917804445967742	0.908507698920259	0.951536308592932	0.928719238909201	0.889535546368531	0.960045103666328	0.86662673521739	0.921485854720614	0.964471416108733	0.96909040602117	0.97111564380565	0.943369661877195	0.97720247203045	0.914898195899554	0.945789793966075	0.703475792153863	0.927582559418821	1	0.925570292875742	0.971864672471684	0.96122089547477	0.935389487333394	0.981617934278512	0.946810605296347	0.897771878302531	0.459911867693346	0.961719323650809	0.843716531650998	0.881572617078414	0.91845769734078	0.951661040244474	0.868080206549003	0.950874939339927	0.901694708392722	0.898998611966799	0.548763133932433	0.545595329312896	0.830774882361856	0.827729651800821	0.937415399350394	0.729346948777633	0.623386528322508	0.901901083167149	0.912883907699212	0.937646451070271	0.96876269514016	0.930323080981084	0.960435491467697	0.70778373789307	0.765072161592314	0.942333199058945	0.937211882187738	0.200289964956076	0.544503081885307	0.343864118726258	0.836150048480301	0.924459376737227	0.939554728283205	0.957077784517831	0.831710302182564	0.872872496343267	0.448855460973841	0.857600254447867	0.912695932447843	0.712551848094586	0.899141729488913	0.968849785322165	0.936623357282429	0.846680352724641	0.880346627287659	0.974613180700954	0.823758411810572	0.912793900015222	0.841927217539928	0.576817157944472	0.89521217031088	0.896718716193094	0.893924224895229	0.928099983957092	0.887904853302564	0.981390143203678	0.902645033035835	0.940686208146961	0.893432864401218	0.913751827985851	0.62926433028767	0.942542021488243	0.886726205072145	0.945618156400408	0.980372298962316	0.856608171644215	0.927396297516254	0.61059957928349	0.927585692688089	0.837189092834981	0.907572808239797	0.914793724008195	0.384914807379225	-0.0283959285707052	0.714899013654628	0.372617752477519	0.349563414506798
TYRO3	0.893994890375711	0.895583653134132	0.285181083770541	0.908925812735177	0.884431113397032	0.8936660053767	0.923888829827559	0.872433376572954	0.885193960518094	0.903406284656622	0.896878526381633	0.896020533926652	0.932573183992405	0.936509440574547	0.886720287343928	0.934545866690866	0.842823122938827	0.888777892881931	0.859940756095064	0.870000582067873	0.908992167265118	0.881285468230831	0.932107290118576	0.898622379250218	0.875532079104083	0.910629023540882	0.883932987253636	0.927850036877613	0.883533498844555	0.920474367191333	0.683558369358634	0.917272752807801	0.925570292875742	1	0.908281817291885	0.886411352493828	0.879321500764873	0.90523221682491	0.925468543537172	0.876650553875973	0.528983486806683	0.913301399078957	0.759850175205786	0.858385101723522	0.846634215897497	0.928330293157954	0.907107154425892	0.952653820211258	0.839928709695036	0.922844865658804	0.550863938461	0.546676536584192	0.804709519601718	0.83176579223239	0.953298351787987	0.75083058814512	0.704669496305695	0.897018825981677	0.888307050747154	0.933893594171881	0.881020644253468	0.866171331772293	0.907282026131907	0.700369754199595	0.767427533669477	0.883934620309157	0.930079890922262	0.190165807239391	0.593828583503277	0.334301608794633	0.778761083721714	0.903053094345723	0.905284534406211	0.931096756790963	0.849025889494365	0.88739977346767	0.452145536139985	0.833283286894145	0.877800801685837	0.66306062489075	0.804139237317297	0.953669933753232	0.91944819638079	0.85770783883363	0.795609245967059	0.93670825120393	0.714200828812173	0.861201102849661	0.739777090280695	0.546040161364389	0.881458794261042	0.922365967776234	0.794802547352701	0.867056019208048	0.850290725173411	0.924284084640185	0.884632845751121	0.891674772573804	0.902029265893097	0.84951615186521	0.627267281244738	0.912966120006516	0.877168972479918	0.886775329404346	0.922816429601726	0.868896602671697	0.877360016768353	0.521427631155139	0.894318978982388	0.798232961283311	0.920941139557126	0.825419491184305	0.344695106108879	-0.0429507209972807	0.633914011473157	0.351716682918136	0.322191856855232
ITGB1	0.932208881639882	0.846522777825567	0.244953960939805	0.962783924418394	0.932475438911788	0.907801607439821	0.949802516484313	0.927494661702408	0.943179530868447	0.899952552862498	0.903881038483915	0.851634718875964	0.919537338572926	0.936318073059591	0.825833800251051	0.897377807034146	0.897650954013318	0.9378632636573	0.921200076332295	0.848745808540158	0.959451296958173	0.81422799999466	0.893599815244682	0.964376302494883	0.965942590508554	0.967982563861101	0.931152831667525	0.950978806203357	0.926403310136048	0.92023722676427	0.631290705167503	0.887680240061547	0.971864672471684	0.908281817291885	1	0.938650625833171	0.921081192743894	0.977957919900047	0.89667986398205	0.859663403593094	0.391805136046811	0.94723886658168	0.849889833041704	0.876966082357507	0.925996144293514	0.960923459938698	0.810325704996065	0.92719666068934	0.916357839457131	0.846959071198106	0.504445607968753	0.551515856607883	0.830643085329347	0.832835687063804	0.917801880262735	0.723527602104976	0.543788103770325	0.846791430364565	0.901225093195179	0.885198416460051	0.962980808561997	0.882937569436473	0.931900050391214	0.673120537087114	0.730745098196144	0.930984998249437	0.918700895033006	0.274589501227373	0.556652502118465	0.4387798308463	0.881873371844717	0.893929164676646	0.901994414514814	0.926628191335171	0.778178287869165	0.83176142584281	0.458434444896859	0.846438557065013	0.890157556023168	0.663408747030187	0.859582279677835	0.941842142187257	0.918746511512238	0.805008209351465	0.830961051523815	0.96122813511846	0.789285089358793	0.877353817054483	0.853821095632331	0.592161287875614	0.89339778560604	0.850657463509817	0.900828146842835	0.941804448570695	0.855651878998525	0.967536203095569	0.889263486968203	0.939913761302026	0.869334058948127	0.936627192078552	0.661746328626134	0.933144428088625	0.84257322268785	0.925017093409465	0.972139361317744	0.847684962044101	0.906708817732434	0.666648330345527	0.943071884836596	0.84552722806164	0.857040418694607	0.920498079166187	0.435219644329832	0.0581741256262133	0.71885773450872	0.433581349278817	0.393863513232425
INSR	0.950493763661969	0.839521834230566	0.363533187535804	0.964075431996168	0.935468053439909	0.926395360678981	0.943845581227577	0.910554913430375	0.953739292308116	0.896619596054798	0.883520502126127	0.859895442776381	0.932304907442627	0.937168143710412	0.843206036227095	0.871019561462019	0.940526658513406	0.958079860526908	0.92078528513286	0.879450805140372	0.947789429739564	0.85789639910105	0.900250793157743	0.928856257420524	0.943468024069811	0.949643607361853	0.958376673064155	0.955553173168038	0.879767170432778	0.930166092612706	0.699978843911476	0.891329303081694	0.96122089547477	0.886411352493828	0.938650625833171	1	0.924944490209439	0.951684609563804	0.912984584378661	0.873363196202945	0.482945147936311	0.949593126499117	0.831366979406547	0.868095831305811	0.89845027419381	0.934029117953233	0.81147696145954	0.938923730342757	0.901350457667104	0.853939539338751	0.569247317476336	0.61706457521507	0.893456846603511	0.767201994798644	0.899569159260634	0.703092377916158	0.65238207614119	0.916758052272065	0.872585827231108	0.898198149065695	0.94075292161177	0.875515368960228	0.943156851003946	0.730463142019113	0.783523098576304	0.936661761930075	0.909248034187291	0.296998900273491	0.546476877094718	0.415533213347431	0.84759588175958	0.919796170183406	0.919876177815756	0.947936117967446	0.794180475219295	0.836300777291335	0.461289461214605	0.835007291100082	0.853219818121161	0.742083946145112	0.901935972756286	0.932512813718622	0.907736546614719	0.819624876811578	0.864984416653532	0.939263754358398	0.813633149173678	0.825208912797694	0.849210717611594	0.645472871125525	0.85937315282196	0.850674707832578	0.855395293408534	0.920553156159119	0.882737638399383	0.953071463986376	0.844159195045984	0.900903808932305	0.891183316474656	0.913441645346123	0.689437257967437	0.916830575880212	0.853279216772137	0.904093339326261	0.945911277168839	0.85382754117162	0.882406986063026	0.665324080235083	0.874468641128481	0.873403242885455	0.862046842220522	0.940209196661062	0.454887490771173	0.0562772910050185	0.760542594472935	0.451857029483507	0.432983784709352
ADCY9	0.946853091197518	0.811003451137561	0.419833465454626	0.95235406887982	0.946172298009299	0.942617067104024	0.911097660162335	0.85561149727427	0.945971525904266	0.857136492786797	0.82842125291648	0.814188430354216	0.916295648928824	0.922159746880904	0.802867342896903	0.84934431506299	0.88791273151258	0.949371628941708	0.946899577493496	0.891289585206487	0.932254542466289	0.864480290708283	0.856208040080808	0.880773950161574	0.934665741679181	0.930828215939376	0.941938728223168	0.919686454680011	0.862212680287514	0.885640812214469	0.747017205440485	0.853436970906764	0.935389487333394	0.879321500764873	0.921081192743894	0.924944490209439	1	0.947136934891676	0.895899104663032	0.89573030597709	0.530328695632915	0.932041867955786	0.846025173784518	0.875837749054121	0.848277285965901	0.927240332393573	0.808606269821403	0.908087824727362	0.910610968174414	0.837965383775427	0.575694042532663	0.621468632015345	0.866070482047943	0.767195082239139	0.904049484489174	0.726981910362976	0.654791555791615	0.864569754895806	0.795127343961677	0.863468311386516	0.911805097986652	0.859081784988172	0.928742630991126	0.719225200511981	0.8011084750726	0.883967107232131	0.881228652576707	0.288155687892566	0.592284257591473	0.467313316440393	0.864360641793564	0.893902156615132	0.867305960290255	0.920762974283996	0.827401604618276	0.821276022704546	0.558747762649534	0.746481270601656	0.856012681953536	0.741995660836684	0.853939776117003	0.911284545304936	0.890864210950091	0.826571469112121	0.87798576383565	0.924963338495191	0.753962180249081	0.844290849552613	0.847223854136887	0.672457384211841	0.794395435652741	0.83814263902101	0.862364981847937	0.884263000012842	0.909547422240246	0.933646481048295	0.835212779363339	0.857125809067511	0.889589028352853	0.871512240506508	0.713800679678951	0.923126477157449	0.861737249483904	0.894955035073618	0.916853810147343	0.861732921915156	0.864727275165179	0.664189347190484	0.82733113932764	0.858535264905644	0.84181476719031	0.872925513388973	0.432412719631372	0.0328345390072826	0.773167865705572	0.420520027493265	0.390238056583513
APLP2	0.965857045432025	0.839513720860824	0.317186781833279	0.981755162279084	0.96956738140563	0.943503370253462	0.949682532964421	0.905453635113989	0.964361905572915	0.892142463954746	0.887484317470487	0.849642103048935	0.933275412592262	0.943544860107892	0.821283394699731	0.879082013522238	0.916821932205863	0.965696492456434	0.95950075687183	0.882910288605179	0.973694150717481	0.848214410847171	0.887849785932649	0.950289251165726	0.978992690838094	0.971131041471427	0.959937236865682	0.963159257721063	0.906223428628182	0.919694135986615	0.70813181509772	0.878436220624811	0.981617934278512	0.90523221682491	0.977957919900047	0.951684609563804	0.947136934891676	1	0.914184655027462	0.878421571032006	0.454012891556299	0.959930803928067	0.870417323908089	0.878639395024738	0.902969042020268	0.956026856162151	0.804175692277086	0.919145587881528	0.920392191917025	0.841295086220618	0.58254702573821	0.597454673287459	0.861827701985778	0.806610399345305	0.916856939185884	0.722158175006937	0.610551958006136	0.874914764361613	0.886808355683697	0.890573145004779	0.975778777358683	0.886150103003412	0.939609514845145	0.722170371569684	0.746988930026797	0.943817743947685	0.908400890989728	0.256425258129489	0.579025357030749	0.4325046940797	0.885610492692748	0.906664027076669	0.899038366683824	0.940408577526948	0.818368355763008	0.815601955575315	0.485496203486586	0.796186955339597	0.871791708540849	0.735522886531754	0.896620527298311	0.939928072506375	0.909961844025084	0.820774277026778	0.882245221293282	0.96150228766001	0.795118192975984	0.881381665818338	0.875493255842272	0.611265362006819	0.886559415179843	0.844491584523225	0.929073749612531	0.944378428232052	0.897344531701357	0.979395483079229	0.871894269886113	0.916257233085127	0.876634970527108	0.918992834346504	0.708090835518785	0.940277843424516	0.84193554057062	0.919530942478836	0.967611953622874	0.841890857210726	0.902338675460417	0.673251168347017	0.909030345330484	0.838604323320784	0.853667931775271	0.920275742722204	0.438420073782265	0.0202755694820608	0.757747500079602	0.420599236648588	0.388859976287665
VANGL2	0.938507722812934	0.909567356221096	0.313767223817396	0.924867665271377	0.899600967998493	0.887722799876066	0.916422957234053	0.842809577262837	0.901731579688814	0.89485231961922	0.891329300271705	0.890687929857409	0.954185144105495	0.949493033317435	0.914103099713947	0.882095344108265	0.830194842535274	0.903822967272818	0.88128048819953	0.868711419718724	0.911480402032623	0.905222121838827	0.927278385532306	0.873047907828747	0.893228469869214	0.923836540052051	0.902343129103691	0.933167400013228	0.893687532868577	0.925087013946851	0.77318183598313	0.932429558542488	0.946810605296347	0.925468543537172	0.89667986398205	0.912984584378661	0.895899104663032	0.914184655027462	1	0.925516775049752	0.581876151502337	0.920674794159815	0.817857322239479	0.845686593309383	0.844314777279606	0.91818210748338	0.909378823235847	0.937489830376416	0.853096916703136	0.921600696399778	0.63329598636252	0.534254843631643	0.778129142507762	0.865785227159156	0.920110170646124	0.743497868954608	0.696640577167348	0.927033000742649	0.859713686278587	0.94887365351724	0.897912936841566	0.885993157812528	0.90808864932602	0.712824612075525	0.759455980720492	0.863962607849328	0.920867499289476	0.143781643344823	0.571453203439399	0.306540083218438	0.752672496938054	0.909122567941851	0.943095001815032	0.914711457810994	0.891349416303693	0.871588109806937	0.437901258981866	0.83468035585704	0.883508483878792	0.709981880851745	0.849391955576991	0.952279934773248	0.880521716827839	0.873486775091337	0.859497302607709	0.933539474279852	0.809081801809355	0.898747627736545	0.747379937141284	0.532302462535129	0.888499056781238	0.94064209568642	0.840454852208329	0.900945680424196	0.874248518669936	0.944122423241757	0.886928049622982	0.858891729061586	0.892541802696353	0.822876120395888	0.592414964159696	0.898901556353405	0.899508790907246	0.915679352211269	0.911781883176097	0.859285194565137	0.926643135445619	0.525418663979521	0.848181330822572	0.801613991615949	0.941297976299107	0.828737126792544	0.341279353168388	-0.0696468507701391	0.635517136075932	0.343836471531136	0.322851178648704
ANTXR1	0.91878287015385	0.835204619254244	0.464383406256438	0.895612827119844	0.903809396840041	0.877821266747496	0.858215114774998	0.804639282182519	0.881649898989463	0.809214390804792	0.810104596575085	0.803145604112929	0.916021467042038	0.902144401920016	0.846094118135758	0.841867134448894	0.817646615726546	0.897062651275894	0.872957036556873	0.799683647013197	0.88230921885248	0.919665708879483	0.894359627712426	0.815280629592545	0.862490662056144	0.888758002388242	0.882613249921169	0.882443068880445	0.869734213335332	0.91001261088679	0.840312556091392	0.887182832191467	0.897771878302531	0.876650553875973	0.859663403593094	0.873363196202945	0.89573030597709	0.878421571032006	0.925516775049752	1	0.650622915664021	0.890453392578373	0.857187902016199	0.871661901947988	0.780543310486493	0.901371552101643	0.878176466676579	0.899893870339041	0.865598041302201	0.877049600451219	0.656432189988851	0.621629453583027	0.78475732156576	0.840824961606013	0.885934412987451	0.7136235310017	0.725125936364326	0.882618704818078	0.783800344414175	0.903470540784172	0.856299012474457	0.843763268473932	0.880815283477815	0.713850139262604	0.792822675019122	0.795242891483962	0.884922234597462	0.1811515581881	0.644878831720109	0.403338339641301	0.74762336317031	0.914176469588708	0.885013478279126	0.873227485609336	0.891012882904363	0.815520269817981	0.571133340939008	0.792093964643875	0.826520384454274	0.75000196137272	0.830022077404944	0.905506999422517	0.842505036976123	0.841362528170473	0.868131070918526	0.870297411460397	0.789755052084118	0.84760630387429	0.738528891481693	0.621186722258997	0.81667342297588	0.899314587556335	0.848655524463175	0.862277492479355	0.902710240776327	0.925782389157888	0.824166234192726	0.788069352231002	0.842650648741548	0.773541039594603	0.634181953081406	0.88586940288946	0.869306685445574	0.858530763478464	0.853396654155861	0.874888412978717	0.89178737423591	0.562698585486206	0.774557411911991	0.82374878324952	0.893833909447384	0.797930548959601	0.326567625951559	-0.0551637125065729	0.614224601211485	0.335647277260058	0.30133829342909
RAMP1	0.532946413155441	0.408516482261771	0.764145717973468	0.485343887223919	0.576446308758812	0.612027972187964	0.445125147825357	0.343767591052105	0.452315884377637	0.342015822997242	0.335419387171795	0.408303892796089	0.52752329903941	0.474117332598293	0.458989061822572	0.433279001325826	0.49460139301932	0.566998148644803	0.556124850074681	0.518960344617489	0.512095269045024	0.716212627122505	0.527740930699515	0.364787330312396	0.439566109700635	0.459575271060933	0.548256785824988	0.463877292449218	0.427544985806918	0.588692237138641	0.789301551752044	0.456818861920191	0.459911867693346	0.528983486806683	0.391805136046811	0.482945147936311	0.530328695632915	0.454012891556299	0.581876151502337	0.650622915664021	1	0.486979892050901	0.511126218887218	0.547684832334493	0.287631338980051	0.480626114533375	0.564142770392333	0.548224069513967	0.48973287103158	0.525409684506643	0.795331774796252	0.723537642983307	0.502834577621593	0.484705429558703	0.507250719262097	0.391003905569524	0.767577818392588	0.580631176569123	0.317016010503988	0.556444500895942	0.366084421370336	0.420752470385484	0.522512594393028	0.555527244658659	0.691023204922706	0.395581863324817	0.472998079311165	0.10185824040591	0.651812309770323	0.309365691835691	0.390195406921582	0.558258713828297	0.46926028503895	0.483714195356509	0.75546285079967	0.434453135295324	0.6221685352054	0.322953855138425	0.432422383458798	0.694362798593803	0.39584920734196	0.507841705208662	0.402936754259834	0.487509961850496	0.534881205260938	0.447131180745394	0.333443180061709	0.441787052261845	0.387337530703033	0.535745597179192	0.403209254227144	0.543972638023391	0.50207817338447	0.4694896029499	0.646185157536315	0.513923597112127	0.353884305289888	0.308811767208444	0.543958495264293	0.372429718230643	0.54258557357697	0.511147784268338	0.479961848981969	0.417316302850531	0.408001378101213	0.66522307048138	0.461277250200331	0.254131840520794	0.298881706713348	0.398325633496243	0.533294065813208	0.374702103344043	0.0825804759000441	-0.226869537736152	0.351972906638208	0.0847759125828409	0.0579286272752967
RYK	0.963182967314087	0.877796906981922	0.339984717813813	0.970544165522444	0.937117348242747	0.929439922576896	0.942660141168283	0.890158974217334	0.963336749072046	0.895977138393197	0.894043324991609	0.881738301203463	0.953263362052696	0.95946326412435	0.865734355572263	0.89643724489298	0.890304315928059	0.958117091800765	0.93615233947208	0.878132628459354	0.946496377616356	0.885773864472312	0.910993128127225	0.911676409108496	0.947725082980818	0.959707734319513	0.947137019177865	0.951275733658735	0.872253879020642	0.94976927675617	0.72535380319102	0.916294048213979	0.961719323650809	0.913301399078957	0.94723886658168	0.949593126499117	0.932041867955786	0.959930803928067	0.920674794159815	0.890453392578373	0.486979892050901	1	0.868179908916363	0.856768108805611	0.888931213818479	0.949447692824956	0.846005258929095	0.946015264497216	0.921025957417139	0.881350861244279	0.583584894566695	0.573214115173819	0.873596360222269	0.829149354428114	0.912921292590227	0.740567448996973	0.672390706300783	0.92223052993839	0.876559515627516	0.911046463545496	0.947391995338286	0.895789500034914	0.936250438754665	0.740382787928957	0.772872072878458	0.908930774800931	0.92540617069786	0.24967538232291	0.565909205853371	0.387077402001071	0.838052413736136	0.934649116416308	0.915932046922933	0.949774737628789	0.844584594452511	0.867740854550057	0.460066667868663	0.823730575285817	0.881638367038951	0.685413291072705	0.869541976603311	0.947200214153552	0.909706442893935	0.867823257538985	0.852465057771944	0.937103200985242	0.830845142210959	0.893179508501044	0.82864670651163	0.635168248845609	0.867952940728695	0.888346409995798	0.869725529315006	0.909971676413451	0.905022125003514	0.966262728961894	0.874711309420488	0.895698511330881	0.88072683252627	0.859807426781678	0.696360691331492	0.931156394620494	0.895073773996255	0.909311981630803	0.940801659963854	0.870883887545632	0.919933897950833	0.641444041746461	0.873997577225909	0.860137264610428	0.898772699751542	0.907621838979919	0.402015124914441	0.0374706994694687	0.775112686071578	0.411305755403539	0.384701223632683
