""	EGFR	ERBB2	CHRM3	TNFRSF1A	F2R	CD9	PTPRA	ITGB8	LRP6	CANX	CADM1	APLP2	SDC4	INSR	SMAP1	EDNRB	ACKR3	LPP	MET	IGF2R	CXADR	NECTIN2	AR	CD99L2	ADGRE5	ITGA3	TNFRSF21	PILRB	PLXNB1	SIRPA	CAV1	PODXL	KCND2	ITGB1	NOTCH1	LRP1	KCNJ10	PLXNB2	NOTCH2	THY1	CNR1	SDC2	ADORA1	CELSR2	MTTP	IGF1R	PDGFRB	LRP4	ERAP1	TNFRSF10B	AMFR	FGFR2	RXRA	NOTCH3	SDC3	GPR37L1	GPR37	NGFR	TNFRSF19	ITGAV	SLC16A1	MCFD2	CD81	SLC16A7	SORT1	MCAM	C1QBP	TFRC	ABCA1	CD63	SCARB1	CD44	ITGB2	NRP1	CD46	CD74	CXCR4	SORL1	TREM2
SDC2	0.4963199227766	0.696111957352837	0.677753124685782	0.896904227814146	0.912693357872053	0.739890303891305	0.884564738611817	0.699895214692362	0.812519039111026	0.887402822816839	0.874784630195389	0.896590702661782	0.680701349709595	0.869737431123101	0.880806490850282	0.274493299599167	0.716239967095264	0.938321359000019	0.717500460130784	0.773751904317986	0.889075208028694	0.886386853057416	0.765599028899496	0.868204037489145	0.812022667850717	0.751955289430591	0.890506101739774	0.843280170606345	0.64236946979302	0.822909586042078	0.765761598255306	0.823435767966459	0.309007890586646	0.894694565623114	0.803287424010224	0.802269763288608	0.246260038222779	0.84227240738147	0.854146249626513	0.85349099385187	0.830260227981795	1	0.706568521269431	0.755852100240205	0.84546999215155	0.849205300887438	0.802190231709181	0.561612149326001	0.850742966233488	0.875871738257423	0.864466481497189	0.619130342828439	0.83619850958211	0.874828090781323	0.644827336030883	0.506483111084391	0.859839942992415	0.167090214749505	0.640883474747518	0.910500776439722	0.701299307152229	0.89649222525205	0.879055265367866	0.881383559410745	0.869367447647465	0.822649354300932	0.88764063056109	0.44016991375051	0.875570914408673	0.893489561808886	0.730200584364652	0.831535207624888	0.410786347642274	0.84805081554904	0.906558305816344	0.440697510362977	0.478644780094141	0.570871087291094	0.268640192304073
ADORA1	0.505131069534256	0.830438151768464	0.625421948262266	0.808063505631652	0.601423800478709	0.736749314133668	0.80531818882081	0.814760935901467	0.577539207378191	0.776937982916149	0.765323821188418	0.739329602813363	0.644406984148618	0.52831790604214	0.7617814787744	0.588072459672841	0.863420860597582	0.610683547091695	0.708489757290258	0.391429259030396	0.748841882746799	0.622299128000662	0.800621415168456	0.77046850316402	0.701141902281085	0.704903816915997	0.852654562628111	0.684830503524643	0.69191442119074	0.615916808052994	0.482429029867302	0.509523629202035	0.435666209276382	0.497702708087534	0.754126377497253	0.763156251441883	0.442348749824904	0.636421833777378	0.618558074339472	0.460008100405314	0.712930731403722	0.706568521269431	1	0.800752138381917	0.755663977358381	0.650505102358193	0.365439677133126	0.75525451663791	0.639161394829603	0.621528670831965	0.703516440321097	0.5661267527709	0.465913863651959	0.45249611131534	0.79622478408566	0.670689043865787	0.666443517114612	0.470015439769452	0.530809308745466	0.793895341748117	0.633048096299764	0.618643609309251	0.668402160196165	0.826588620328727	0.623224022923001	0.416061395994805	0.759646221373619	0.229824175875175	0.743828505903048	0.753468798376212	0.541151922723389	0.761595847311941	0.167143553351742	0.581721122765367	0.601988462148007	0.173592028671618	0.238349603769387	0.331050162219668	0.0705364550798452
CELSR2	0.619406382264273	0.790128906854644	0.742034963315882	0.839352782330011	0.750273159138386	0.748213548470894	0.869464212285122	0.852269775715678	0.766209742110743	0.833586753259452	0.84479192222609	0.833809637689978	0.617530262915796	0.706092573319256	0.803951563770839	0.482251223465926	0.776772260851809	0.759700440675418	0.669891643483641	0.649006154409002	0.819734762098246	0.766073675623497	0.780126586352042	0.834702086257808	0.768905213029846	0.749026713248294	0.855781042319745	0.804586945730778	0.707126577296742	0.794556299717203	0.576125908453939	0.662362407207389	0.354207253491288	0.662214624714541	0.787973798068365	0.866839088989879	0.400994901693503	0.757696382377975	0.760220525565707	0.577312826000199	0.825786938471706	0.755852100240205	0.800752138381917	1	0.736528151390747	0.823109786990756	0.582179574177398	0.675368670742782	0.699237150504707	0.712026828262071	0.78010107142945	0.523417368922214	0.692172604098572	0.627986253388886	0.846387470176086	0.735795349970951	0.831233195851601	0.324503368858291	0.760942178929709	0.827448678160515	0.696816528744517	0.760359454717197	0.819182355413899	0.829022705751086	0.803666844491819	0.588740779460377	0.777182330670987	0.325249470860834	0.85474446949921	0.790509723708917	0.688545413090138	0.776273805369566	0.276440854207812	0.691561152601781	0.744536510320712	0.245805889514602	0.282403856762106	0.44281111916688	0.16958322147729
MTTP	0.543367198688958	0.705722581392891	0.645469467393808	0.831545157075943	0.755519453329975	0.657566759022581	0.850607332135659	0.729557489423661	0.73325689889292	0.824553241988696	0.858404652566254	0.805962229532238	0.58533861843862	0.67125158538886	0.77497079451998	0.429920238605605	0.773956806954016	0.780507710935232	0.666562122766901	0.638448684939826	0.826438993184683	0.72222179839969	0.797751213746429	0.815173271932399	0.693603385507394	0.671693692783992	0.861516252252472	0.833112494382951	0.71801221370654	0.757091586671766	0.534719103002198	0.660605579282222	0.461273894004897	0.653092489803282	0.832792330215516	0.826396824954853	0.414312717160363	0.72642058615933	0.751948707466326	0.61163142728402	0.817805062072934	0.84546999215155	0.755663977358381	0.736528151390747	1	0.729340304268016	0.561609768605127	0.675494549549278	0.837506900257216	0.715058291725692	0.742008619334517	0.712282991245404	0.657684830764446	0.620315701436618	0.669785619738751	0.607241944672174	0.812444257818437	0.301834159367976	0.643709066454171	0.825584711501227	0.651949307571371	0.740991946186988	0.775844437781282	0.873132284965759	0.759489928677934	0.592917003818057	0.782125666263717	0.371432101381143	0.813210295852133	0.77140335582228	0.605350116875918	0.780969514786475	0.289227080876748	0.625705306131845	0.771639339503609	0.281599365214499	0.320463082562953	0.469423622899904	0.171509756867915
IGF1R	0.525748828234865	0.71022598145179	0.842575608118611	0.901461074151886	0.868539183990094	0.769870964641524	0.899190703278198	0.776838170518899	0.876608055903617	0.907262345624524	0.874653791387721	0.912290752885678	0.698209178660398	0.840553255334235	0.85326256352515	0.212002645363641	0.672877753634312	0.913922387171964	0.77098126434913	0.839580246796615	0.912804392029475	0.879979706544256	0.716699283700059	0.894669384572157	0.836119564197846	0.794358218732238	0.858634650189477	0.830446391207141	0.582483792105447	0.862588071259932	0.77183295259607	0.784062083222424	0.187917968705382	0.860431291290611	0.724858766575537	0.848606121361938	0.178350653460316	0.877035850029207	0.856950487159775	0.745619269875383	0.898068650794363	0.849205300887438	0.650505102358193	0.823109786990756	0.729340304268016	1	0.781861270302543	0.487511932350487	0.810720289036046	0.861340597064372	0.887603176030616	0.539827205458461	0.818193697119032	0.782756494550531	0.738565754597517	0.510333813138031	0.918870210037945	0.0446347630355462	0.745378568488405	0.881891485712347	0.769510787840735	0.92563041470782	0.860508844737105	0.845353345495977	0.906278334976345	0.722143203610841	0.865799676806086	0.372070407263879	0.892646116178626	0.893713218603273	0.80489696964928	0.800592768942081	0.374372647633369	0.865535126411885	0.922977788785515	0.352827959879005	0.381281601204543	0.51158924704528	0.243692766745647
PDGFRB	0.378991662090122	0.488467229893889	0.671552342740753	0.677648775526692	0.846328674111238	0.50779761284928	0.694339013950571	0.549630984624951	0.748439078934148	0.685008637928989	0.676521166726701	0.720015770622062	0.440072592892009	0.836581352286222	0.66405658045015	0.088100440172936	0.431501545611955	0.891168430986091	0.580345921478182	0.859841950732026	0.709933968207434	0.804101696140364	0.530424214482143	0.672886174914493	0.654599726831674	0.586525494140243	0.651585091660652	0.694018069508187	0.561239624577666	0.720740493646729	0.730964565246972	0.777887008859283	0.0272665936270367	0.905025060492257	0.595442449560566	0.703396456571427	0.151287245362615	0.83554107736889	0.809488845072435	0.875794006982834	0.678553847402851	0.802190231709181	0.365439677133126	0.582179574177398	0.561609768605127	0.781861270302543	1	0.308397141319405	0.721574196391947	0.76531556513407	0.734778181023564	0.538336576609135	0.841218650185408	0.946389375459143	0.416650957250998	0.34957512423768	0.763517833275533	-0.130598994823193	0.653741890667677	0.715723053107357	0.487355390234602	0.829509733988065	0.794705669668641	0.623854147459973	0.829910895073071	0.878432956813427	0.644142352200921	0.45029162120061	0.728880014411078	0.688749788810822	0.711117575436122	0.598627224026671	0.397780451296511	0.782440279706309	0.818087068590954	0.411097124611098	0.385157855437713	0.516852802907033	0.255456215300098
LRP4	0.703920636987986	0.618583112512805	0.600694245833902	0.589094030724467	0.482260875741668	0.542404667687841	0.686263321526006	0.781854449234076	0.623183702892736	0.595422801269217	0.706585926738946	0.561916363414587	0.316402837930271	0.498612203560121	0.615979574827713	0.634636033889943	0.768399028881459	0.480461242862911	0.514975540551197	0.348220642818578	0.613684647713575	0.418852997600877	0.762398742264968	0.531787893925054	0.609151006515727	0.418118309558806	0.703085342615049	0.652448979830287	0.66859386402902	0.5528608375708	0.191845909070473	0.355945096201062	0.480797332664291	0.328549747093781	0.665222493929441	0.733328465230218	0.640354894981077	0.545041441010159	0.537232835867388	0.347111727668341	0.533970233555747	0.561612149326001	0.75525451663791	0.675368670742782	0.675494549549278	0.487511932350487	0.308397141319405	1	0.568637166956566	0.424323535249686	0.463585845409839	0.692700914395411	0.491076954648715	0.367097174347046	0.643358341133234	0.814506055784768	0.589964344299792	0.498579764408762	0.458598364637385	0.642800119774876	0.470996506459609	0.490891609444606	0.541938263662723	0.724051500271008	0.534787379251491	0.407221697136748	0.538125419225245	0.269037917198784	0.608101836025995	0.513370160552993	0.371325597769993	0.465171703368401	0.101386872919156	0.3383555776113	0.408242788711657	0.110122236876278	0.123796119396904	0.257663747799811	0.0164598696075909
ERAP1	0.563779334693895	0.631694423157726	0.738124858065754	0.840084677234508	0.843757412701985	0.677668037496408	0.887296529910808	0.745310856700377	0.823496649982336	0.850491617506541	0.84821317028162	0.841802499703631	0.577009221763965	0.790402098386153	0.8111386185438	0.383428803541669	0.712012175494977	0.87363186803478	0.73975796760971	0.784560491410673	0.879240499291615	0.76530816964585	0.788172718179637	0.812330031232154	0.760873512900564	0.621930420987596	0.852678530429061	0.882424445275304	0.726842627087417	0.838297913969313	0.59552678035228	0.682843315118816	0.445361868531562	0.768059744601894	0.786131677191242	0.881556040423702	0.450083351305154	0.836495660141451	0.823745222478542	0.692482404424083	0.789501074640665	0.850742966233488	0.639161394829603	0.699237150504707	0.837506900257216	0.810720289036046	0.721574196391947	0.568637166956566	1	0.798900720718026	0.735423810944031	0.711998173057746	0.757756871445954	0.743043850628864	0.589283880122829	0.548997827448607	0.883530036167626	0.039800050093082	0.749992522736541	0.854426889775464	0.686207554370761	0.843540835714621	0.848995737244576	0.843094706775963	0.863051217802614	0.715547274977239	0.791274502330972	0.473393260839909	0.86920736633553	0.786792876059091	0.728431749501573	0.703075619396705	0.428892570790961	0.690431937171558	0.860486037343871	0.41548063094581	0.438883078358097	0.578963068602023	0.306970387342172
TNFRSF10B	0.415978677397065	0.707642116950558	0.730251236823353	0.902620555247018	0.90100362051138	0.749597560420021	0.855334949542077	0.693392806133481	0.7925214191111	0.889375921979311	0.825745006676088	0.912059545052902	0.737003875594302	0.807153155705414	0.844619895154053	0.173951703559651	0.619939966885735	0.903790629780151	0.78150359618545	0.807725787714222	0.876997041035661	0.908494924313101	0.67668687289311	0.866977056432299	0.823603831359698	0.841088129888216	0.829905224867718	0.811639341130121	0.549773660586782	0.863015898136777	0.813784743508309	0.78783789483958	0.123818371877109	0.90824061258654	0.739281709215057	0.792198511167553	0.114522568779926	0.889013495858228	0.86415943627807	0.800617648662781	0.838998315640372	0.875871738257423	0.621528670831965	0.712026828262071	0.715058291725692	0.861340597064372	0.76531556513407	0.424323535249686	0.798900720718026	1	0.915313288295124	0.499012652839593	0.832459003388317	0.800308120131457	0.659602306901431	0.379738769230584	0.832138628830855	0.0511392276153836	0.609761811439297	0.905720320014765	0.711796797196764	0.918427927261437	0.909744659995926	0.815954639372963	0.891834963468243	0.776179686411255	0.867798356202424	0.552132163394185	0.906496496908044	0.912236674257967	0.860500611971768	0.858922111128604	0.562988760122067	0.921927794503489	0.930189201286581	0.559919223734285	0.569662170539988	0.692105870858532	0.44347966177753
AMFR	0.462848474359898	0.780731121902398	0.757270677333601	0.931743173880404	0.893000895917397	0.799459209781106	0.877475836593929	0.762831945368475	0.805909485917643	0.924860719493849	0.857466888443941	0.93435213101948	0.791487491653308	0.839178536318644	0.879764594845468	0.239210067903619	0.671132255391535	0.898444251720161	0.828662525722961	0.775995854977702	0.888654463732417	0.934834956719033	0.732548521683539	0.891654191520876	0.816251603202438	0.893621247429046	0.875536948560897	0.784229906339266	0.592483925384698	0.847817400633382	0.848867009825422	0.867565641408569	0.136177688575788	0.887003303637066	0.793627478488577	0.790186324661101	0.138741958227771	0.872873646520518	0.877111418277369	0.812483512450196	0.855212970861532	0.864466481497189	0.703516440321097	0.78010107142945	0.742008619334517	0.887603176030616	0.734778181023564	0.463585845409839	0.735423810944031	0.915313288295124	1	0.468564909401218	0.790383845090694	0.786001299913894	0.721373354275592	0.451379921120502	0.845414123327878	0.137388584149258	0.627330738569772	0.906736935608209	0.754527562437645	0.918920612943877	0.879857394068085	0.846179584844881	0.896582726575143	0.767467080520606	0.88055606780977	0.419550568050235	0.904111755109948	0.938220542828349	0.851430880135197	0.888267886615205	0.399485975853291	0.929672966179108	0.910641970729791	0.39245006868201	0.439189406071494	0.549677966065112	0.262082996881336
FGFR2	0.514006487928248	0.536794418174954	0.656778327400382	0.575037363441043	0.550181338059229	0.416242827077041	0.670456401499655	0.671108928488407	0.588816922222401	0.57346079507075	0.672015437192559	0.541551322203126	0.259229069320668	0.562213905314028	0.515609369383261	0.422166015284905	0.688750546361477	0.589000751990158	0.538449272058174	0.530487601889835	0.615796495729922	0.475635143917935	0.687528366880736	0.566422692046445	0.49702289828533	0.395375252215827	0.628403403799835	0.709324685772402	0.740393045147299	0.58504508141957	0.24887739456265	0.390093075376153	0.341376727713733	0.431030924220289	0.582069226768271	0.76586504875086	0.533042053942606	0.65091998312721	0.58479382409572	0.411127891680102	0.613750912845237	0.619130342828439	0.5661267527709	0.523417368922214	0.712282991245404	0.539827205458461	0.538336576609135	0.692700914395411	0.711998173057746	0.499012652839593	0.468564909401218	1	0.598965041124058	0.476259451585875	0.506837565177522	0.606069058664005	0.694001839080198	0.168508439013612	0.594052445234214	0.60804547506738	0.435639112150051	0.580498141628923	0.571476453842672	0.688152455020356	0.579156865261595	0.517465900287696	0.486536719185229	0.296049906530706	0.595942892087432	0.483285236877018	0.439519780889257	0.42707586161267	0.152475157905978	0.375876586503905	0.547716820401982	0.150091248572431	0.121896845438269	0.312256493122193	0.0531633465019587
RXRA	0.565777457158213	0.556159974304879	0.701217663817552	0.774732719134472	0.87486699819076	0.594072640038269	0.771063100441656	0.639861106411812	0.817769008421347	0.768533597373731	0.800012947303286	0.818272582750919	0.467804033809809	0.899721651647943	0.758661155777169	0.164867411765457	0.512820636907518	0.883445621913963	0.560182547472932	0.866422298412173	0.803095462245598	0.83779951684456	0.665635809985463	0.725991388183478	0.760692929799079	0.638571391031072	0.735213485500025	0.776989725330357	0.547745098560664	0.851355161095693	0.655824090798643	0.792011501671615	0.0751702230822156	0.876903509968897	0.659199193973227	0.789146931559356	0.202768476185975	0.846580097416333	0.868628943960433	0.830567850191733	0.782006301208081	0.83619850958211	0.465913863651959	0.692172604098572	0.657684830764446	0.818193697119032	0.841218650185408	0.491076954648715	0.757756871445954	0.832459003388317	0.790383845090694	0.598965041124058	1	0.852808723720731	0.543742592673755	0.516926343978713	0.853251000278307	0.0303119895624198	0.622718145658651	0.817392455081201	0.555620256814643	0.89294939357841	0.866314297335231	0.736114769360694	0.878293970203418	0.873704536413412	0.747893231322721	0.529630148146675	0.821567373364047	0.786711459559985	0.726605650489914	0.645209001073271	0.505923957310166	0.803320868668337	0.85842648583506	0.500355889977799	0.425109909771286	0.626169821352135	0.378436046880959
NOTCH3	0.431055319940357	0.539824778262545	0.614189422212732	0.744166834725084	0.897869094877322	0.587555868076024	0.73957632179225	0.565298881939455	0.765924025333029	0.751608392529788	0.720498076815379	0.780361557316653	0.521577860793413	0.883767667459025	0.763814343212219	0.137196996055984	0.472808641330446	0.930038250920519	0.598270377903164	0.826744989305588	0.752997861961748	0.857571030003785	0.609097469368892	0.69594574821666	0.714923696650289	0.653666436287406	0.740263808811952	0.713708585361673	0.558715331340004	0.742312389830395	0.803358324513368	0.870331801270821	0.110130320603213	0.950403309899024	0.688897881833109	0.697861371678079	0.180785053352282	0.829751917399886	0.830205500179764	0.957999235276847	0.674333465365272	0.874828090781323	0.45249611131534	0.627986253388886	0.620315701436618	0.782756494550531	0.946389375459143	0.367097174347046	0.743043850628864	0.800308120131457	0.786001299913894	0.476259451585875	0.852808723720731	1	0.437072844512416	0.38002011747105	0.768409601986188	-0.0403256784821959	0.606683320065921	0.776861532955486	0.538044061014425	0.857023753649244	0.834990588744816	0.693192210792917	0.854926078825966	0.943480406597308	0.72571441058542	0.473943203622368	0.768611844234415	0.762136022493198	0.718242902667949	0.680985113583942	0.412123226739024	0.840691777862448	0.841046900354991	0.448923305415805	0.451376020623798	0.53963686106823	0.271806942658239
SDC3	0.508800265586838	0.83504675177137	0.648432017968485	0.782244530253963	0.597266410326657	0.80092104082847	0.804229959691864	0.830101002102818	0.671332061290942	0.792103534586361	0.780274799610678	0.770266170198967	0.724331021282656	0.54438963025018	0.732495535777332	0.516571604456956	0.788469228893754	0.600823370165346	0.688329877898657	0.466421838909739	0.713650152288065	0.6966460638309	0.673362037033774	0.84148081920689	0.75638444318105	0.817283154870325	0.799501985968047	0.714131312855984	0.604040214814551	0.635192329402106	0.555748637591054	0.486880489791227	0.352721169202091	0.531200975401232	0.676543557714525	0.771413824319831	0.320098426050557	0.624668060019325	0.645688384787195	0.429750292137336	0.817620347766336	0.644827336030883	0.79622478408566	0.846387470176086	0.669785619738751	0.738565754597517	0.416650957250998	0.643358341133234	0.589283880122829	0.659602306901431	0.721373354275592	0.506837565177522	0.543742592673755	0.437072844512416	1	0.651965588478519	0.703271895868608	0.435024325315111	0.634104053738004	0.75041921317738	0.767158006220165	0.648426499257961	0.676086724891671	0.740199328667517	0.662667973489167	0.4349822023543	0.761712959069164	0.147596224742032	0.771255731066864	0.765902090798937	0.605067713507846	0.757921953431191	0.12484431672372	0.657273408542442	0.653334490572043	0.110721377322117	0.1711776867409	0.296886925243236	0.0574589624622177
GPR37L1	0.83164015596397	0.592643366933009	0.560996859751514	0.550653644702097	0.498252073951948	0.587092910378075	0.674932313210795	0.815885128160562	0.646566669874357	0.592969370042243	0.735408873377443	0.588453170784389	0.252626432146341	0.520405054107146	0.613272426435148	0.714405216192031	0.68618437628151	0.469498057011736	0.401481941371824	0.395808933176036	0.601113913806384	0.482699193748867	0.751833516392447	0.526211740746026	0.634169964039533	0.370567569527474	0.676385752664676	0.69079022620706	0.708109265364281	0.525186860890284	0.149442556877322	0.390922066236319	0.555784998769516	0.346878696108815	0.668518086968757	0.716917043160664	0.685187014760051	0.493636696463007	0.588400550745068	0.352788189762445	0.552282047722293	0.506483111084391	0.670689043865787	0.735795349970951	0.607241944672174	0.510333813138031	0.34957512423768	0.814506055784768	0.548997827448607	0.379738769230584	0.451379921120502	0.606069058664005	0.516926343978713	0.38002011747105	0.651965588478519	1	0.612768494897749	0.596380520762041	0.586585872632054	0.586004064605836	0.501310187302508	0.507995566178507	0.526809371614992	0.627494385815482	0.564040993263153	0.414798553093108	0.534500945450053	0.100961327339805	0.589362642745237	0.509659875304805	0.299206411078183	0.360183461287443	0.00452932316497573	0.292183555627218	0.425739478655015	-0.0309869163473393	-0.0547271076030743	0.149803760075435	-0.0529224020876581
GPR37	0.611614469902199	0.703345433770983	0.862722411113176	0.904546575401311	0.899929894073421	0.729742539478082	0.932793925708263	0.818792021637136	0.896806426437982	0.890944636052493	0.914816437051868	0.912826880862743	0.583020484036773	0.858289772827526	0.841076811770622	0.312136179390229	0.692062113873894	0.916545698693933	0.749076165185552	0.856402780667518	0.949104998429962	0.846650646219256	0.822635196632074	0.849355563949278	0.808007716045132	0.731254284169378	0.885989121266993	0.890056536768059	0.721388583854279	0.918028283386189	0.640504392581279	0.759267150031176	0.279487329848942	0.816402413308154	0.74643480559851	0.92096392874756	0.333796750286727	0.907900788386266	0.868669140561435	0.729803869365321	0.904155052123752	0.859839942992415	0.666443517114612	0.831233195851601	0.812444257818437	0.918870210037945	0.763517833275533	0.589964344299792	0.883530036167626	0.832138628830855	0.845414123327878	0.694001839080198	0.853251000278307	0.768409601986188	0.703271895868608	0.612768494897749	1	0.0952722736038237	0.799395937392842	0.878987649785634	0.684732971481179	0.920298106427495	0.885877967090152	0.902442037791534	0.932446983776002	0.750704522849639	0.845708036589686	0.395356345635551	0.906205263155399	0.862485097998633	0.761854556067854	0.772194262455478	0.366446236127137	0.76920297423449	0.901375637121055	0.326242359019761	0.342168542856133	0.534463084787569	0.230356213361654
NGFR	0.494663322015121	0.34077407590951	0.0220866649769317	0.18148655507303	0.0884665729098369	0.396809752384939	0.23724081390492	0.383203733436081	0.159464441710101	0.225902266557165	0.351246870349275	0.20626600539522	0.177456538093204	0.0766259542864154	0.264453999592076	0.627827148573151	0.324949928182385	0.00616600193192526	0.0568022723947502	-0.0936458642367188	0.167938589401544	0.131637092037169	0.364344012541774	0.204949990740078	0.323698766448907	0.166200285153758	0.275510867617943	0.204434428498148	0.314157306229236	0.0264951776503125	-0.0493164681983892	0.0435560590582593	0.491369149264849	-0.0289038323030839	0.245408083240387	0.179008141487888	0.311347987905693	-0.0233208425772058	0.183987811696835	0.0364705836314977	0.189341953763227	0.167090214749505	0.470015439769452	0.324503368858291	0.301834159367976	0.0446347630355462	-0.130598994823193	0.498579764408762	0.039800050093082	0.0511392276153836	0.137388584149258	0.168508439013612	0.0303119895624198	-0.0403256784821959	0.435024325315111	0.596380520762041	0.0952722736038237	1	0.126917332918699	0.181549783481769	0.275808642413233	0.0445547156710979	0.0638549688537094	0.220159493689219	0.0597348768014698	-0.0165776941367629	0.280000082145343	-0.22215390624962	0.139861867466389	0.209433254717524	-0.130415042294165	0.14191872310702	-0.2067766244525	0.00693782510623599	0.0292042571178619	-0.208375097712697	-0.171556622644387	-0.125286248605116	-0.213702391023317
TNFRSF19	0.58364389411364	0.562796072963942	0.723171689868924	0.687425481261642	0.705852255903294	0.601502373260106	0.773028544094642	0.728024435688236	0.751529092645227	0.70468295863799	0.708367343284834	0.694018006706259	0.501745270156359	0.645376725506117	0.631503656690518	0.523122103627863	0.558442530758824	0.724911942787794	0.644301707152212	0.724951901361675	0.709600386077704	0.658310593433312	0.590968700085164	0.714071934960205	0.609210366385104	0.574478618493802	0.690608217642244	0.731056544083094	0.772951696228933	0.681988713171054	0.48963105563183	0.574786843736785	0.347907231713242	0.606732083414055	0.622251417724814	0.802635491372143	0.461322601583596	0.681917616761119	0.719902567741717	0.516254259261853	0.732369294424446	0.640883474747518	0.530809308745466	0.760942178929709	0.643709066454171	0.745378568488405	0.653741890667677	0.458598364637385	0.749992522736541	0.609761811439297	0.627330738569772	0.594052445234214	0.622718145658651	0.606683320065921	0.634104053738004	0.586585872632054	0.799395937392842	0.126917332918699	1	0.651702316851873	0.6332460951601	0.680236171452731	0.705592849633142	0.648844374516706	0.728982818335612	0.517236698378785	0.603993594136232	0.234590589339574	0.727365698962878	0.614413760528602	0.650621160916388	0.568359870803769	0.162132309599178	0.549965352928387	0.70481637721781	0.0987497410154261	0.0959291552467447	0.305297477496475	0.0713321318601326
ITGAV	0.556996311256905	0.777642196926562	0.79038686498512	0.963226442864882	0.877974006969069	0.839268581246573	0.947917841142134	0.839269427196201	0.833584815791886	0.946465518662377	0.913592418309858	0.947994619039611	0.723617201393533	0.835124099707239	0.93776862335111	0.39274526746362	0.810231176426954	0.903109260584612	0.818823374212271	0.771333996455379	0.939594924911438	0.888437639488831	0.836797814457044	0.911239440804476	0.879924649150709	0.81453683206791	0.948409643727628	0.873615255557551	0.681160019743013	0.903248997785708	0.734272193850466	0.776483525425738	0.311786062176011	0.852824558220804	0.842682903610407	0.901719833460629	0.312962066341268	0.895956866209644	0.883317481675691	0.774540887582247	0.863376257144563	0.910500776439722	0.793895341748117	0.827448678160515	0.825584711501227	0.881891485712347	0.715723053107357	0.642800119774876	0.854426889775464	0.905720320014765	0.906736935608209	0.60804547506738	0.817392455081201	0.776861532955486	0.75041921317738	0.586004064605836	0.878987649785634	0.181549783481769	0.651702316851873	1	0.772975529494921	0.914755823781186	0.933517571124094	0.928106933494273	0.903799872735847	0.751548445639906	0.921428055965259	0.554809054456782	0.962548987653512	0.939827387049429	0.814127171911697	0.865218378507463	0.523576500659313	0.8642084715228	0.908088704751384	0.534633931628533	0.536693758427877	0.658888121987195	0.405415355390262
SLC16A1	0.563688730364401	0.679198028649802	0.627332832423315	0.793094089167985	0.701928834488389	0.889895865128459	0.817947077029937	0.75372412590722	0.731880758549803	0.872710622647057	0.790865865548792	0.811206611529066	0.798461537136455	0.691109389405029	0.840853503980018	0.472366741300495	0.721549864092498	0.686752935168773	0.753551099396799	0.550850340617578	0.75824639641787	0.761935770687588	0.651014751093188	0.808402403862878	0.832853830414976	0.766928668805589	0.798244011433755	0.755274073897437	0.528278947633914	0.617662193946303	0.709543005186703	0.592332767247167	0.449054002380526	0.645722292433264	0.685135940890548	0.678087088175654	0.257308560097133	0.634963443758941	0.751073759235377	0.543204532759488	0.725016109341628	0.701299307152229	0.633048096299764	0.696816528744517	0.651949307571371	0.769510787840735	0.487355390234602	0.470996506459609	0.686207554370761	0.711796797196764	0.754527562437645	0.435639112150051	0.555620256814643	0.538044061014425	0.767158006220165	0.501310187302508	0.684732971481179	0.275808642413233	0.6332460951601	0.772975529494921	1	0.750702383498053	0.63764027352868	0.736694563176046	0.679484536368405	0.51003334880065	0.824286655005689	0.169902866302295	0.762971522222732	0.813726807964268	0.638162199217508	0.703160128139258	0.151869700165195	0.731130923949385	0.767675088782887	0.161235671029534	0.308956406217194	0.277323297085187	0.0557278514625203
MCFD2	0.567045051624722	0.680330824557354	0.829873799277693	0.926757162476529	0.945077775930165	0.791574629902439	0.907870030827122	0.77953076459489	0.884578834738217	0.929741127375856	0.907559794241016	0.954973687729409	0.670682187989125	0.916340488684735	0.906616053960877	0.219745981228598	0.650545362604995	0.953036725895847	0.767749226876582	0.878155088248524	0.940210919575865	0.949733333830108	0.765916514583566	0.856639496360014	0.870088925482711	0.799705650756701	0.88311424957643	0.867903208965004	0.606186524702879	0.896810109598487	0.799317039331355	0.857841979102949	0.182808615185253	0.934431904855699	0.777339502473457	0.850404100083848	0.19485467191331	0.931027474943125	0.928492510428716	0.858534130554742	0.869630103059433	0.89649222525205	0.618643609309251	0.760359454717197	0.740991946186988	0.92563041470782	0.829509733988065	0.490891609444606	0.843540835714621	0.918427927261437	0.918920612943877	0.580498141628923	0.89294939357841	0.857023753649244	0.648426499257961	0.507995566178507	0.920298106427495	0.0445547156710979	0.680236171452731	0.914755823781186	0.750702383498053	1	0.90039496012607	0.870073274183415	0.950199484788129	0.842660449960105	0.895818757451771	0.435663557749256	0.913318195584937	0.935592835332861	0.826482203963351	0.797774548513927	0.444512235142499	0.899754175708331	0.958741105569855	0.431634347832016	0.455611047694861	0.58459045738795	0.300099082866271
