""	CD74	ITGB1	PLXNB2	TLR7	TLR1	TLR2	SORL1	ENG	ACTR2	CD33	TLR4	PILRA	SIRPA	KCNQ3	LILRB1	LILRB2	RXRA	CD163	VSIR	ASGR1	LRP10	THBD	ABCA1	SDC2	CD81	HAVCR2	CX3CR1	KCNQ1	LAMP1	TREM2	LILRA1	ADCY7	CSF2RA	EPHB6	CXCR4	LILRA4	ITGA6	CSF3R	CD93	TSPAN15	NCL	FPR1	AXL	ITGA5	GPNMB	SELL	STAB1	ITGAM	NCSTN	RPSA	RHBDF2	PDE1B	ADORA3	ADRB2	PLAUR	C5AR1	LRP1	APLP2	CMKLR1	TREM1	BMPR2	CD44	CD63	PECAM1	INSR	STX4	HLA.DPB1	UNC5B	NOTCH2	NRP1	MERTK	ITGA4	NRP2	CCRL2	ERAP1	GPR84	CD46	ACKR3	CD69	SORT1	IL6R	RACK1	EPHB2	P2RY6	PLXND1	PLXNA1	TNFRSF10D	NOTCH1	PLD2	SDC3	TSPAN14	ITGB5	CANX	MILR1	CD47	ITGAV	KCNN4	PLXNA3	PTPRJ	LILRB3	RYR1	ACVR1B	STX3	TFRC	FPR3	DIP2A	SCARB1	RYK	TLR6	P2RY12	JMJD6	PTPRA	MCFD2	APP	TNFRSF14	TNFRSF1B	TRADD	AMFR	PTPRC	TNFRSF1A	FZD1	CLEC2D	CADM1	ATP5F1B	FZD2	PILRB	SLC16A1	TSPAN17	CD40	CD4	TNFRSF12A	RAMP1	EGFR	SMAP1	PTPRZ1	PTGER4	C1QBP
ABCA1	0.038768995795366	0.597052404592164	0.438813073006726	-0.0547326972171541	0.629748666482974	0.551296387102566	-0.0596721989684175	0.575211745670468	0.422500988993535	0.160752306571738	0.530516631555801	0.435538116056219	0.630909049605466	0.333699593866583	0.165065457052038	0.677888344065921	0.785828109134848	0.624561270814338	0.0741797294535724	0.158752648694221	0.367443721547373	0.863270961302881	1	0.930397932532071	0.160860567379893	0.38120019363919	-0.184008075998065	0.322190729427307	0.577696132631586	0.206336047314446	0.00533118226825055	0.121202838119568	0.179794874565865	0.0388877970512474	-0.0412143405392694	0.0971727004620473	0.136412344528292	-0.00997154083944842	0.424651977966454	0.0756863421975436	0.384772623386596	0.458321207005649	0.199714704256968	0.678376543459232	0.890054379456341	0.0139383953529318	0.603817087634273	0.587571184031524	0.485525748037794	0.330740261190694	0.216451249552078	0.190375012968036	0.0151172802291676	0.0828398618681369	0.736566156135546	0.915263942024614	0.678997528389174	0.714794223732421	0.265598112237361	0.659316297820789	0.162496652277355	0.905733453471534	0.533807266098316	0.14051657711996	0.0501664160942904	0.484084589082546	-0.0872943415771362	0.0647798539628715	0.757623837361911	0.885394648642545	0.42561556262384	0.376268253443707	0.759644793381235	0.65227485720873	0.472985554255636	0.419964027547907	0.365851362677413	0.80741363001948	0.155100171033867	0.22072778210549	0.525662393575976	0.32327880876857	0.272026140812686	-0.045866718763632	0.728914323970503	0.349472894181998	0.570253821869974	0.403245102418128	0.442481004377983	0.218368293286876	0.301718141152935	0.70664805260273	0.778958474540034	0.242358674353864	0.310546592817219	0.337144061206528	0.432408834888107	0.546808524281382	0.183574975190845	0.89618974543851	0.0871505255782528	0.337697603405398	0.102725848529847	0.589244960340512	0.675074904848952	0.335501660279399	0.356428021514953	0.58665805960615	0.348690070463724	-0.218477700088593	0.496922433487713	0.373148308133228	0.692074561915938	0.653137297834658	0.663735305710445	0.716715968301247	0.477025355775436	0.790555237709888	0.334625103030716	0.435940079825267	0.0593581983114087	0.210751748309126	0.251913173344221	0.340621603309705	0.410334044278634	0.298353269962092	0.346407381218123	0.222816295982406	0.161341999881371	0.279927904014463	0.32675267387564	0.297054779040132	0.0485990539092054	0.494821976632453	0.030808254361384	0.361347991688212	0.304902832468883
SDC2	-0.21682524887621	0.380378738640517	0.24111356172388	-0.312791661430142	0.396561947154015	0.330697646464612	-0.33372083258357	0.45593281881375	0.186661239724602	-0.0537704971506249	0.297511572280426	0.279195888458952	0.452809255884983	0.0727127023007458	-0.107513948486229	0.558854687177801	0.665681804737163	0.400761676221596	-0.147175769539669	0.057281239812748	0.173476803190348	0.81852251498431	0.930397932532071	1	-0.0360713404209417	0.186500555852363	-0.411478947973882	0.149586649487906	0.407028559406005	0.015972092798478	-0.2054566151827	-0.1456209073123	-0.0852038446819411	-0.163139167679513	-0.24270082045274	-0.00816368143426051	-0.154523648859966	-0.276094366458756	0.313496807604588	-0.0775945773664899	0.150420882295958	0.298186900768846	-0.0439308659036154	0.545535470007553	0.859916102588838	-0.163898899194355	0.508487391400229	0.449277759269838	0.317851810009381	0.162526440144652	-0.0661957875146591	-0.0229914442754497	-0.240889096755853	-0.170130102983764	0.581842352201736	0.838811311759267	0.490356359598078	0.5347696583201	0.0768535915876102	0.564249487525877	-0.111195806553117	0.845990031034896	0.399166971927932	-0.10181970272124	-0.122676175049628	0.297908203909327	-0.295657744752759	-0.209318416970116	0.652964295125352	0.853999137400193	0.175501336204444	0.161167436068522	0.631695224639616	0.518525740107732	0.205201112100605	0.278986704319785	0.0886227305201158	0.769768040114368	-0.10359462842219	-0.0473907942836624	0.310480078888826	0.140680508998881	0.0306428903324752	-0.198802791112322	0.598537704349967	0.136612886824613	0.463716327073665	0.173513959332234	0.208353104111934	0.152332848205428	0.0165641621827613	0.588733909902436	0.618174847142809	0.0793691405115468	0.114723090179129	0.0754155197356583	0.32810674562382	0.398204274374873	-0.0932168683539343	0.792268485459626	-0.203986372064555	0.105674137924439	-0.13779886605814	0.364788865300803	0.590644146240886	0.0861213543471726	0.143319332965634	0.369556738705942	0.131843857301795	-0.413579048674615	0.292472477820988	0.144165958736394	0.555011553533692	0.529750458879498	0.478946789641307	0.532936053461439	0.307547077248646	0.662129789228526	0.0656253361045993	0.277493199696696	-0.0682472451267272	-0.0278259863213144	-0.0395793923468984	0.185424523611687	0.26090582442554	0.110573736806428	0.21898967681194	-0.0202961462436967	-0.0329792453936975	0.0486691573084054	0.156178495891013	0.156318117968473	-0.0514479714169496	0.279602862322271	-0.0311449320245752	0.112229698502714	0.136990356213234
CD81	0.795642740503448	0.807476035784915	0.826316330139139	0.672258195371926	0.636741376486053	0.764307927016894	0.723729910993867	0.714537221215146	0.862595579785542	0.941207257864763	0.61895232850402	0.809185498697329	0.777428270273355	0.567803491645513	0.795058087382324	0.479457794289263	0.595288675163357	0.584985710025032	0.86884711112798	0.410933996458466	0.847629717308864	0.26302319420296	0.160860567379893	-0.0360713404209417	1	0.89645733362099	0.735919314242657	0.861171556738849	0.824009939641597	0.968732680517631	0.661643403000827	0.742884914677895	0.876228971612398	0.79092133331	0.265567102956084	0.775933964644279	0.669660163529299	0.762505945190134	0.283824062803905	0.622121701548226	0.826337488512095	0.857886347094532	0.852623839016573	0.548142513002626	0.329329604742783	0.881514576292745	0.625903620654989	0.750841192034112	0.821469831330862	0.875273790483622	0.82164424203137	0.689221007772449	0.875177268806977	0.807838359222286	0.665663552592948	0.339053379412116	0.647651043527918	0.709086838143092	0.746626842087882	0.537259996016225	0.766754244649556	0.275463423404756	0.859655482818595	0.548537044831726	0.170830979682265	0.818040148750935	0.624167877000436	0.758033234558022	0.386069402097191	0.329489632840835	0.69059413155162	0.463988028944113	0.493381548790443	0.639077864076211	0.520495062478789	0.823944862503876	0.755718344627385	0.0245792959838417	0.730984990734072	0.735611797630521	0.727253345294597	0.907539897085864	0.796703359617304	0.837962839083536	0.504876899238918	0.387436831380394	0.510755288538519	0.627825200966127	0.551540541742841	-0.0120164400718755	0.814087842344524	0.504891494960704	0.626135866074271	0.817181308000798	0.875468518874362	0.767966989873683	0.817679481355103	0.390185115804802	0.678351463409717	0.336186608311777	0.50746786243675	0.572303736474929	0.595658676849447	0.610489372808662	0.48985001985527	0.653715647422121	0.753881548002647	0.545380730918053	0.749998281739868	0.641083712735559	0.827531628986608	0.653278725684619	0.728572915248691	0.102323455803028	0.667508143904808	0.625133753629834	0.787083698151776	0.330199768256797	0.792607571129637	0.869015824419913	0.276624800584472	0.401876989662602	0.646428155873462	0.906817176370868	0.484997479421182	0.510379065498773	0.468010820675809	0.547980790296852	0.90195697301453	0.887092226096817	0.869861181291941	0.629798775706129	0.0306199904174426	0.785543164186084	-0.142356111381459	0.690349660602452	0.896475158924878
HAVCR2	0.600541104545765	0.927370913163226	0.869931758824411	0.508221836673531	0.734221985078072	0.862317356755512	0.681782571847736	0.82771408442854	0.88744248268989	0.850379572724765	0.727361659678622	0.897252063692059	0.87847947543724	0.589243148906068	0.756290291946766	0.554081763006448	0.762166539146955	0.66580584791167	0.665028975075213	0.227769380989629	0.854419892660796	0.435786773240502	0.38120019363919	0.186500555852363	0.89645733362099	1	0.62179769297596	0.841666702248521	0.94262447541831	0.947678288482772	0.584752589702865	0.748613951576739	0.810022797773925	0.748429252227265	0.078396585460771	0.775966854568683	0.58242775690279	0.659199856191048	0.328773144412475	0.549649811721908	0.879345092219292	0.903592706684627	0.711956863256397	0.666937981388559	0.573551279509451	0.824907730752081	0.737085853276517	0.87420975216656	0.875801334914862	0.774462592194419	0.809729410722723	0.698293552721946	0.787571393801255	0.770027521404895	0.821010325081519	0.581757706309543	0.79061241191886	0.869885394179508	0.865098018004515	0.786768218600756	0.768466244056874	0.446561237287529	0.910398764283331	0.453074218012742	0.0880482483070495	0.950849180210734	0.372874684301256	0.672393565411363	0.532230911429215	0.558070046877251	0.783097655468038	0.387187989317715	0.714841988837161	0.839237053276729	0.585765404457448	0.933230075830781	0.766332766870846	0.0846024844663372	0.746444277753546	0.770032665887523	0.765116913622978	0.819324640430397	0.688776275917384	0.737704654510205	0.67359770642957	0.508032622268799	0.736555665341674	0.685267896853385	0.582688461477973	0.0192687175383766	0.838676180054914	0.66416994081844	0.761024952940022	0.8482765810392	0.890691772738913	0.858538521380027	0.875790415283972	0.586584970076418	0.721078650564951	0.560727219969073	0.529875181695745	0.638849087028743	0.514924710112491	0.71656735817825	0.641448255194462	0.718803473679569	0.76682221598131	0.650408910453144	0.818879312679144	0.558516804263052	0.910724123226314	0.700500642854829	0.832597709535151	0.229952788780729	0.703947138984371	0.796054056359042	0.888976879276521	0.456544209425449	0.859176409556974	0.825458861912038	0.0927577350003031	0.455618419240889	0.549643593607825	0.810157710088948	0.454818557243414	0.499776461646698	0.558155774453859	0.471402671992053	0.852826473009946	0.863624452619722	0.854729486770717	0.620698833739792	0.0235983535441212	0.771026351848916	-0.0908985301790968	0.75222918965765	0.850427591118648
CX3CR1	0.738559718708224	0.485933441256103	0.587256462513669	0.74125660037419	0.489315926601782	0.609524312800016	0.875317028341234	0.341387238754037	0.671122353201554	0.779716821781946	0.550326446240828	0.49925106346804	0.418280248701652	0.646731666458915	0.800283336930568	0.147179633729685	0.138715182267163	0.254548574747248	0.77456750693366	0.154605499540207	0.596426352969767	-0.157589870457809	-0.184008075998065	-0.411478947973882	0.735919314242657	0.62179769297596	1	0.612106282240998	0.458490583096864	0.706152633101747	0.770455491152788	0.81518952961602	0.755465212767062	0.774981444719775	0.300043807787535	0.474296276104472	0.650333806264858	0.787183101671927	0.16796075477038	0.619902434563227	0.674438264396898	0.487327168526449	0.648444457439288	0.257968687019794	-0.166129873568343	0.788239195562384	0.184912497806536	0.411847088550977	0.493792777216316	0.555083068604581	0.847594506196814	0.590810301373385	0.889922720442105	0.852782843414352	0.24340538591579	-0.0876597651047652	0.296520664385543	0.315204230355336	0.599867671394327	0.131111991863212	0.744509052460136	-0.164021201389061	0.374752839088086	0.471037942506913	0.247316759882302	0.52389072476806	0.588093115628156	0.828441987335335	0.0217798218586815	-0.101056731316742	0.475998337597599	0.317403406574978	0.143282671629163	0.299312559140525	0.387495043277372	0.475544213447582	0.657805216551622	-0.269892126989084	0.787878129499066	0.723172357214432	0.489529498990513	0.623743928390906	0.556375791849886	0.789992423325162	0.11334315637738	0.321779872763494	0.16672248480005	0.455549194549709	0.498964049551402	-0.154089137678964	0.710265711445843	0.132307126940224	0.229822529007263	0.578472098103369	0.581711363632678	0.627589388664376	0.459478503594808	0.169078753061192	0.769150491927687	-0.0539749421286945	0.674260699608991	0.543732913203803	0.667804099080972	0.408671110306709	0.0502233554241276	0.553013216811493	0.414957874069552	0.388465791070004	0.685586127096359	0.946059213550433	0.519460442800103	0.48083145372462	0.328797823846077	-0.106912906430018	0.347633870875186	0.316109774014187	0.451734769051602	0.056171523992389	0.742592339323469	0.534133822895278	0.284099432090609	0.431943080128608	0.557937683051881	0.544286362683745	0.334948991557487	0.384248548113965	0.252107062849158	0.523423809813885	0.787246978432713	0.762809289367619	0.565034079200982	0.413475596975187	0.0170682980423774	0.503376149695404	-0.130986735429712	0.529379043107542	0.606813191704114
KCNQ1	0.691514677164037	0.818793752872809	0.819215507420281	0.539520866938136	0.743119401645525	0.840226410121012	0.650228203154596	0.785704607265579	0.854989374192892	0.834139439248176	0.703237422960631	0.729529735556226	0.764132299334036	0.597278488872255	0.772967950473816	0.527284280830517	0.691356378429635	0.638462626968067	0.749218151742735	0.386132428600504	0.84618670981397	0.410206778639254	0.322190729427307	0.149586649487906	0.861171556738849	0.841666702248521	0.612106282240998	1	0.802712154342686	0.855645358799004	0.6181024107945	0.701950471103331	0.783657425592568	0.626228840629649	0.249549137226207	0.608905544282038	0.631491118647139	0.690118739893503	0.452166639914065	0.408702847593139	0.844838724356818	0.905884765772548	0.748032817847104	0.627147964763963	0.433184205715896	0.74313179134633	0.679045019678047	0.8167264190592	0.796037528891036	0.817246798067278	0.776115695182898	0.593254078703782	0.762873586775619	0.709066357447871	0.741483718432617	0.487842584410045	0.685809593491414	0.77853221183183	0.631171004663358	0.636822031309428	0.777800313953693	0.429837927360171	0.824799717984343	0.546178465791499	0.244807831171552	0.81832832305686	0.493275200976999	0.639840456918141	0.469449905000641	0.484095331272329	0.657217362345075	0.48177136197171	0.547161751795309	0.652818668253579	0.568079870839355	0.81829272293291	0.686879913515159	0.136857907453463	0.71724260761639	0.686498343897808	0.734850718159518	0.841154893315345	0.679341411951188	0.685829150460374	0.60731698883709	0.361818681093385	0.621449885655013	0.616390008782275	0.504243205014734	0.0136000338366649	0.729716315307642	0.580777345994318	0.687409810299693	0.798449027304265	0.858546250689184	0.735985035679397	0.832625279669313	0.433933064391761	0.659769186630274	0.455010483509172	0.479579154221394	0.553440664264845	0.484290145181501	0.642721257230671	0.540595534194802	0.69250902841292	0.677642635422459	0.60684085015655	0.738788037833014	0.504855744700937	0.784441133594297	0.657133814350518	0.73175279543195	0.237084173703992	0.67773384791946	0.737360223699679	0.824489682093894	0.42690244754935	0.780587796623048	0.883530320710601	0.264416333764346	0.455314504508439	0.563188605473104	0.82785862903653	0.497703385119172	0.525326316390857	0.560759804208147	0.497774955630381	0.821255815318045	0.862256266367702	0.845296023455771	0.671298138529029	0.0402025309107279	0.750590706715194	-0.112123351952622	0.718286846560131	0.841591666658231
LAMP1	0.496519844718141	0.931099543297486	0.857468786826028	0.426110348618075	0.762327137249336	0.856255618935936	0.562443159522909	0.874237655134821	0.852056345411906	0.779605826651729	0.736508583198158	0.876701368692085	0.918094255118707	0.564638899441551	0.653411655628681	0.644734371252916	0.865189413484917	0.720001229458734	0.578235023856286	0.231765673474339	0.822262669487343	0.610839436109599	0.577696132631586	0.407028559406005	0.824009939641597	0.94262447541831	0.458490583096864	0.802712154342686	1	0.881638604636075	0.448378149020038	0.660803816720922	0.71107405790906	0.635956109682406	0.00947211516042069	0.720223489682062	0.50886478855811	0.520193273932511	0.351869526377655	0.496096223257905	0.824047708949111	0.905401018510681	0.648254029624753	0.750840372256161	0.729597387692184	0.735553288662036	0.806715777431618	0.909837658353722	0.898139568896483	0.741907117503091	0.729221345795156	0.64265341004043	0.658496204385341	0.659271346157799	0.892204307680377	0.723672426300779	0.859345952745339	0.931648055895816	0.820810425496094	0.848423166221044	0.682221696632823	0.616007508828114	0.942254802755685	0.390347225303683	0.054293888902975	0.926941886029294	0.266585769772316	0.575172519201999	0.643265393482511	0.730583518406912	0.78376568736459	0.405229204612132	0.801562990092289	0.87660756994949	0.608870336568158	0.920630737086743	0.736701109182192	0.26471422681597	0.632860001716607	0.701040925257605	0.760774281933236	0.77366436887642	0.668447329315783	0.60997224857099	0.782778816278656	0.518978148836494	0.765012311723639	0.716686367115448	0.582142103964991	0.105413623294171	0.781835240682855	0.77033524944764	0.850192353903774	0.781996804157576	0.852035908064505	0.811469043222168	0.897889987409158	0.648132257571187	0.669908495804752	0.71624686225524	0.42231258266484	0.619522267308785	0.435412740480951	0.746427674248361	0.741217736046564	0.676937028321205	0.763674026213284	0.707047532438927	0.776027468877487	0.400343919065349	0.888400401011063	0.680150550275671	0.880116843059252	0.358731242568107	0.75225289231958	0.849753388314412	0.861870035644707	0.588136810939202	0.80138528774543	0.834937506068571	0.0561195572985521	0.402491955770268	0.521738568826462	0.789558156634094	0.512114840789251	0.483986252655451	0.572400513253385	0.433509748132642	0.779106923283973	0.798146557420276	0.836300537819959	0.63310616252794	0.0487198811769038	0.770459661131908	-0.0538946538900574	0.67731788601092	0.813426131585558
TREM2	0.67956282146489	0.843133338304064	0.831287234235873	0.586985011243051	0.643031234535245	0.779384816942917	0.719908157645488	0.745280975542848	0.853245496185746	0.901790869440248	0.643547019742892	0.851410640178589	0.796735529633461	0.53767221271142	0.757599989017454	0.449203337378057	0.6439155496432	0.567780729612115	0.756198516790343	0.287180960209716	0.830753613428848	0.280843752553978	0.206336047314446	0.015972092798478	0.968732680517631	0.947678288482772	0.706152633101747	0.855645358799004	0.881638604636075	1	0.625487988849803	0.754528853845179	0.835097519328215	0.771126872180228	0.129102418858342	0.825359302958567	0.61208446778534	0.696231864761403	0.230353978045664	0.596392198819547	0.835125189940348	0.86890732071515	0.778921016983974	0.578490959923451	0.410490584734524	0.898207685306828	0.668264805177729	0.798638182375599	0.828534261319766	0.797394830707968	0.816244637756907	0.687614232398531	0.848598521118114	0.801349077658642	0.708922027470893	0.397782733848827	0.681684555080777	0.754295801528245	0.800712794424523	0.639054591934092	0.757494597314277	0.278775745006677	0.880792827163907	0.463102171460583	0.0800072830369465	0.879073357722738	0.478915582196211	0.717902266958728	0.396910771376676	0.407583077322182	0.735861435784002	0.356723635905384	0.566081580585304	0.729663574432792	0.491523512548662	0.878533993888631	0.723352474390519	-0.0281744406125829	0.73113716558349	0.749775537474001	0.689886343146234	0.842643475099912	0.722954619521666	0.825029169760445	0.548536942884129	0.409545069391044	0.600105596558447	0.649344401712297	0.539510256121	-0.0182054468118808	0.813815276649129	0.544977298074449	0.646756364256062	0.840802738097267	0.87316877591336	0.812300446357197	0.865178670316424	0.501615637958162	0.714642418728509	0.404931342094983	0.492336173975023	0.570016234167989	0.520808746154513	0.621977463750349	0.520093403617982	0.659520671910586	0.743360008515073	0.569638770674799	0.79465518658456	0.636214292515648	0.841215338331097	0.649689132666122	0.736924904729449	0.100633027255846	0.62324845617241	0.661260770622758	0.804067222280699	0.322641046803988	0.808604474894152	0.834380000864182	0.134815068841963	0.383154726838521	0.570523584339474	0.846679934131006	0.403599648331688	0.481633580962168	0.508344288665592	0.483807355121211	0.891150322736739	0.85941323764935	0.864510608780563	0.632503514082663	0.0102502460626584	0.72333784748801	-0.130425930885099	0.681962603143659	0.871765804686784
LILRA1	0.74611107763819	0.562903172268726	0.623112937345947	0.620347054773164	0.569020694340881	0.659160843943111	0.689053222452306	0.410103020291119	0.749088373102758	0.715947906439487	0.657338616205768	0.43976118614803	0.525493648023009	0.701464994994053	0.81102244285319	0.431953026458017	0.297835265488463	0.441355772841288	0.709087595661262	0.285638219041601	0.638805084301044	0.123380000376642	0.00533118226825055	-0.2054566151827	0.661643403000827	0.584752589702865	0.770455491152788	0.6181024107945	0.448378149020038	0.625487988849803	1	0.757734962416305	0.724639681842776	0.747699881199244	0.436247590663182	0.370944370865103	0.73097949443363	0.792772832544529	0.435097350189566	0.473306243543386	0.722004937333248	0.555499104930479	0.693382123764883	0.432237712976144	-0.0190466746637053	0.683597433020402	0.348632888062787	0.422575432753919	0.501596172541795	0.666128849018257	0.775862938430963	0.614264889503088	0.729545399376467	0.792125666862369	0.405144526091812	0.127149209537773	0.380460179612043	0.418029850330706	0.517711670450852	0.146017448786688	0.726399165440386	0.0989458040890561	0.43666913819168	0.651208468790344	0.355612954389302	0.55234552657945	0.629195792353587	0.764311710151141	0.246121107332362	0.0247097660232501	0.51322291666149	0.533404514425576	0.276248398036086	0.352005312135298	0.50129003043522	0.48487626660155	0.715633839782488	0.0186438849202665	0.818758150899435	0.704102622959632	0.601035145665094	0.700477366028842	0.547755686688439	0.673586501278421	0.266485148280284	0.429915880479456	0.238157169384063	0.509656313659726	0.605366800350886	-0.0437449409790634	0.739120135542436	0.211307249974007	0.397040134127608	0.563921710460486	0.596181105902902	0.620714497310362	0.46663555742123	0.271989856654552	0.633433166680925	0.12204318405493	0.688251181024961	0.631852208372676	0.72168083886967	0.592813867473482	0.276045527407022	0.633900090674288	0.547129717727447	0.495255863008948	0.713852909845068	0.705788838247756	0.593325500516797	0.585314429646157	0.438415999629626	0.162550136039909	0.509664412698638	0.466040911890555	0.546600680148953	0.35245086750838	0.737608927908825	0.608650487353214	0.40440640236583	0.489285409293152	0.649631453203871	0.62829344666558	0.532962999740496	0.579873677928368	0.403050564119731	0.589650563905769	0.720288436399356	0.73018886042614	0.560440400112138	0.461143266568479	0.0902747819353412	0.638715129328926	-0.0693013569096341	0.661914574936478	0.654909606795773
ADCY7	0.718938715689368	0.701236807352556	0.696461953640167	0.765144687478965	0.714853615908167	0.78728331187697	0.875780795546276	0.578995768257218	0.811942792412998	0.809264973406408	0.78014636731977	0.666630532123402	0.658900102053336	0.779888165053427	0.875617545115743	0.421461874673867	0.433575313831313	0.569177629769323	0.718614564632234	0.292363267032215	0.736337318184844	0.180677755393499	0.121202838119568	-0.1456209073123	0.742884914677895	0.748613951576739	0.81518952961602	0.701950471103331	0.660803816720922	0.754528853845179	0.757734962416305	1	0.832527755728468	0.766839475507729	0.387045161789976	0.471615841635078	0.794249573282852	0.814418205171894	0.297648255975983	0.622171780640646	0.775791507699605	0.681305511800107	0.716685539073717	0.495387738159503	0.148839126005498	0.777043656817305	0.446529882047175	0.599692887552684	0.649296710298219	0.62454084700648	0.882082081614455	0.779799286202592	0.868243674243656	0.80764620995348	0.522308904619217	0.262987994555287	0.569094291221796	0.596307670166505	0.724462988337323	0.387191896441014	0.857545133041804	0.129552907610329	0.563310801183606	0.633260210666006	0.261590307567169	0.708865005323076	0.54625628342871	0.861744829990529	0.27107018306555	0.175184060618648	0.76338380029144	0.42953325339309	0.37662004411331	0.465601211402124	0.608886796897461	0.638125652553292	0.797558363572364	-0.0382535146062788	0.830806828780834	0.788374677697435	0.669055572449002	0.68556290486637	0.606275293109305	0.671251030499022	0.462499865976688	0.525904779647605	0.448168202309232	0.652734763688714	0.692785537056802	-0.0729116115620104	0.826021910209351	0.438190174887172	0.480830688354983	0.689356182670614	0.71898061745039	0.781110592195994	0.579915261187874	0.39779343022466	0.850710418217524	0.289506406484304	0.76172890357091	0.740297781572274	0.694715432360084	0.634140027994231	0.376409224181507	0.673920297678806	0.658872153502538	0.595737419404641	0.788021261854311	0.743571865195798	0.682957082345812	0.603230365233484	0.492195097023462	0.114263854839202	0.566897318613864	0.598575003255001	0.629910650399009	0.315490583489222	0.851281015163709	0.644759705383532	0.257602533282727	0.538447129580957	0.69403654430098	0.629486657973261	0.470157908051959	0.473863795378597	0.447621393913181	0.563070924279417	0.777729288002956	0.852159129444469	0.635483233704754	0.459185083570033	0.0192287444779039	0.652409075788786	-0.108069170472514	0.719385661592211	0.669924889856559
CSF2RA	0.9003710455231	0.79419677373596	0.773638497689801	0.808548100791428	0.772212586267447	0.797385415590539	0.834732692708645	0.592008556849917	0.849918897301866	0.892364162193184	0.724581674524959	0.762193975370294	0.749021263716114	0.751053729692649	0.919154997986157	0.514764643057562	0.541265235773479	0.693418981802111	0.893720220066036	0.48777297494948	0.848013133489984	0.203394788734932	0.179794874565865	-0.0852038446819411	0.876228971612398	0.810022797773925	0.755465212767062	0.783657425592568	0.71107405790906	0.835097519328215	0.724639681842776	0.832527755728468	1	0.760365353547838	0.545742589984815	0.606250153110998	0.838038160084919	0.90492541147964	0.327112302495796	0.596044526326384	0.805903519239747	0.743775644483266	0.908437200661331	0.522213597571218	0.251302307959591	0.740182342482341	0.490615857536971	0.622856621508568	0.754221370678557	0.801747229187681	0.87724936228544	0.72179730527233	0.894353460520446	0.84187704107853	0.604532794722669	0.320502482384153	0.611375453108183	0.662079095456389	0.698561749895024	0.426907775952747	0.86160225566033	0.252072420260554	0.69953963263843	0.766184839201973	0.387490382616095	0.738592106045364	0.775906272286295	0.817799546301868	0.397499586552712	0.20634636145159	0.757439476998985	0.596271424252993	0.437002170064547	0.52771230616849	0.680305839056853	0.677647605145692	0.874055909188829	0.1101349348758	0.766946175050842	0.753446760056416	0.763197836789014	0.855668769070814	0.741466844345913	0.697221452835499	0.470339394945964	0.448130282092824	0.461996063250677	0.591190640873129	0.644575621010495	-0.106872411350989	0.853044506519072	0.442887075445826	0.584518326771656	0.778439192238263	0.789216345625864	0.787369268548672	0.618883953735578	0.320797676818523	0.766323563603814	0.362864506098405	0.712250526101767	0.675678541648956	0.783513189214874	0.639555211104753	0.454320948807956	0.686825583653853	0.761351702482305	0.568679517984832	0.775378634759811	0.634274588400134	0.775992191089086	0.633200178533356	0.623802582686586	0.136206027735278	0.697885982346452	0.653345227688991	0.739730137127646	0.405544544753134	0.848369533997393	0.740744314363719	0.436647334473173	0.589163407733431	0.801045115236654	0.793372599132407	0.536060784541292	0.508422177096307	0.385985892811531	0.707981830138927	0.814286006697629	0.889527670332408	0.696878428031044	0.443664201376298	-0.0369658473427194	0.809469207954422	-0.183947567000116	0.796615313347188	0.748574288833285
