""	CD74	ITGB1	PLXNB2	TLR7	TLR1	TLR2	SORL1	ENG	ACTR2	CD33	TLR4	PILRA	SIRPA	KCNQ3	LILRB1	LILRB2	RXRA	CD163	VSIR	ASGR1	LRP10	THBD	ABCA1	SDC2	CD81	HAVCR2	CX3CR1	KCNQ1	LAMP1	TREM2	LILRA1	ADCY7	CSF2RA	EPHB6	CXCR4	LILRA4	ITGA6	CSF3R	CD93	TSPAN15	NCL	FPR1	AXL	ITGA5	GPNMB	SELL	STAB1	ITGAM	NCSTN	RPSA	RHBDF2	PDE1B	ADORA3	ADRB2	PLAUR	C5AR1	LRP1	APLP2	CMKLR1	TREM1	BMPR2	CD44	CD63	PECAM1	INSR	STX4	HLA.DPB1	UNC5B	NOTCH2	NRP1	MERTK	ITGA4	NRP2	CCRL2	ERAP1	GPR84	CD46	ACKR3	CD69	SORT1	IL6R	RACK1	EPHB2	P2RY6	PLXND1	PLXNA1	TNFRSF10D	NOTCH1	PLD2	SDC3	TSPAN14	ITGB5	CANX	MILR1	CD47	ITGAV	KCNN4	PLXNA3	PTPRJ	LILRB3	RYR1	ACVR1B	STX3	TFRC	FPR3	DIP2A	SCARB1	RYK	TLR6	P2RY12	JMJD6	PTPRA	MCFD2	APP	TNFRSF14	TNFRSF1B	TRADD	AMFR	PTPRC	TNFRSF1A	FZD1	CLEC2D	CADM1	ATP5F1B	FZD2	PILRB	SLC16A1	TSPAN17	CD40	CD4	TNFRSF12A	RAMP1	EGFR	SMAP1	PTPRZ1	PTGER4	C1QBP
CD74	1	0.621993681355826	0.649143856612691	0.87287430284186	0.674518386035131	0.665387006832484	0.756247638033274	0.429905131847636	0.765007530451861	0.824163251949056	0.5918105863828	0.516946807245894	0.57862950449881	0.730471442992844	0.857049020485691	0.459414354199038	0.350429514234787	0.631085120403868	0.94124284276457	0.603395882327045	0.746412836250974	0.102105662686795	0.038768995795366	-0.21682524887621	0.795642740503448	0.600541104545765	0.738559718708224	0.691514677164037	0.496519844718141	0.67956282146489	0.74611107763819	0.718938715689368	0.9003710455231	0.669592248296307	0.717708148208453	0.413489926867299	0.844517487788453	0.912928366153401	0.404735352721545	0.532185051533611	0.704917089175844	0.621178580522955	0.922662032173362	0.41313762283231	0.0220333914479262	0.628867215649919	0.339530836914387	0.462334755689742	0.603654667357208	0.803750569999507	0.811007488349386	0.629404325191806	0.834174668787707	0.7513525193682	0.438600507272184	0.132569638150744	0.435763806398775	0.470662486287501	0.473132879255529	0.16520333942413	0.779826858593023	0.170493589079546	0.536342247389326	0.807951636787155	0.485981622110727	0.534115188413557	0.930062081931394	0.804504049127226	0.285214169738638	0.00627208522423499	0.593055240965017	0.738505376589551	0.20784024246763	0.300136698909923	0.622325863651625	0.47070663879402	0.804169617230413	0.13015581473358	0.70095828025767	0.660279299694331	0.688449062293315	0.827504660348633	0.751118404892044	0.657830517943478	0.304214662505592	0.333922639281157	0.191668652269124	0.504866973863645	0.599584524637032	-0.0763188980012297	0.756830895839971	0.267754715023736	0.445297448583443	0.610272202750949	0.678112299765889	0.619637790761557	0.462625550184478	0.128855841493298	0.667538308549732	0.169984897738854	0.673637812954746	0.561381469936561	0.805048010847	0.534189014620457	0.291736538798351	0.610318773860044	0.647943552936766	0.477343992403858	0.611784257650796	0.585601697785687	0.622586431993836	0.565805545087193	0.47644264474334	0.127753093223355	0.637361200243665	0.50657389422965	0.594371135619038	0.343243620073668	0.731400695662496	0.694387976289936	0.561235001604397	0.563073426111129	0.841120010848414	0.768909058234655	0.569278632114106	0.52486608603846	0.27944555565384	0.762724536996028	0.713733083079356	0.806265218571991	0.625434544466433	0.413220746863955	0.0321407877088312	0.7745687072429	-0.165337023126732	0.698547684332878	0.702014793172872
ITGB1	0.621993681355826	1	0.861258695326329	0.499897934510509	0.863249508419634	0.911357716790613	0.607050253748958	0.840904563366754	0.917380208630371	0.77291911377712	0.803972893732387	0.8384269009754	0.929061287046557	0.667163683118146	0.757509421837986	0.677367277330125	0.874169705116809	0.823680906504194	0.636546991862932	0.303825189236677	0.888696388141393	0.605016191190607	0.597052404592164	0.380378738640517	0.807476035784915	0.927370913163226	0.485933441256103	0.818793752872809	0.931099543297486	0.843133338304064	0.562903172268726	0.701236807352556	0.79419677373596	0.639478201196648	0.214659339022657	0.631254163275679	0.646128804225883	0.635228966122327	0.468702231468252	0.456322936125687	0.90226412496973	0.8928908533434	0.736203620834673	0.788780612377318	0.709234511449455	0.679273786197313	0.772758574194085	0.882935269787316	0.876913581302535	0.809226473088991	0.796544624460896	0.663127350669082	0.68919631019461	0.719485781511208	0.911947103928154	0.748275152458619	0.860224422382312	0.953871761335468	0.760437536848987	0.813862137673601	0.75889335143037	0.666643092681132	0.912707605485183	0.544588662853306	0.236371539915604	0.942460949590451	0.406260635878334	0.636961965184907	0.709570638976655	0.671650239898726	0.810988681872272	0.582715171280104	0.797275888657872	0.857689443487567	0.727987954197115	0.881979999897958	0.828359419073454	0.333452648800295	0.732743435001613	0.754775521252046	0.853849225159886	0.827811533579142	0.728249160295724	0.600164003550479	0.752379663729547	0.560970526253274	0.786272239150474	0.733020320178855	0.679074932505261	0.0863704022116845	0.838285637064893	0.743778029514543	0.899489270601188	0.779855717998223	0.876906502181828	0.84739078035876	0.836618610242841	0.640958059613577	0.690387439792782	0.729241525079135	0.560974487985392	0.644927992640089	0.568892998819843	0.820327270348013	0.701271545681925	0.772683974930505	0.799033780064376	0.768408223538019	0.809373735723002	0.392341333849293	0.934464455747691	0.760528194421058	0.898622039104298	0.437533226135847	0.82062736142403	0.911090141599594	0.920039329876768	0.663418068520543	0.874845449700014	0.832294608481809	0.182724193402674	0.567745163173868	0.651287661359088	0.809597028133764	0.568215279191778	0.565645328251554	0.580755118861972	0.586390583619443	0.756438312085134	0.832024054867596	0.827482031315962	0.618070202003179	0.0723397168807037	0.875295341667913	-0.0463844294791484	0.833485417127425	0.83131773565201
PLXNB2	0.649143856612691	0.861258695326329	1	0.51590651323289	0.772177201373792	0.86749071823544	0.649674977611374	0.826787303601284	0.906537686284003	0.805803015344929	0.77869957279816	0.719419059552003	0.902426090435961	0.720114152602505	0.784812487794226	0.67831726958778	0.766095762812928	0.717020965279842	0.69960608483117	0.285939553808615	0.82493891882505	0.560003441305178	0.438813073006726	0.24111356172388	0.826316330139139	0.869931758824411	0.587256462513669	0.819215507420281	0.857468786826028	0.831287234235873	0.623112937345947	0.696461953640167	0.773638497689801	0.757059786409099	0.161002658134656	0.591231957693919	0.654896290212981	0.634415890799443	0.510642893350403	0.45638898344567	0.879630313427873	0.863022860207008	0.7178479328199	0.806045458484769	0.516969496380324	0.744681202235556	0.782918286660169	0.815588121594986	0.871144112809377	0.789362605337908	0.808348333998427	0.718568814385824	0.712753494281301	0.755467547457794	0.804244763180604	0.59067777714395	0.825810519112189	0.832151606994172	0.766898697917501	0.62614047164416	0.769230920822596	0.540901580190941	0.836889515019485	0.540330900516724	0.234216518183093	0.836676782761203	0.394556933597693	0.727079246361097	0.671084639688374	0.565467992054528	0.73529983856996	0.55923233302998	0.709029586335063	0.753166633499901	0.692609575689784	0.83229517337968	0.788466170591951	0.287587827983201	0.730398692114347	0.790376378139884	0.81270388315456	0.797144373087013	0.744681498308703	0.694930290069137	0.741604079020252	0.607506499906247	0.629898983981491	0.755754358178765	0.609969489196584	0.159299786530688	0.848888664353336	0.702124277350126	0.815811746025048	0.750723912866931	0.835715635214131	0.853043384018794	0.847917801977953	0.51876514553745	0.697218845661412	0.552121086541571	0.559741121256854	0.694324469281693	0.57184596368958	0.806013033307939	0.633202011368202	0.777559813789057	0.77976649322731	0.763257261186361	0.843387163273054	0.522750222471881	0.863889595918118	0.771777167602393	0.819480854793617	0.384749804400513	0.695992022459446	0.837205278166984	0.803786674675527	0.629086183840932	0.843952331582419	0.890351838934083	0.255945354906817	0.457456715891137	0.627022143110256	0.813036885769591	0.67333348999167	0.582910997094551	0.64387630170891	0.542362757172866	0.851810939367625	0.87880556941525	0.848417239925499	0.670055739228999	0.145744876577038	0.832849202297189	-0.000297593917842958	0.696377013416117	0.844744551914266
TLR7	0.87287430284186	0.499897934510509	0.51590651323289	1	0.601553602471712	0.561171696001741	0.825905920450678	0.318014870977907	0.633317290519313	0.744825162484545	0.550959371475299	0.46273281239919	0.457604947659475	0.690143476125324	0.78287227434754	0.301778985193459	0.204590754449188	0.534681328924488	0.8170758704956	0.461883868232818	0.653046632543336	-0.0255898172505974	-0.0547326972171541	-0.312791661430142	0.672258195371926	0.508221836673531	0.74125660037419	0.539520866938136	0.426110348618075	0.586985011243051	0.620347054773164	0.765144687478965	0.808548100791428	0.584105921168784	0.652060291857581	0.333629237669233	0.801766177923242	0.850005599028112	0.194557226904379	0.591023585688858	0.565234856358457	0.48209376591823	0.807583149403204	0.289146306255394	-0.0878916161568426	0.574536025991077	0.18890566198474	0.365769713038542	0.484799719612459	0.579612699254026	0.7845596127458	0.636012696861543	0.825885594897828	0.703911491082164	0.288532502278279	-0.00773991992115264	0.356072805285403	0.364166912209505	0.513735679905087	0.110842928202479	0.742253825422512	-0.0135402618851877	0.380326251144981	0.70282501918919	0.415841702848724	0.424596158776537	0.807258944455258	0.786369382035769	0.160448744407889	-0.0856400691962991	0.606589631213699	0.571478403922215	0.0637069195463096	0.16764337538916	0.531596625835701	0.37432632946847	0.742653335026107	-0.0389416099955611	0.61539197987929	0.621642917900737	0.593189109112888	0.617040521468223	0.650101530060577	0.537343067778458	0.245492008316449	0.330080281027662	0.122195731674019	0.478020538229771	0.583992293894223	-0.12677979981329	0.707347841010746	0.209850272000458	0.26800770695447	0.495589059106647	0.581809985012923	0.561460815693287	0.340564443788434	0.0922135421909633	0.730874028469292	0.0672506132208209	0.677063927007933	0.509762543122029	0.777692017931735	0.416227237680038	0.19936719722838	0.532567490942945	0.548779903204375	0.37337961049447	0.537836449988172	0.603564752829922	0.470511784998902	0.437698959100246	0.268457890424698	-0.0221897034008838	0.485654827387157	0.377064964962404	0.415664433886129	0.168189819251172	0.677131198605206	0.529540022764049	0.372676347275091	0.517401800517868	0.803696642143217	0.567055004256962	0.435260588335893	0.377878964548174	0.177204905463369	0.699132000601723	0.61740144770998	0.711077790826796	0.491086297267465	0.262307344898254	-0.00587097584063353	0.597037121218168	-0.170709660499981	0.562725186579542	0.517358709003818
TLR1	0.674518386035131	0.863249508419634	0.772177201373792	0.601553602471712	1	0.907356933322517	0.628968338243164	0.711065764400351	0.854690818591356	0.69356243693461	0.845483050002211	0.660708336628758	0.819343426848375	0.803700631852595	0.764365684167346	0.71073331096506	0.772326694838537	0.850733884574774	0.650124672051272	0.390542029661823	0.794519276801501	0.583187977037024	0.629748666482974	0.396561947154015	0.636741376486053	0.734221985078072	0.489315926601782	0.743119401645525	0.762327137249336	0.643031234535245	0.569020694340881	0.714853615908167	0.772212586267447	0.543285816370079	0.417743707279128	0.352151151780881	0.714458387558549	0.679588025550664	0.575097233866627	0.369813579344266	0.822401437401323	0.758942835398485	0.711947799333976	0.769037751343131	0.575730682200779	0.480274693176433	0.63094498191985	0.755981036136166	0.747152798651468	0.704581813784676	0.789653349323077	0.586082894726607	0.640845977288104	0.65094549159144	0.809744853755196	0.673990586069488	0.755118642398276	0.834292962055934	0.616274234431595	0.616003878420698	0.745140218085763	0.638663406053653	0.69585596473335	0.643637204447079	0.385480418990797	0.760582747838811	0.501609738481626	0.64586036142881	0.67611592973416	0.582539837601409	0.753525159020073	0.695084608905296	0.655531033928867	0.667344811719623	0.784356584778552	0.659676219691969	0.828843925425498	0.465420703931283	0.668391106408888	0.67689754731861	0.820930085871315	0.734189729843664	0.593172174404642	0.433903308250997	0.718030185004569	0.477328301848786	0.60342746478833	0.684792424634548	0.704701860324212	0.019818526203336	0.7662019307675	0.637960944486736	0.798327290666738	0.644353708920927	0.714503271837213	0.737593453007346	0.663481466598072	0.537735623644193	0.745132982464997	0.692853193389099	0.62554524329602	0.657465342025779	0.649081051354951	0.77724195787205	0.630659241799726	0.708578067422389	0.672097311503314	0.760692326421827	0.772356889568701	0.369586556159878	0.766840892116451	0.655062645526575	0.735565051065458	0.468527644877239	0.796796434508883	0.881049472652277	0.758768651913796	0.721356891261854	0.825659414215736	0.734961083995912	0.301149121074804	0.595505276074554	0.717141185099775	0.689535750134195	0.598746445983158	0.553071131071392	0.489524790862525	0.713225390025701	0.652905425350731	0.787141938039806	0.641806881365079	0.4637399384529	0.00936217052922991	0.815547873271975	-0.101416206750602	0.771591932476388	0.678532649795689
TLR2	0.665387006832484	0.911357716790613	0.86749071823544	0.561171696001741	0.907356933322517	1	0.664144055043963	0.851807611427483	0.935991923608582	0.805028739486517	0.878849541268733	0.74636203981898	0.880432659350109	0.787821753046135	0.821786856959381	0.710659169406916	0.792773806663044	0.804268738670172	0.701083232772609	0.331047921879269	0.859252533017385	0.603396725730371	0.551296387102566	0.330697646464612	0.764307927016894	0.862317356755512	0.609524312800016	0.840226410121012	0.856255618935936	0.779384816942917	0.659160843943111	0.78728331187697	0.797385415590539	0.657026305777168	0.264928527268995	0.464051963991999	0.680772606039916	0.702665517223653	0.59580275568311	0.524611005910958	0.906456995237182	0.880280580467366	0.722154017688246	0.796348727983477	0.563193035825053	0.665194661893658	0.735574418282664	0.873194834637329	0.861807274975555	0.793291648216365	0.854949664094047	0.682000770815891	0.742287693349261	0.746134568379482	0.851442805372665	0.673361757169203	0.81931079316218	0.883903153835838	0.745293046116768	0.704987953192109	0.81895261911253	0.603353871518674	0.802022725694588	0.587628163492751	0.291776544572898	0.879927519074118	0.443620016117543	0.716090699614959	0.635548345354007	0.620414498090946	0.779431412713269	0.616577233077602	0.699374139867618	0.742155340825155	0.730674994114566	0.827729093415684	0.833876248535438	0.351229089117995	0.799042474452792	0.779432519575567	0.852139112077892	0.829185108332463	0.677539798570541	0.615697974152499	0.747500579622106	0.555232942853727	0.663193466892765	0.737602553531645	0.744918956168639	0.0453652639777796	0.838860452182678	0.708271438555307	0.817892129511108	0.741402137250739	0.833615224980613	0.818048217119535	0.794369347600033	0.567525456039356	0.758553237527599	0.655647062017069	0.655839921692216	0.70805908138045	0.653608515556446	0.824292532488684	0.669899391255352	0.757198440856208	0.73027461676482	0.768784112037362	0.838665862422766	0.519095132501583	0.862030088660528	0.72968908771375	0.813721645914614	0.409982999226941	0.804983458532142	0.901101292191809	0.842420942599103	0.65600966218018	0.9025280024304	0.848097306616907	0.252738747775927	0.566284595097578	0.660083310227479	0.791476542372514	0.625830251074381	0.605255782471024	0.579395359834114	0.598371084935519	0.793066418965383	0.896524063949904	0.77246071502026	0.607338404322791	0.0608545166953886	0.851151263636299	-0.0782473290012279	0.803063773713554	0.819719575292602
SORL1	0.756247638033274	0.607050253748958	0.649674977611374	0.825905920450678	0.628968338243164	0.664144055043963	1	0.398164159001799	0.698638184159469	0.75733890681342	0.651578702946047	0.599621927134389	0.52751464446509	0.737441780269296	0.863341578296887	0.237773646989874	0.282698893928029	0.484672312879275	0.730637019696228	0.160427952794299	0.676508903878796	-0.048712870422409	-0.0596721989684175	-0.33372083258357	0.723729910993867	0.681782571847736	0.875317028341234	0.650228203154596	0.562443159522909	0.719908157645488	0.689053222452306	0.875780795546276	0.834732692708645	0.731462834022134	0.382141341311358	0.521002772541837	0.770145956730243	0.854246179802555	0.173354400436926	0.505198913436556	0.691723272858117	0.55232451213227	0.70861151633976	0.356931757705391	-0.0219130741826698	0.748408895448126	0.270522137782108	0.454208625844094	0.567113666261614	0.517878251257255	0.880398902006369	0.674231958247747	0.883819165414424	0.848249027299225	0.364964606964787	0.0582911668280937	0.458179720329722	0.458612030868414	0.68468047707149	0.266955114840424	0.850269758875445	-0.049497528549763	0.442064312576403	0.616648799342724	0.384472684543281	0.581071898593348	0.596909826920029	0.82410352801955	0.197275816346637	-0.0088395583745537	0.687970158858056	0.395073026916544	0.254315307302516	0.373453267272668	0.592478983926685	0.533507442809724	0.779670957107919	-0.2072026616826	0.742142226588979	0.790162495586656	0.58414031020952	0.58285899191554	0.591348884432434	0.672949311898417	0.290434714650701	0.472223097737931	0.342318824093982	0.567134316953968	0.513559207363964	-0.0732691285744792	0.792732174693196	0.271349515203855	0.349879387159866	0.654681142959114	0.65598763713332	0.769818497357021	0.481120067093574	0.285110573450029	0.888132835386989	0.123964255645687	0.76395365872163	0.644118866954849	0.733357851721248	0.496758134874129	0.209685599613794	0.670958207351547	0.594649459448322	0.495078867076323	0.758570527562092	0.819954879103072	0.562813595241843	0.566500501840404	0.347713702101232	0.0115153436371166	0.404283125483867	0.460378735918795	0.529834583554773	0.180833733905463	0.823660442141646	0.541286026329773	0.22737947704106	0.578486224621481	0.676800046768659	0.506773170131267	0.382025382428098	0.396607809445845	0.324334653942439	0.595946181896762	0.741723975623104	0.788057365443502	0.587910807279682	0.397113085862701	0.062265859906643	0.564686777129036	-0.0577449427194825	0.600090073739093	0.557256334489673
ENG	0.429905131847636	0.840904563366754	0.826787303601284	0.318014870977907	0.711065764400351	0.851807611427483	0.398164159001799	1	0.824196157970919	0.704426354225247	0.705600893223121	0.713430095648336	0.872791361632586	0.53966786781148	0.578459524975352	0.715529255563551	0.854355111738772	0.739863289648392	0.523282360934173	0.364659918496303	0.769264386649586	0.74212554918595	0.575211745670468	0.45593281881375	0.714537221215146	0.82771408442854	0.341387238754037	0.785704607265579	0.874237655134821	0.745280975542848	0.410103020291119	0.578995768257218	0.592008556849917	0.536128816426842	0.0219020698644802	0.468587502571424	0.496959116017656	0.438777904064712	0.571359755933264	0.45682157199822	0.77731310599368	0.911796803465414	0.574709858280942	0.809559903858682	0.684817986434381	0.601928145743702	0.893254015790041	0.919436534252222	0.858383505731122	0.742163045693289	0.618842520067264	0.623037156035726	0.545011587795036	0.516253262165504	0.886644159274236	0.749787809435566	0.848631503782733	0.895606904255405	0.70395567111926	0.795230080037611	0.622743203785698	0.669876287176963	0.881358439711748	0.400087479321091	0.102592424510542	0.863237973300781	0.199979441651972	0.536455089014234	0.646523381477591	0.753133136203852	0.726705884694858	0.439635169468634	0.730045758269134	0.74478404575714	0.555301985038978	0.887535095149285	0.630713948595927	0.373130543473404	0.594267167803477	0.607005561838115	0.722028764307873	0.746985017622126	0.598804629114626	0.547101909461782	0.863917841871745	0.479222515977509	0.737048473643201	0.696995420416523	0.59649693390824	0.159416681544256	0.674188301752296	0.826089985812871	0.82251630031932	0.70199597794159	0.810922800713188	0.709956145098769	0.87167434192146	0.558646412272284	0.539795775176978	0.678133921325907	0.356035685284211	0.586415494816597	0.361478047133364	0.740205984383709	0.776126852731094	0.623361317320263	0.704112631791925	0.661043766765172	0.673439817807766	0.272047058405283	0.819860071469263	0.644658839944814	0.827073505832138	0.398138176555769	0.735450044970335	0.865998878520107	0.799968266689513	0.593814801084957	0.706964416812836	0.859456824128285	0.0982217892066541	0.323812046126861	0.44255067053544	0.794640428781154	0.520486716647001	0.514426156754144	0.649751740246151	0.367118977656807	0.714448063574923	0.773751191240832	0.754365125067516	0.60854794936925	0.0732501778557055	0.728234312206215	-0.0364110657370936	0.647184472418129	0.807318913376935
ACTR2	0.765007530451861	0.917380208630371	0.906537686284003	0.633317290519313	0.854690818591356	0.935991923608582	0.698638184159469	0.824196157970919	1	0.87570536923773	0.855235356648904	0.723270951572011	0.897541936710469	0.796820997937628	0.858403816282263	0.710556208254937	0.759690721618384	0.779928778309429	0.77629576410266	0.399229874274518	0.891484898621017	0.530743112586569	0.422500988993535	0.186661239724602	0.862595579785542	0.88744248268989	0.671122353201554	0.854989374192892	0.852056345411906	0.853245496185746	0.749088373102758	0.811942792412998	0.849918897301866	0.794987892342483	0.330626229301426	0.55397349547033	0.766191532307524	0.74240689877871	0.578458263743351	0.566757794206359	0.967581907168353	0.896822068879792	0.806558714840811	0.785743585660952	0.474662204703576	0.761167001452036	0.746782830026518	0.827899952764347	0.855189812365346	0.88693943780777	0.894422170844098	0.744402050594362	0.792372870835157	0.820895674043861	0.839416637017805	0.5770331634812	0.797740058952817	0.858124829611305	0.768230244790303	0.617154755366551	0.83237684361998	0.543147065104068	0.843968716258367	0.628756052499983	0.278342449349891	0.900627317072661	0.530537689091492	0.822675094943621	0.614872618004688	0.513291897458395	0.790414434336859	0.692071319639675	0.665207753763117	0.724561790529769	0.733201259929662	0.846066867374232	0.88913671652402	0.284640893202957	0.870848472138831	0.836040701653624	0.879479632667864	0.894408856017333	0.789158826426102	0.724706229074773	0.700052637095897	0.575588466597087	0.609088932167658	0.795112107081796	0.757043972545362	0.0972496962410329	0.909466307451548	0.651929335083216	0.818744166141824	0.736477804494073	0.900424270909533	0.860696184502413	0.823505567137032	0.549592522251902	0.754876188427501	0.538939035755591	0.669722804371318	0.720585889639584	0.678446847707327	0.863335655455092	0.612937576382803	0.826981080047004	0.804327725356018	0.789134160220752	0.844754655372367	0.568935758025121	0.91867025982701	0.814150848853744	0.824488286932532	0.395997989396654	0.79692894380842	0.861732221916086	0.861480347522644	0.631010496575184	0.930583726245113	0.900625433518841	0.308072648546163	0.584221364612848	0.758361071985633	0.879721191463582	0.69305110701647	0.693490398619427	0.637511572715582	0.669247576252724	0.868636642723888	0.920601358848833	0.858940752417505	0.681573531404914	0.13844511196734	0.913746003611829	-0.0291138462698666	0.859393441847748	0.916276073078182
CD33	0.824163251949056	0.77291911377712	0.805803015344929	0.744825162484545	0.69356243693461	0.805028739486517	0.75733890681342	0.704426354225247	0.87570536923773	1	0.674412737396154	0.747951365737919	0.753621138223152	0.629149774936291	0.8376168380875	0.509044826655537	0.55077379308261	0.601088210464477	0.897057169233243	0.468319940841433	0.842325484773565	0.263823304069104	0.160752306571738	-0.0537704971506249	0.941207257864763	0.850379572724765	0.779716821781946	0.834139439248176	0.779605826651729	0.901790869440248	0.715947906439487	0.809264973406408	0.892364162193184	0.791302125927234	0.369662220347389	0.627637808247193	0.708567429357251	0.806921685875811	0.335299816981878	0.667559001672673	0.826101237983422	0.83627723051844	0.845104059259363	0.53440340762263	0.265476358331133	0.828844158129436	0.556596644724451	0.732911517272798	0.805813148006899	0.854839635158454	0.856813471744214	0.705624371749042	0.893255187523634	0.815840365729901	0.629683759123886	0.310619339335262	0.602899244166291	0.6800369883241	0.746618811346976	0.49445374179033	0.806024228912374	0.251830131954303	0.780825459708062	0.586248181985744	0.206003464436887	0.785348961332793	0.670233731558672	0.787234252591502	0.354805367839183	0.311867552573317	0.675064409987855	0.506017155705309	0.418523349297032	0.571387886380185	0.54882802639046	0.781870613757674	0.780204723443419	0.0612352830478251	0.761224446152275	0.711397248995306	0.74834945309721	0.898353354858899	0.744837522327525	0.762402026801095	0.498507233964472	0.351675484272199	0.466587307507207	0.602675756667574	0.611518978704974	-0.0850832171190107	0.813994832346833	0.479882490931319	0.575298411793434	0.800913588674367	0.854319771860248	0.730940964609795	0.76879123986652	0.324728976637495	0.719572683069874	0.303575884722626	0.555244128883332	0.61937207313988	0.671930292862731	0.611796399348837	0.478332483795917	0.628432249288678	0.687079477300512	0.527873857095686	0.751503088564093	0.651307563737051	0.774605207711661	0.59183624540182	0.675999960929295	0.0733693218121706	0.676954526734594	0.628184215957165	0.747188687398852	0.359093329755384	0.807794129595535	0.835730532283279	0.367193901155645	0.41373103468848	0.680573899643419	0.871553195549399	0.530940023636366	0.510482322785123	0.461875055804048	0.590601265715524	0.90093418953877	0.900630492906908	0.811619546356018	0.574176196760938	-0.038775084699379	0.776068918535511	-0.203338017669465	0.698816213336345	0.863989504713487
