""	NCL	CD3D	CXCR4	CD3G	RPSA	TIGIT	GPR171	CLEC2D	CD2	CD74	CD69	HMMR	TRAF2	CD63	IL2RG	PDCD1	ACTR2	PTPRC	LRP10	ADCY7	CD47	CD247	S1PR4	ITGA4	ITGB2	SELL	KCNN4	ITGB1	TNFRSF14	FAS	RACK1	TSPAN14	SIRPG	SPN	CD44	TSPAN5	NOTCH1	CD96	CCR4	TRADD	ITGA6	SLC16A1	CD6	IFITM1	PILRB	CD4	CXCR3	ATP5F1B	S1PR1	LDLR	IL2RA	MCFD2	CXCR6	TNFRSF1B	PLXNA3	TMEM67	DIP2A	CD226	STX4	MET	PTPRA	PTGER4	JMJD6	ITGAV	TNFRSF25	PLSCR1	APP	LAMP1	LY96	F2R	NRP2	CAV1	HAVCR2	ITGAL	SORT1	APLP2	SMAP1	CANX	CD81	TFRC	SIGIRR	LRP1	GPNMB	CD82	ALOX5	RAMP1	PTPRZ1	C1QBP	LPP	CD9	RIPK1	TNFRSF1A	CD68
CD69	-0.264339828167373	0.815777041211575	0.893028488764584	0.760118768335028	-0.237320673867026	0.909723275086423	0.816108648595221	0.856346236091273	0.923629910237234	-4.91851938350931e-05	1	-0.190460803754399	-0.0684521904854169	-0.504164904767846	0.848602378456154	0.803942373888393	-0.341531879197186	0.369120857512796	0.141688132483403	-0.187458610443079	-0.194754311868429	0.816908031172511	0.342606651692384	0.173996365164389	-0.297335025449324	0.59491374093492	-0.287133875305972	-0.200871660610118	0.41101755663752	0.377052170053979	-0.370323600236469	0.555940530747018	0.866138944779046	0.741775863440653	-0.563579039470063	0.226921976216566	-0.163178024072277	0.920879466936132	0.597685045407734	0.392876870274864	-0.196703365092753	-0.565120210889232	0.398882282773798	-0.0410441000741445	-0.375909978919461	-0.156478717407915	0.630909161116221	-0.312420725132304	0.145284418502057	0.0508922936489659	0.806247491048646	-0.542099056646273	0.864424915681223	0.748678746963679	-0.353737568073487	-0.538399316321707	0.0642396394069322	0.404049354257114	-0.321187562906444	-0.477633029437545	-0.376361955950325	0.226975491398193	-0.0374760252077415	-0.416417126276317	0.70001483639198	-0.445513360354604	-0.561018993808385	-0.603360134193076	-0.669433146558266	0.114317026963911	-0.581929675424341	-0.44484281064042	0.045211913548465	0.733149508505154	-0.303722200827455	-0.635741409216122	-0.327212442427215	-0.704122944272677	-0.450427885126163	-0.564526613265332	-0.0878252159687441	-0.708890174130997	-0.508509401394031	-0.375230591795442	-0.585364825428567	-0.124100723990437	-0.073363260651379	-0.3089604220496	-0.234523223401833	-0.452121392133297	-0.356938765980648	-0.528358379549223	-0.577683655434701
HMMR	0.987476225029829	0.176695697777525	0.0792647220971963	0.316805192994985	0.952530988024263	-0.100506725152286	-0.274594928852966	0.0500935187320086	-0.0653522251151953	0.66412217317961	-0.190460803754399	1	0.837487535124083	0.551897624516377	0.116859256874176	0.0564493515905531	0.926241151028143	0.810819352267698	0.491882186283281	0.808586741688136	0.928419037383974	0.13154888082901	0.609321935069038	0.748630457826595	0.921221821350052	0.339842007133886	0.983512184028688	0.886046998100849	0.423746188700238	0.334233211956757	0.912332104445607	0.520231362269396	-0.0919741164300122	0.166163092108635	0.606095840538591	0.45308735664695	0.521201178534248	-0.023949769480159	0.0698454361886147	0.747884930107733	0.767357248101715	0.434039140720858	0.369901171110342	0.770865619518466	0.63466783840267	0.937716216002592	0.346758720650945	0.959411335047421	0.386298261210596	0.58779074015431	-0.276487565978109	0.642368784202634	-0.215584443610951	0.266065075403629	0.323992835238933	0.622417576132028	0.849839489365805	-0.00874008369973762	0.808824445154656	-0.156949850976181	0.560870148543061	0.678608681720788	0.774767158996693	0.917732344260438	0.335909682869869	0.576181160133965	0.68669568689912	0.589019132200294	0.510859550134376	0.791462995960464	0.799347311844628	0.352652339738838	0.717930963910039	0.23727661569464	0.592392152040035	0.70900237680661	0.809500236477513	0.680294152586288	0.85513572571582	0.675858087298266	0.85031081060736	0.403450520066338	0.0650136449695285	0.718983321412712	0.62191755294934	0.0022795891285377	-0.0257912608799245	0.972537309477205	0.53803360680002	0.144960524007777	0.826060035631031	0.594362760359285	0.500568978364123
TRAF2	0.822234149581514	0.386714073851756	0.251667796057117	0.464886073998816	0.909083587722576	0.0632091281634594	-0.189988931351245	0.181150152951489	-0.00103917412813739	0.856384654236658	-0.0684521904854169	0.837487535124083	1	0.555675914155177	0.357397306290821	0.215218529709505	0.881266466339403	0.778795914342411	0.682207993565948	0.673765549060938	0.95374825937874	0.287819132524375	0.85761243797224	0.951871654719093	0.784051162128308	0.660075793337716	0.793333299753736	0.7399517475459	0.342022977321175	0.402129090220606	0.849278489818621	0.503676059564391	-0.0244723402014883	0.480162590890447	0.528609546881177	0.598338578203788	0.768179724119633	0.0641553882962779	0.402823149599237	0.77388738152225	0.693205822022519	0.271037373094041	0.68586048882355	0.688517976656893	0.645897216920053	0.794582788398818	0.601733184683023	0.859367885847856	0.553648920203353	0.70474326831125	-0.146515177990253	0.579330580812967	-0.141029004324232	0.446492410239127	0.295367376585057	0.413457016388211	0.721600150246808	0.308503778909808	0.638256079778205	-0.198134171011476	0.477791286249272	0.765001193597739	0.67921242420336	0.73367445284454	0.348594355738611	0.633695808249577	0.587107385874114	0.499085315172257	0.525852137629677	0.696800062488858	0.581833979646031	0.213953090778576	0.862168073342361	0.240689491502816	0.606964053388013	0.578083942280026	0.743380963958627	0.571249076048667	0.741368547977943	0.623620398124462	0.762162304839619	0.325130112842853	-0.0991241651800007	0.42629305129162	0.521154671436026	0.128298207274911	0.0702053036717748	0.851214731925975	0.538763737491275	0.194498519150631	0.721539494244793	0.585738006868397	0.364830851911564
CD63	0.615230689871731	-0.260208148541316	-0.323980825049346	-0.190017407721862	0.704852495094783	-0.460224257545623	-0.340805678688742	-0.372614795346774	-0.523528380480544	0.517557469002445	-0.504164904767846	0.551897624516377	0.555675914155177	1	-0.246030312693631	-0.346532229198655	0.652551203752128	0.19284632938476	0.702177589100033	0.375386010226941	0.673400235373376	-0.319991785354697	0.247881095636489	0.387789915060865	0.504875398953975	0.0729610997021646	0.556043184363156	0.633362463428368	-0.0438531580300709	0.0788567129813342	0.766754529934955	-0.0498031812775515	-0.50568346549553	-0.131931352130132	0.527020145439658	0.675599405232084	0.778959261527509	-0.476816184727401	-0.149129937671953	0.315776636138369	0.843992544154633	0.524993061486326	0.11425910802199	0.553839561358029	0.714243612924865	0.474911181475858	-0.0408741961894383	0.746164561506666	0.191891457660775	0.647297026917835	-0.607670656824975	0.79754087623856	-0.583448609383175	-0.215864887534745	0.483588025439433	0.802086239323765	0.45685592748841	0.0308131288672068	0.6819871327928	0.296070170169438	0.909829662208632	0.327391441383608	0.245704851504973	0.739159954068728	-0.123125646488454	0.554522220026615	0.916338419289224	0.66740537133242	0.640425891674521	0.484614656441087	0.78991802396016	0.459692837652475	0.483525128124969	-0.302151584138246	0.935867874218362	0.844309259057866	0.707969664370886	0.78613677449443	0.750557156224912	0.640561453435099	0.506504354092932	0.836360285832953	0.0722426262597508	0.508924453338002	0.463504347525441	0.734063471728974	0.699413729313586	0.691273500866795	0.710607886998779	0.811184769195542	0.801940089981013	0.975104560477397	0.353008960633501
IL2RG	0.0231763911014733	0.974434780291858	0.965686852876397	0.961433941852929	0.0988686180130687	0.920615537900564	0.531822538833006	0.913237518172911	0.885635238973553	0.375471085859331	0.848602378456154	0.116859256874176	0.357397306290821	-0.246030312693631	1	0.926704417813028	0.0107225693862438	0.631317232769169	0.431583239099094	0.00448608244951326	0.186106626443228	0.939500384444178	0.740368071911939	0.580865197731796	-0.0115707775842307	0.801874221988499	-0.0202044106912036	0.0240505183427306	0.449894181496485	0.551135369754968	-0.0505195148173962	0.691601714256047	0.867521136186495	0.948678944325824	-0.325156804729009	0.484169090971594	0.263494771160925	0.914788659602277	0.750543526803369	0.622681893519028	0.0540173962925851	-0.470893531272699	0.770066605411154	0.157748578299688	-0.106441288170846	0.081587655172495	0.910733790281517	0.0178695778465223	0.258932201747215	0.441637939394033	0.655004198598054	-0.292283281343527	0.723506363525695	0.908217465019839	-0.154429929700791	-0.393671335973347	0.297787086421685	0.56236717735621	-0.0977637490262854	-0.520003781061798	-0.189527447654928	0.524994152789434	0.290569693655244	-0.16154650213584	0.814137811604082	-0.169694361841589	-0.323925611041345	-0.388949530410086	-0.43523872091092	0.3381931810246	-0.383843744648405	-0.38772640417385	0.403513007364485	0.863952841782388	-0.0510612285392513	-0.39598892873391	-0.0165114031561156	-0.456593654765018	-0.167432490589073	-0.284786319980454	0.168080947454439	-0.547315464604989	-0.57197286674892	-0.301999393199381	-0.370954198940067	-0.00333773387076137	0.0169059518226343	-0.00144482152324563	-0.0326613371543573	-0.307854169404363	-0.0876295945605305	-0.244412132751358	-0.449810297783229
PDCD1	-0.0660183081867757	0.957981301245426	0.923126807999953	0.92868681393885	-0.0300014466902963	0.842251069593322	0.444161620996355	0.897717817751022	0.924471382103808	0.214843462764384	0.803942373888393	0.0564493515905531	0.215218529709505	-0.346532229198655	0.926704417813028	1	-0.101804622400681	0.561044467575344	0.236316324952405	-0.123370821944849	0.0566042308395724	0.933040186570175	0.646118355913578	0.452531142661448	-0.0845413654056705	0.605394174229558	-0.0888048108769302	-0.107294838004994	0.439304200287566	0.462434142043523	-0.173502898271416	0.628387150590703	0.880498031493841	0.873281550588743	-0.338381855822994	0.356865000887761	0.15222517802088	0.94353630958784	0.674499258641754	0.484570552657625	-0.0787181426972619	-0.508650772151168	0.74115659712752	0.00788641464559398	-0.24489804204834	-0.0212937649368111	0.864480149055706	-0.0870208390854167	0.200207152681962	0.390737577534288	0.591053092612784	-0.373126686779206	0.628643463994166	0.844323168653848	-0.15559384044887	-0.469869069653618	0.190963427027797	0.434151841116203	-0.180387342225755	-0.492079003795856	-0.305224294124986	0.395035910515434	0.301581435509443	-0.253314825608027	0.842718416275058	-0.288556605915089	-0.432251575455433	-0.436532758409572	-0.518190769762081	0.255679182931524	-0.442615172193721	-0.463182128248971	0.232239400391848	0.924412365894401	-0.213976292485479	-0.474085934573972	-0.147142736498713	-0.531085444763995	-0.260448861559481	-0.379077083848533	0.0511404763092286	-0.601099438261407	-0.513616816432979	-0.366269049046441	-0.439979440211774	-0.0586753891844512	-0.054625618945317	-0.101686822463463	-0.211095592331325	-0.366345894576777	-0.20632259219142	-0.332872872603905	-0.469935397286473
ACTR2	0.940764301149781	0.0393083131046886	-0.0557368037793712	0.168742250214892	0.96213514825733	-0.254530775079051	-0.394570462789738	-0.117649295672232	-0.274785790409296	0.774767662326328	-0.341531879197186	0.926241151028143	0.881266466339403	0.652551203752128	0.0107225693862438	-0.101804622400681	1	0.703669247926784	0.561432430965619	0.865173980803078	0.968797660168314	-0.0363362250397212	0.58203291008162	0.775501222031934	0.964115618555296	0.350143733432416	0.929782685077077	0.902085135461974	0.405009061564366	0.196323378404007	0.944173388571535	0.470404054713949	-0.283034157514529	0.132626645677778	0.789646989161716	0.425091709415679	0.63280237643039	-0.21407977636985	0.0752931111893704	0.674265696732667	0.762145468133532	0.402499353246184	0.352275877765483	0.778976455904997	0.645790886304073	0.931474948356229	0.254506121652473	0.944674117808738	0.463675459748046	0.609714042305959	-0.348893770278766	0.693098210827523	-0.355958565385574	0.203706138249405	0.442287250692109	0.602102495750268	0.748438055869283	0.113244550149618	0.875790249934808	-0.178196439988231	0.582172829434259	0.724662131730079	0.667513884970128	0.935426055269635	0.148643805818715	0.822412062106556	0.770517789594933	0.75725781639444	0.744900119262173	0.710076685325801	0.83621281577775	0.347178946108673	0.81782620557281	0.0332992382670718	0.664118515539339	0.841597881921319	0.827110079916152	0.779618029082823	0.948618506802657	0.839895656810447	0.861685332923873	0.591790298555641	0.219029657960217	0.749020025289235	0.808140839582866	0.0667750358046865	0.0167978959827388	0.94845299258819	0.660663665551617	0.198125286117809	0.823631380312869	0.710337405513016	0.67639428388345
PTPRC	0.745351942034613	0.67203138474706	0.617975673989319	0.762828425985647	0.74380426317523	0.434728695628718	0.117086385959575	0.57216183478597	0.476112875465978	0.708149468803609	0.369120857512796	0.810819352267698	0.778795914342411	0.19284632938476	0.631317232769169	0.561044467575344	0.703669247926784	1	0.552972647493028	0.687553692931232	0.772303425008004	0.634365443764634	0.820212837177949	0.859505177795586	0.730654422141127	0.671292154129455	0.729906710556757	0.70262129019917	0.706619229489323	0.507246130651677	0.630237997914108	0.85155404871689	0.425579752198994	0.645180840293815	0.329779751883591	0.522355799971311	0.435613026452686	0.513227403687062	0.494370038655628	0.920216475735379	0.574783424037588	0.0229566825243235	0.663512915098876	0.695000499874218	0.352668997526945	0.782160838667673	0.748873043068491	0.692594839360221	0.501836666405051	0.637729231129866	0.246381960570292	0.273299298404222	0.280250821234544	0.744396570398156	0.200780078827631	0.212490781019071	0.815164368293872	0.324189659783282	0.604858637132584	-0.494046226210989	0.257613633301556	0.84963827772421	0.752664465260562	0.602232159843843	0.751726004824357	0.391976218078692	0.298551577402816	0.251869561443662	0.163568911358162	0.797658027588402	0.390834448667583	0.0263953687199581	0.778378469556806	0.672665999530057	0.338338808620953	0.31083426222327	0.566126469684685	0.227509208687124	0.568963331022377	0.38459352429139	0.794903992209204	-0.0107320718347167	-0.170521650131157	0.432512323053062	0.328141512820705	-0.116613861024666	-0.117517642626707	0.702117128283786	0.392449612165966	-0.186410339021239	0.541187195432398	0.248062120500157	0.205153360032965
LRP10	0.513602727115928	0.359485930095769	0.340448646167864	0.409548304247784	0.651761993037055	0.218035406624011	0.0796681963379974	0.282318534596855	0.0983081167208134	0.719766753932606	0.141688132483403	0.491882186283281	0.682207993565948	0.702177589100033	0.431583239099094	0.236316324952405	0.561432430965619	0.552972647493028	1	0.366509440015853	0.678971206946389	0.291865852885824	0.620995388570989	0.674519125759332	0.421582752971821	0.596083516769907	0.424135500065947	0.627003721552579	0.355380841538212	0.528436925105389	0.643854530362721	0.442685835808373	0.116317248144525	0.49089619302851	0.267734624359759	0.916419750764932	0.864018873089143	0.159962387327573	0.374378391182334	0.724060840533893	0.805289891569866	0.235520207322095	0.508504157495862	0.668876081114575	0.608253425990035	0.465723202563446	0.509683077091567	0.617128609653957	0.405942619595775	0.857168472857141	-0.0299804458036548	0.587441988264828	-0.00556150791828191	0.423605017449712	0.493609967056191	0.494185134784821	0.644384004945574	0.497611715613107	0.611299966035499	-0.0065847822492074	0.723231008322834	0.687556234027685	0.419359139065393	0.540401234369223	0.392158274670864	0.439173314912544	0.635479453723324	0.374441833939396	0.33747271502454	0.70472693671973	0.468421803674713	0.308653623544063	0.731540455584404	0.252641526937218	0.844618103376012	0.505793607680163	0.671932629276049	0.446847317783419	0.571270980871217	0.475198137358979	0.581415739551879	0.466019304368036	-0.233788108609311	0.295126636765605	0.19010592695381	0.595009754949143	0.637174920178982	0.551653359172825	0.782891899465385	0.546827661357074	0.682924784327874	0.709266556429481	0.0470530490148716
ADCY7	0.820623418217231	0.0252827325073485	0.00335120210653099	0.154355407624205	0.773970035683606	-0.131468960881684	-0.297699572141631	-0.0700868138603136	-0.158445311314768	0.634801443626953	-0.187458610443079	0.808586741688136	0.673765549060938	0.375386010226941	0.00448608244951326	-0.123370821944849	0.865173980803078	0.687553692931232	0.366509440015853	1	0.798693313764557	-0.00518340351176801	0.412883794896255	0.60955776855718	0.929454594281507	0.262107127710359	0.83174487246992	0.794549280153261	0.618421935662009	0.0811600697640289	0.747802328621151	0.598394555869058	-0.191029157144944	0.0689673878633752	0.794354671989008	0.156764452758416	0.330229826097698	-0.156022067266777	0.171750349164142	0.587799452150788	0.568329419696097	0.286777018342525	0.180267060950772	0.631042494414507	0.502224014207863	0.897699514684995	0.174126344618674	0.749481411648413	0.484735637948078	0.367204820945308	-0.0148964741405617	0.496141202845469	-0.11077393056541	0.287273369501881	0.382540743135694	0.459100017282148	0.636453012831342	0.158638102231277	0.818176595103331	-0.339575230911611	0.353902709827193	0.705384389639774	0.556558057005931	0.800477253010815	0.111380328164498	0.788100224996606	0.554442850945181	0.739645911252105	0.695605927424372	0.558390055188936	0.71838732404335	0.19299051145268	0.713170151130263	0.0472174677842436	0.411866122891362	0.723927550554357	0.682513751678129	0.621245981389927	0.848723066524625	0.723012743795338	0.823304881541314	0.441063830034614	0.457851625058794	0.828374643466146	0.854899087784781	-0.193328088679136	-0.20767150345373	0.782842281329182	0.515672545341498	-0.0920726048998001	0.626818456361999	0.443467011895008	0.766852255692278
CD47	0.929974681821119	0.213778208550381	0.101658529654613	0.328352971821304	0.978550245529107	-0.0938269576950886	-0.271981045840833	0.0323261215776673	-0.131908845307593	0.821236139629729	-0.194754311868429	0.928419037383974	0.95374825937874	0.673400235373376	0.186106626443228	0.0566042308395724	0.968797660168314	0.772303425008004	0.678971206946389	0.798693313764557	1	0.125782570379441	0.725260393808676	0.873666920221797	0.904219598939545	0.504265418301446	0.905691556690016	0.872124491898507	0.407353655732191	0.31297368350211	0.936500704791847	0.518056166641094	-0.150140841075042	0.296630152326292	0.67853169779641	0.576795862342064	0.739209533564359	-0.06921136682849	0.230416424483285	0.762879242743288	0.796802022031813	0.357407465134659	0.508309364497207	0.773335652492138	0.677581517992576	0.90407303757502	0.424432022706093	0.95508636863455	0.512532668705089	0.708362193144275	-0.259659051713662	0.673648509740076	-0.252009975834332	0.329200325374809	0.385593330532349	0.577836021049802	0.774101494010131	0.205005465542928	0.81216531686788	-0.190380384886695	0.600516685217581	0.769268607293429	0.697152546732813	0.889225516572028	0.268165695839824	0.732999667016275	0.735670183372864	0.672289913617737	0.64444844793765	0.753251193075844	0.76704443225597	0.292667781908432	0.852844953708993	0.151775465508964	0.712149829095054	0.76062880181996	0.821503797371259	0.709448649966452	0.893976461666302	0.739466315828491	0.840520049477366	0.505670212477608	0.0668612822374729	0.64427467891907	0.667981842680225	0.169391783012326	0.11701938363887	0.94865285408317	0.637850550172686	0.246134344680766	0.82400471606034	0.706154061413038	0.529602108706952
CD247	0.0219242330209766	0.971082278833646	0.940707773186239	0.93453022101317	0.0589063765318981	0.90266560923172	0.52075740147486	0.965770846396111	0.927134374262767	0.271505788643438	0.816908031172511	0.13154888082901	0.287819132524375	-0.319991785354697	0.939500384444178	0.933040186570175	-0.0363362250397212	0.634365443764634	0.291865852885824	-0.00518340351176801	0.125782570379441	1	0.679020152982022	0.518794207841682	-0.0205130792786688	0.653620158113291	-0.00143404442505228	-0.0144017465380701	0.434626855263851	0.546977504369684	-0.0816395682340902	0.619739467856142	0.892482857948836	0.851247595276631	-0.357031915792211	0.391500409937879	0.139545733605232	0.916417676333666	0.746648857119493	0.57079727571504	0.0285136167732505	-0.406264052215453	0.761382007661298	0.139131414110992	-0.0983925754861777	0.0466155153846298	0.901244795966853	-0.00788301702158338	0.25224966265419	0.394045007031441	0.708018873243862	-0.310377469609378	0.756178480154801	0.844095936837803	-0.167918094004556	-0.375797424302309	0.304515556051553	0.379348112214734	-0.130819877024372	-0.486939547945538	-0.207726157182752	0.440719446798821	0.353827047111062	-0.171788025166749	0.889413440353076	-0.253575531958462	-0.355694602305305	-0.44370688691034	-0.498440888006634	0.335441073537224	-0.381678586417463	-0.370533618475422	0.288947314104266	0.880790646911336	-0.165723657609208	-0.443051698721419	-0.0572717875622628	-0.481967583013117	-0.196089158860785	-0.353250909740791	0.212754190099678	-0.604330302552342	-0.558454188637814	-0.308590899505354	-0.391925154405967	-0.105425904592713	-0.0888454035967565	-0.0164066957075564	-0.125165572815632	-0.361576802685444	-0.105681505920859	-0.326237721700058	-0.46611475402517
S1PR4	0.531539080709378	0.767760718844861	0.665842180860526	0.798183567536917	0.635913152343706	0.473947050790526	0.0966465927323019	0.570395715661931	0.431512587666335	0.797845227365374	0.342606651692384	0.609321935069038	0.85761243797224	0.247881095636489	0.740368071911939	0.646118355913578	0.58203291008162	0.820212837177949	0.620995388570989	0.412883794896255	0.725260393808676	0.679020152982022	1	0.951818237814838	0.493058151970781	0.851508601096533	0.494369727001055	0.428268445569011	0.392322583392702	0.461258877866947	0.509272054505952	0.640729907288172	0.388638883080013	0.825661976936609	0.191853118807692	0.626478465222662	0.659168724050499	0.487254396943751	0.685339071452108	0.765895892604974	0.458567080054836	-0.11434115887522	0.935369364912228	0.451704808414829	0.354285498337108	0.517929598143824	0.906808663243396	0.569381068414381	0.488241846451842	0.705984014117472	0.191436128573885	0.198549032959061	0.225827975479384	0.741328151962443	0.103352318375318	0.0485002438009049	0.564972631559976	0.51884914719425	0.31387417525492	-0.416706027637192	0.183134177987219	0.774206916199714	0.590831105447379	0.36513705130283	0.65294795055019	0.330476855114973	0.195017957435716	0.12286534945146	0.118339209046227	0.56317083759785	0.156162768763618	-0.149937939492974	0.786620755267498	0.589068022296245	0.340291534982062	0.161926079595224	0.446817946337894	0.113767151887667	0.381904302157664	0.255045185419419	0.574941215977542	-0.0994507066055455	-0.380489187229148	0.0413015362431446	0.160772288430554	0.123992604849172	0.0690615089501737	0.54939325757596	0.251855647578312	-0.0355125080632671	0.407170619436966	0.271895028907258	-0.00871199887371835
ITGA4	0.700098675297974	0.609789992777125	0.494140698001743	0.663695104302679	0.801590346726642	0.289810811092912	-0.0123315473956401	0.416812309024675	0.243105082689712	0.871018399137646	0.173996365164389	0.748630457826595	0.951871654719093	0.387789915060865	0.580865197731796	0.452531142661448	0.775501222031934	0.859505177795586	0.674519125759332	0.60955776855718	0.873666920221797	0.518794207841682	0.951818237814838	1	0.699830633216468	0.792726919174462	0.670366952465824	0.641946610869649	0.465575393341516	0.416244512708869	0.695322689967312	0.653862319373177	0.208267619847002	0.690657833954235	0.415796656967817	0.607806202336943	0.707417985972557	0.308857652761687	0.586151103712299	0.824797155090861	0.587624612606808	0.0172660546803573	0.83291837342301	0.641532704244862	0.456628603222767	0.711334802079315	0.776534384020389	0.730508227805073	0.584862557376568	0.730435803450789	0.0798062662702506	0.358613613645357	0.0789652482295723	0.652286232029657	0.216005816435882	0.208450475748451	0.668530724596763	0.444497582298383	0.537166364604096	-0.418330086519245	0.315823194600966	0.844942059263789	0.668267787224843	0.58412121185565	0.555459775728495	0.560936177515869	0.395707815144933	0.350298276285918	0.353691352765802	0.677461736058353	0.381984566526152	-0.000331745894005277	0.882136982347802	0.44028205012502	0.475271696369411	0.391120233972481	0.584384261326256	0.330808357840861	0.611550823611709	0.477402660957628	0.738900013614093	0.12751086338504	-0.204155707154221	0.277679226884254	0.398058279760581	0.0891443808987151	0.0254454816622887	0.718085105416469	0.434642165425288	0.00188691426884242	0.563099985710702	0.419074025664244	0.240126061751841
ITGB2	0.92473230294566	0.0355403266192852	-0.0517981720567934	0.17738205911152	0.897224674625931	-0.231096404536378	-0.400887868325547	-0.0955660216701305	-0.206066670581593	0.675492481339826	-0.297335025449324	0.921221821350052	0.784051162128308	0.504875398953975	-0.0115707775842307	-0.0845413654056705	0.964115618555296	0.730654422141127	0.421582752971821	0.929454594281507	0.904219598939545	-0.0205130792786688	0.493058151970781	0.699830633216468	1	0.248564499787026	0.933935625802456	0.885952478149881	0.550609688914688	0.140707022163724	0.868073441112367	0.549492378140822	-0.220606831435836	0.0814235300124981	0.830178013643831	0.262432022650336	0.473817560743964	-0.163571579741058	0.0662083204828733	0.642573215807598	0.655228432596148	0.34264441810214	0.260996573444694	0.738410429325752	0.525040892583073	0.965643290377603	0.200906668569637	0.881985551792681	0.462467431493791	0.505900907412389	-0.245174900362867	0.592159949572481	-0.296520235021902	0.236040830046109	0.41256902640226	0.534221602897877	0.718988529283935	0.0662964577861422	0.8876832235665	-0.285898364119767	0.449148631486697	0.712412554154273	0.696485362737516	0.914158960327763	0.171818649222011	0.811686234114576	0.665685591179058	0.775253205469851	0.725255832820912	0.679522234528084	0.814705544339738	0.275544925714025	0.746675748491829	0.0926904076160315	0.520646431616514	0.800282472633572	0.738389954616809	0.718565592801616	0.932925835802716	0.799511565138928	0.851280091185151	0.5309330388264	0.363839118083956	0.822285155600627	0.843024426502848	-0.107851142401631	-0.154599312727474	0.903846516879205	0.563688658403896	0.0133690418544862	0.728442898348222	0.56946579442047	0.768679288790232
SELL	0.292855826990415	0.758418473142052	0.753946469160407	0.745469838586738	0.432198464303473	0.599891975589189	0.476924396263087	0.617675366696517	0.495600903186527	0.696082377794648	0.59491374093492	0.339842007133886	0.660075793337716	0.0729610997021646	0.801874221988499	0.605394174229558	0.350143733432416	0.671292154129455	0.596083516769907	0.262107127710359	0.504265418301446	0.653620158113291	0.851508601096533	0.792726919174462	0.248564499787026	1	0.247682673178543	0.303370459345754	0.350416880703754	0.418003111897147	0.298610046437461	0.623652044155159	0.431747368247464	0.879922621543016	-0.0640371419207527	0.577975191581295	0.450336213391729	0.567145086810474	0.696361863857558	0.730665465549959	0.318634495991396	-0.277829631871033	0.775455381125183	0.402348176236356	0.167616098528964	0.343205940860772	0.824164931094796	0.329875128700751	0.486704818053785	0.46558863588633	0.375433242135624	-0.0088837133736693	0.443507802882168	0.762341347189378	-0.0652813862109294	-0.120145177935398	0.433099506756472	0.626923150208445	0.12835762653156	-0.454673756646109	0.0586297851123792	0.69222199979332	0.297741029036885	0.143711370385675	0.601649214788102	0.186572757148354	0.0229760952788732	-0.106013652047204	-0.0754050187108132	0.450052112064016	-0.0706885428094999	-0.186136233106835	0.699277603461856	0.491915740450673	0.253112537853893	-0.0627877046472574	0.253903729936615	-0.12048503831221	0.14793937975007	0.0944681819799418	0.414353573289962	-0.259952554649568	-0.506623493953702	-0.110529902925996	-0.038174315435714	0.0937271246412001	0.07698703747261	0.313584260203658	0.238869148645752	-0.133364306436862	0.232470187949497	0.0862895895915426	-0.203009536983711
KCNN4	0.99328882832748	0.0410667909751147	-0.0617065727538098	0.179552081761967	0.94438114031543	-0.215714964068716	-0.317965968942882	-0.0751755226216097	-0.184338714832297	0.590531661959736	-0.287133875305972	0.983512184028688	0.793333299753736	0.556043184363156	-0.0202044106912036	-0.0888048108769302	0.929782685077077	0.729906710556757	0.424135500065947	0.83174487246992	0.905691556690016	-0.00143404442505228	0.494369727001055	0.670366952465824	0.933935625802456	0.247682673178543	1	0.907861176181193	0.376104709456002	0.26361576101145	0.923932195524503	0.442581669424005	-0.21331760122891	0.0289153150550502	0.649207683852191	0.36279781526272	0.452463054522443	-0.146377069199637	-0.0274604304883563	0.686328016145588	0.746271023374773	0.503868096717607	0.235419441387022	0.777299114960004	0.639119030226162	0.951892823618357	0.205818583406472	0.955465149923849	0.401633584981839	0.483864120977658	-0.327211245413217	0.673772112366983	-0.290698027528626	0.15913477616485	0.314541648408936	0.659572758553329	0.815214675086411	-0.114787221770358	0.827369931479289	-0.102161947979177	0.56839424940079	0.594985975660203	0.730722518207792	0.946957486114958	0.207008709714781	0.603359842392226	0.724547141906395	0.63868557785189	0.570473769346367	0.765095107809425	0.850132450054624	0.429781747057026	0.652310495931946	0.101900319188566	0.58742637986649	0.755249997845451	0.809236192005811	0.74257582623617	0.877907589122567	0.715187286420141	0.83012635713354	0.471101007910146	0.154130957311899	0.791350598681906	0.679542977266026	-0.0515102078280752	-0.0775613075943235	0.978009398968935	0.556976542803092	0.153930913676954	0.829471195023455	0.596913426412514	0.578277015333244
