""	SDC1	PARD3	EGFR	CD9	TNFRSF1A	SDC4	CAV1	TFRC	ITGB8	NOTCH4	AQP1	ERBB2	MYLK	NECTIN1	PVR	SDC2	NRCAM	CELSR2	LRP6	TNFRSF11B	PLXNB1	MET	KCNJ10	CANX	TNFRSF10B	KCND2	IGF2R	ADCYAP1R1	F2R	PTPRS	NOTCH1	CXADR	TRAF2	RIPK1	PTPRA	LTBR	CD99L2	APLP2	TNFRSF12A	MADCAM1	PODXL	TRAF3	BMPR1B	TSPAN5	LDLR	BMPR1A	ANTXR1	TSPAN12	SIRPA	NECTIN2	KCNN4	VASN	ADCY8	NOTCH3	ADORA1	ITGB1	PRTG	SEMA4C	CNR1	ERBB4	THY1	TSPAN10	TRADD	MUC1	NOTCH2	MTTP	TNFRSF21	PLXNB2	BMPR2	CADM1	CD81	INSR	FAS	SLC16A1	EDNRB	LPP	IGF1R	SMAP1	MCAM	SMAD3	ADCY9	TNFRSF19	PILRB	LRP8	LRP1	ITGA5	SORT1	PLPP6	TNFRSF14	TGFBR3	GPR37L1	GPR37	MCFD2	STX4	ITGB5	ACTR2	GPNMB	ADGRE5	ABCA1	RXRA	CD44	STX3	UNC5B	ITGAV	LRP4	LRP5	AMFR	LSR	CD63	IL6R	SLC16A7	ACKR3	C1QBP	NRP1	TLR4	TSPAN14	AXL	SCARB1	ERAP1	SORL1	ENG	CXCR4	CD74
NOTCH1	0.751981121848556	0.955614311917366	0.940088092517676	0.789541804342887	0.918247724164071	0.570986045045409	0.46828941421101	0.722144033265286	0.954547003209792	0.814825096098739	0.890080552073714	0.773074629501125	0.916075957321597	0.900495576873766	0.891191444719712	0.860663326704541	0.957290451011583	0.956286719082057	0.954705825554369	0.8607309358408	0.958431176762063	0.542516910961218	0.945387418903575	0.95070308098562	0.943072959019144	0.653762607193536	0.906889389963569	0.721011157339554	0.855704331626059	0.895523228312956	1	0.899229323923377	0.715898070863946	0.917760435307043	0.974773018121133	0.929286149164509	0.953420368607709	0.957180334557654	0.693588210868439	0.820233854509939	0.891511651729264	0.935940115904773	0.926544423503586	0.944752637244323	0.927470788250016	0.951888926091744	0.963679808893276	0.922572296367591	0.771948507078622	0.855523330235332	0.882738286040687	0.669965953629418	0.527147706121058	0.661310025957067	0.835706012710644	0.93261462833475	0.940920894071126	0.873163011087872	0.913129543689303	0.943065325014402	0.778364815496523	0.66642835018891	0.836762634565107	0.844634213032989	0.96795627915774	0.95725046421088	0.897832645578987	0.856470639236334	0.94377081881064	0.966634766845146	0.933609679180567	0.705662393781704	0.714566553392716	0.737907039339828	0.963441908925727	0.935067468357286	0.84214038369209	0.938679675934107	0.861880725875089	0.909370315483325	0.941110494127945	0.88701734929814	0.896773118050822	0.909319528471529	0.934815349817366	0.786406534296383	0.946401382115891	0.736525526554182	0.803504040912022	0.583012745094122	0.92545130001456	0.920556061493008	0.907706688759443	0.831422513163633	0.822993745800214	0.910344625753368	0.319174847273399	0.916065877719539	0.72328617130189	0.832619175310825	0.874180416509708	0.761296084218228	0.310680328760997	0.958920087425497	0.686130267419383	0.930923137418437	0.899789038755129	0.769066721672243	0.892608526246911	0.795301130756946	0.901871200996045	0.669396738100228	0.850999799185662	0.863355708447341	0.577387305323774	0.854284582696004	0.67055796474112	0.662318405699383	0.88938039799932	0.579577960810839	0.532683215550317	0.0366319336758355	0.11830457574441
CXADR	0.717856790935864	0.86620173089321	0.954606985653581	0.926017762216137	0.936208079109189	0.722764329819508	0.661064822863882	0.875463043480201	0.832505153190506	0.640718237859626	0.805738100039113	0.825636232338513	0.833348836012062	0.914188935068472	0.819525484572859	0.88791559025251	0.862598001155769	0.895121819416101	0.847641704515425	0.928567987186835	0.898596097775149	0.702301384941098	0.866180663023787	0.904480883020225	0.927010055604536	0.810770061359328	0.787088661398904	0.750875049204749	0.669414698533792	0.759622814460263	0.899229323923377	1	0.831858672293618	0.909387341273361	0.945034186418406	0.897993051658931	0.84990749053353	0.852755995922486	0.86419580844763	0.746602016553963	0.744486904082437	0.913920073119575	0.86090720421484	0.882533597381188	0.883343671248479	0.860607546789775	0.885759998570133	0.90378242619405	0.847268184277673	0.848910957905052	0.874694676805938	0.604497701201717	0.665068995311817	0.771029990508725	0.887707704875204	0.816889373376645	0.826980543865789	0.792743576458107	0.890693860843927	0.876708806297941	0.769821886953933	0.632231456694231	0.916993640996893	0.738458989484524	0.836283190301529	0.87328263413342	0.8761480879979	0.783576869801142	0.841530999879085	0.880685806182505	0.910784966486943	0.525844899886825	0.783697305764291	0.876197302169691	0.895417751074457	0.854053550299036	0.791655271003001	0.964920123629579	0.685911056841166	0.752127915409354	0.846749723192503	0.886051177231515	0.828048524844196	0.837611032150259	0.938419351383926	0.640834554363643	0.860891640886855	0.677279938607181	0.678249604171151	0.577098237895888	0.876575577337163	0.891315087342093	0.948321407159494	0.939473864910672	0.715201291412456	0.817092554276183	0.468220567346268	0.860102900002015	0.643614950123676	0.772265644925585	0.862889091108917	0.768948663230878	0.461054221303491	0.866758236140475	0.808640164122732	0.862108527246463	0.915950002324362	0.841496714874288	0.954198568546814	0.646262983994149	0.829548108801748	0.417977293783228	0.926047173310771	0.789194948171659	0.405208810516175	0.703477819725873	0.595428778543498	0.716117566660846	0.79394430966322	0.451739675857168	0.31959547889488	-0.0265736707985762	0.00751524484845146
TRAF2	0.711240769495527	0.681558551456714	0.770667511833875	0.825889249797125	0.827533692129153	0.780984737461178	0.831794287841759	0.800725798140713	0.615055173293304	0.557202329940945	0.643906206412536	0.799953329992488	0.706069846385738	0.706978181243226	0.654563918886804	0.897302342882377	0.628717230572607	0.694660394069143	0.664837696422774	0.869634861772839	0.747513540122207	0.75471366125406	0.630815800738492	0.704333679023856	0.793421959788527	0.792712383542479	0.669494578656155	0.60932599814117	0.492837163969098	0.602657338349112	0.715898070863946	0.831858672293618	1	0.745760264169822	0.768615703174037	0.811111130110993	0.664814102762541	0.641267644070686	0.876939060767098	0.713533012644959	0.532122038129045	0.776741700105107	0.744979668803746	0.749919902684483	0.722061692464374	0.650893076364446	0.67600354856909	0.656947119222172	0.819325219746256	0.876992916097203	0.752190501868117	0.744959292072366	0.721675518139073	0.848331817722423	0.718946605579485	0.709657961129852	0.612073285591168	0.706532577178283	0.622690761758762	0.638665852522314	0.742432183507235	0.770906066545846	0.892921533358224	0.650791141980249	0.661579229419051	0.670030001913306	0.682978275368897	0.715426706431148	0.658554770947742	0.700924905957664	0.836093310028711	0.432932867695036	0.790592384707498	0.79483298692445	0.681938589578881	0.682945691519917	0.66875121381611	0.808805134004408	0.588710374531392	0.564473398875476	0.683854151371713	0.699191610381712	0.683587053629355	0.564986346642652	0.775123588213634	0.608993425034207	0.698481152520569	0.730678006759104	0.643842911539355	0.592692111349383	0.592051651740776	0.736149877017264	0.901540858365553	0.910699284612712	0.733579035945593	0.650739220090272	0.581453518322002	0.616345669692545	0.606147031276164	0.727772736347647	0.713624198687242	0.690460599248524	0.628260360640723	0.639527163296114	0.715249625354901	0.652159594484181	0.850724591673695	0.838323642929866	0.851654324109739	0.543140809680091	0.618814934865481	0.382678556936699	0.880948132111973	0.684057783956346	0.33071417873722	0.503523808221108	0.607985331004607	0.670076889113655	0.540366792551709	0.346741315903328	0.28739215173143	-0.0429013080976288	0.0324655744426252
RIPK1	0.732978767808654	0.939533283723276	0.936988090538049	0.812485721520302	0.929406137505379	0.714693451293317	0.57146018961674	0.819058895296001	0.909333334166408	0.748307628263173	0.868272183633663	0.814562063667945	0.942214130665108	0.908759366910289	0.883237018611442	0.869876040146468	0.942260930005261	0.950007130349257	0.923010588615828	0.886081031445394	0.918382147132943	0.701671659759668	0.881194121234812	0.962542839241779	0.964031050013301	0.739453647974359	0.907988970981889	0.677405576464654	0.788393386314693	0.875353765449506	0.917760435307043	0.909387341273361	0.745760264169822	1	0.955763967707675	0.951264913690682	0.93508361522503	0.933072783518529	0.738186298900737	0.808578197307488	0.816769019305558	0.956007063093919	0.918100881174573	0.879796391820575	0.913116125957971	0.923901829593703	0.93073069747053	0.874520704870504	0.878914434753019	0.85598091934251	0.77947854015157	0.597826197092435	0.688822901994015	0.720402198367854	0.822101951172398	0.895192772007251	0.901243759814175	0.883218404001465	0.940495869508565	0.910958330238428	0.689835262937608	0.610703562301221	0.848412043923887	0.881520583588294	0.923204325488369	0.927789339036871	0.895437944154835	0.891801806954131	0.929583931366054	0.89196125465348	0.891436871489769	0.677778975771388	0.817598191094815	0.853285481920235	0.911216833979356	0.955466803697371	0.927651658560731	0.923381194972783	0.747692746815129	0.890697565601224	0.892205964844788	0.89354830747359	0.906132645908128	0.883141668557122	0.963354207413265	0.755201343663901	0.933926743496179	0.642371751751172	0.803133459154978	0.687074494791772	0.843075517896051	0.938048022562313	0.925215776327152	0.857650105844235	0.848301982826792	0.896360479452505	0.501346709234533	0.869630935459576	0.777410319535025	0.86308293675811	0.951097634639943	0.856579092225227	0.432026572535663	0.93171584042542	0.802725418787114	0.900160205654117	0.917417591029866	0.721677847541953	0.864384770690561	0.809196642685988	0.90118795391961	0.551966491122679	0.817508124797466	0.877465699009355	0.554094667670355	0.820323867881639	0.65152351271703	0.777831714547487	0.910415859847825	0.616912093670855	0.503965003800441	0.0827006406751556	0.131787812414437
PTPRA	0.760090885876367	0.958534082270226	0.97642719393031	0.849207973884419	0.94435823155763	0.623074344285775	0.541390162205823	0.7948349206324	0.95402905975068	0.753747970296086	0.887402865071296	0.799457279365291	0.915988848918106	0.934787317828031	0.885967614222262	0.891886729256547	0.961468382928319	0.963032208274219	0.950377271372939	0.904729898687422	0.961172126487421	0.607778493226427	0.944581261905752	0.968503317766342	0.967827725645	0.724703677476477	0.890180388177181	0.726357510713848	0.8049540545217	0.883655481838766	0.974773018121133	0.945034186418406	0.768615703174037	0.955763967707675	1	0.943061380551168	0.954138953625171	0.953543579034969	0.761234344262482	0.817726549558368	0.836724131184811	0.946502151438231	0.926327313485376	0.955807982779058	0.926060979857986	0.954097341502268	0.95753787315034	0.948440936927779	0.824820704131081	0.870015630290384	0.886324838933407	0.662985966648869	0.587414706537919	0.701205498370777	0.876252594213136	0.914829231994792	0.934157014425704	0.857015113057224	0.94293948578586	0.956486446476489	0.781809323343973	0.687489594849726	0.883760885777713	0.847283365327836	0.954008116814861	0.967506533820358	0.898707373323752	0.86139770082578	0.928218534480779	0.967953128369004	0.954037619947912	0.637988415331745	0.768361712554626	0.807146406742165	0.968861995831438	0.942452346939011	0.849090447633613	0.976244380359297	0.803167037924281	0.898042967369428	0.92752208282097	0.923050327426624	0.890879781319755	0.929177109665205	0.961254777241221	0.727678679247152	0.94953581604599	0.718947552222996	0.790596769867853	0.612864045568722	0.931896749739966	0.939390716172622	0.951366397445729	0.88957231036084	0.807396683156732	0.898802218319229	0.366927244429749	0.924769481709654	0.701570801704051	0.835359592245701	0.90388405983958	0.787763810584942	0.338745628867412	0.954140279992911	0.746549980583706	0.943124048142367	0.929593282224485	0.779953926492676	0.932768634265673	0.758276187109643	0.916261303297611	0.587096279223206	0.898775035499375	0.849244476217582	0.511644984270319	0.818821246325974	0.64339873671982	0.692879918703637	0.890135926410663	0.550126663809827	0.453459492608419	0.00683675561435786	0.0693142194228052
LTBR	0.750718154375366	0.935837754643459	0.91997627404829	0.826218829246467	0.949246381698949	0.714450733615641	0.615490218634674	0.787451404619282	0.894535466476208	0.796845384430563	0.901294994815055	0.862704308369023	0.92725860716408	0.880469357722974	0.901936437179107	0.902389673792764	0.919626691369281	0.93240483183287	0.918308149338009	0.907595186839212	0.938287881932107	0.716247399923452	0.853418442581843	0.952341138749657	0.965793023745845	0.72552618035322	0.938809877712007	0.683819269522878	0.811985735104972	0.878409548048097	0.929286149164509	0.897993051658931	0.811111130110993	0.951264913690682	0.943061380551168	1	0.930260647183991	0.939074373719915	0.759347544531622	0.855539628823269	0.836034182575905	0.933108308161935	0.9228579751412	0.896193908730302	0.923450483049168	0.910479069895517	0.928114103048386	0.837090675338543	0.880653821928864	0.935574367520894	0.821480362315784	0.681842264193653	0.668157687963612	0.76342308107565	0.811085752048374	0.945141007678019	0.883762288298477	0.917440722999977	0.876353990832736	0.868336047686825	0.734915506507814	0.697294850239607	0.888746345470763	0.882636783292038	0.926914735082628	0.911387463184994	0.903032705160951	0.933250553203943	0.94252091007188	0.909504412328505	0.932474074812434	0.738444502975412	0.846880963263826	0.809156772135869	0.89638746824304	0.95543867182259	0.882416961427682	0.921650698734732	0.829742559370687	0.873417039329644	0.914821654735254	0.856375620433903	0.911815961269458	0.849837014311508	0.957568601200786	0.829188595454967	0.955079651795718	0.743761946692794	0.856117556143913	0.706404514580326	0.8133537198229	0.935520772156307	0.943756823235482	0.884202843190843	0.903756346216704	0.91995207688114	0.525386824153395	0.856143142962503	0.811740471396515	0.891719001074885	0.947411432093591	0.84725746438137	0.485195869239998	0.921396243461871	0.754308176421282	0.885786930932681	0.956825731754296	0.777312730850152	0.882593476095414	0.858271673258918	0.884131424670962	0.65831689663844	0.843354829958981	0.915342083389029	0.641123752511656	0.824317796150919	0.771936955924491	0.759759217302107	0.876171687788651	0.64587054066101	0.581456337958254	0.120614436310909	0.220928147694031
CD99L2	0.786556407337471	0.952652697793182	0.917883662439313	0.746208021174128	0.906253570139645	0.565396605977599	0.408721802438588	0.666370237482699	0.950437446093439	0.789004351569462	0.936860548677481	0.746412241416292	0.938013682481505	0.917659647019367	0.873452136263701	0.832295519872386	0.968419274097432	0.976912820789519	0.942111200188818	0.841573258803225	0.959083491183888	0.521678434680613	0.903838094353036	0.956605267448534	0.939478654596505	0.577446444837362	0.904692370391529	0.685774484565355	0.839924709616286	0.870154523971407	0.953420368607709	0.84990749053353	0.664814102762541	0.93508361522503	0.954138953625171	0.930260647183991	1	0.969036245798543	0.652131398202212	0.760817458382278	0.852769360684217	0.920308685557229	0.9207463797207	0.92861779719874	0.918512583684049	0.973739617260879	0.946069408649788	0.909507164123876	0.745968261096317	0.849037108939465	0.825365514430257	0.617728400366523	0.494464005333935	0.631267384737968	0.809784904059118	0.929045004660694	0.936636569566136	0.878972281526272	0.925299240573461	0.919211615203035	0.755267212522077	0.617134849570378	0.806481601472206	0.893777312081087	0.965516547454143	0.970087949369429	0.913223356894472	0.875790968917567	0.933841376479361	0.940112481201385	0.906933203434898	0.705462253446046	0.741660399476023	0.712007386276492	0.94458394104722	0.954208455624557	0.851789734922434	0.914377641452229	0.84190880812542	0.906431565188296	0.957477304211666	0.905079840381964	0.881185703052435	0.936713455919234	0.937987523042112	0.774752437456923	0.971626803317341	0.677638807040924	0.794286376447321	0.588031597047647	0.891632068245268	0.944743010635697	0.868288526183522	0.776733199898288	0.832153619656386	0.901870524305174	0.298541755069515	0.882408317361183	0.695967498233743	0.804823196932765	0.923525362090647	0.756419895578491	0.248521713058202	0.966745239815946	0.659231584168613	0.945691783924813	0.875580172099774	0.713924967704808	0.846984821412785	0.824235839261083	0.940731910561897	0.632122463633528	0.802492889027662	0.84485593501924	0.577594967495325	0.856433725330185	0.627191416287606	0.645071974511097	0.921304674389871	0.612596099750572	0.53834952210246	0.0244558271987434	0.121850804576081
APLP2	0.743543340056954	0.972226671230543	0.928995653862074	0.728903693370581	0.886981815646706	0.543907346782835	0.409502519144539	0.673034160791135	0.972300054511052	0.830659592976215	0.931958520590226	0.724647665514016	0.92777923710473	0.89156723889661	0.924583565851486	0.811112382826519	0.975560207311127	0.956270721220802	0.949535922960963	0.814865407949087	0.946628071129348	0.530989107756144	0.902033854455979	0.977509404151884	0.942244004161632	0.600925363410467	0.950111431909589	0.617845994745361	0.895274848158805	0.915945846304763	0.957180334557654	0.852755995922486	0.641267644070686	0.933072783518529	0.953543579034969	0.939074373719915	0.969036245798543	1	0.609537891041988	0.807236170989697	0.90027062508022	0.90551470558957	0.897981595805276	0.907782682994764	0.909980719625337	0.970824744587343	0.950191281387407	0.899807238000784	0.769575050840816	0.843818790023599	0.816255683285734	0.596418591386891	0.488595202901434	0.608685446061505	0.780730036928939	0.957332580759012	0.963699348475226	0.875278066383221	0.930150943007354	0.915703705361206	0.687530862080945	0.609572076977141	0.783325106681468	0.860300023527059	0.975180107540923	0.947662398065698	0.906992102358109	0.895630577064832	0.971060051265954	0.942165052012669	0.892427092228263	0.771128046623028	0.724836042975408	0.706025217589429	0.94685173165068	0.977442197627538	0.864322739133039	0.904940099340152	0.867911608125019	0.939479336411786	0.937361344310899	0.860788873017947	0.920148479120983	0.947724884781349	0.939092026969587	0.808646910194447	0.982072968134946	0.677270355255015	0.838147291916731	0.644704600003225	0.889381458840897	0.932687416487274	0.867575505771513	0.770647468496479	0.843715190950788	0.941923752521845	0.345547439332211	0.912019795104061	0.761439419780016	0.847748404939742	0.922325257627723	0.797499879162328	0.268938734310651	0.969002674396356	0.668262201883768	0.943233468326366	0.891612862213623	0.681839013825938	0.824119800481814	0.85845193232827	0.956852997819762	0.714992064143026	0.766640116347254	0.901760940883973	0.675545241314488	0.904681513749373	0.701578357724631	0.663601275287617	0.930031322753609	0.667456183679137	0.617104594584735	0.108113239693914	0.209734924474068
TNFRSF12A	0.554817883297964	0.637338838121839	0.756453391650268	0.943547778363601	0.853624982458825	0.78981280687916	0.807592067547512	0.873138325935226	0.552280680664767	0.416373322090882	0.624173836975747	0.78296749394135	0.679873680853446	0.779744976783387	0.588301707927837	0.859318815705581	0.625012149895846	0.713150677282838	0.628719603959075	0.845386404371268	0.728054189931457	0.755882217705371	0.674428722007226	0.714045247556542	0.762906380412994	0.799465320404637	0.563094951809986	0.740872285582842	0.420900966180468	0.489878086430149	0.693588210868439	0.86419580844763	0.876939060767098	0.738186298900737	0.761234344262482	0.759347544531622	0.652131398202212	0.609537891041988	1	0.558050824842247	0.499876562143267	0.774426352160189	0.682496772269663	0.705113140060495	0.773046050017162	0.629797863939827	0.706827678461155	0.718541098283818	0.805802256490501	0.795681116644863	0.743275026236206	0.608334578040382	0.705132115278927	0.835643682480613	0.865459938560313	0.634187161818625	0.55791462580152	0.633922027213178	0.709724476241493	0.630276897435291	0.780380335859037	0.593035850161642	0.864867696041328	0.585985376845734	0.606181149361954	0.678057326728429	0.754388864905484	0.644547741767175	0.632070537602578	0.659228347270151	0.793272023529555	0.300576540723106	0.754445103007248	0.870970485885147	0.67320140762516	0.63488355699765	0.603929143835883	0.841254157806733	0.509521311373312	0.497797591072911	0.701398407792823	0.796277051095659	0.617698333108034	0.588949914058516	0.792532164052406	0.52583315775173	0.647011914483356	0.526588515721009	0.49795763408554	0.424994145397614	0.676003580065482	0.730831871920314	0.863216388467338	0.919499188822131	0.601233191337022	0.627532964276807	0.514757399416503	0.640161170800998	0.507534838088783	0.605745295587014	0.746644692593346	0.669187022322787	0.616448554040705	0.663677740089354	0.761452564356847	0.655632643687495	0.783081290116543	0.819153136503757	0.897333407192298	0.475048490867869	0.582020873940367	0.143156839802662	0.891883294879567	0.609326510549339	0.220623998846941	0.487472539198854	0.492641119351432	0.648329375278036	0.580426850665545	0.293876765196141	0.152068225450898	-0.0485351104158644	-0.0493790667995365
MADCAM1	0.592887250600379	0.854327554204821	0.788888296410043	0.634132850637464	0.759127047530385	0.558409330625015	0.578999499751057	0.68955677902082	0.826828587875409	0.814768506663549	0.706262631805467	0.779129782877982	0.765212863162166	0.640284658348371	0.845333282471069	0.786108515919105	0.80501537830658	0.747660147616356	0.863052285154157	0.770617566915137	0.756534189322669	0.682002478292851	0.741456663794431	0.795555848004226	0.849738774801189	0.697328238358611	0.887365183385785	0.435467742421364	0.803781299602924	0.910694360482164	0.820233854509939	0.746602016553963	0.713533012644959	0.808578197307488	0.817726549558368	0.855539628823269	0.760817458382278	0.807236170989697	0.558050824842247	1	0.794970419651621	0.789841200778522	0.806509613304045	0.755484473524659	0.758939234122853	0.744410534682079	0.80517937206282	0.651345964431204	0.777602457484167	0.794446739820391	0.683325623526302	0.683781810828844	0.596986359798987	0.64986265661213	0.60346086056372	0.850294555078058	0.832634027424978	0.828605300783141	0.685571753987977	0.772732342535043	0.523003614511372	0.705997113220385	0.718905496663671	0.737594046359252	0.824140460146377	0.755550323853954	0.652467204258569	0.819111044278595	0.854738209755791	0.826175679750204	0.791782386884646	0.764594265911951	0.717039174860622	0.655429442090493	0.748742435051678	0.841927191442092	0.800356833778212	0.742490483006069	0.774391635246252	0.833319314453865	0.75731345517911	0.655072623405633	0.830558748268052	0.668648552374839	0.780211358249416	0.767746403436646	0.823528115370949	0.815784530833589	0.82370151664872	0.777487049730349	0.640882846968129	0.744304987679274	0.835636097925218	0.762905978154817	0.83510279878149	0.786448622945172	0.509663631767265	0.741471358250601	0.815273421763524	0.863525490621699	0.739758356820815	0.754362246732776	0.426547665220958	0.735655943006927	0.616425103348518	0.720336110457394	0.871788941919585	0.641152346135162	0.710095696090961	0.754936930178697	0.711067080707026	0.771189393126269	0.684325762148526	0.880547465645629	0.596163609559053	0.671109260314894	0.727838238482846	0.695080359092597	0.705607240320821	0.500697329116474	0.598485291463197	0.0636833806129749	0.154342122187244
PODXL	0.558017444993622	0.898027930239869	0.785075785928937	0.624159345045745	0.770251784178535	0.460377999208765	0.356604432072523	0.576574041995096	0.868180351910216	0.91293365161579	0.818247390102368	0.725488479487915	0.848882862901844	0.756786956924583	0.862484023995928	0.702629760425295	0.891112565131053	0.833629794599453	0.894761974591236	0.70040792669531	0.822932342782585	0.493237152329113	0.821531154204257	0.856667117695891	0.833684390752143	0.520508349728316	0.890737474150408	0.547694032381281	0.953718171299402	0.879803066977815	0.891511651729264	0.744486904082437	0.532122038129045	0.816769019305558	0.836724131184811	0.836034182575905	0.852769360684217	0.90027062508022	0.499876562143267	0.794970419651621	1	0.814030854695491	0.795943058470312	0.769570765625328	0.82227611542233	0.839852923221374	0.882242938863338	0.764792114716712	0.66320021740045	0.751178356742688	0.723600479369076	0.55610533441662	0.413197467958221	0.511540316882204	0.660860994130565	0.911301186562153	0.884552632934179	0.833503369661905	0.804605742929853	0.815069744892366	0.572245241699972	0.462273021156744	0.661723188911386	0.775717129999865	0.875830137871774	0.829413891966795	0.773134840777365	0.777300255276282	0.934741676472448	0.847327286873172	0.768736447539947	0.881591221707465	0.644034435942574	0.597612471409488	0.834692955519685	0.874930993109136	0.811054446094242	0.764284291320434	0.891237540087535	0.87359145639728	0.844408834751734	0.730237450005228	0.861972972616876	0.790567760924848	0.81740503060664	0.864031505535175	0.868999745847455	0.661729112809295	0.774619312242507	0.595934593885979	0.784218653707259	0.804767910726453	0.748624926393843	0.662852468283111	0.788469985265533	0.873906886160112	0.304897125770369	0.822480486949531	0.768810950964035	0.765538847509239	0.798937637047059	0.702933354817166	0.274592312189093	0.8551174129608	0.558754882797627	0.817280179958815	0.786988494237505	0.61112081633867	0.71323396492568	0.845257405122387	0.811856694074279	0.773583106993939	0.63659940801058	0.89014754236624	0.655979315501066	0.836299432644995	0.666101559118779	0.607354472828533	0.845869025832262	0.57388104989546	0.755919019523519	0.151191016563157	0.190157475722362
TRAF3	0.722627136255581	0.922384149504639	0.93475540059777	0.819439140075958	0.922830956693764	0.729749728664393	0.605550355282709	0.814157836408797	0.885342626231635	0.733869818818854	0.856306648064923	0.822074532844166	0.931762986080542	0.916098053686563	0.874264566658734	0.915539112936867	0.910885893296836	0.939721413413745	0.912953532711266	0.889910083989243	0.921070015008359	0.661120005298271	0.890826706076854	0.942156864317886	0.948723796032905	0.748837157729769	0.889273673939584	0.720072809623794	0.774978319911722	0.860934470059721	0.935940115904773	0.913920073119575	0.776741700105107	0.956007063093919	0.946502151438231	0.933108308161935	0.920308685557229	0.90551470558957	0.774426352160189	0.789841200778522	0.814030854695491	1	0.911989314338012	0.893691200598312	0.940811954664545	0.920506145783433	0.947478482313116	0.876127059579097	0.845266468311153	0.879859388831335	0.810504394224089	0.688208715542778	0.67660928634329	0.80023736943219	0.828895601456237	0.900438471844894	0.880486339885368	0.872730694505239	0.918556152691466	0.892529821009816	0.781467782403319	0.609159242629139	0.859664669946096	0.837315693519577	0.910512233132317	0.908405859666826	0.908218491350496	0.854290497925888	0.912218787362418	0.884430370303367	0.892917856473481	0.659786000461752	0.820909862648886	0.848381373600051	0.911050597517279	0.928055234761914	0.888495356289189	0.922687920752367	0.794032415115656	0.860452755872554	0.904884161514517	0.904904148868161	0.895301802534053	0.858328670658831	0.953181969250321	0.794088509429681	0.910374667043415	0.653244600318499	0.790663680744411	0.597792047184563	0.860726456306749	0.905614629266612	0.922485224615878	0.86690165217579	0.846180427880179	0.884921817144801	0.500382545595665	0.868929188417054	0.764575577821899	0.855626811221192	0.923671390721345	0.843427359043295	0.46778040839185	0.922010384678191	0.811330573129153	0.898548232204301	0.895811913014455	0.782268627478871	0.886616421603078	0.774248515410851	0.873412497830489	0.534652435529126	0.848838006960631	0.861175724544658	0.528844591500382	0.793360454278081	0.643041828429357	0.757355088241057	0.867910996280242	0.576192938446387	0.488830745040334	0.078999644895024	0.0973326884197499
BMPR1B	0.819191374118446	0.909776308367581	0.894335456904125	0.768862192050796	0.928574908035356	0.640465349228069	0.467506070581223	0.707595768759541	0.896741630448433	0.760015677733709	0.863242294379464	0.829003432662277	0.912803851589413	0.872400448964653	0.819277031842059	0.835740943033556	0.923441118178675	0.936944528285659	0.913898558266942	0.898357696360262	0.924213036257562	0.599656387449196	0.88571579861847	0.899881132001565	0.927547097182912	0.628038263828995	0.863650007950817	0.732118038299228	0.743159393093417	0.852743610774288	0.926544423503586	0.86090720421484	0.744979668803746	0.918100881174573	0.926327313485376	0.9228579751412	0.9207463797207	0.897981595805276	0.682496772269663	0.806509613304045	0.795943058470312	0.911989314338012	1	0.930041634622321	0.8858645422632	0.908806463782819	0.906797266661231	0.857809197391931	0.777498519316745	0.846296617389169	0.823863828848678	0.618114495880695	0.595151398717145	0.66001959786674	0.787336393441931	0.861917706588266	0.862470597040928	0.889114366775699	0.866867810350294	0.901304004917559	0.73705652257222	0.669641912666982	0.859168910456104	0.910771235439108	0.918032792602192	0.939907049344474	0.84992714598054	0.855526374324671	0.880444085348892	0.914893230638303	0.91527033040262	0.646684847685617	0.735635061179669	0.733935952367756	0.913023145943899	0.906668672704706	0.861541616250499	0.880568156138521	0.745634045789601	0.845750356974123	0.897667996452308	0.852290572597737	0.836320300602176	0.847015285925288	0.915310991841406	0.719353110510108	0.91552381694434	0.753614716693343	0.78983140371935	0.603387173697339	0.829232514571459	0.938682898360581	0.885059047726715	0.803803065663201	0.844025341198261	0.840452803356964	0.362324314950269	0.81142565697406	0.687329148687594	0.790796055441269	0.870476811000099	0.738406286501187	0.334030669129836	0.913357556410381	0.685925377169542	0.874062198775301	0.891349832742981	0.779313313323905	0.853753120373816	0.799648289124597	0.871235281244168	0.58933237289338	0.822094723450031	0.8105676024951	0.529490866130096	0.763441283554016	0.628716109977937	0.673737104312326	0.847288783570354	0.55017643417606	0.463611399523853	-0.0621000345561437	0.0850844927059181
