""	SDC1	PARD3	EGFR	CD9	TNFRSF1A	SDC4	CAV1	TFRC	ITGB8	NOTCH4	AQP1	ERBB2	MYLK	NECTIN1	PVR	SDC2	NRCAM	CELSR2	LRP6	TNFRSF11B	PLXNB1	MET	KCNJ10	CANX	TNFRSF10B	KCND2	IGF2R	ADCYAP1R1	F2R	PTPRS	NOTCH1	CXADR	TRAF2	RIPK1	PTPRA	LTBR	CD99L2	APLP2	TNFRSF12A	MADCAM1	PODXL	TRAF3	BMPR1B	TSPAN5	LDLR	BMPR1A	ANTXR1	TSPAN12	SIRPA	NECTIN2	KCNN4	VASN	ADCY8	NOTCH3	ADORA1	ITGB1	PRTG	SEMA4C	CNR1	ERBB4	THY1	TSPAN10	TRADD	MUC1	NOTCH2	MTTP	TNFRSF21	PLXNB2	BMPR2	CADM1	CD81	INSR	FAS	SLC16A1	EDNRB	LPP	IGF1R	SMAP1	MCAM	SMAD3	ADCY9	TNFRSF19	PILRB	LRP8	LRP1	ITGA5	SORT1	PLPP6	TNFRSF14	TGFBR3	GPR37L1	GPR37	MCFD2	STX4	ITGB5	ACTR2	GPNMB	ADGRE5	ABCA1	RXRA	CD44	STX3	UNC5B	ITGAV	LRP4	LRP5	AMFR	LSR	CD63	IL6R	SLC16A7	ACKR3	C1QBP	NRP1	TLR4	TSPAN14	AXL	SCARB1	ERAP1	SORL1	ENG	CXCR4	CD74
THY1	0.663795296295057	0.707241947051963	0.747483196173669	0.762919888388536	0.817911395341002	0.473140101352826	0.516847520298743	0.567705556312974	0.675530980085465	0.483588141891619	0.700362557168352	0.662210965564466	0.762095743885546	0.836505838146362	0.552967584142908	0.849961759130415	0.698612186434796	0.764152385602842	0.688925445560103	0.769273925166048	0.80681986655207	0.355395481619394	0.78758722400324	0.706427242758451	0.751850545672475	0.491268340533372	0.594264404254795	0.771261936036537	0.51960538959125	0.585732511464967	0.778364815496523	0.769821886953933	0.742432183507235	0.689835262937608	0.781809323343973	0.734915506507814	0.755267212522077	0.687530862080945	0.780380335859037	0.523003614511372	0.572245241699972	0.781467782403319	0.73705652257222	0.847130035207517	0.742231404032216	0.732684639411646	0.771437841391117	0.803945868010524	0.563175347580429	0.80958427315346	0.8518998826136	0.775051797298257	0.3623387668275	0.727359622284613	0.804004069288366	0.72345426635691	0.633177316324926	0.602973467655571	0.697987549094955	0.730288864147525	1	0.590643151008919	0.784888948875656	0.659866869697791	0.690868059971831	0.779402564902498	0.770556203496308	0.623437018275975	0.638891585665694	0.770955384728936	0.856313196901752	0.315975860198529	0.698528837438673	0.592310350711618	0.795194042910649	0.656906245901848	0.509035541999565	0.827043049889928	0.706398645932318	0.596920197907022	0.750705107258209	0.81758595766713	0.607047649404292	0.693167100992695	0.742926158296268	0.600585937898778	0.70670207378699	0.53447911241461	0.578819913820182	0.212596345885909	0.809008855169754	0.740464130269551	0.780658566170863	0.777244601551601	0.654132905195149	0.687673527213438	0.1429060798971	0.672491020786319	0.376317591206514	0.516179641753208	0.685812560288739	0.488516040203804	0.245992262993286	0.762644910499668	0.503120187652462	0.729214431644711	0.703803679426887	0.840517749611625	0.8846802048863	0.504821107486838	0.682383354145537	0.308514242255928	0.904461032525621	0.555916505076755	0.26692959307947	0.565993959559793	0.437176390311349	0.372983344187462	0.646303719282809	0.311258832201542	0.242907368895204	-0.114959211470627	-0.0306090145559735
TSPAN10	0.619158896337447	0.624718117181343	0.661877327722935	0.603519738049941	0.692898018713262	0.475034871774293	0.550141321311052	0.585427896689179	0.639013152004545	0.556073514689664	0.580328964187582	0.582001086625898	0.582333112190389	0.544050030152255	0.58660651474739	0.713793323184661	0.599489125140337	0.627900516237417	0.626531461002574	0.680958245837245	0.643222415639464	0.525884353380404	0.617742670845434	0.615718769160883	0.703264756552055	0.559456278425683	0.631866131846613	0.503251088669429	0.515344274635658	0.616062741407311	0.66642835018891	0.632231456694231	0.770906066545846	0.610703562301221	0.687489594849726	0.697294850239607	0.617134849570378	0.609572076977141	0.593035850161642	0.705997113220385	0.462273021156744	0.609159242629139	0.669641912666982	0.722271344894122	0.588249528597526	0.601263985800387	0.592810291304182	0.590148531342189	0.675504426570491	0.728426890954585	0.696340509819837	0.648258389359391	0.566284597759067	0.601866771514971	0.608976649317149	0.644298871418494	0.634661106458978	0.580178253255087	0.516117551880398	0.599386089276362	0.590643151008919	1	0.717274118739192	0.611255139071087	0.656586974499158	0.642362368345602	0.540063617634105	0.679332881641066	0.599693130412302	0.699937202196745	0.769542455050961	0.40163772716234	0.542713117411851	0.56073507375151	0.637126182791632	0.608176853563653	0.545612907471667	0.685251821970539	0.545718551674836	0.58710941355312	0.617417955176786	0.586562947188964	0.583138213919538	0.544229223170128	0.638316907925932	0.530177906211109	0.619646017626147	0.730414550134632	0.685136365697253	0.580615631475729	0.536214570812118	0.647842355601608	0.764300943412008	0.729423434355038	0.691282410774259	0.574728730054148	0.34263688841583	0.550954512949604	0.552516164126748	0.667733722583985	0.569121092183165	0.560532750543365	0.342318754886526	0.59905809302492	0.490610995021721	0.582565685271241	0.752321409963458	0.64227010269237	0.682401131599508	0.5125287649896	0.569088895557275	0.528764009158897	0.721553695193247	0.612807802075795	0.400929725702845	0.491827220592691	0.585641567235612	0.528493317023719	0.500340197695502	0.342543058515554	0.314349639983362	-0.0498566662183274	0.0862074130329268
TRADD	0.738866786200564	0.817388698462721	0.879286981204402	0.897001681339665	0.925416196971426	0.709346017035767	0.684118826846683	0.813103706871462	0.7576463783794	0.615836627577165	0.769975659862068	0.855482779254076	0.79392276641908	0.849695585934011	0.745583202638587	0.885288639615821	0.797959437792719	0.837641288990204	0.800852037459278	0.941277671363339	0.845328643867895	0.688989063330675	0.805875340004418	0.832315078760171	0.87503784318983	0.756120480151012	0.742956670150207	0.741734465505274	0.608540019107858	0.70251418076999	0.836762634565107	0.916993640996893	0.892921533358224	0.848412043923887	0.883760885777713	0.888746345470763	0.806481601472206	0.783325106681468	0.864867696041328	0.718905496663671	0.661723188911386	0.859664669946096	0.859168910456104	0.874297970446449	0.82564492808048	0.793934272162738	0.828251655502854	0.821356092191915	0.833144412918818	0.886350994896793	0.852493604929919	0.644689289735848	0.684824704453519	0.785501625189633	0.843460537579871	0.795291928507814	0.740493830154359	0.800990136705317	0.792531627562565	0.81500456983221	0.784888948875656	0.717274118739192	1	0.771655949483434	0.783601409721418	0.825635403163963	0.811530843182149	0.791854576005849	0.78105126465478	0.83665634962312	0.918144753777813	0.483720702882588	0.823293944908873	0.808924520984957	0.840821325961967	0.80285623732052	0.742892118589453	0.90313200713171	0.644485699788279	0.693327132439326	0.800995178642269	0.832183353660117	0.750390674743831	0.752529385951409	0.890588477792418	0.636960857444181	0.819604092062753	0.743577090188463	0.723923974251359	0.537325621084422	0.779709886625009	0.868130509265777	0.921282976437956	0.928761832527939	0.758485738214585	0.781687186436253	0.456402854183478	0.788767453677093	0.601349287236457	0.749515016652055	0.828572313200827	0.702016740902878	0.492019607865517	0.808417680842606	0.747973864613753	0.773251921707036	0.896451427862216	0.86825085065315	0.928794685399638	0.653110257071943	0.756617570344866	0.422803239564585	0.920437449095047	0.739717481255796	0.396462039011124	0.643091147952579	0.63669578724117	0.69061580741388	0.739820733464155	0.485975856117844	0.346526279687988	0.0419390209123618	0.0867959271098975
MUC1	0.723569722024872	0.869548428401929	0.782002197489667	0.668206420095326	0.862644995054292	0.543665429615674	0.364532102314044	0.584605176193873	0.8516483323738	0.735862469362829	0.851541306997066	0.789403182152319	0.915389119258626	0.798888558427808	0.746229128489344	0.747614736346937	0.900093238428009	0.875883245338734	0.870058414808291	0.813691724135902	0.851746981282086	0.534766949732774	0.827577127727848	0.833682815535673	0.872421762211592	0.484645614984799	0.839759424463789	0.665199400050137	0.755666079511683	0.818772733821244	0.844634213032989	0.738458989484524	0.650791141980249	0.881520583588294	0.847283365327836	0.882636783292038	0.893777312081087	0.860300023527059	0.585985376845734	0.737594046359252	0.775717129999865	0.837315693519577	0.910771235439108	0.84923273231583	0.815289522291515	0.858571100835171	0.841029389831116	0.775082408978209	0.712493924961161	0.796485911642269	0.722522963202605	0.591922405368485	0.549319265100409	0.545003985182418	0.717424788380536	0.830631642927048	0.81357324647454	0.824143770475797	0.808502147309324	0.84001492213739	0.659866869697791	0.611255139071087	0.771655949483434	1	0.872106567183609	0.897688786456326	0.76520405093121	0.826498146574553	0.84433687300418	0.856907552264049	0.85309163346875	0.647218909347747	0.740976652491623	0.626697183561967	0.853698290259164	0.871993631813914	0.826865818935078	0.78748499696739	0.712595026811374	0.84821187892786	0.830353128325544	0.775010502151991	0.798271510394247	0.798452913099766	0.844626667694211	0.708806673348567	0.878586444906889	0.647532936633535	0.807010142588063	0.550892566397264	0.748006754938158	0.910684840984438	0.803907481731061	0.711063323980845	0.851935445599304	0.79956492614829	0.292229937833691	0.717218660731054	0.676310733952706	0.727470189999513	0.860497949752383	0.655783933827129	0.227039093658105	0.874362852559958	0.573369049445978	0.808964657135604	0.80718864991673	0.674084471855616	0.754592976752385	0.817604516331969	0.818402126509149	0.607286434806707	0.715413826006088	0.768722517426415	0.548092556352912	0.742171125021835	0.589320436407876	0.604177913635772	0.856352723053172	0.560843533620738	0.523931134850105	-0.000889089495452403	0.121930833957363
NOTCH2	0.767414559911366	0.964316008483306	0.920240098803408	0.710530282052949	0.873806522568625	0.561225020199798	0.418954691876577	0.678221172959375	0.973267460369261	0.822540995565237	0.917532173438285	0.73300537623604	0.917794472898025	0.862326790470556	0.916372290055355	0.823826404795938	0.965388306881831	0.946989992464548	0.958316983852043	0.815284485314228	0.944712277305467	0.525766344937096	0.902249845935456	0.959802674528968	0.939196755095302	0.616637143361745	0.93955613776414	0.628032348340846	0.873257103815507	0.918947094432317	0.96795627915774	0.836283190301529	0.661579229419051	0.923204325488369	0.954008116814861	0.926914735082628	0.965516547454143	0.975180107540923	0.606181149361954	0.824140460146377	0.875830137871774	0.910512233132317	0.918032792602192	0.921224139112961	0.909613230610096	0.969380107892036	0.945141155215588	0.878400604884018	0.766998623814627	0.830694786653023	0.804256693480976	0.639597587914126	0.506256224914541	0.613122174192081	0.757486733718612	0.938295424995676	0.954993692375714	0.87884498095392	0.908909586896741	0.918502221024231	0.690868059971831	0.656586974499158	0.783601409721418	0.872106567183609	1	0.953606301561794	0.880530620138502	0.88659773575376	0.949345585701489	0.946819760334415	0.896563409853281	0.751971235209575	0.681319960754761	0.706844082144272	0.937886831835566	0.964573200346535	0.880423482309354	0.896446957498537	0.860016744067529	0.943030111279273	0.941415401159252	0.851443163578723	0.918005205955898	0.921992291692267	0.924353247443826	0.783390992552453	0.971540832138924	0.714913520521935	0.823414544804758	0.650122134309548	0.867687840051886	0.918066587707696	0.870382102564892	0.763322519475128	0.84612555450989	0.906655636893104	0.344496299297914	0.89798575560048	0.757755050962038	0.864727379336768	0.886120475710972	0.791918001539313	0.285385563864386	0.954291572325969	0.668489002096983	0.94044436657733	0.881476907750201	0.668640528559365	0.811898664246275	0.826613735804922	0.922425580800601	0.72748170133204	0.767553911747906	0.881831014131239	0.626391411427933	0.874891514554617	0.672694075550656	0.682420577297441	0.898788503810061	0.633965827504647	0.572871512396175	0.0564292409387026	0.163599537203882
MTTP	0.758844766405711	0.943589909290038	0.920531754640611	0.779443349890195	0.926438229347036	0.524424791721707	0.380205205937378	0.677720780710119	0.951927932637323	0.73605965596994	0.903401130446628	0.7697054275651	0.93099419742164	0.926208193574416	0.823248879841341	0.816972950271647	0.972895847252462	0.96792145251852	0.941552657081642	0.865265164242774	0.952517370741095	0.505509925778427	0.951355620019722	0.936055777620421	0.937830937128917	0.583981180956321	0.857338961935452	0.754921882361609	0.795197112946404	0.862576199261098	0.95725046421088	0.87328263413342	0.670030001913306	0.927789339036871	0.967506533820358	0.911387463184994	0.970087949369429	0.947662398065698	0.678057326728429	0.755550323853954	0.829413891966795	0.908405859666826	0.939907049344474	0.958597800442101	0.897466361925612	0.958433082792213	0.948485788117969	0.939176873736461	0.729130746241346	0.815963359989343	0.863559184056638	0.607855998704323	0.480018369752265	0.593567747660537	0.849430039384629	0.883010960446381	0.911917755203864	0.832653403181536	0.930225508532046	0.954327300226626	0.779402564902498	0.642362368345602	0.825635403163963	0.897688786456326	0.953606301561794	1	0.880786334040191	0.833144540334643	0.903399786874913	0.96797215600857	0.934818646603027	0.614182662957453	0.710490952399393	0.704296493142177	0.966743737700062	0.919986648580196	0.813982940367736	0.932050367964697	0.788620548159766	0.8885018411551	0.926987545683039	0.912356111205548	0.841738403816917	0.931359096069522	0.926816438842506	0.693999386063905	0.940545405025035	0.669038566320143	0.774725447505476	0.524696989167415	0.931795090631922	0.949395276682037	0.879113003279985	0.802241092868483	0.792612044510237	0.871383604824685	0.229845222600393	0.878266067887939	0.636608800648677	0.751243541951896	0.886372308628212	0.699837371401295	0.194529257131038	0.96781858713341	0.63854981213952	0.934690664745585	0.869077124384078	0.730134934374318	0.886473523911519	0.772613608943041	0.91263741922781	0.581211957094548	0.846595066674603	0.793405903050496	0.49981282245565	0.808659666622154	0.577781029898687	0.601668228344933	0.910675421533215	0.539601840957075	0.445455931566948	-0.0587461377181924	0.053647798634245
TNFRSF21	0.713954085865821	0.869169635426389	0.897254342341322	0.820779374135039	0.91170979237853	0.67848667956868	0.505105163762362	0.743371558980494	0.830242180027413	0.688985369327475	0.8843691973058	0.723925197948418	0.880015002078747	0.931936852926486	0.83009952960652	0.834857209339144	0.877665622639695	0.939765019822459	0.839091823555083	0.811867290442535	0.923571693253462	0.59167363036664	0.844840277587066	0.937844117385587	0.906991351370669	0.615254480958937	0.838458616529944	0.742698781199851	0.733157761316615	0.75142255838537	0.897832645578987	0.8761480879979	0.682978275368897	0.895437944154835	0.898707373323752	0.903032705160951	0.913223356894472	0.906992102358109	0.754388864905484	0.652467204258569	0.773134840777365	0.908218491350496	0.84992714598054	0.843854478480758	0.93377414978784	0.916705860202873	0.909982132961114	0.872963400393289	0.788598521440324	0.8435533946937	0.810194810237802	0.547404318209897	0.566603905966449	0.7310714019517	0.856357828145587	0.868916730793788	0.83397164830272	0.826137973772702	0.910687862129843	0.82221464937434	0.770556203496308	0.540063617634105	0.811530843182149	0.76520405093121	0.880530620138502	0.880786334040191	1	0.847110490346556	0.882277858735111	0.831982996297935	0.84581266860366	0.631630753939927	0.730081811444237	0.796995875783181	0.879581918749203	0.897393411316029	0.801167749692642	0.909100065150335	0.775661489029862	0.784045380578406	0.925877706800554	0.902699138576022	0.854199165148434	0.874202781345569	0.937881648369309	0.766194230284104	0.907385612318473	0.540993081285	0.730846218289483	0.55408765151453	0.859765421793315	0.910091626302403	0.845515307892572	0.798889680186633	0.777862533857872	0.88457013460021	0.436604725325319	0.848464539992069	0.694434233940541	0.779231976627812	0.932801401282268	0.824172722244751	0.419961529805872	0.932297029439779	0.737119306603348	0.898538674727567	0.848200593418901	0.751681130063866	0.851316127708119	0.785328713866943	0.8913876481556	0.473846726317348	0.79398381979356	0.826044180024745	0.597546564332253	0.841229030447354	0.657014473046023	0.69962108272447	0.875909571960987	0.645303734166892	0.479835138537934	0.126130998400301	0.202586441875258
PLXNB2	0.694761022325633	0.87113429525321	0.829844726981388	0.72130178054438	0.864638597330866	0.639952223026635	0.539086251386216	0.718772070204168	0.836780475620039	0.797108821789074	0.799036501029705	0.757696240434017	0.839126568244798	0.76353710778083	0.850676199665514	0.810966147899846	0.860196839457714	0.865510746015786	0.877073716399584	0.80035129873701	0.83806206423617	0.657279640371778	0.783351630614704	0.906877310154418	0.895330842993765	0.653526771904718	0.91585863889687	0.564808616239338	0.780096108875721	0.837376992887389	0.856470639236334	0.783576869801142	0.715426706431148	0.891801806954131	0.86139770082578	0.933250553203943	0.875790968917567	0.895630577064832	0.644547741767175	0.819111044278595	0.777300255276282	0.854290497925888	0.855526374324671	0.81120588332098	0.854719536088376	0.839811305786898	0.85846724126735	0.744847189587227	0.876265103994443	0.888160503209217	0.723286900825908	0.590350049278643	0.622460906378075	0.697303326697149	0.714683011054624	0.905153329451049	0.840068272453949	0.911015933935722	0.813490662436544	0.800540601622847	0.623437018275975	0.679332881641066	0.791854576005849	0.826498146574553	0.88659773575376	0.833144540334643	0.847110490346556	1	0.917479337391249	0.830645049785544	0.85398038025879	0.743772876973334	0.746769360759872	0.735500997094018	0.823265415406165	0.913219918419086	0.876178041345343	0.831596998746205	0.753581171749742	0.832374276692311	0.858928880961072	0.799158773350348	0.864332067615641	0.783632232161931	0.900623954270378	0.847436466675567	0.905924133917181	0.723680755638969	0.869242299732411	0.732410399117344	0.714531702402419	0.846514598203163	0.849898436464583	0.804950221864535	0.930363574756365	0.936055192094307	0.550033746210519	0.799860137374476	0.85961063424344	0.912522324691448	0.889944286891141	0.847402604134023	0.500846576538068	0.886767853489975	0.709636229019094	0.785716132207028	0.909914355821508	0.662240120848683	0.769413462772097	0.893557472848293	0.804352521059424	0.710919663510678	0.723606359568904	0.922998082356058	0.788293822217013	0.879735639323515	0.842258890271619	0.785367426785906	0.875125945139	0.812400427246178	0.687136969992411	0.259358281907594	0.455773337200731
BMPR2	0.664213225931168	0.959937316586844	0.893696891111991	0.740333589334261	0.880240454814092	0.598892014014272	0.488403306538987	0.726110102076359	0.931140378657921	0.878546575442151	0.881775099059174	0.773399514957119	0.911422373568756	0.842751219297457	0.938551635416597	0.818917354583748	0.95222611786501	0.927206293728653	0.9563869432851	0.809885558432981	0.901258706533256	0.623481527043812	0.873582638700845	0.962755472398393	0.934327627610615	0.664704903298724	0.967269444083975	0.591319051723605	0.9233361550503	0.920698703862998	0.94377081881064	0.841530999879085	0.658554770947742	0.929583931366054	0.928218534480779	0.94252091007188	0.933841376479361	0.971060051265954	0.632070537602578	0.854738209755791	0.934741676472448	0.912218787362418	0.880444085348892	0.852791040986497	0.918724776670876	0.92249743663551	0.948843081676865	0.838754949626697	0.825863817797722	0.855743910544588	0.773042389116434	0.599848729873854	0.571340615217416	0.658395690172452	0.763816364025906	0.963929550527604	0.945204840204896	0.913583753484569	0.903611838008761	0.882417267171841	0.638891585665694	0.599693130412302	0.78105126465478	0.84433687300418	0.949345585701489	0.903399786874913	0.882277858735111	0.917479337391249	1	0.904489582657788	0.861033170182441	0.841110589052259	0.754318586788008	0.751001442040228	0.903263514983773	0.97098400024775	0.90478785901771	0.874079929439325	0.871657620150873	0.928320641267571	0.923274682113746	0.848649123540162	0.936681732362266	0.879562591947682	0.935110776103702	0.882539421172116	0.95694105654887	0.712808086599246	0.856516894558158	0.70451733197353	0.832260275691192	0.89859906718322	0.867174285719547	0.791779839649893	0.882527362575098	0.956457297453985	0.454334371278788	0.906080308115935	0.855330959715897	0.894199510634356	0.924084643913451	0.84397476504317	0.393944322348705	0.938115884172485	0.718369277824052	0.883926782360657	0.904628448252693	0.680919007553051	0.80411399155718	0.901382151662646	0.891595423369854	0.742174653816353	0.734661344443355	0.957941556698998	0.726255381736796	0.912413221215488	0.762927467872981	0.742943482546649	0.920309800188474	0.699467782663764	0.703531067661596	0.19457289724617	0.263669952945263
CADM1	0.750520141137707	0.944646679763793	0.922532217906725	0.764838146357828	0.903673694782096	0.48197096495956	0.40762057047019	0.669128122639889	0.960982523636737	0.770926187223956	0.880031089699914	0.771594129900175	0.891221556666628	0.881305495050577	0.837015761609899	0.826766438903527	0.95404247023672	0.929377901584029	0.946123427585173	0.876687670329799	0.932816960048342	0.493073113819317	0.94934784373723	0.916432031518539	0.931870620449939	0.61083106334397	0.870150505716185	0.714772293727894	0.82058504083643	0.887575168380498	0.966634766845146	0.880685806182505	0.700924905957664	0.89196125465348	0.967953128369004	0.909504412328505	0.940112481201385	0.942165052012669	0.659228347270151	0.826175679750204	0.847327286873172	0.884430370303367	0.914893230638303	0.967212475297001	0.866922698076887	0.931340402938156	0.938321429900355	0.92743702458489	0.725739373761948	0.840904680676124	0.896666229350285	0.671488219076228	0.455087742238106	0.595334756509245	0.82086508921677	0.902544367559189	0.927789844375894	0.822136283058239	0.879554698388793	0.95414378539768	0.770955384728936	0.699937202196745	0.83665634962312	0.856907552264049	0.946819760334415	0.96797215600857	0.831982996297935	0.830645049785544	0.904489582657788	1	0.955127512922398	0.635441528920586	0.705672623161831	0.663999736980416	0.965773401887676	0.907298679607363	0.781733195004081	0.927353664964052	0.817526175924763	0.893222050786889	0.902920189872361	0.863182529532522	0.844656249256839	0.912254833269009	0.906269258351549	0.70805161924265	0.932465946673107	0.75102541723885	0.805320277740329	0.53588025142269	0.925955684942435	0.914916773910892	0.898468859139436	0.830615812676205	0.800715224335674	0.878688466292169	0.229740441691641	0.883576895980131	0.654547953912641	0.771436786003419	0.835154931250575	0.673423882737569	0.190737079812083	0.943061609545648	0.60330509832103	0.912506149980961	0.887417354698529	0.759519852335016	0.897564996059203	0.75881977301212	0.889495549107046	0.673051323506752	0.868004128210919	0.81562147823963	0.533849606250083	0.794921879461361	0.642339433397657	0.57601847262066	0.877795662170511	0.530901196099045	0.481820492977842	-0.0403923892775791	0.0911019143515363
CD81	0.785886726544694	0.901332872656884	0.912702861805442	0.851669860360576	0.949608244618001	0.590761053373753	0.56567120280565	0.725316225987136	0.888231076684809	0.71277272483353	0.85704723497032	0.817165964723901	0.888870726576261	0.890670434472225	0.79469586263036	0.904960770904079	0.898205466902634	0.912157969087253	0.890048049728478	0.927127574249578	0.926991053157828	0.565878342334756	0.907856501180432	0.894060146976817	0.937694445942176	0.669569587629691	0.828559863152247	0.750590061312096	0.735078590794507	0.817263796573718	0.933609679180567	0.910784966486943	0.836093310028711	0.891436871489769	0.954037619947912	0.932474074812434	0.906933203434898	0.892427092228263	0.793272023529555	0.791782386884646	0.768736447539947	0.892917856473481	0.91527033040262	0.967626657333953	0.858586649508057	0.883252147119783	0.90820390956597	0.902591295919321	0.791615394137572	0.918534802608332	0.930536013729205	0.741836928516082	0.549097597444533	0.71538644875826	0.857683022212181	0.886376408536374	0.857068711106281	0.819573412163579	0.850663170272812	0.897659439474599	0.856313196901752	0.769542455050961	0.918144753777813	0.85309163346875	0.896563409853281	0.934818646603027	0.84581266860366	0.85398038025879	0.861033170182441	0.955127512922398	1	0.560150637786147	0.780415395173234	0.733312071634158	0.934073336208168	0.870580038165223	0.763578111654658	0.954313910932126	0.778458095427922	0.816272120423976	0.878736313653987	0.86887121365287	0.810692517262229	0.848723812614847	0.916259627917494	0.70993984574844	0.899717084208912	0.764628339148785	0.794976515576804	0.522889472775935	0.880909533858541	0.91611982547181	0.945843652277071	0.914264796038299	0.832050371082219	0.863926847904063	0.319891482234756	0.832290960564857	0.639790546556256	0.771892720298138	0.850196063964283	0.685359860945261	0.333150948850701	0.909503964114531	0.658334131551094	0.865027634333628	0.923443518795493	0.857605097460675	0.95902489439579	0.734147150594568	0.844322889417384	0.589188579051087	0.948427978368264	0.792572435442316	0.497607473542082	0.746404013375085	0.666608673065437	0.603617723635381	0.826066843070439	0.516274644497794	0.432068014369942	-0.0318366986969092	0.110952485413915
INSR	0.484415770237308	0.75574895974427	0.615610536487629	0.411087429344683	0.575397319608474	0.475079506304298	0.365922822772476	0.466183789993051	0.710280387887173	0.928250117833242	0.723615149800374	0.598372603002201	0.694216009541377	0.529202825722614	0.837038724005784	0.581698042572888	0.711980952446894	0.663369131732516	0.743191521644973	0.527529030834955	0.654672453320529	0.522285200344844	0.548574812672852	0.730201554713561	0.694515979133115	0.444384588794847	0.86540283962251	0.268758885468833	0.88340193187245	0.791002838873293	0.705662393781704	0.525844899886825	0.432932867695036	0.677778975771388	0.637988415331745	0.738444502975412	0.705462253446046	0.771128046623028	0.300576540723106	0.764594265911951	0.881591221707465	0.659786000461752	0.646684847685617	0.550845918216813	0.695131494719015	0.693253546630153	0.699231711631489	0.48562384266091	0.618907392658176	0.669232842882107	0.466680855118812	0.458474423027254	0.438270044471196	0.475713758331019	0.392323979328638	0.834120672786153	0.763795210468718	0.80069865946218	0.604839503304549	0.572382457451124	0.315975860198529	0.40163772716234	0.483720702882588	0.647218909347747	0.751971235209575	0.614182662957453	0.631630753939927	0.743772876973334	0.841110589052259	0.635441528920586	0.560150637786147	1	0.557267987960322	0.503330008491958	0.601098416646095	0.793164454598815	0.780606580694783	0.545136907423321	0.82852462329605	0.767271813423374	0.717034852133099	0.51073229914555	0.805291568460466	0.600703319156942	0.666702172602753	0.888465593442268	0.769804817660378	0.618757631596153	0.732597557787957	0.747670601738419	0.485158912611328	0.636159815293771	0.590548657598112	0.47677322619678	0.774697858767864	0.760101287026563	0.480991316486127	0.654684826795132	0.84149015554688	0.791876184112422	0.698643201996139	0.740495497645955	0.406689782619381	0.663895341525797	0.508666234422503	0.66738668967971	0.691094921935555	0.404083818938201	0.448891333620026	0.832506921262968	0.687205084092692	0.82913300028164	0.377406761223681	0.884688962953321	0.747236419293799	0.761122299084933	0.707251881765021	0.641714889642758	0.678533631132782	0.617518239907999	0.876446345842211	0.266446984777136	0.317225855772631
FAS	0.596369963220315	0.779486096875372	0.758186932792209	0.759774782814235	0.814608699158677	0.701360911572609	0.716978559029491	0.727807789180195	0.672237505189062	0.575438132436547	0.714138664896754	0.83359724846829	0.807045767186016	0.75779524209028	0.719776426831924	0.864843456979301	0.728253780150714	0.741344037518562	0.735407730653473	0.835216888867298	0.756157044014692	0.710670828694486	0.662365354799213	0.761593240223096	0.820037276965863	0.69369404508825	0.767856927175031	0.5511243747867	0.645925566334322	0.708096716927997	0.714566553392716	0.783697305764291	0.790592384707498	0.817598191094815	0.768361712554626	0.846880963263826	0.741660399476023	0.724836042975408	0.754445103007248	0.717039174860622	0.644034435942574	0.820909862648886	0.735635061179669	0.720002764008211	0.756163915773487	0.695341028085591	0.772061953281647	0.655712603593964	0.772798223389373	0.852341901699976	0.666851793112532	0.71319662978959	0.660349168925995	0.826236766715988	0.680517467542355	0.795379384719323	0.674530589562226	0.750727543096213	0.703628418746189	0.692040120382804	0.698528837438673	0.542713117411851	0.823293944908873	0.740976652491623	0.681319960754761	0.710490952399393	0.730081811444237	0.746769360759872	0.754318586788008	0.705672623161831	0.780415395173234	0.557267987960322	1	0.752331745786364	0.700802464087299	0.77825191929134	0.726016321094302	0.77165605911752	0.68477551600975	0.678807634879691	0.704419789257206	0.734504755874945	0.771849446144286	0.645475995307401	0.815396913407584	0.715107427438975	0.764827654545525	0.622928373986201	0.742623083311879	0.567873411987225	0.628129892598691	0.766387247652298	0.832573784839599	0.820181522828588	0.77441249813235	0.744231613433154	0.577876334910302	0.682211696468419	0.673909156858837	0.724260422478552	0.84543772398558	0.694329619609529	0.515483872405616	0.707836905647238	0.706765788573751	0.669421164323996	0.825514350530189	0.775218845591987	0.792194892892653	0.659782378870678	0.702321795224786	0.42284967626158	0.768043146899061	0.749919453311396	0.421992990729254	0.582145996421837	0.596268842255467	0.669896051948796	0.698169761037148	0.436601868272717	0.429271418016845	0.164636340871501	0.0727332059595632
