""	CD163	LILRB2	LILRB1	LILRA1	CCRL2	CCR1	C5AR1	ITGAM	TNFRSF1A	APLP2	CD40	SDC4	SIGLEC10	TREM1	HLA.DPA1	TLR4	SIRPA	THBD	TLR2	FPR1	CD86	CD53	HAVCR2	CANX	PILRA	ITGB2	KCNN4	TFRC	VSIR	CCR5	ADGRE2	INSR	TNFRSF1B	ENG	ITGB1	PLXNB2	CD4	RXRA	CD81	NECTIN2	IGF2R	CD47	PVR	ITGA5	LDLR	ITGAL	CD44	ADRB2	CD9	TNFRSF10D	LRP1	SELL	CD74	SORL1	ADCY7	PECAM1	NOTCH1	FLT3	SDC2	GPNMB	IL6R	FFAR2	CXCR4	STAB1	MCFD2	PILRB	STX4	TMIGD3	TNFRSF21	TRPM2	SORT1	NOTCH2	TNFRSF10B	LTBR	TRADD	CADM1	TRAF3	TLR6	TNFRSF10A	ADORA3	CR1	CD300LF	CLEC12A	SCARF1	TREM2	RIPK1	TLR1	ITGA4	ERAP1	ASGR1	SCARB1	SMAD3	ADGRE5	TNFRSF14	AXL	STX3	ITGAV	LPP	NRP1	SMAP1	TSPAN14	NCSTN	ABCA1	CD226	CD36	TSPAN17	CD68	AMFR	RHBDF2	PTPRA	CD8A	SLC16A7	JMJD6	RACK1	SLC16A1	LAMP1	CD2	S1PR4	PTGER4	PTPRC	CD3D	CD63	CD3G	CD69	SIGIRR	CLEC2D
CANX	0.826345891691375	0.531447579231443	0.548656149474694	-0.0524675478968427	0.375496739799223	0.748637328886449	0.578822530949352	0.593941056986332	0.88326388356632	0.85697309298601	0.617457756268077	0.445408929037385	0.71745085374987	0.378251502427246	0.473942824983416	0.6812129206142	0.85525981718007	0.414225860981111	0.519327500153592	0.566278035121976	0.779995123735396	0.903695048236965	0.883311415170369	1	0.855297089283175	0.931772222545411	0.559199511347007	0.907305132520538	0.568153778899574	0.834560224717952	0.597982326486988	0.51265041690224	0.702959310657464	0.890177551647775	0.933241062156441	0.882492678486304	0.861400792200827	0.406028081966191	0.910009992440312	0.809621186518805	0.834717139019691	0.854933380885661	0.680914642323783	0.590947885483014	0.0920660348988413	0.774357437798078	0.529849304621198	0.833493261414845	0.860981883643856	0.500541573158583	0.824993234048027	0.155016552539325	0.622782147006942	0.754092081536626	0.777665427590783	0.666490081655344	0.671771112986427	0.170676940912291	0.668690992729873	0.721289006906272	0.779037585220519	-0.250228404981741	0.594021221061852	0.731494295347717	0.947327369612194	0.850187492272743	0.904818449057456	0.764888113736871	0.87824511507402	0.727455060405171	0.881893726349608	0.912500769430903	0.703176925986513	0.881185059217822	0.704477984069882	0.654219787172159	0.69646302665421	0.777867151743497	0.353067021672185	0.733362992003454	0.659246808133157	0.636807402517278	0.489726364823088	0.536876705622213	0.713776246096536	0.85224731106169	0.795192810320699	0.704167238906853	0.92369289713628	0.719128073759224	0.77636679818579	0.215345952157452	0.467281597669623	0.889045593249964	0.645376501041839	0.799362087774677	0.732949842050592	0.899521335540501	0.889457561250785	0.933781168262499	0.921452059585982	0.938290492026483	0.827235930120102	0.4595094731388	0.628478687432109	0.90372153016015	0.850630697400923	0.8888511902416	0.825772883686016	0.923680112342171	0.663087306170748	0.431635129868143	0.80519905624238	0.815220308630334	0.926017148482	0.843606308197582	0.537562772526567	0.572760402797992	0.74431326184172	0.751202161249745	0.535890128475545	0.93710554673903	0.521861936371255	0.5586742618983	0.686222352192957	0.543511987632946
PILRA	0.873673414792517	0.595731062137322	0.601895301590634	0.0903445067063507	0.492059417724661	0.740363655070307	0.719003223423639	0.49641311142618	0.813170747742904	0.893765297259552	0.418381929349201	0.40829589026445	0.610883662399842	0.353954268742547	0.235869530769846	0.792053371138976	0.833125067673376	0.345251836089224	0.557174231161962	0.572690277745647	0.555993037540968	0.795500102999018	0.772003582152011	0.855297089283175	1	0.745779071954967	0.435547778594341	0.878213022150815	0.43130557884298	0.730729308062245	0.563805034620493	0.297731288736647	0.61682649044099	0.73511492207335	0.779433413803684	0.729420143525811	0.731070460909966	0.488935012776326	0.812540790379845	0.594557035682961	0.833976407778552	0.673763533942208	0.567087601321601	0.46680074333006	0.091677183454301	0.569540177343996	0.529167533617302	0.726647019693564	0.739590521189113	0.403563323328795	0.834665081507104	0.0690447459014782	0.38688055406146	0.684164584122966	0.606452816465167	0.547064304258612	0.498676382602878	-0.0407840499856172	0.648913787107763	0.78611140853186	0.66700665900616	-0.051975679941822	0.409038345025876	0.668267033277739	0.796283863420758	0.622294444564683	0.764672877455455	0.799398094343082	0.84321732157958	0.653838897117735	0.799236724130279	0.827786662684719	0.495662416915873	0.810788585553265	0.492101700527617	0.489832136814118	0.549891738219131	0.676419264548159	0.301416448140851	0.741346773275585	0.767209576716766	0.735953735895177	0.347685647075707	0.25002729500228	0.632322699178992	0.661600978224069	0.710679265248186	0.450268091955446	0.751019766924935	0.774087147515308	0.717619926838774	0.0674612130290936	0.351168887088801	0.770951089145	0.505699130559723	0.651117057494598	0.621975756461145	0.677571630471588	0.768523814393075	0.793221603315266	0.899576186538205	0.843196005215849	0.850555721095692	0.212228376269761	0.740055335151333	0.837472783976819	0.876518045063538	0.765840517188241	0.67303524618582	0.75096647579535	0.472757839822553	0.372351592138064	0.624497276938408	0.613728606009046	0.738699860045458	0.877924045063853	0.33384863578777	0.373454630878426	0.511484663395895	0.553744723691357	0.349158079883069	0.889757678102961	0.342144953466804	0.334078438885523	0.494994815478823	0.332842866493324
ITGB2	0.694201093450601	0.414987969308535	0.406523082457725	-0.184070724018469	0.1921646538114	0.662241377343629	0.395275569929461	0.560202260008055	0.82435176594811	0.709644203100724	0.692379569116671	0.359077925413685	0.758859138212809	0.312765601310001	0.621271190855814	0.515644635033339	0.742818690590628	0.332516340458695	0.416056675890238	0.510918492094031	0.844874362716892	0.852783931669618	0.884127628632036	0.931772222545411	0.745779071954967	1	0.576392736939731	0.814350028620099	0.649484659073762	0.760656054773354	0.515987491816884	0.573057772483152	0.644950798822112	0.7995045550086	0.841504623922915	0.885836139853589	0.893695122966087	0.225459802742972	0.88255505706146	0.844136449290091	0.723421528915521	0.811242110340363	0.615782880530736	0.529791221048881	-0.00892958042708658	0.752964751783161	0.397223391581595	0.819586591439583	0.848403283440082	0.396755104739795	0.722681803596267	0.214816803485551	0.753391835541194	0.728820073503409	0.816015256417029	0.534451809071117	0.625268582311134	0.298520530566629	0.590924632868215	0.604769552101094	0.697272788051108	-0.361036451264667	0.631166197500037	0.695670182326824	0.8939266250103	0.851815172168807	0.868674458673343	0.636541748630926	0.789499906538087	0.716482548756179	0.821610931319045	0.86575400257671	0.69251373926744	0.845156701109989	0.765269100553457	0.70546293119464	0.616566636016376	0.75734275902409	0.26036982732719	0.662379137333885	0.530466682123291	0.530991000818773	0.623809242901873	0.614146954583685	0.725480190792374	0.8715534368454	0.789035760480224	0.74926752524719	0.872967081896792	0.554872278527931	0.738662698279993	0.2264733260309	0.394577105192583	0.843328534991152	0.715792579119058	0.792701914221203	0.695462385577056	0.886465754686689	0.862789821926832	0.880694841511168	0.796002255245443	0.887633538232964	0.674885650276493	0.576491573330962	0.500926471753617	0.822977292203635	0.745180541636971	0.848358897957487	0.844135782262434	0.882892578313366	0.647975562665132	0.351907269590516	0.807758814389836	0.830269237504684	0.876620390515259	0.716757740743654	0.529808325663785	0.566858639517995	0.820346216287415	0.770438976073028	0.513029071218521	0.855929811404175	0.490863396927407	0.589465547578364	0.665504308887266	0.516943966442511
KCNN4	0.298799023941028	0.414329697103349	0.540585674999122	0.308165766814455	0.479363518912964	0.752289466212038	0.354405196731635	0.890794768209484	0.2725634626472	0.370441209156197	0.586372814001955	0.837602455600609	0.0340703183673385	0.842713394054815	0.0382450522336273	0.169049450438859	0.704494928033708	0.806804220108575	0.614027605001234	0.433259307053339	0.586787279537258	0.711323664958542	0.277950004262621	0.559199511347007	0.435547778594341	0.576392736939731	1	0.475315459403039	0.184044213229179	0.616332682078476	0.557741888303909	0.220220036465942	0.552310364339558	0.495343193271372	0.597090164416358	0.390280866396677	0.252272887096213	0.559608354975284	0.299133102633647	0.426526960326179	0.330494055030245	0.6768054484809	0.763183403122872	0.870272808669249	0.230778563523021	0.591194573815662	0.803605151133464	0.362116745434587	0.340538622162175	0.715666843667522	0.166138183033417	0.153410949142732	0.09046322126801	0.0669633254644417	0.151701769433309	0.0684315611821404	0.278602660649075	-0.0220645245941898	0.668369184434721	0.103057563780666	0.61097318062165	0.116595703925039	0.342169692232875	0.0797143567481147	0.504211775430446	0.376990878447433	0.51793144805049	0.127524015929034	0.344897322550533	0.0905335341735224	0.555287789976156	0.440967865799375	0.436745628389223	0.213846765804864	0.338356696388355	-0.0488033981364985	0.74963167683738	0.254598452526681	0.616810693941833	-0.0251197685543869	0.183943124728367	0.289552903753441	0.522280789154392	0.586880378312459	0.0608355461347214	0.298829175962514	0.100188116276985	0.250706482593321	0.490886744429366	0.329209629816788	0.0292412732064188	0.180547593910126	0.780141986769601	0.37026775540971	-0.0479892056512892	0.285459872871664	0.119612228566636	0.598524283588833	0.425534517157479	0.450968283584995	0.425051230696885	0.400564983628525	0.264416704111924	0.289699475011341	0.129066006469527	0.447335764017992	0.263488559899056	0.28052255734926	0.459247935195307	0.421822517399471	0.558678368665361	0.384127267095612	0.615934810665536	0.528625497912479	0.673735787214613	0.308523790228072	0.4276561373929	0.531950378402872	0.229135588720526	0.353706816395532	0.418880739279286	0.549442635877441	0.413656782208765	0.402622621918905	0.617194639819936	0.374229101192935
TFRC	0.825498779927236	0.539487574410427	0.534663925342751	-0.0304155751301238	0.419985965088162	0.731671259432729	0.636978561549488	0.513536488982996	0.806366671188308	0.82536410415911	0.557170311596862	0.426792550269319	0.629389271209516	0.303435617281104	0.334264026679429	0.735815454719221	0.820948447183491	0.331102694941046	0.494044097960437	0.491447663423215	0.629903512570139	0.794665000531221	0.794091667947977	0.907305132520538	0.878213022150815	0.814350028620099	0.475315459403039	1	0.436077619519167	0.820517830777972	0.557830470512944	0.394446995625684	0.672017890214693	0.783238155358218	0.842844117575047	0.748297030578257	0.80615196003143	0.40543401304087	0.842454831383643	0.7227107662531	0.843710522049329	0.74876327299668	0.617612819520827	0.463293052202881	0.125675887709407	0.740341865882896	0.529985765987093	0.778544444871273	0.790232311053958	0.385154480539413	0.80219791780192	0.0355084499318344	0.486858566314266	0.695702815104283	0.651134434707644	0.615035761194215	0.579617799808888	0.0687343479990417	0.640075161385649	0.750191506858875	0.711646565749246	-0.225350312942536	0.504834927245091	0.687781041413127	0.870490742991522	0.73435007411447	0.845751280085432	0.773002689851776	0.846078731719533	0.658916858552781	0.806808796523756	0.877250300162186	0.584236344985294	0.810246072299576	0.611791476790246	0.54473601651906	0.647162225987647	0.715230904707029	0.335949159993072	0.69373724993277	0.776895967155617	0.65496834552017	0.40228698017584	0.372474372434673	0.639935480084411	0.772502774461389	0.699134432083405	0.594316028255821	0.833873529211179	0.724221273188269	0.739593540294997	0.149852381601952	0.403969207371969	0.88275689247461	0.526659816705837	0.712194085655817	0.655363254378593	0.792387136597103	0.830847137502552	0.848507562513699	0.906385610133501	0.864068913331041	0.825599271141951	0.341716419219786	0.650972590547677	0.828935681372842	0.856884551630666	0.829426833515135	0.734013816464554	0.828326034448678	0.643590091450302	0.367874259036789	0.68742854197472	0.690034442323254	0.825416218994809	0.865875661403378	0.519029038304032	0.465513255349175	0.634818528499151	0.678052468740547	0.522315769643862	0.894309340078735	0.513541650963715	0.500424850860964	0.583584089044512	0.510055942404381
VSIR	0.474428505478579	0.54750050998763	0.439004468166569	0.0844217446580464	0.123952967498672	0.192301757831387	0.399565914860483	0.119267696572919	0.730716241758813	0.357622066918794	0.434124446809797	0.0546366248658191	0.769844123176235	-0.0230485726676392	0.677595933815232	0.471611637775512	0.275482557589632	0.0266989593645272	0.374500950268165	0.698494066640127	0.535598387595513	0.583627645717042	0.73320881652591	0.568153778899574	0.43130557884298	0.649484659073762	0.184044213229179	0.436077619519167	1	0.457463140527611	0.538741545209344	0.606786542660771	0.673711988929096	0.506811703765456	0.441894525213757	0.701459999590356	0.62626383575555	0.171021140328882	0.513958408673727	0.629125895412932	0.266715605832517	0.588840900786417	0.430181111842211	0.260358576186219	0.318472058627028	0.54789306083959	0.121601738083947	0.562112381832333	0.465002720486075	0.165982236698538	0.350833694319135	0.508627502675313	0.731166726988344	0.585186901506607	0.823327215212143	0.484325032248429	0.687757666472894	0.506358927419216	-0.0258492360495623	0.173696191165126	0.594293681056178	-0.253894281648579	0.689383682603274	0.445040820051337	0.506707615486439	0.644100276636118	0.604991036901118	0.299572258940245	0.34351533408961	0.49449917753775	0.421821111307982	0.54029288929226	0.725275565801046	0.653487396411542	0.677045397240605	0.581027789239449	0.421204002194148	0.688542565501297	0.215735449438089	0.384339542230477	0.103348758770404	0.454436755120879	0.594279123459877	0.410946395552601	0.467969068671364	0.694477226608701	0.621357747666254	0.748877145251465	0.616845000909241	0.512985485603287	0.438704333046594	0.50152609091422	0.267758498112933	0.604524050371626	0.617358168897223	0.687223954512856	0.554025995022416	0.492097263843542	0.374038943683434	0.643907398994647	0.512031968666951	0.54936935759598	0.242561223540359	0.476729824375439	0.134870865744136	0.484578928593816	0.302734846226907	0.505239612135734	0.626388507948579	0.620723392583058	0.390035199995829	0.510014970082976	0.703190696092775	0.736894739542556	0.452138835653247	0.274982962280767	0.426306486796332	0.558383786791918	0.744260024063778	0.770212000136497	0.404186581063844	0.350418980404236	0.373033221086586	0.536553761550152	0.604856525417805	0.437265908311155
CCR5	0.641492605704314	0.589844898495087	0.589656652025492	0.083616536677749	0.465559290460459	0.625836234147062	0.534947340586427	0.593947580436366	0.714822233638949	0.643467523349616	0.619339426212745	0.591373087208886	0.515855024662585	0.46574044265187	0.343253376636057	0.544459819798408	0.773217888422874	0.459963476589385	0.594006870271632	0.586984091208433	0.710187152682178	0.858072945496402	0.692145377211616	0.834560224717952	0.730729308062245	0.760656054773354	0.616332682078476	0.820517830777972	0.457463140527611	1	0.669633760389141	0.498862080997625	0.779442529102286	0.782163346723324	0.823645894384627	0.729975521820959	0.66221272373208	0.430348474706662	0.694783527482047	0.740662366648273	0.640065582559273	0.845159284202519	0.714861668253105	0.614006998443976	0.25629623364502	0.824587527900862	0.642554827997761	0.718768783438858	0.674995800147604	0.567144481587312	0.566063324290806	0.18031684701184	0.460228451400055	0.562803527345079	0.616610535462528	0.53303489888849	0.658019403663356	0.104517052485668	0.55557228932177	0.469854586876976	0.792972937685859	-0.184704561472092	0.687256632908786	0.507841062807846	0.773745535056755	0.753070113245336	0.852537558894039	0.514705216915299	0.652622114020171	0.518492230418251	0.704081748002997	0.763483419488529	0.696181158769127	0.659212949567335	0.672058396478667	0.390549291322521	0.782879007973399	0.667137368564891	0.477356205317455	0.459225786215439	0.469671200215076	0.45047839040578	0.383083999270631	0.511858436903748	0.463770320961691	0.729697442270149	0.576363913091226	0.684130308167084	0.801019791826332	0.661194738218761	0.487434262107174	0.350892722175872	0.659406480373764	0.831304122753274	0.428415624499683	0.612878351118221	0.555432430458119	0.774846343079668	0.671525015758754	0.802485954283776	0.807077019451993	0.732968678616903	0.612399436031205	0.328738045236128	0.40961846815635	0.76068697388031	0.611267805057688	0.679190788882592	0.743167405556603	0.808411763726114	0.784988405233233	0.458638351726636	0.799206090955285	0.767286105904034	0.80926198729271	0.638136208803145	0.720372029810593	0.674637237485337	0.680006001889892	0.756589248053602	0.713174579416462	0.758444630736189	0.707814055501602	0.696474465499	0.772094690274422	0.697516825461263
ADGRE2	0.587405647028784	0.776894972858672	0.84844960987407	0.496997722630154	0.673218269029779	0.553438125343702	0.730516096288786	0.609754320164934	0.62449401534145	0.494993394983317	0.387047818052445	0.625743367053155	0.419086720668809	0.557744909300225	0.127135243549399	0.610379488561216	0.682050293171614	0.586978767882546	0.876125312141825	0.794421232456514	0.535791968575242	0.766668528694262	0.518489169804867	0.597982326486988	0.563805034620493	0.515987491816884	0.557741888303909	0.557830470512944	0.538741545209344	0.669633760389141	1	0.313904629658602	0.824687726397825	0.618992649197005	0.585565828550229	0.622920839663961	0.411554433220501	0.709090853718558	0.436070720193461	0.476977493771239	0.321328127429546	0.648573209531291	0.707107868203905	0.653196766218597	0.466980717621603	0.562328182024254	0.727420655618314	0.551429426430323	0.459744389274848	0.623838031803481	0.33745044237556	0.184235596418762	0.228894042282202	0.432490488082429	0.454143038648402	0.377533481784767	0.60717205196747	-0.0453077042261563	0.314262291583018	0.162729551834247	0.811174879158367	0.145866353268091	0.518574357733849	0.326009002518198	0.466214682675138	0.463420761614188	0.73157710285166	0.320152566598509	0.350974239355609	0.381605303231513	0.562341305871744	0.463514282147068	0.602676039703681	0.462243583067976	0.360264669575564	0.199630502839198	0.744079553410225	0.541490412845686	0.608942788604069	0.242854055878947	0.201616411449872	0.430390568255198	0.40090292252797	0.361468433123113	0.304520413765693	0.460444479247935	0.42826642402733	0.46955862868493	0.585830450822984	0.665666295932599	0.18338202428795	0.310101650840421	0.706258358195071	0.510760543988241	0.269982655100373	0.429038299372591	0.475845717928614	0.486081183017085	0.353799366518631	0.54433481444997	0.6416191094749	0.490562048531121	0.382387294373269	0.0752304860223549	0.149981309402679	0.494353161747158	0.345082455405809	0.352835261584138	0.656530786336204	0.534443665151845	0.441200481420822	0.495401826691662	0.67937922112723	0.540844163540849	0.582033764775364	0.349169829974397	0.376463319731549	0.461600732451902	0.435618676636758	0.552444785513535	0.376917578237765	0.496330276339639	0.369332489143788	0.379408613591192	0.613557775063157	0.388415092328912
INSR	0.173731192775476	0.280742718718578	0.131063172065547	-0.160702253002472	-0.0749617430746175	0.0852657020562026	0.0118291607989474	0.0515489759353792	0.534293430897827	0.236437606065462	0.520851226085819	0.0947113535465632	0.498473949293833	-0.0193120522280487	0.614522988812404	0.187749173134008	0.190173528131399	-0.0418700695592833	0.0690599027056918	0.411562365533094	0.592445143340823	0.461033893947404	0.537608580937728	0.51265041690224	0.297731288736647	0.573057772483152	0.220220036465942	0.394446995625684	0.606786542660771	0.498862080997625	0.313904629658602	1	0.535284784248983	0.51403193850573	0.48539737146638	0.534687180712147	0.504299501756199	-0.078099131317532	0.424569462680641	0.752848392064729	0.272127975749452	0.523747152421011	0.406225688679774	0.266693553054568	0.315502240124868	0.53001263820162	0.0265330695210602	0.405625687198898	0.431189681075212	0.216659697680862	0.239531860457862	0.50567981214817	0.617004852624029	0.385547099638927	0.592405020198705	0.585706603533898	0.661226394399081	0.454506312939576	0.0896512912816612	0.176726491941103	0.452550735816294	-0.427290598622901	0.784359116289847	0.254410211872478	0.583558425050431	0.687051389065425	0.529862417848786	0.11364843821563	0.366129004390574	0.303909595794627	0.39204137966066	0.502841165647287	0.677496206774247	0.526121457725137	0.74971065500634	0.344103070260705	0.38875362443761	0.660020341661577	0.105753012381569	0.253073161948171	0.0875444040397797	0.252916557538102	0.515895280074743	0.504512865227878	0.282877574175787	0.656307377543924	0.447218145829781	0.772651136137983	0.517902219483395	0.28600224458703	0.336564979857081	0.548096193248414	0.310975669441095	0.576764936896475	0.47609884692575	0.476500403086526	0.357220128893928	0.542528603600469	0.403462794653809	0.600644646813997	0.41217582132282	0.456633226514923	0.15296955249736	0.404344731674722	0.151396432981077	0.524157817127544	0.210978188821022	0.457572793931735	0.46683680149658	0.652702545306886	0.470764783997921	0.295854684475359	0.607140814415804	0.716120687116581	0.46456802799492	0.245876974967122	0.56803151896799	0.622390506241656	0.715404372100654	0.702013814798776	0.520042750734183	0.346107402929837	0.501768148004891	0.645806496069131	0.632022370320686	0.5473892577031
TNFRSF1B	0.613309870980782	0.761776638995135	0.756510703425002	0.370654077829515	0.563712861579446	0.547055716330149	0.692321799141932	0.475413838699915	0.725349386651337	0.552290454338725	0.457638854527806	0.499117770217225	0.505761838274226	0.395955512911312	0.26108995004025	0.649341561219063	0.617912939059908	0.397232108159593	0.724924685996517	0.760826346010545	0.540435383247723	0.786874643882696	0.652191845254636	0.702959310657464	0.61682649044099	0.644950798822112	0.552310364339558	0.672017890214693	0.673711988929096	0.779442529102286	0.824687726397825	0.535284784248983	1	0.667527419255641	0.68525616383268	0.664879457195648	0.562144499817594	0.612395076145835	0.507703898802152	0.625884265575014	0.461487123884706	0.756026243950252	0.739492977289093	0.613692910834832	0.583469148647109	0.809678294507891	0.623100923725069	0.640175222376478	0.501376509794342	0.49587749381707	0.407288480459369	0.371116163136077	0.358713884598103	0.504945378665618	0.585339529922228	0.560936940628305	0.785052755802489	0.116715980709978	0.296523060933636	0.265040714168005	0.865932437186507	-0.00338105276890891	0.718224943310733	0.379844648076966	0.634589856129799	0.700278807494658	0.781573765483476	0.363605914219808	0.447157034147563	0.397374702850004	0.623893413642179	0.611958704141622	0.699971435803881	0.583251580475686	0.602224014573594	0.27153206471355	0.814370928870553	0.681317628126288	0.621004171254218	0.305890345881243	0.30589880820735	0.538238255491984	0.502505739197806	0.423826524526405	0.342105759250811	0.64831217187274	0.498504929991241	0.691817419868229	0.732568909945946	0.658458342513761	0.303724629577565	0.52317896050867	0.701775512089369	0.722634401575187	0.320863662128619	0.557523664847492	0.513811915536719	0.603815652219733	0.485031073298621	0.710031530526084	0.738081368667846	0.603290843672961	0.413828173564553	0.249373242471894	0.265523801408913	0.641531862815344	0.418000849727345	0.48846924069763	0.676506733134115	0.7411572790451	0.715850287699932	0.685921359900098	0.817950792600874	0.737880257153555	0.687687162490945	0.456522363936793	0.707774529785077	0.705698508281254	0.600576342768587	0.805943672457711	0.705417726900078	0.549958997936572	0.702422303864213	0.6972702775052	0.771565756180096	0.70686085175296
ENG	0.767530162582642	0.503883724924488	0.53765981461804	-0.0347894045240013	0.328039800092111	0.617527593551143	0.545051789865452	0.566911000620318	0.85370988437076	0.749530374522158	0.492534311919235	0.407250713511582	0.674247099659578	0.339983831877471	0.328301143459714	0.616137262322865	0.772077784685384	0.421273730367622	0.536396834034015	0.51290481107567	0.665300793869316	0.81188966003636	0.722821989525328	0.890177551647775	0.73511492207335	0.7995045550086	0.495343193271372	0.783238155358218	0.506811703765456	0.782163346723324	0.618992649197005	0.51403193850573	0.667527419255641	1	0.903449283876557	0.881799943483709	0.793717833530266	0.40484680711921	0.843105535960518	0.757339373312922	0.67478259331726	0.766017124122515	0.710011421840865	0.600341893252146	0.123471850697296	0.703481548954013	0.509182029702998	0.792299208345425	0.819863865217516	0.551491692529271	0.740282068720722	0.0235139207630798	0.513028671897472	0.759004962605602	0.678302504667263	0.792368703774647	0.7429995973322	0.00567146336899516	0.509422549201545	0.562505321469218	0.688930018686112	-0.241713143380623	0.483691538534621	0.750971095608234	0.83060252779048	0.811736912132427	0.846701765568392	0.685373637882353	0.728459372755923	0.738339768570312	0.798894820121892	0.733813371475736	0.665233710394044	0.798964610616432	0.574550658972214	0.628855701737561	0.655387348326219	0.662852979594579	0.337271675930064	0.669222138364459	0.498189189184321	0.447706729233628	0.306336274839533	0.453692329846427	0.706525869150365	0.753321741138937	0.75246902843214	0.624780461188461	0.843170146414714	0.6931670308491	0.630758298857609	0.150642421609775	0.426461130689209	0.775802774399369	0.616035465720537	0.628554104734175	0.799825841073662	0.811720834174226	0.832643065966666	0.812205168840665	0.835093536225064	0.830371880462814	0.703525967640144	0.269553053205266	0.451621136295477	0.804825460794469	0.719577922034736	0.816469387088188	0.835910969700388	0.836869504331332	0.605558779358132	0.41445580051277	0.712746650278212	0.692849358594367	0.877722741029501	0.713522516830521	0.529759111867376	0.474138626612695	0.656963263460414	0.633251228983958	0.538549725639184	0.818993504512539	0.522902646386022	0.504056778805152	0.640284492905939	0.537291651347794
ITGB1	0.740397056976069	0.433464584686687	0.515444647690076	-0.0159885442732913	0.409928759051807	0.746606887116793	0.551576260445716	0.640052401111374	0.804005582175126	0.838368154070884	0.594937697303184	0.513076118951963	0.564384287649451	0.47439798045831	0.345617995219104	0.609351378588253	0.844302047767122	0.521578515826942	0.522856385470553	0.455607057425645	0.721643016091869	0.8662993705239	0.749211947660194	0.933241062156441	0.779433413803684	0.841504623922915	0.597090164416358	0.842844117575047	0.441894525213757	0.823645894384627	0.585565828550229	0.48539737146638	0.68525616383268	0.903449283876557	1	0.807074080778661	0.745001338484624	0.469449089393087	0.839251547504732	0.750485144461318	0.81788547985448	0.847357012156778	0.725050713720948	0.696968405790738	0.157928360315729	0.798248880103411	0.615461437436229	0.781686148248122	0.805717497014237	0.608913105645801	0.754513088486498	0.0977525294898736	0.489238480099094	0.65732176591031	0.63166903135442	0.715826226685363	0.696416685763397	0.102270249769158	0.720942792368833	0.664720313096299	0.776531041438992	-0.148660421297101	0.511508060545645	0.630156704242494	0.919977514765981	0.837590562498856	0.861550159657404	0.672132357660903	0.809730454845222	0.618931629871484	0.867343249597349	0.864692080817063	0.66131276630672	0.766551218891188	0.642171748723676	0.56449113465486	0.738674321539083	0.678508899520075	0.454494623812136	0.642858228058296	0.605434181420694	0.544920829481959	0.428548475545958	0.571204783696968	0.614609142153864	0.795414837511613	0.675996794198628	0.625094707568882	0.872038279374417	0.630003473664274	0.677409131843397	0.244349034078204	0.5424249191845	0.825265354837691	0.516038945567761	0.707865097695559	0.680149258821149	0.926897509717858	0.849076159070352	0.876160716869041	0.885256819721769	0.864372150244024	0.799846544943797	0.423217627066058	0.591668045459678	0.875875971830763	0.776821751661431	0.834784009976433	0.758471597342339	0.898838854729856	0.712479825830101	0.48375973586906	0.780382852080424	0.754014631907803	0.934602363296304	0.806208754158034	0.594413106122996	0.57896541135328	0.646025316836305	0.692893420568597	0.60271074601023	0.91420865579145	0.598590403625371	0.580737033940652	0.695948364588708	0.60927309594834
PLXNB2	0.767175864575527	0.505533230650568	0.489106721237155	-0.128581766687062	0.24744139239188	0.51878096448861	0.489379354124034	0.468732121159769	0.913264040704923	0.691401435579145	0.530122073618386	0.276811993702376	0.8667142719489	0.22093358561621	0.560404086310601	0.612810914722503	0.699320857657817	0.281782306481714	0.507625256805149	0.578417311184406	0.760327586727733	0.814932454868145	0.862982420693516	0.882492678486304	0.729420143525811	0.885836139853589	0.390280866396677	0.748297030578257	0.701459999590356	0.729975521820959	0.622920839663961	0.534687180712147	0.664879457195648	0.881799943483709	0.807074080778661	1	0.900047617784522	0.259889857974868	0.900651519704108	0.793397178850985	0.619415193584489	0.747465635679994	0.566236353227964	0.445289497951096	0.00750965301248695	0.655031064885035	0.352480223343829	0.864267680025818	0.865576441547699	0.381470271865536	0.751208616218051	0.0981272304552486	0.73493041592271	0.858116803193542	0.860558012433347	0.659096419413659	0.730996822851326	0.185003411568193	0.397486172912695	0.539369868219471	0.678329674963387	-0.327997576263968	0.588497398251012	0.814566723705055	0.796644394683944	0.819715443302059	0.877528399147679	0.679838212166033	0.707541620963443	0.84591604779846	0.768309402817855	0.767246934724318	0.695567330564084	0.881764687697721	0.659252665242691	0.7998986900074	0.557302511902545	0.751767187690761	0.20540713836303	0.731918493874984	0.435908378774029	0.444999952236312	0.438731165019816	0.468033991974873	0.82105278329129	0.838651675026667	0.877656296378143	0.732736271322005	0.847684359504702	0.661970416887837	0.723749164453143	0.181188952105903	0.322594434906043	0.802631082617626	0.815133208768807	0.743661849674504	0.8635461526092	0.787323707200774	0.797136664210646	0.834784590662081	0.807498714072724	0.869859850041498	0.669887003603233	0.390122845062564	0.398339250284993	0.765613741447721	0.713368289492748	0.83102186777757	0.913284047848818	0.844424518135264	0.527711936710451	0.318839854069096	0.750725284142766	0.735330660664066	0.807430618214418	0.652752386966053	0.455632363571746	0.455511861803504	0.813001892831648	0.720510447519662	0.451972498748407	0.783540363657986	0.429872236893282	0.495711347372671	0.59750238422621	0.478733521888054
