""	SIGLEC10	FPR1	CCR1	CD40	ITGB2	CCRL2	TNFRSF1A	LILRB1	PILRA	ITGAM	ITGB1	LILRB2	C5AR1	TFRC	SIRPA	TLR2	IL6R	AXL	TREM2	CD4	LILRA1	ENG	APLP2	PECAM1	ITGAL	CD163	HAVCR2	IGF2R	KCNQ3	ADRB2	GPNMB	CD81	PLXNB2	LPP	TLR4	SORL1	KCNQ1	P2RY12	PLD1	ITGA5	TSPAN14	CANX	LTBR	TLR7	TLR1	LILRA4	TREM1	RYR1	SMAD3	CD74	RACK1	ITGB5	ADCY7	CD226	ADGRE2	NECTIN2	TNFRSF10D	TLR6	CD300LF	PDE1B	TNFRSF11B	TNFRSF14	UNC5B	TNFRSF10B	TSPAN15	PLD2	CD9	FAS	P2RY6	NOTCH1	ERAP1	NOTCH2	SORT1	SMAP1	ADGRE5	LRP1	ITGAV	RIPK1	NRP1	PTGER4	PILRB	PTPRC	RXRA	CXCR4	CADM1	AMFR	CD33	CD93	CD69	TNFRSF12A	PTPRA	MCFD2	LAMP1	CD44	SCARB1	ABCA1	CD63	EDNRB	EGFR	SLC16A1	C1QBP	CLEC2D
HAVCR2	0.862126973208208	0.901677413212331	0.922415476526998	0.903379349024556	0.963083941459544	0.839793154290141	0.93522469084959	0.862252459332451	0.870671628389637	0.921281074958818	0.920952039509856	0.362792038434216	0.719315302580628	0.765381254577726	0.939536215684502	0.834649693180364	0.856955274283964	0.917569465934244	0.928557951668923	0.887201072292723	0.511379729807873	0.92995656232858	0.873575240238608	0.517938125635683	0.766932487947911	0.690679022587344	1	0.75601909329415	0.734492095449989	0.797167034997295	0.652404632923777	0.955935915216215	0.869364223987149	0.902689768867256	0.713693773624799	0.762815822217686	0.869406569211618	0.540902367020962	0.901081157136112	0.755861260858994	0.916893275290325	0.944767548525095	0.87362992731587	0.75968853767235	0.866825435169388	0.632597577047977	0.807435414978307	0.524681284166417	0.646458840533068	0.753164814510038	0.878752815172008	0.856496453795518	0.858534370821301	0.652904692549877	0.814876635960445	0.836683998470898	0.629407637914181	0.732412093686413	0.784075638167787	0.854060608964295	0.844390923758911	0.776331647327933	0.877259658044857	0.829944289823805	0.857473888195553	0.889177862832262	0.794773754758786	0.828913822732109	0.800626910107322	0.756978779874056	0.652276508454966	0.303062021334678	0.903454239914171	0.873890682158972	0.67745154466646	0.964798419297366	0.864353277078401	0.82801700834398	0.831142931039236	0.869742398437625	0.66534787727979	0.863589257946435	0.837868714573645	0.365366782877239	0.819420247405488	0.767834395446139	0.862141517713556	0.181495062328679	0.698440831763619	0.796455096491427	0.868720738691617	0.880486682342472	0.901686688145935	0.260074004745118	0.879794888508214	0.745285557969495	0.892745487243154	0.796740753944705	0.222870061412279	0.809944169830581	0.92682287551644	0.418315023327694
IGF2R	0.450242749615099	0.597596933583277	0.864402821896628	0.575405154957463	0.760002844337447	0.836521694404418	0.653358759315884	0.546151023372545	0.676168708528528	0.721963309830226	0.862106090126289	0.540741025670528	0.823865726304969	0.589280257824057	0.812877249040499	0.647992380775871	0.712937480086616	0.578890509068022	0.685726964495055	0.513646074507497	0.389172040144472	0.780053364402117	0.900750119789545	0.525852824911672	0.572938532301593	0.795344064023112	0.75601909329415	1	0.365700041206349	0.357442637046719	0.84922768467338	0.67749110084016	0.602979011905993	0.737904643524918	0.603234486443739	0.34484441869257	0.553069083104206	0.0673648709090878	0.63869689015684	0.867759882412226	0.693784728680381	0.841188534318259	0.628967657100165	0.313908231109581	0.623505004728478	0.561050350780206	0.885385560631541	0.098180571264254	0.365673464023695	0.285526269255843	0.611235377450604	0.736149932629201	0.539973272776078	0.487472868082072	0.655354881393975	0.848417541439394	0.315455459915955	0.46782469529308	0.612353842994699	0.576788625320862	0.596541955680714	0.866442951900075	0.602149270870997	0.463736785525749	0.547038554377924	0.642712639897383	0.822072055626542	0.522750784670407	0.413009472728921	0.583964615223043	0.504805129837208	0.573713127362462	0.621487966811096	0.850159191044519	0.615144868923029	0.804264983019481	0.580475342582085	0.669143920389359	0.88232891642965	0.650763494604424	0.409657887974926	0.629186312990138	0.857905339994352	0.499549798288313	0.844957753338979	0.627481738042768	0.644630930895196	0.395047383062798	0.318254596111746	0.868035001359569	0.750013603983485	0.847815143693586	0.863205872389195	0.699985759672887	0.644021877929642	0.895221755899931	0.885994872426817	0.844353653856497	0.286114797405602	0.545071895539463	0.713029424995842	0.0770022278600329
KCNQ3	0.854507094255874	0.763936656128426	0.646956866667345	0.689315132352619	0.715698942498158	0.491263714920934	0.789519116602239	0.854072748056752	0.662776354310858	0.713095870804835	0.614397452440705	0.179718028241344	0.420385481523568	0.660606812351332	0.710894545896046	0.822250734914347	0.793596177667219	0.794281665455159	0.697273749452677	0.807622445789457	0.492207631195111	0.652035215866645	0.524006792126527	0.471916125046218	0.788526732024771	0.247849710896892	0.734492095449989	0.365700041206349	1	0.8296291676953	0.185166369885492	0.687877354580025	0.794752190782936	0.825251587293535	0.750287144330993	0.933393624941568	0.738489618997789	0.84742463911354	0.780062878036608	0.376373520661356	0.808984731966666	0.70377116925512	0.756227552038423	0.906857337472821	0.865063859806877	0.334477976695236	0.413615976711872	0.857604410668521	0.801665371621526	0.879778215852087	0.657570999246503	0.613957397694229	0.785357791229262	0.814912386656081	0.764795578986523	0.488791216550756	0.720825025113724	0.888198866492857	0.527464093439441	0.78084895791762	0.70659755105073	0.412170719954868	0.802059324664169	0.831007581815826	0.6144506097621	0.721260417211324	0.484650258917242	0.737164233426608	0.75684958090619	0.754506431700664	0.65839425167827	0.176922088007935	0.823383010131896	0.548667569749865	0.640120430298214	0.711016382002283	0.844941904032746	0.787293499571687	0.457936782775336	0.783516624010869	0.777597777709809	0.861840142817393	0.551567908211928	0.335256477693483	0.489241866473442	0.615281856296421	0.691939090656284	0.0330939840249341	0.820284247951977	0.407145233609497	0.750342341226944	0.579432512759198	0.496633613026235	-0.150345293492069	0.769076473237912	0.353082405426196	0.435467917013169	0.526600174578133	0.292056837355315	0.775650357087303	0.651698928108738	0.656312590596619
ADRB2	0.923788553980256	0.850570452557512	0.659559000645821	0.822433685418172	0.778150620513981	0.523579123212152	0.85039892458792	0.851741368781248	0.737819453220422	0.744193976848553	0.586955681734067	0.1983506932182	0.428746068180655	0.691454323704014	0.694160113669252	0.793188992848199	0.773947663094001	0.871789694165144	0.786137246813388	0.914834374381433	0.646140961443803	0.674640288879432	0.535799484872196	0.533981534594967	0.786081194572269	0.299466008460058	0.797167034997295	0.357442637046719	0.8296291676953	1	0.188431857208363	0.827663575584058	0.778738620153073	0.750825391141415	0.713008543542307	0.902042015118164	0.843522729513401	0.843128603240909	0.766265140166669	0.372577188165719	0.833385008667549	0.693762019138846	0.78432466955385	0.916953073540618	0.801356519381135	0.520455167521685	0.430421155835195	0.769380725682501	0.679966310770345	0.920439841900353	0.822884360908518	0.605164192960663	0.85559447355396	0.674094734818313	0.655187090254815	0.436124401554277	0.716573034996008	0.790820858850276	0.691890338674	0.834674184626204	0.688037217028079	0.396282145187199	0.771808214617858	0.849840558000989	0.824154225439575	0.740498473924789	0.413036038327905	0.816101631779919	0.865156148633853	0.729499294925212	0.609774382391303	0.173103868812587	0.839015558267366	0.591812236568472	0.560543648222782	0.757495131220537	0.832223261788029	0.726975055969664	0.466190243421129	0.739283585379303	0.768353799571315	0.828168941558706	0.545859127533513	0.342518913511996	0.452013004527298	0.712368658255735	0.799443156457558	0.0473897301259694	0.824702708852618	0.381664203807066	0.720538187086695	0.586429269900606	0.596905595897888	-0.156810681771322	0.761290520153914	0.328746850233565	0.513333674886518	0.464234647919066	0.173790056778722	0.788077822154292	0.772924180908532	0.666489800058938
GPNMB	0.281718673466514	0.398337353369339	0.798579514082507	0.465134242259685	0.610187756162644	0.860883562371846	0.517523068254866	0.31014002593593	0.669066828046458	0.539786307509059	0.778618449526243	0.255661601047792	0.712575344403282	0.383930780754112	0.731612467418348	0.420702900149095	0.541480456744431	0.469356244215443	0.596155256318431	0.27807008367737	0.0969447461292643	0.590463219925027	0.832121035751643	0.240671856655674	0.362214476217077	0.637863511362647	0.652404632923777	0.84922768467338	0.185166369885492	0.188431857208363	1	0.578980264012557	0.466287183845115	0.553070630620042	0.365514628777701	0.167648320485887	0.326278909903165	-0.128077924188768	0.49160645734546	0.812587262047093	0.491068127735484	0.718543032854583	0.510298054148448	0.13997901283661	0.412252298447383	0.606540078523596	0.753503168287399	-0.0792373907142456	0.252062546785508	0.127792049412333	0.530712477862563	0.745163888807867	0.33623691877404	0.286541267151199	0.426728692613074	0.761291283895896	0.199385408063362	0.256609298971804	0.531650496924036	0.393701045415928	0.439529788579408	0.899867380239744	0.40010474742399	0.303222543391086	0.415695088871257	0.570564649932582	0.857968371218145	0.358217909941306	0.260297990184022	0.39810199283797	0.274831364228607	0.369030238337444	0.441263377904662	0.776018924008509	0.401708213467529	0.673885085365314	0.38946525364409	0.544188458705832	0.832689888452144	0.53082064510947	0.20118810727883	0.384411107842892	0.718293257597104	0.328862683128231	0.887076633194865	0.484536803473563	0.439856339662042	0.103761510102593	0.161484377921719	0.880984350879736	0.587491664314575	0.779801527041841	0.83315795621395	0.728869571105345	0.551526759261606	0.935830919985254	0.874938086230097	0.81104116432478	0.163631759220551	0.393911865483253	0.557343661361353	-0.00853607009606803
CD81	0.885973028084661	0.935393744998003	0.853025765347642	0.93232916866311	0.960040963551243	0.788107619456275	0.933103383238457	0.836111727716721	0.861988859043884	0.864807607136595	0.864574528218618	0.312321270790775	0.596501577605349	0.672042648619991	0.899445381601354	0.778190885479251	0.790042868503024	0.950200347696331	0.97425126340535	0.891260404345101	0.576315441056894	0.881917440762458	0.769278167040246	0.551621341329791	0.724983891081256	0.589423448679335	0.955935915216215	0.67749110084016	0.687877354580025	0.827663575584058	0.578980264012557	1	0.820244087718683	0.832576029493535	0.635103078695252	0.762517531763842	0.886637798975512	0.577205504477586	0.849119433652994	0.67408297478565	0.863153527548326	0.886007486087492	0.876100969076641	0.78469466929939	0.840585003900286	0.741581198425964	0.712296911590137	0.524046595288976	0.647785534782177	0.804672183213154	0.927539147405086	0.778452339101135	0.823067285234717	0.611657557160747	0.751619677128655	0.731916919890468	0.539139997017638	0.687958012256859	0.79320584331031	0.818629300882825	0.812409561262669	0.710416726373534	0.848575972958178	0.771969639948237	0.890119262785341	0.871574458038092	0.763228405623981	0.851632882508927	0.844445758791121	0.744505763983393	0.656296195201902	0.24016100998238	0.892438802588987	0.810418927139107	0.634210563040088	0.906604597599023	0.859525028119199	0.770482741363096	0.720454653837969	0.798377384566767	0.608389004173648	0.822836216503418	0.771936047468396	0.350679045482797	0.763980053092124	0.740117626477644	0.89405953488561	0.136420767010884	0.684628844730706	0.733798589031944	0.798951721751511	0.81946032808191	0.860095710474497	0.142300037862479	0.85147989833648	0.625715631156491	0.861040327733669	0.697809798105376	0.164366653944475	0.78266724799504	0.946409286201153	0.409117668808744
PLXNB2	0.837916347182078	0.796834943289598	0.791136917543462	0.805707978236731	0.854373873919331	0.669647369977516	0.887114532937243	0.845861004115639	0.75945414478595	0.854723888735899	0.77399530720753	0.389336195247218	0.634334801018242	0.69093740501946	0.86898606997588	0.856812806722212	0.830144253815018	0.860945165942743	0.803367801792928	0.832812633611491	0.539101564977237	0.805238521911058	0.758041318914778	0.583567597264209	0.77440091095267	0.54153433789402	0.869364223987149	0.602979011905993	0.794752190782936	0.778738620153073	0.466287183845115	0.820244087718683	1	0.868424090960067	0.756624650180326	0.821104337972215	0.778315776477243	0.637130764896595	0.830661333462356	0.657309327790519	0.859843052459475	0.838035968459186	0.855978081228073	0.792242767292586	0.868343280255875	0.459626998447326	0.641237194848956	0.662021666785825	0.713707505004583	0.788954900072827	0.760280478726847	0.750262925178558	0.865757973165773	0.71581019976667	0.796306947719038	0.688700979402044	0.679637327653227	0.786899684567532	0.727239663314945	0.791940872214533	0.744080993382493	0.6616262300841	0.850145834320492	0.830514000609832	0.737952521825007	0.801317885527548	0.642324015605808	0.772421825534365	0.753526100781179	0.758976572874573	0.742265781862674	0.359468302309573	0.880391255927226	0.735743706393113	0.684109582949842	0.851817458910155	0.830239945079416	0.799721618399488	0.688857718870064	0.797245349850186	0.748635670170769	0.894187750499751	0.745320856763307	0.416103377047098	0.670018593033827	0.768317453028617	0.830366022076691	0.259745493786324	0.680477186884711	0.630746909641871	0.811341018769349	0.715277128287659	0.7462267512677	0.139259115899531	0.817627900858154	0.597377081107702	0.684102581616942	0.701060365048963	0.27493023261822	0.753326294494312	0.788716603986327	0.581686027662761
LPP	0.816059501442999	0.840994730897656	0.87243810196746	0.765989782254001	0.898018711217359	0.764475628304297	0.866628103023805	0.891299733042938	0.749041246866133	0.888573393758923	0.89430681221901	0.408009714905849	0.716225282089325	0.806566450702128	0.907955801358511	0.869166177106903	0.904700641983414	0.845101086680115	0.846387097659248	0.829187332379109	0.522087514007951	0.883484014336524	0.808610498759826	0.577838244461749	0.858768439846695	0.612949414471625	0.902689768867256	0.737904643524918	0.825251587293535	0.750825391141415	0.553070630620042	0.832576029493535	0.868424090960067	1	0.813467165589076	0.796190927854297	0.817445913088618	0.575662227090459	0.903354699865939	0.717355904993172	0.943120881977074	0.919618710296985	0.830595095691727	0.764124049665595	0.885911828244143	0.501989869013962	0.774465005027845	0.620924960392939	0.752585690108723	0.724805616480688	0.745409533329337	0.774978027191135	0.833917622939569	0.813865282638629	0.902495745584156	0.794047283088457	0.666037364004815	0.829852908458053	0.719313519063605	0.861978709444357	0.849740797105979	0.700262643880127	0.883049302671134	0.852794019362683	0.699353881981359	0.841122800256227	0.768046023615672	0.791844473300467	0.757991294654895	0.842286280499798	0.680072072258062	0.396287938750066	0.908358512925737	0.787642369317354	0.770549456579518	0.922808800726641	0.905477692188299	0.885608552332066	0.757282126327174	0.902500322846642	0.769321878170653	0.92185535059327	0.840743985890487	0.466586054126081	0.764510184987925	0.765164180126394	0.781946645953652	0.252042134203254	0.757118271629098	0.720601281799344	0.915681807398277	0.82555001098469	0.762084041694202	0.215853199568046	0.86464923390617	0.674419280439742	0.760925661710422	0.819783498253907	0.431714899879222	0.846283016116542	0.828048263574682	0.495389239674881
TLR4	0.723745834676909	0.693127808893956	0.718070509795902	0.609223353703516	0.706116095119944	0.623047496875506	0.737666020629617	0.803543029424029	0.676297120959844	0.774442230783756	0.671470739541996	0.58727387600182	0.765386025154397	0.775566182980339	0.713941569026776	0.853101006672491	0.890247987989373	0.671357018234017	0.627839231111055	0.733467698877117	0.643735126652271	0.667726125452056	0.715302073262205	0.714281989333952	0.838684179899092	0.461948058619901	0.713693773624799	0.603234486443739	0.750287144330993	0.713008543542307	0.365514628777701	0.635103078695252	0.756624650180326	0.813467165589076	1	0.729242345905079	0.673634244503137	0.571648524977371	0.736162051553832	0.6241495517039	0.854914087098573	0.770698975832269	0.665593779351715	0.704716647901391	0.76020305602477	0.34427752900851	0.639190255343347	0.604794041893278	0.643264099058074	0.66738615856458	0.65954750207482	0.600677158196603	0.747546083118482	0.649470765262943	0.731694255848332	0.595970451580118	0.719828129860817	0.832334893559753	0.725499729936951	0.81914524720157	0.644152068870426	0.595583160629401	0.684371708465793	0.774061540478429	0.599171667526418	0.67346972677597	0.508824222395461	0.690536168838873	0.612387949826363	0.706124061951605	0.658718834737358	0.632387618900053	0.752917487821355	0.685942229264183	0.821013879436954	0.773514703836189	0.727088174071754	0.81044601357526	0.595221220106727	0.782750831938311	0.740265226025448	0.87147851257816	0.728074677975012	0.665564093293564	0.563304885131906	0.760118502816434	0.708102061531295	0.449968146463573	0.695762353774567	0.480317064870144	0.785114073835207	0.637047654508242	0.610967087646871	0.297684906410992	0.737820331488904	0.515521041952182	0.529402158154977	0.627857479921161	0.322873697309909	0.741786751086834	0.638327459186083	0.592568760275685
SORL1	0.919863069188253	0.787061769754943	0.64591153387292	0.729245343695332	0.738513545543284	0.469941718743589	0.823779989418269	0.859183653971101	0.670372019060928	0.699919050587796	0.596217576676876	0.131245370711663	0.368432542464462	0.632091331353849	0.718621237100905	0.846251738454935	0.805457976957679	0.856608447729249	0.748241553149828	0.86150816847006	0.544645772615117	0.650310361581029	0.496247052758611	0.518287182333701	0.794815843576993	0.235708495538092	0.762815822217686	0.34484441869257	0.933393624941568	0.902042015118164	0.167648320485887	0.762517531763842	0.821104337972215	0.796190927854297	0.729242345905079	1	0.773710058368111	0.900657671143034	0.75692105644245	0.361704078264087	0.817844797461386	0.695812333996436	0.779834349230896	0.953852901895822	0.866631799834025	0.450287214068609	0.358976563898487	0.890134250855143	0.808533518177612	0.921963940655349	0.705790905967895	0.622353194959498	0.856360306399513	0.795889174496475	0.704406594385899	0.435598027747691	0.704029607112543	0.877880919208303	0.609647390025694	0.790986933235979	0.689283129848872	0.397788048019738	0.833919332841236	0.816552006215201	0.705480848891934	0.731161237173548	0.439626244119761	0.807783893092158	0.787690954160569	0.770218680383704	0.715810921020934	0.132328252016482	0.869043737859478	0.53509925312889	0.602722589569995	0.72510806721738	0.88656572197854	0.762756471640777	0.458138541180758	0.744888059268039	0.783292156784795	0.869096346401518	0.543625226106356	0.314528411400638	0.473073885785717	0.675778780046852	0.765071109157925	-0.000256117314443882	0.800306682423288	0.361307215231387	0.734122339708687	0.57363017404866	0.542028898839551	-0.22546672693834	0.798597674760584	0.307785905510054	0.444087884348664	0.489742374300807	0.235883650905274	0.789287694488739	0.683951991188759	0.707084711984269
KCNQ1	0.881207830691063	0.925095338353958	0.723591105584839	0.871927914488593	0.894886103763371	0.61503257288463	0.872869018588357	0.892386575840186	0.724616365651304	0.879894057739665	0.758123937307766	0.37870125642295	0.547908737585069	0.749058048979845	0.770820327873615	0.784846185074734	0.754425403628508	0.876661304073257	0.852970589927594	0.93476974227703	0.661273662139394	0.864084630782999	0.66340976409365	0.566343565710453	0.758809145291594	0.568080186456095	0.869406569211618	0.553069083104206	0.738489618997789	0.843522729513401	0.326278909903165	0.886637798975512	0.778315776477243	0.817445913088618	0.673634244503137	0.773710058368111	1	0.656039784466945	0.866126673085076	0.56357040964402	0.86663590567637	0.810999786247025	0.813000243172559	0.810723737518724	0.84534513216306	0.51376725074146	0.672671972899371	0.575616706455241	0.614995740866393	0.817721434147445	0.830838846972608	0.644512148834182	0.839631846975655	0.647957286536508	0.804603805407145	0.672707150574721	0.611310047835746	0.719516470890977	0.674584104548167	0.836522437178382	0.822256277137636	0.506438225797436	0.849799907598526	0.825877176497298	0.836961395827396	0.776512090675641	0.582526800351263	0.841425178627494	0.844750221204985	0.733217785538691	0.630733218953932	0.244802228927335	0.863666819433585	0.70898469003478	0.64576249598442	0.835906690658158	0.856675421216263	0.730485752642231	0.598392981203237	0.787150841566659	0.675910172692799	0.858518187373575	0.688512874324932	0.3283036046376	0.551469171205322	0.679145744738394	0.822798351326128	0.251789307406006	0.732647877935885	0.571648297766231	0.760521964952777	0.716508687585704	0.695599251373323	0.0284705175910839	0.765792985290458	0.451198523234382	0.69524722260932	0.575197951170171	0.182582761706617	0.777953260634361	0.890024976592685	0.438503260373374
P2RY12	0.80425840469143	0.662483492558819	0.383451938315173	0.600382548499978	0.526422046669709	0.204147104894127	0.628177493366214	0.724694984441944	0.52243241594117	0.50741672567748	0.318195195408517	0.0260247805309176	0.104754617159441	0.427069729768981	0.45509659105563	0.704482837887533	0.575989523903964	0.675261060939693	0.548725515990427	0.745127694974011	0.511878359875302	0.421586558906027	0.227760796569293	0.393974721501566	0.617457301856073	0.0111526287500592	0.540902367020962	0.0673648709090878	0.84742463911354	0.843128603240909	-0.128077924188768	0.577205504477586	0.637130764896595	0.575662227090459	0.571648524977371	0.900657671143034	0.656039784466945	1	0.602237224788223	0.0685312180942874	0.607039350409592	0.44055156582494	0.617158098285907	0.867219432685882	0.725830226786613	0.270769836422614	0.0957929463360485	0.887397509434362	0.693469502813748	0.876302362968007	0.577934546891152	0.370465039426519	0.689022896722236	0.669527001226006	0.517650848876906	0.150291338925906	0.59236428190368	0.789944849226375	0.410364146778675	0.620312319325412	0.481370691187035	0.11611674451678	0.654996913495564	0.66713304019106	0.597368032802503	0.488072168892984	0.168562828973349	0.64226898527162	0.720966005230308	0.58177516177745	0.57834426954901	0.00121827210962858	0.702972603078989	0.306427634822469	0.42057335932897	0.458656337943756	0.713637422628762	0.567508238215945	0.183622450948867	0.508089079894884	0.694004146980561	0.718520069682811	0.295334559414266	0.148099575456075	0.164216364522853	0.46688347296226	0.626436478007401	-0.0909272870420557	0.682583996531193	0.111751654491619	0.503879774972495	0.325266937953854	0.28899731494494	-0.416819835230084	0.570000380850725	0.0218947998969886	0.178860835006893	0.194253094296208	0.0808593834001633	0.594465809445536	0.528814933594153	0.69830040803436
PLD1	0.839844073249977	0.88097695695566	0.80549987455744	0.836125072371272	0.905620448595744	0.727722438502952	0.862844482709734	0.885972223185375	0.777623849425174	0.898274160456381	0.85424287400243	0.377161983310651	0.644941704758064	0.74476430106596	0.864685794741214	0.825004075345444	0.822110555033265	0.829042788365081	0.851889368978211	0.864659204334972	0.50415233037425	0.867017572817531	0.759307135450237	0.486917135304455	0.786230879010095	0.591330322864968	0.901081157136112	0.63869689015684	0.780062878036608	0.766265140166669	0.49160645734546	0.849119433652994	0.830661333462356	0.903354699865939	0.736162051553832	0.75692105644245	0.866126673085076	0.602237224788223	1	0.65094588922235	0.88337090105757	0.87160024154402	0.831880769063895	0.765055818516739	0.840706182901634	0.473298045913871	0.750848710361432	0.586284271725695	0.695419273895244	0.745022013273392	0.771819583349237	0.735811236579686	0.808482458092411	0.680910712234229	0.863895868272591	0.772080682192779	0.615292123372194	0.787494182964078	0.696119877023796	0.842120214658483	0.852860474478184	0.629143869505114	0.859335533137178	0.842469348198045	0.765954696225921	0.8025041068741	0.726864630953052	0.791054999936699	0.818221986055413	0.752775336446073	0.613365348906446	0.314297546007157	0.893913937070462	0.758379705926337	0.717127389435348	0.878288388938235	0.871336706354351	0.814071354910152	0.686730574540401	0.84496240599002	0.692902682114523	0.882217029422849	0.777290767614491	0.321197525298082	0.664468920473157	0.660971242350875	0.764134319879764	0.221607920995384	0.729061828027446	0.701142120030373	0.83455506121607	0.782523594403624	0.732208538326412	0.152186407700615	0.815789039500058	0.615036933854897	0.751679767538155	0.705659528646002	0.241416951085106	0.788540556307503	0.847433078185215	0.458154037884972
ITGA5	0.474162246227244	0.590978690367229	0.825193650460125	0.595409788146858	0.743821970855868	0.86094559330081	0.677432463073005	0.565714857566727	0.693377974635912	0.762354954752515	0.849205476835801	0.586343863966988	0.868007221359023	0.607751305512623	0.797087769255458	0.61986980871523	0.706970826064165	0.598882856236381	0.661353626584939	0.528644200309511	0.386379326989535	0.762739075800553	0.880619639432453	0.554605332052782	0.582238299022605	0.731636370546992	0.755861260858994	0.867759882412226	0.376373520661356	0.372577188165719	0.812587262047093	0.67408297478565	0.657309327790519	0.717355904993172	0.6241495517039	0.361704078264087	0.56357040964402	0.0685312180942874	0.65094588922235	1	0.705129383122138	0.827679413237516	0.665873653942089	0.344784315356334	0.589954253282571	0.510661425961266	0.846500138202418	0.145640452907568	0.430135900093713	0.337150359304515	0.638305679651256	0.730063939748854	0.597453438350902	0.422290082152502	0.648729865010751	0.841820007495769	0.390449378054603	0.455693098361241	0.704589091888514	0.622827329684311	0.633210821303421	0.874174480035584	0.609975712572901	0.537896355416715	0.555759635518988	0.680424456269896	0.792191852664254	0.501795769014625	0.415706817578985	0.513757807690602	0.499082766308832	0.617194132312238	0.621914471237946	0.850121725780335	0.663802055156921	0.798175989053775	0.560442684487476	0.638167364999989	0.826795070824314	0.67997241194622	0.438035767220113	0.639272781342171	0.867277109123596	0.535646848721622	0.836120788933594	0.688698459586729	0.645406666400361	0.471133671245988	0.350529917479729	0.805724213410191	0.726395808635026	0.800919884280053	0.835198189667546	0.688886638442938	0.66499218519858	0.830671310405818	0.851523986243518	0.807705822084316	0.247437671623688	0.572163077080036	0.690770378716694	0.161913606793605
TSPAN14	0.875739715114369	0.870622329648049	0.857490823631687	0.823062629233793	0.898696819636004	0.750476241206607	0.893594601036918	0.920890876636127	0.787461662159194	0.908303470795737	0.85282143205763	0.446173016009642	0.746463308452224	0.872887690374325	0.872260853538628	0.871806412874434	0.931739038440564	0.878592831803081	0.847355549413769	0.898244255491679	0.617668680859495	0.879593408505643	0.802282300146119	0.632389117766963	0.862902585108744	0.594276414977325	0.916893275290325	0.693784728680381	0.808984731966666	0.833385008667549	0.491068127735484	0.863153527548326	0.859843052459475	0.943120881977074	0.854914087098573	0.817844797461386	0.86663590567637	0.607039350409592	0.88337090105757	0.705129383122138	1	0.90737181315625	0.834998571814827	0.81910639604962	0.869698798879471	0.522035243275688	0.756367210330307	0.622578429934564	0.711700955743458	0.780926388884921	0.815132767207177	0.748299987583276	0.884934723936358	0.758777169560279	0.871707646169639	0.754492108419715	0.746090109586053	0.829872354102584	0.796752397853108	0.909790690702207	0.854341797325314	0.67807151614761	0.865909567369256	0.898700723702991	0.769563918091766	0.850090940828497	0.681367465492724	0.843514118415732	0.795872073950023	0.833390575586314	0.68424559839132	0.419338450224119	0.901411122387741	0.801263511050908	0.779635575526295	0.936649990933933	0.891918661677092	0.885156621546854	0.730117165807677	0.914218319769571	0.784694302181601	0.924208459749536	0.822974047642498	0.521106050649766	0.713362181560635	0.821033452580494	0.828643921191344	0.295036466497173	0.8059308312747	0.644169329430164	0.884796129130612	0.796886504434002	0.767050902737406	0.198843218877848	0.874549508139477	0.622636000309961	0.740462288734214	0.760142643886627	0.365057542800905	0.879154223115112	0.851304276661496	0.555556624047398
CANX	0.791952884382616	0.842006193521651	0.933512028051367	0.832482517901802	0.930017490485772	0.862824340087681	0.883506984587695	0.824537534023917	0.838792815749555	0.892509526163572	0.948181860531903	0.424348681485706	0.79385058666918	0.779279913793777	0.938846267668231	0.834618397924388	0.891260408098208	0.848397237003528	0.880532345685523	0.80369665767739	0.507477622620784	0.916195613212262	0.913566496171339	0.554796684431358	0.778933130807488	0.705776988686059	0.944767548525095	0.841188534318259	0.70377116925512	0.693762019138846	0.718543032854583	0.886007486087492	0.838035968459186	0.919618710296985	0.770698975832269	0.695812333996436	0.810999786247025	0.44055156582494	0.87160024154402	0.827679413237516	0.90737181315625	1	0.840627071921643	0.691860651133648	0.856384446511923	0.605147178649752	0.854770314248827	0.473429692024841	0.619307688031383	0.666336741852315	0.831635293579881	0.849310122025115	0.792188017801889	0.68898627800508	0.858062742654965	0.876595445940907	0.604200190340758	0.746650884312054	0.750235781614557	0.834165295260661	0.831644568377154	0.848339257727959	0.831412203112813	0.784198525144002	0.758416454139683	0.867506841252807	0.851710314249292	0.788250256988438	0.710895286970998	0.788736992517267	0.655957873486638	0.437367246423394	0.877131609158763	0.91123277038501	0.763159432486065	0.956713610038175	0.853268343690046	0.864205071639274	0.85972433064495	0.872166689243023	0.668397556213831	0.863839912742745	0.89074196434478	0.471077851496952	0.873783604384043	0.757259196351875	0.810831502251734	0.264449415980097	0.651414723224239	0.831688220204971	0.909457166716899	0.927979260187811	0.898195840627489	0.410871444308432	0.882618897365766	0.81277354915456	0.902514875771086	0.872373101660654	0.372127789270089	0.827448466051036	0.883505017968479	0.433793253325747
