""	PC1	PC2
ABCD2	0.00365493271294485	-0.0767523659295883
ACSBG1	-0.0996370647971947	-0.148236718604139
ACSL3	-0.0694917869341468	-0.0501532485754095
ACSS3	0.0222895455393541	0.0159862170924815
ADAM19	-0.0912480364830503	-0.0755084536497744
ADGRE5	0.00966585083618381	0.00737366833421618
ADGRG1	-0.114038050793666	-0.0269954976812386
AKT2	-0.0767548273601602	-0.063337575007292
ANXA5	0.0263279671566278	-0.0861185338473215
APBA3	-0.0658680292773273	-0.0476489077479799
ARAP2	-0.0802154164758929	0.0152264567443375
ARAP3	-0.00868550317827776	-0.092100554512392
B3GALT1	-0.0559306202153796	-0.0278534583258736
BLM	-0.0582945657269359	0.0366239076181331
BTBD2	0.0116810774554016	0.0130889486125876
CALM1	0.0178706029662352	-0.00997739684362761
CAMK2B	-0.0119509383604941	0.011259582735656
CARMIL1	-0.0870905858863593	0.00435964069046052
CC2D1A	0.000698619679744396	0.0106452696440009
CD151	-0.0579594190693123	-0.189756357309682
CDH2	-0.0979938679837247	-0.148566139320212
CDH4	-0.065102377078958	-0.00250135999942582
CDH6	-0.0282862392159235	-0.0510134408102193
CDK6	-0.0549501117319331	-0.101046176602907
CLIP2	-0.0648359441215023	-0.00855706026213145
CREB5	-0.0889607432958965	0.0397543231897656
DAG1	-0.121130531920606	0.0204238092121746
DENND2A	-0.00473120945339073	0.00681326074992555
DLC1	-0.0346042237932399	-0.0455018561984668
DMWD	-0.0709874839654431	-0.031986021297319
DOCK6	-0.0379918166741733	-0.0396353314947265
EGFR	-0.023103171845271	-0.105070948837678
ELOVL2	-0.0266860389731439	-0.0535117003950201
EPHB4	-0.00573743044715554	-0.0739847881867756
ERCC2	-0.0645186052623689	-0.0211783799273527
EXTL3	-0.0986470668743293	-0.100943055584966
EYA2	-0.0103936717885923	-0.00330127134572692
FBXO17	-0.0161049932648916	-0.00158411916399146
FGFR3	-0.0162460760999119	-0.135931062352865
FZD3	-0.0761227954246406	-0.1145530764274
FZD7	0.00804867351692602	-0.0180114119155675
GALNT4	-0.021858011551708	-0.136459615554272
GAS1	-0.0497847764410763	-0.0284396832097412
GJA1	-0.00173637422335421	-0.164922634556578
GLG1	-0.0436574957965463	-0.00218063673138103
GLI2	-0.0125032036571538	-0.107079659839809
GNAS	-0.0389970900407648	-0.0271722260211179
GNG7	-0.0367337477612696	-0.00425732192919521
GRIK1	-0.0586110314638719	-0.0197959837417171
GRIK5	-0.0709374171717325	-0.0183082990720614
GSTK1	-0.0528867870081063	0.0338544557501958
HMG20B	-0.0708643319852479	-0.0738646195880965
HS3ST3B1	-0.0597051398981694	-0.0465516701998611
HSPBP1	-0.057389602040978	-0.0428372307965901
ILK	-0.0928210770444457	-0.165912345270705
IRF3	-0.0363246689278655	0.00200132660635934
IRS2	-0.0556581307852023	-0.0130164683843199
ITGA7	-0.0248471595738535	-0.1713568712779
ITGB8	-0.0892555556626254	0.0185585824199044
JAG1	-0.044696876563056	-0.104326367686612
JUND	-0.0359621787072575	0.00753693642931459
KCNF1	-0.01147549603969	-0.0352573434732142
KEAP1	-0.0925280593423067	-0.029759601528296
KLHDC8A	-0.00314286364602421	-0.0469760888200172
KLHL25	-0.052826782411468	-0.0762879088582227
KLHL4	-0.0176454650576995	-0.011845464731382
LAMB2	-0.00609624011992586	-0.14799231193396
LFNG	-0.0448851575558334	-0.106263537244207
LMO2	-0.019146889183316	-0.0784952670952312
LRFN3	-0.0379249700270619	0.0109182818066146
LRP10	-0.0259939530203139	-0.0189003377823217
LRP5	-0.0280258330908443	-0.00907133819386519
MAB21L1	-0.0121728982332541	-0.0167007197472304
MCC	0.016038140253953	-0.00569175326749446
MEGF8	-0.0741801450310742	-0.0612959783520158
MEIS1	-0.042995732227115	-0.030389875605092
MEOX2	0.00146095508489876	-0.00646052866565085
MLC1	0.00421793969255636	-0.0382650378645392
MYO5C	0.00194335153915066	-0.0114315469088254
NDP	-0.0438329207688911	-0.103163294397327
NES	0.00834320829114535	-0.0980129613978579
NOS2	-0.00622714792954417	-0.0276276933727798
NPAS3	-0.0958530083530396	-0.0493199276355413
NPEPL1	-0.0566102381028294	0.00342889480177474
NR2E1	-0.027580177812164	-0.0256616199162466
NR2F6	0.0128331152370561	0.00602488617117643
OSBPL3	0.0186292114461206	0.00330605868657352
PCSK5	-0.0301654941619428	-0.00240187290566618
PDGFA	-0.00951310965613002	-0.0513789781165568
PEPD	-0.0606557934841943	-0.0543956064037294
PIPOX	-0.02219116089281	-0.112561312094165
PLA2G5	0.0149878319982777	0.00770151599231355
PLIN3	0.00299854124750233	-0.0959175786883488
PMP22	-0.116214926833839	0.0920069563746948
POFUT1	-0.0512070918423785	-0.0639165276108354
POMT2	-0.0820150136958331	0.0199649972407089
PRKD2	-0.028062155595428	-0.0687741239249091
PRPF31	0.0057777821985491	0.000335370393497589
PTPN14	0.00838577717609204	0.00231165049768889
PTPRA	-0.0112717367544606	0.000427840900156712
QTRT1	0.00636608701221042	0.00772263268937201
R3HDM4	-0.00659100184694783	0.0338104476281846
RASGRP1	0.0203451621201821	0.0296912242046137
RBCK1	-0.10434028282613	-0.00716472813746539
RBM42	-0.000981599025761923	-0.00331476630050859
RFX2	-0.010370767716894	-0.0435805702897027
RFXANK	-0.0499419525053348	-0.0931190078784023
RGS12	-0.0771619226832679	-0.053315967165307
RGS6	-0.00918070221655702	0.0229797734763284
RIN1	-0.002271918170279	-0.142663745103301
SARS2	-0.0499351508175815	-0.0106379321131248
SEMA6A	-0.106214971266553	0.0406852406195971
SEMA6D	-0.101435790726691	-0.0900027463312383
SHOX2	-0.0230721524530345	-0.00977606580789516
SIPA1L1	-0.040690409508359	-0.0376395732831172
SLC12A4	-0.0916520275024853	-0.0845782207761077
SLC2A10	-0.0152747757210154	-0.0578245582969091
SLC4A4	-0.0101514081829662	-0.0609662569055317
SLC6A11	0.0108256584171765	-0.0006148360456944
SLC6A9	-0.0547252889241364	0.0553240868419216
SMO	-0.0434109457123084	-0.0436421574723063
SNTA1	0.0076633946712461	-0.0316035347909112
SOCS2	0.00238751962794151	-0.0216404465466531
SOX9	-0.0139046573715541	-0.0927569983847032
SPRY2	0.0773023711178751	0.0466412703439178
SSH3	0.014695164966661	0.0021802287672866
TBX2	-0.000405934663027641	-0.0502242843331927
TEAD3	-0.0274818885848588	-0.0462454968586471
TGFB3	-0.0294598027704403	-0.0571799636412338
TGIF2	-0.0321815482060465	-0.143347022224457
TLE2	0.000158954155559523	-0.00375512776836431
TMED1	-0.0604592756056213	-0.0620855977737639
TMEM147	-0.0894683243341959	-0.0202355073230839
TMEM161A	0.000705137443915649	0.00576298095599138
TRIB2	-0.0974370586881045	0.0242956276874354
TRIP6	-0.00252345744030157	-0.116106030213782
VAV3	-0.0622515718922679	-0.0845681232493628
VPS16	-0.0965662673994973	0.0362947046558379
WSCD1	-0.145056302077556	0.00793940641301432
ZFHX4	0.00692278330683863	-0.00647004427037378
ABAT	-0.0631811113409415	-0.0883308122389932
ACTR1A	-0.0482485731550746	-0.0115968789777679
ADGRB3	-0.00653121012703214	0.0177343777830413
ADGRL3	-0.115709875835489	0.0301693720991105
ALCAM	-0.0662037197825575	-0.0397750316809301
AMOTL2	-0.0676099072247387	-0.0262751617828344
ARHGAP33	-0.0912988513023029	0.0920960201724086
ARHGEF9	0.00197383963632555	0.0109424731688831
ASCL1	-0.0890817571432272	0.0796620277543041
ATAD5	-0.0548440543355388	-1.013475201813e-05
ATAT1	-0.105609691921556	-0.035699271223919
ATP1A3	0.0118433655018381	0.0419686898479085
BCAN	-0.121358576451489	0.100450166137527
BCL7A	-0.0224992658954792	0.0304265399590881
BCOR	-0.0518880508439832	-0.0195383604750162
BEX1	0.00264777923554385	0.0107540511771248
C1QL1	-0.0730023820441494	0.103760704808737
CAMSAP2	-0.0302196727045194	0.000304569239730248
CASK	-0.0301424420734211	-0.00993525660119637
CBX1	-0.0744208265557094	-0.0484811082876458
CDC25A	-0.0513984961817133	-0.00393415553507694
CDC7	-0.0857251473042833	0.0627540289325149
CDK5R1	-0.00264207185105561	0.0356876288259887
