	NefMES	NefAC	NefOPC	NefNPC	VerPN	VerNL	VerCL	VerMES
NefMES	0.0	2.08358912472724e-25	7.924697580351282e-24	4.478480025123247e-24	1.2635854510958268e-28	5.846864385132724e-14	7.122429689899518e-14	6.902087521927716e-15
NefAC	2.08358912472724e-25	0.0	1.1494746734757973e-83	5.952862041464446e-39	4.826057774823678e-41	6.109332796067484e-26	6.334171500668127e-34	1.132337224505833e-47
NefOPC	7.924697580351282e-24	1.1494746734757973e-83	0.0	7.25885050483967e-36	6.657722367431736e-39	6.214747333910609e-24	1.5519396790629334e-30	8.233568833381964e-42
NefNPC	4.478480025123247e-24	5.952862041464446e-39	7.25885050483967e-36	0.0	4.625889126617672e-62	7.0106243620501925e-25	6.632815625332741e-23	4.5605378183036306e-33
VerPN	1.2635854510958268e-28	4.826057774823678e-41	6.657722367431736e-39	4.625889126617672e-62	0.0	8.584325748449334e-24	1.3985171326400744e-24	2.945328561816505e-29
VerNL	5.846864385132724e-14	6.109332796067484e-26	6.214747333910609e-24	7.0106243620501925e-25	8.584325748449334e-24	0.0	6.716605288290766e-17	1.2044084891625612e-30
VerCL	7.122429689899518e-14	6.334171500668127e-34	1.5519396790629334e-30	6.632815625332741e-23	1.3985171326400744e-24	6.716605288290766e-17	0.0	1.564362531376745e-30
VerMES	6.902087521927716e-15	1.132337224505833e-47	8.233568833381964e-42	4.5605378183036306e-33	2.945328561816505e-29	1.2044084891625612e-30	1.564362531376745e-30	0.0
