	NefAC	NefMES	NefNPC	NefOPC	VerCL	VerMES	VerNL	VerPN
NefAC	1.0	0.8285714285714286	0.02857142857142857	0.2	0.3142857142857143	0.7714285714285715	0.14285714285714285	0.7714285714285715
NefMES	0.8285714285714286	1.0	-0.2571428571428571	0.14285714285714285	0.08571428571428572	0.9428571428571428	-0.2	0.9428571428571428
NefNPC	0.02857142857142857	-0.2571428571428571	1.0	-0.7714285714285715	0.8857142857142857	-0.2	0.7142857142857143	0.02857142857142857
NefOPC	0.2	0.14285714285714285	-0.7714285714285715	1.0	-0.7714285714285715	-0.02857142857142857	-0.4857142857142857	-0.14285714285714285
VerCL	0.3142857142857143	0.08571428571428572	0.8857142857142857	-0.7714285714285715	1.0	0.2	0.8285714285714286	0.3142857142857143
VerMES	0.7714285714285715	0.9428571428571428	-0.2	-0.02857142857142857	0.2	1.0	-0.08571428571428572	0.8857142857142857
VerNL	0.14285714285714285	-0.2	0.7142857142857143	-0.4857142857142857	0.8285714285714286	-0.08571428571428572	1.0	-0.08571428571428572
VerPN	0.7714285714285715	0.9428571428571428	0.02857142857142857	-0.14285714285714285	0.3142857142857143	0.8857142857142857	-0.08571428571428572	1.0
