	NefMES	NefAC	NefOPC	NefNPC	VerPN	VerNL	VerCL	VerMES	OXPHOS	GLYC	FAO	G2M	KEGG_CC	WP_CC	BIOCARTA_CC	PD-L1
NefMES	1.0	0.23407922064679715	-0.45077352136152793	-0.7306985091085318	-0.7836937487492325	-0.2344657486770063	0.29566286587759605	0.8062757376013001	-0.00039496909016688433	0.4812563717596433	0.3430443868989134	-0.3990147749047049	-0.4022262495437571	-0.4031460283634229	-0.247062481925202	0.3391692472566342
NefAC	0.23407922064679715	1.0	0.5050519772919441	-0.08919594801454762	-0.05363727292105103	-0.040701127252115	0.7395483459344648	0.10506993839121964	0.34424314025108804	0.26908981615832955	0.3840287327623343	-0.028337370876585583	-0.004709675262031945	-0.003500921270436473	-0.06856796411875649	-0.11888177584665094
NefOPC	-0.45077352136152793	0.5050519772919441	1.0	0.47388271415430666	0.5870509140171988	0.21829487431734151	0.16457161839329124	-0.502672990748384	0.28941802141830275	-0.05102527611329697	0.10832026314642176	0.1891863413563789	0.22816465728510546	0.23147459042144425	0.10103765394716711	-0.3180935642173696
NefNPC	-0.7306985091085318	-0.08919594801454762	0.47388271415430666	1.0	0.9205015649766171	0.2179724206665712	-0.16808211422099192	-0.795085569930297	0.06596165523346821	-0.23347310910290367	-0.2024829041090363	0.4158749752902242	0.45574727823430217	0.4600015785285388	0.22895368415935347	-0.48121578919538494
VerPN	-0.7836937487492325	-0.05363727292105103	0.5870509140171988	0.9205015649766171	1.0	0.25351551877497486	-0.18840218123240374	-0.833086934240471	0.08366599906159124	-0.2548263762324659	-0.2198325411046831	0.41908832006968627	0.44569606677451973	0.4486950531244968	0.22141640784286112	-0.46831538937115297
VerNL	-0.2344657486770063	-0.040701127252115	0.21829487431734151	0.2179724206665712	0.25351551877497486	1.0	-0.13279568243941825	-0.19924105080562216	0.1285043004930022	-0.11279783000651951	0.06703575727362528	-0.09248293295451897	-0.04305237283924117	-0.04100454040249235	-0.12246672030207528	-0.07544242592048248
VerCL	0.29566286587759605	0.7395483459344648	0.16457161839329124	-0.16808211422099192	-0.18840218123240374	-0.13279568243941825	1.0	0.2029349203234357	0.15821374503202196	0.19959317078957028	0.2768132885756824	-0.09025205088490491	-0.08787325942346456	-0.08618038714553727	-0.1111914011708873	-0.05312772463045438
VerMES	0.8062757376013001	0.10506993839121964	-0.502672990748384	-0.795085569930297	-0.833086934240471	-0.19924105080562216	0.2029349203234357	1.0	-0.14077218865245733	0.22303668793851153	0.21161378730060937	-0.4889140232034183	-0.5010868228800657	-0.5018164154091398	-0.2682361474740576	0.48702068141495897
OXPHOS	-0.00039496909016688433	0.34424314025108804	0.28941802141830275	0.06596165523346821	0.08366599906159124	0.1285043004930022	0.15821374503202196	-0.14077218865245733	1.0	0.37257470394508896	0.5031578497267138	0.12297375036127561	0.16715632167801384	0.16458627078506116	0.00590093261483598	-0.24255540401173645
GLYC	0.4812563717596433	0.26908981615832955	-0.05102527611329697	-0.23347310910290367	-0.2548263762324659	-0.11279783000651951	0.19959317078957028	0.22303668793851153	0.37257470394508896	1.0	0.494451056804614	0.040135712075461794	0.027541310483027	0.026234237590939413	-0.036265987006540136	-0.05668488831229635
FAO	0.3430443868989134	0.3840287327623343	0.10832026314642176	-0.2024829041090363	-0.2198325411046831	0.06703575727362528	0.2768132885756824	0.21161378730060937	0.5031578497267138	0.494451056804614	1.0	-0.07660697376702387	-0.052246677769465615	-0.0522051868220043	-0.13284932124912302	-0.02297225506857888
G2M	-0.3990147749047049	-0.028337370876585583	0.1891863413563789	0.4158749752902242	0.41908832006968627	-0.09248293295451897	-0.09025205088490491	-0.4889140232034183	0.12297375036127561	0.040135712075461794	-0.07660697376702387	1.0	0.7249037941240175	0.7189505960813408	0.4719053752345378	-0.33056350231273895
KEGG_CC	-0.4022262495437571	-0.004709675262031945	0.22816465728510546	0.45574727823430217	0.44569606677451973	-0.04305237283924117	-0.08787325942346456	-0.5010868228800657	0.16715632167801384	0.027541310483027	-0.052246677769465615	0.7249037941240175	1.0	0.9964473883691244	0.6224800073086392	-0.3524002622747441
WP_CC	-0.4031460283634229	-0.003500921270436473	0.23147459042144425	0.4600015785285388	0.4486950531244968	-0.04100454040249235	-0.08618038714553727	-0.5018164154091398	0.16458627078506116	0.026234237590939413	-0.0522051868220043	0.7189505960813408	0.9964473883691244	1.0	0.6255746903249823	-0.35173193571260536
BIOCARTA_CC	-0.247062481925202	-0.06856796411875649	0.10103765394716711	0.22895368415935347	0.22141640784286112	-0.12246672030207528	-0.1111914011708873	-0.2682361474740576	0.00590093261483598	-0.036265987006540136	-0.13284932124912302	0.4719053752345378	0.6224800073086392	0.6255746903249823	1.0	-0.12250702340147532
PD-L1	0.3391692472566342	-0.11888177584665094	-0.3180935642173696	-0.48121578919538494	-0.46831538937115297	-0.07544242592048248	-0.05312772463045438	0.48702068141495897	-0.24255540401173645	-0.05668488831229635	-0.02297225506857888	-0.33056350231273895	-0.3524002622747441	-0.35173193571260536	-0.12250702340147532	1.0
