	BIOCARTA_CC	FAO	G2M	GLYC	KEGG_CC	NefAC	NefMES	NefNPC	NefOPC	OXPHOS	PD-L1	VerCL	VerMES	VerNL	VerPN	WP_CC
BIOCARTA_CC	1.0	0.8773913043478261	0.3782608695652174	0.09826086956521739	0.7356521739130435	-0.40347826086956523	-0.12695652173913044	-0.5373913043478261	0.5043478260869565	0.7269565217391304	0.0026086956521739132	-0.4582608695652174	-0.15391304347826087	0.4434782608695652	0.21478260869565216	0.76
FAO	0.8773913043478261	1.0	0.35391304347826086	0.17130434782608694	0.697391304347826	-0.3843478260869565	0.08869565217391304	-0.5417391304347826	0.46695652173913044	0.6634782608695652	0.12956521739130436	-0.5069565217391304	-0.006956521739130435	0.38608695652173913	0.16695652173913045	0.7139130434782609
G2M	0.3782608695652174	0.35391304347826086	1.0	0.7573913043478261	0.8391304347826087	-0.66	-0.3182608695652174	0.32608695652173914	0.782608695652174	0.7495652173913043	-0.1443478260869565	-0.688695652173913	-0.6695652173913044	0.8486956521739131	0.8669565217391304	0.82
GLYC	0.09826086956521739	0.17130434782608694	0.7573913043478261	1.0	0.6060869565217392	-0.6139130434782609	-0.25130434782608696	0.42434782608695654	0.5747826086956521	0.5582608695652174	-0.09826086956521739	-0.6252173913043478	-0.548695652173913	0.788695652173913	0.7460869565217392	0.5895652173913043
KEGG_CC	0.7356521739130435	0.697391304347826	0.8391304347826087	0.6060869565217392	1.0	-0.7739130434782608	-0.3034782608695652	-0.08	0.828695652173913	0.9252173913043479	-0.12	-0.831304347826087	-0.6078260869565217	0.8321739130434782	0.7034782608695652	0.9965217391304347
NefAC	-0.40347826086956523	-0.3843478260869565	-0.66	-0.6139130434782609	-0.7739130434782608	1.0	0.4330434782608696	0.051304347826086956	-0.6878260869565217	-0.7513043478260869	0.3234782608695652	0.9069565217391304	0.7486956521739131	-0.7547826086956522	-0.6095652173913043	-0.7443478260869565
NefMES	-0.12695652173913044	0.08869565217391304	-0.3182608695652174	-0.25130434782608696	-0.3034782608695652	0.4330434782608696	1.0	-0.20695652173913043	-0.2565217391304348	-0.3173913043478261	0.7939130434782609	0.18	0.78	-0.5791304347826087	-0.47391304347826085	-0.29130434782608694
NefNPC	-0.5373913043478261	-0.5417391304347826	0.32608695652173914	0.42434782608695654	-0.08	0.051304347826086956	-0.20695652173913043	1.0	0.2382608695652174	-0.030434782608695653	-0.21739130434782608	0.10956521739130434	-0.348695652173913	0.28695652173913044	0.5504347826086956	-0.10869565217391304
NefOPC	0.5043478260869565	0.46695652173913044	0.782608695652174	0.5747826086956521	0.828695652173913	-0.6878260869565217	-0.2565217391304348	0.2382608695652174	1.0	0.8678260869565217	-0.18434782608695652	-0.7269565217391304	-0.6643478260869565	0.7921739130434783	0.8556521739130435	0.8095652173913044
OXPHOS	0.7269565217391304	0.6634782608695652	0.7495652173913043	0.5582608695652174	0.9252173913043479	-0.7513043478260869	-0.3173913043478261	-0.030434782608695653	0.8678260869565217	1.0	-0.2382608695652174	-0.7391304347826086	-0.6278260869565218	0.8260869565217391	0.7278260869565217	0.9165217391304348
PD-L1	0.0026086956521739132	0.12956521739130436	-0.1443478260869565	-0.09826086956521739	-0.12	0.3234782608695652	0.7939130434782609	-0.21739130434782608	-0.18434782608695652	-0.2382608695652174	1.0	0.12521739130434784	0.6591304347826087	-0.4165217391304348	-0.3695652173913043	-0.11043478260869566
VerCL	-0.4582608695652174	-0.5069565217391304	-0.688695652173913	-0.6252173913043478	-0.831304347826087	0.9069565217391304	0.18	0.10956521739130434	-0.7269565217391304	-0.7391304347826086	0.12521739130434784	1.0	0.62	-0.6791304347826087	-0.5660869565217391	-0.8156521739130435
VerMES	-0.15391304347826087	-0.006956521739130435	-0.6695652173913044	-0.548695652173913	-0.6078260869565217	0.7486956521739131	0.78	-0.348695652173913	-0.6643478260869565	-0.6278260869565218	0.6591304347826087	0.62	1.0	-0.7782608695652173	-0.7834782608695652	-0.5834782608695652
VerNL	0.4434782608695652	0.38608695652173913	0.8486956521739131	0.788695652173913	0.8321739130434782	-0.7547826086956522	-0.5791304347826087	0.28695652173913044	0.7921739130434783	0.8260869565217391	-0.4165217391304348	-0.6791304347826087	-0.7782608695652173	1.0	0.8930434782608696	0.8130434782608695
VerPN	0.21478260869565216	0.16695652173913045	0.8669565217391304	0.7460869565217392	0.7034782608695652	-0.6095652173913043	-0.47391304347826085	0.5504347826086956	0.8556521739130435	0.7278260869565217	-0.3695652173913043	-0.5660869565217391	-0.7834782608695652	0.8930434782608696	1.0	0.6756521739130434
WP_CC	0.76	0.7139130434782609	0.82	0.5895652173913043	0.9965217391304347	-0.7443478260869565	-0.29130434782608694	-0.10869565217391304	0.8095652173913044	0.9165217391304348	-0.11043478260869566	-0.8156521739130435	-0.5834782608695652	0.8130434782608695	0.6756521739130434	1.0
