Signature,Swaps,Swap_pct,PC1_Var,PC2_Var,PC3_Var,PC4_Var
NefNPC,89,100,0.199506132443287,0.0867753148256968,0.0857654285926806,0.0506202386532521
NefNPC,89,100,0.199506132443287,0.0867753148256968,0.0857654285926806,0.0506202386532521
NefNPC,89,100,0.199506132443287,0.0867753148256968,0.0857654285926806,0.0506202386532521
NefNPC,89,100,0.199506132443287,0.0867753148256968,0.0857654285926806,0.0506202386532521
NefNPC,89,100,0.199506132443287,0.0867753148256968,0.0857654285926806,0.0506202386532521
NefNPC,89,100,0.199506132443287,0.0867753148256968,0.0857654285926806,0.0506202386532521
NefNPC,89,100,0.199506132443287,0.0867753148256968,0.0857654285926806,0.0506202386532521
NefNPC,89,100,0.199506132443287,0.0867753148256968,0.0857654285926806,0.0506202386532521
NefNPC,89,100,0.199506132443287,0.0867753148256968,0.0857654285926806,0.0506202386532521
NefNPC,89,100,0.199506132443287,0.0867753148256968,0.0857654285926806,0.0506202386532521
NefNPC,80,90,0.196656232495617,0.0860479857056379,0.0839988081097116,0.0503746648392794
NefNPC,80,90,0.197537324459791,0.0874524703186164,0.0847261766328975,0.0497435660427378
NefNPC,80,90,0.197277155093263,0.0851020693060342,0.0838558834308733,0.0517216487471299
NefNPC,80,90,0.20054919905311,0.0875959468530113,0.0826575489908031,0.0498640307094922
NefNPC,80,90,0.203301220164714,0.0881734951454022,0.0837499221853825,0.049944127391177
NefNPC,80,90,0.199733614650273,0.086437607329907,0.0848013244293774,0.0487744797320065
NefNPC,80,90,0.199314154878666,0.0869744890801106,0.0851212312479436,0.049723384338389
NefNPC,80,90,0.197079538531739,0.086905140445183,0.0833002720159319,0.0500533358727815
NefNPC,80,90,0.196551225347525,0.0860067141583155,0.0828138506678784,0.049805512264208
NefNPC,80,90,0.199833817576374,0.0860944408754653,0.0842578413632251,0.0489902711425553
NefNPC,71,80,0.202105509894037,0.0850368320002733,0.0807227929615514,0.0471056358415539
NefNPC,71,80,0.196178078103313,0.0866843356266136,0.081337445542477,0.0485441785008553
NefNPC,71,80,0.195527014806988,0.0861107517443806,0.0822031278308536,0.0486471977228187
NefNPC,71,80,0.201554881450274,0.0855211109736186,0.0826194120502209,0.0492853764400244
NefNPC,71,80,0.201072852348533,0.0893598932487504,0.082057140746427,0.0479127532113263
NefNPC,71,80,0.196170061800163,0.0862384361790988,0.0840298875740586,0.0479647776625992
NefNPC,71,80,0.200939499019618,0.0878883035150771,0.0817524456115337,0.0487924793823665
NefNPC,71,80,0.200525966555715,0.0854882970530362,0.0812808609649703,0.047538306094178
NefNPC,71,80,0.19641739128741,0.0864255843360116,0.0806427055358271,0.0496095880591783
NefNPC,71,80,0.199326919641227,0.0889971856412222,0.0813135720912605,0.0484975856554397
NefNPC,62,70,0.199658907577652,0.0858966409431093,0.0803017964030324,0.0487443937045077
NefNPC,62,70,0.194375110122868,0.0861520201390631,0.079312428587695,0.0489927712890336
NefNPC,62,70,0.197033580987512,0.0876210299347155,0.0796102217116678,0.0475191591992266
NefNPC,62,70,0.200141566062701,0.0873599296768981,0.0809273457372896,0.0486519938993135
NefNPC,62,70,0.197900985862675,0.0862715758366308,0.0805420121026758,0.0464752271025199
NefNPC,62,70,0.194020940794632,0.0855649105859184,0.0796731728398537,0.0482743407240047
NefNPC,62,70,0.197684927572321,0.0875367798198845,0.0784247448623335,0.0476545903591913
NefNPC,62,70,0.197233460183984,0.0877619734607315,0.0804183013111829,0.048082209153003
NefNPC,62,70,0.197683026996505,0.0852394207776281,0.0793370960545267,0.047164589819871
NefNPC,62,70,0.197870710230146,0.0870542007688544,0.081304811038964,0.0488081954818092
NefNPC,53,60,0.198271884639867,0.0864152364143789,0.078282043117781,0.048059681016158
NefNPC,53,60,0.20011117062163,0.0833237952712455,0.0787286243046447,0.0484469261131984
NefNPC,53,60,0.198018764428356,0.0857125126117932,0.0799646917519756,0.0472975715792762
NefNPC,53,60,0.19625064206038,0.0842582558706049,0.078747756702198,0.0487881130040103
NefNPC,53,60,0.202487728964995,0.0846972808467229,0.0775042632398467,0.0468678360666651
NefNPC,53,60,0.200118426515752,0.0856890450463037,0.0784497299883062,0.0459682374402107
NefNPC,53,60,0.197928229822683,0.0851800711479861,0.0782470072800886,0.0484709810235894
NefNPC,53,60,0.19932244160932,0.0882490482017924,0.0772117808203795,0.0471800670808033
NefNPC,53,60,0.190460414459009,0.0847274409649225,0.0791420761211516,0.0468162684103822
NefNPC,53,60,0.200351004347171,0.0863655222833897,0.0784763810182244,0.0455627895705101
NefNPC,44,50,0.200401961069034,0.0832029722322608,0.0767613853331314,0.0486773552470987
NefNPC,44,50,0.203961411062821,0.08407495723948,0.0776098528521866,0.0462050803477543
NefNPC,44,50,0.195592678865249,0.0829526658042531,0.0763795036955879,0.0468742977057926
NefNPC,44,50,0.206796123596489,0.0851678114572483,0.0782301144231874,0.0476827074349601
NefNPC,44,50,0.198187376589778,0.0851693194209409,0.076316042058875,0.0471015839017787
NefNPC,44,50,0.202688490338856,0.0876633915108145,0.0774409560121159,0.0483359333096257
NefNPC,44,50,0.20195585297904,0.0820251806537364,0.0784406476780074,0.0494627209326559
NefNPC,44,50,0.19974237733172,0.0847623265322486,0.0766341885607225,0.0477601152318443
NefNPC,44,50,0.204856673456557,0.0841185410205528,0.0758954114120973,0.0472628508157874
NefNPC,44,50,0.200846950097881,0.0843313274183275,0.0779316787015525,0.0482817438527255
NefNPC,36,40,0.205927871844064,0.0846868446359828,0.0741863873634742,0.0472057604646776
NefNPC,36,40,0.19954961305616,0.0841258608970591,0.0760383034142375,0.0474342795277712
NefNPC,36,40,0.201946203873105,0.0838653658447435,0.0757462075967684,0.0466287980385398
NefNPC,36,40,0.19921474274743,0.0871120437244934,0.0764312889485968,0.0450921815759608
NefNPC,36,40,0.206188042826466,0.0825676496478509,0.0747685540379042,0.0462622753218398
NefNPC,36,40,0.198444177081936,0.0848480272146166,0.0751431306946252,0.0465569190016568
NefNPC,36,40,0.20030512822175,0.0864426480891152,0.0745628813403326,0.0458045802864224
NefNPC,36,40,0.198704461286863,0.0840115561848025,0.0748866411047033,0.0480750986474518
NefNPC,36,40,0.195990751733916,0.0838598365894758,0.0764249804740612,0.046228307982052
NefNPC,36,40,0.205134255846014,0.0859019903358894,0.0746226477703863,0.0458263473893579
NefNPC,27,30,0.20739751683687,0.0850642810355925,0.0735425479391705,0.0461843146712285
NefNPC,27,30,0.203533182699159,0.0854308294791951,0.0744278378585347,0.045466070429634
NefNPC,27,30,0.203462144992835,0.0839921748549928,0.073958536627635,0.0469137532881335
NefNPC,27,30,0.199958051450818,0.0822561083994345,0.074367474625124,0.0449178432587837
NefNPC,27,30,0.205260031731354,0.0844953595743724,0.0732915273865711,0.0451732322799228
NefNPC,27,30,0.202446734722462,0.0836723163820313,0.0739019290123283,0.0469323326447195
NefNPC,27,30,0.200257953471466,0.0840471324202548,0.0752817622634046,0.0470264429595214
NefNPC,27,30,0.202168061152009,0.084023693465689,0.0746009921138803,0.0463554406216302
NefNPC,27,30,0.208652366988841,0.0839819813062728,0.074012410050704,0.0461016367936522
NefNPC,27,30,0.202502853993315,0.0847051277003443,0.073771984090579,0.0450801740073183
NefNPC,18,20,0.207460417023882,0.0827730838071133,0.0737895588934685,0.0458768092805537
NefNPC,18,20,0.208335477039897,0.0825838667499444,0.0742133321028223,0.0454330818050342
NefNPC,18,20,0.201729982843304,0.0822955184127865,0.0743461860511919,0.0457953820813008
NefNPC,18,20,0.207746313666532,0.083238102139332,0.0725234428832239,0.0448421911313264
NefNPC,18,20,0.205525231809874,0.0819727846124884,0.0745668438559758,0.0466558633147333
NefNPC,18,20,0.201590149930598,0.0817820388657777,0.0739571178608936,0.0457304955778363
NefNPC,18,20,0.203597626246874,0.0825569527162912,0.0738552697612415,0.0455731912637591
NefNPC,18,20,0.205674362242473,0.0815640840766732,0.0740847359897997,0.0465434458267457
NefNPC,18,20,0.20618018395907,0.0834125110883453,0.0742870234936453,0.0456800082480586
NefNPC,18,20,0.205517224036572,0.0831304052821445,0.0729041402000433,0.0454338944117503
NefNPC,9,10,0.20993298468449,0.0815760463144167,0.072655858172776,0.0450283693685576
NefNPC,9,10,0.208272317589532,0.0815745533847105,0.0728057256337357,0.0455133124186716
NefNPC,9,10,0.211956049554528,0.0816003498601981,0.0726569658712621,0.0454779150664664
NefNPC,9,10,0.209126297898908,0.0812797659025683,0.0724085082687709,0.0451194902175155
NefNPC,9,10,0.21116236430027,0.0824401082957895,0.0718936613262323,0.045216362250108
NefNPC,9,10,0.209377287182221,0.0825491118014069,0.0711663813390076,0.0451286919815447
NefNPC,9,10,0.207263320401188,0.0828790753568786,0.0720362270310999,0.0444953499971985
NefNPC,9,10,0.206395595115337,0.0815814827029621,0.0729896491095566,0.0452512750314012
NefNPC,9,10,0.210122070501696,0.0812392957201312,0.0728584126643948,0.0455695945048973
NefNPC,9,10,0.207957784472644,0.0823448643569247,0.0725828389525181,0.0448663797897454
NefNPC,0,0,0.210719036241346,0.0811502911744295,0.0717228982198665,0.0447426982710374
NefNPC,0,0,0.210719036241346,0.0811502911744295,0.0717228982198665,0.0447426982710374
NefNPC,0,0,0.210719036241346,0.0811502911744295,0.0717228982198665,0.0447426982710374
NefNPC,0,0,0.210719036241346,0.0811502911744295,0.0717228982198665,0.0447426982710374
NefNPC,0,0,0.210719036241346,0.0811502911744295,0.0717228982198665,0.0447426982710374
NefNPC,0,0,0.210719036241346,0.0811502911744295,0.0717228982198665,0.0447426982710374
NefNPC,0,0,0.210719036241346,0.0811502911744295,0.0717228982198665,0.0447426982710374
NefNPC,0,0,0.210719036241346,0.0811502911744295,0.0717228982198665,0.0447426982710374
NefNPC,0,0,0.210719036241346,0.0811502911744295,0.0717228982198665,0.0447426982710374
NefNPC,0,0,0.210719036241346,0.0811502911744295,0.0717228982198665,0.0447426982710374
NefOPC,50,100,0.211598627284856,0.0890953906486013,0.0737015700308162,0.0460768617782349
NefOPC,50,100,0.211598627284856,0.0890953906486013,0.0737015700308162,0.0460768617782349
NefOPC,50,100,0.211598627284856,0.0890953906486013,0.0737015700308162,0.0460768617782349
NefOPC,50,100,0.211598627284856,0.0890953906486013,0.0737015700308162,0.0460768617782349
NefOPC,50,100,0.211598627284856,0.0890953906486013,0.0737015700308162,0.0460768617782349
NefOPC,50,100,0.211598627284856,0.0890953906486013,0.0737015700308162,0.0460768617782349
NefOPC,50,100,0.211598627284856,0.0890953906486013,0.0737015700308162,0.0460768617782349
NefOPC,50,100,0.211598627284856,0.0890953906486013,0.0737015700308162,0.0460768617782349
NefOPC,50,100,0.211598627284856,0.0890953906486013,0.0737015700308162,0.0460768617782349
NefOPC,50,100,0.211598627284856,0.0890953906486013,0.0737015700308162,0.0460768617782349
NefOPC,45,90,0.212613025647906,0.0881092300568511,0.0749657514614462,0.0459407773064989
NefOPC,45,90,0.21096734773789,0.0880314951470324,0.0731524058015577,0.0454830767444238
NefOPC,45,90,0.210528339294578,0.0880278453335071,0.073413883468096,0.0463978397027694
NefOPC,45,90,0.211547358011922,0.088148222801403,0.0746021456565679,0.0465999764878064
NefOPC,45,90,0.21210892235822,0.0882905781258236,0.0730731066707823,0.0463049479497223
NefOPC,45,90,0.211558895124437,0.0878362356519157,0.0735029491292723,0.0457746554447375
NefOPC,45,90,0.211594404351416,0.0882720102012896,0.0731041561699509,0.045878193112012
NefOPC,45,90,0.210615790941135,0.087754404052842,0.0731042042688826,0.0466203896660103
NefOPC,45,90,0.210993781440118,0.0884164897774365,0.073007354829019,0.0465033433735184
NefOPC,45,90,0.211730445540639,0.0878794947496781,0.0725881881537693,0.0455143350166072
NefOPC,40,80,0.21048170386814,0.0880082633841765,0.0747366522751392,0.0462109839800255
NefOPC,40,80,0.21116460157838,0.0874502777699299,0.0737175525074788,0.0457400019410978
NefOPC,40,80,0.210975189071622,0.0868844484546403,0.072334250492345,0.0453440793937688
NefOPC,40,80,0.209095818027903,0.0873739709092969,0.0724973037462122,0.0462812245561981
NefOPC,40,80,0.211081939162607,0.0875395009479964,0.073776029472417,0.0463670253508383
NefOPC,40,80,0.210663899727506,0.0880140912172508,0.0718907374566255,0.0468581650930093
NefOPC,40,80,0.207570882597456,0.0871584193246359,0.0741693852314033,0.045609427917325
NefOPC,40,80,0.211826406411269,0.0875866603219507,0.072847891647349,0.0459231981305403
NefOPC,40,80,0.212145615024883,0.0873204820377169,0.0744292294438087,0.0456282536872926
NefOPC,40,80,0.20934980519647,0.0872522319453508,0.0744485027562342,0.0456901608112926
NefOPC,35,70,0.211282022476472,0.0854633404147853,0.0734694606936889,0.0462652739149085
NefOPC,35,70,0.212067079462024,0.0873463016384391,0.0730550324696877,0.0453553456961185
NefOPC,35,70,0.208430966544035,0.0859062640639933,0.0718648450555145,0.0461964812698892
NefOPC,35,70,0.209449114160599,0.0856997814303494,0.0714278604071575,0.0456207673916353
NefOPC,35,70,0.21097622598167,0.0860210744156157,0.0727706727395587,0.0461331496281556
NefOPC,35,70,0.214022782311848,0.0870997253685899,0.0725724191440537,0.0455060235547141
NefOPC,35,70,0.211735180104708,0.0848650091455046,0.0725221913220776,0.0455221854144433
NefOPC,35,70,0.211033202654824,0.0869005659798779,0.0739449615947337,0.0454317588682074
NefOPC,35,70,0.213098986992103,0.0869474383823016,0.0743076437297183,0.0454406565252455
NefOPC,35,70,0.209504283284369,0.0860043440916298,0.0719285270687951,0.045835349238784
NefOPC,30,60,0.209280472962542,0.0864183290636451,0.0725130652858556,0.0453871141483246
NefOPC,30,60,0.208926175704668,0.0853942562842639,0.0727620369063109,0.0454532983854579
NefOPC,30,60,0.211644333289793,0.0859445414621072,0.0736040961594492,0.0453170895988143
NefOPC,30,60,0.211551261413542,0.084909159471359,0.0712959330080306,0.0456779554292201
NefOPC,30,60,0.213037018601519,0.0848619681763652,0.0734660302519108,0.0450285235070968
NefOPC,30,60,0.210780629243692,0.0860984461734824,0.0717892207838798,0.0456947611958937
NefOPC,30,60,0.210503508107189,0.0858467420034233,0.0735500513501409,0.0449387811651433
NefOPC,30,60,0.20858202175041,0.0860440243062985,0.0741061220011171,0.0455129086059866
NefOPC,30,60,0.209906785560676,0.0853497570788212,0.0738181667966241,0.0456514771818406
NefOPC,30,60,0.210242390254403,0.0865999328706592,0.072376385093348,0.0456700679800421
NefOPC,25,50,0.210363897633498,0.0833268328262454,0.0730775072157536,0.0453527621155749
NefOPC,25,50,0.208935227758856,0.0845712481088497,0.0730663062734929,0.0454247696411443
NefOPC,25,50,0.211621753466791,0.0840895933471204,0.072661932097411,0.0456276026046281
NefOPC,25,50,0.209410755174368,0.085240875931575,0.0733679034004037,0.045881731875777
NefOPC,25,50,0.208672153780923,0.0845977672092882,0.0754529188737795,0.0445336235422974
NefOPC,25,50,0.210094990763743,0.0843217015286869,0.0722736944530744,0.0453390230725015
NefOPC,25,50,0.209929675438652,0.0845876320036626,0.0714106551831016,0.045208359589994
NefOPC,25,50,0.21169334360047,0.0842434471744548,0.0733398699648965,0.045136650212602
NefOPC,25,50,0.209965572288387,0.0842199038434636,0.0718473176814258,0.045370357154549
NefOPC,25,50,0.212892186496756,0.0853117032545548,0.0725107864665901,0.0448126632386284
NefOPC,20,40,0.209156123234185,0.0834621046474083,0.0726382692248019,0.0452681580698431
NefOPC,20,40,0.209542654674515,0.0838876938040102,0.0713936449146427,0.0450442064670551
NefOPC,20,40,0.214608954561568,0.0837604890418069,0.07216378748619,0.0441086881055459
NefOPC,20,40,0.207831144797921,0.0830589113217089,0.0725516197260553,0.0453268945103902
NefOPC,20,40,0.211376563738632,0.0840562456946623,0.0718466512855262,0.04523969281458
NefOPC,20,40,0.211363691703942,0.0845057117362017,0.074427008782547,0.0451907750126057
NefOPC,20,40,0.208914642894926,0.0842484411323824,0.072636810366332,0.0448771924871531
NefOPC,20,40,0.209707499942148,0.084958705820969,0.0737390884414801,0.0460876727044295
NefOPC,20,40,0.208211805862973,0.0840185945006783,0.0722023592355028,0.0455901345521009
