	NefMES	NefAC	NefOPC	NefNPC	VerPN	VerNL	VerCL	VerMES	OXPHOS	GLYC	FAO	G2M	KEGG_CC	WP_CC	BIOCARTA_CC	PD-L1
NefMES	0.0	0.0	0.8965750292126518	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1573453768143474e-308	0.33051473652288554	0.8244409554811252	2.7368263735841026e-23	3.5490641427553335e-58
NefAC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.847153663636446e-91
NefOPC	0.8965750292126518	0.0	0.0	0.0	0.0	0.0	1.7163716989172286e-288	0.0	0.0	9.892833325167238e-238	0.0	1.312036790698131e-10	3.9095106687787907e-29	1.7751500362653197e-36	1.4265017616835438e-31	0.0
NefNPC	0.0	0.0	0.0	0.0	0.0	0.051461036559729514	0.0	0.0	2.444578359574636e-115	1.221448148644398e-14	3.245576430597829e-53	0.0	0.0	0.0	0.0	0.0
VerPN	0.0	0.0	0.0	0.0	0.0	3.7296064698366676e-05	2.8473870275543754e-274	0.0	1.348668536345802e-18	0.04370053061226577	7.975705765180284e-148	0.0	0.0	0.0	0.0	0.0
VerNL	0.0	0.0	0.0	0.051461036559729514	3.7296064698366676e-05	0.0	2.7111269071549346e-63	1.9777285268220563e-11	0.0	1.0027167888983764e-223	0.0	0.0	1.755445459775711e-69	4.663543616550696e-63	4.617040570688532e-270	1.76659295833012e-207
VerCL	0.0	0.0	1.7163716989172286e-288	0.0	2.8473870275543754e-274	2.7111269071549346e-63	0.0	0.0	0.0	0.0	0.0	0.0	4.821883371132335e-234	5.879242885565075e-211	0.010184090201675145	3.6875021487594766e-53
VerMES	0.0	0.0	0.0	0.0	0.0	1.9777285268220563e-11	0.0	0.0	0.644714448164374	2.423152165671263e-83	0.0	0.0	0.0	0.0	0.0	0.0
OXPHOS	0.0	0.0	0.0	2.444578359574636e-115	1.348668536345802e-18	0.0	0.0	0.644714448164374	0.0	0.0	0.0	8.454385605970743e-147	0.0	0.0	0.0	0.0
GLYC	0.0	0.0	9.892833325167238e-238	1.221448148644398e-14	0.04370053061226577	1.0027167888983764e-223	0.0	2.423152165671263e-83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FAO	0.0	0.0	0.0	3.245576430597829e-53	7.975705765180284e-148	0.0	0.0	0.0	0.0	0.0	0.0	1.1608133062626959e-21	1.0020509937735368e-297	0.0	1.3465691576890204e-27	0.0
G2M	1.1573453768143474e-308	0.0	1.312036790698131e-10	0.0	0.0	0.0	0.0	0.0	8.454385605970743e-147	0.0	1.1608133062626959e-21	0.0	0.0	0.0	0.0	0.0
KEGG_CC	0.33051473652288554	0.0	3.9095106687787907e-29	0.0	0.0	1.755445459775711e-69	4.821883371132335e-234	0.0	0.0	0.0	1.0020509937735368e-297	0.0	0.0	0.0	0.0	0.0
WP_CC	0.8244409554811252	0.0	1.7751500362653197e-36	0.0	0.0	4.663543616550696e-63	5.879242885565075e-211	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BIOCARTA_CC	2.7368263735841026e-23	0.0	1.4265017616835438e-31	0.0	0.0	4.617040570688532e-270	0.010184090201675145	0.0	0.0	0.0	1.3465691576890204e-27	0.0	0.0	0.0	0.0	0.0
PD-L1	3.5490641427553335e-58	9.847153663636446e-91	0.0	0.0	0.0	1.76659295833012e-207	3.6875021487594766e-53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
