G1	G2	Consistency
NefMES	NefAC	0.10632653778817575
NefMES	NefOPC	0.1753553659153949
NefMES	NefNPC	0.25224668205065415
NefAC	NefOPC	0.07029695811148268
NefAC	NefNPC	0.14847411033592542
NefOPC	NefNPC	0.03459280073077117
