Name,BIOCARTA_CC,FAO,G2M,GLYC,KEGG_CC,NefAC,NefMES,NefNPC,NefOPC,OXPHOS,PD-L1,VerCL,VerMES,VerNL,VerPN,WP_CC
OtB8856,0.9001719261400293,0.7010413213794868,0.9420032784488468,0.743224485299805,0.89607832098677,0.9988735485878467,0.8677838809061011,0.8743043794203009,0.837063108640373,0.9579472419303948,0.19916834401451539,0.8675659717253216,0.4912422061436121,0.5251125912342746,0.7467393386297921,0.8967193494711546
OtB8857,0.8969044718117799,0.7063779705836498,0.9385094060202135,0.7480347952111508,0.8880041284590654,1.0218944372395664,0.9020379098231914,0.8909124900847061,0.8176421650536054,0.9375913600303973,0.19701083037334124,0.8630044563816973,0.4973141815842766,0.5290349937702719,0.7542964030073969,0.888367331183457
OtB8858,0.9037796034191599,0.7007682191256338,0.9422559888154247,0.7529259437783294,0.8940357352237931,1.0188490084315762,0.876043559516716,0.8881288371893883,0.8499455282776675,0.9512580402655502,0.16130683369982898,0.865232163399945,0.49823669461812414,0.5168571430218472,0.7607805287412446,0.8941078973096435
OtB8859,0.9005285414340005,0.7178119688605874,0.9401028050894669,0.7622747140052988,0.8952861892061423,1.0282196078407335,0.9183631547061422,0.8536472215871296,0.8399403693142655,0.9539285533627021,0.218720314003513,0.8737753265850761,0.5164137659919126,0.5264942101467008,0.7264089087769031,0.8962576994569358
OtB8860,0.9065036203332341,0.7055878131644323,0.9388472534500334,0.74634470801877,0.8942557904850795,1.016742639404355,0.8818477717805981,0.8734797921847245,0.7985669627498443,0.9520228724852947,0.11375441233476151,0.8570218757172616,0.4993469719357026,0.5256124229539414,0.7466793055675839,0.8951650274416784
OtB8861,0.9012102162349201,0.7016215928673013,0.9307055302442887,0.7538598573564241,0.8871732773894528,1.027078668462797,0.9080000775449082,0.8650080248333515,0.78398449347139,0.942468742253978,0.15397690950532275,0.8567117267089522,0.5033299145553951,0.5216771930995207,0.7434919501097561,0.887894052167382
OtB8862,0.8835589769661008,0.6801205246588005,0.920892485121164,0.7698531412639503,0.8744028639108153,0.9484895980584912,0.8862836634193697,0.8065717495214834,0.7640701280553214,0.9404252682910064,0.12370721064237455,0.842134007123872,0.47944040979966923,0.5042910087163828,0.7244435259947946,0.874386061170951
OtB8863,0.8968935158616216,0.6973398931224659,0.9350972462993278,0.7527621794176335,0.8905941455687405,0.9573670214027349,0.8354838437655453,0.8494120034003289,0.8297726137949353,0.9504938665907409,0.02821960784073358,0.82861759968246,0.47135101127644335,0.521199970050597,0.7485114477771255,0.8906159606601283
OtB8864,0.8593716049417258,0.7025614517291432,0.9104844566162713,0.774035046717287,0.8667727892439767,0.9666307211366836,0.9127603882362256,0.8254942911634676,0.7875651177760372,0.9234064397039332,0.14385058711830404,0.8359511590147962,0.4790217916801157,0.49324696245264665,0.710370841817966,0.8674659380854278
OtB8865,0.8451365071900147,0.67291425670303,0.9118111653540539,0.7528348843750345,0.8592024199916478,0.9776148964348876,0.9250785960272665,0.8514981524462034,0.7448616606738074,0.9279213586421386,0.10629515800794456,0.8307424520079606,0.47673604469145725,0.48187697747582914,0.705369725102222,0.8597721748742847
OtB8866,0.8486823669714203,0.6735952843529459,0.914161044173824,0.7266311498158617,0.8737512044047059,0.9812514444913677,0.8600338465025992,0.7972474128710958,0.8178849150933016,0.941415136770157,0.10004489469480453,0.8421481368589275,0.47200670114675336,0.48061464601244275,0.7024739139877083,0.8740204025626213
OtC0400,0.8994552824051725,0.70019637312058,0.9441677894050257,0.7387669458700765,0.8933197701404764,0.9409490603083925,0.8355735294730584,0.8367983145922833,0.8041089660326965,0.9483016435907452,0.052306392299975996,0.8102558665459382,0.4435048290902374,0.5133335750672903,0.743606774885673,0.8931464233552744
OtC0401,0.8764595925037599,0.7040641091402798,0.9277452254098072,0.7347572277401154,0.882315132422659,0.92290581845782,0.8340253687482907,0.8108070155445869,0.7648703243236139,0.9451675150460142,0.06853819451900718,0.8206912668419148,0.4449787025257565,0.48984331956495064,0.7037851517725779,0.8823302539839556
OtC1042,0.9063878832922303,0.7107740408855295,0.943743898877998,0.7551233058670302,0.8966740791638667,0.9775294589965143,0.8707867047436555,0.8518856799595854,0.7843474730062653,0.9545613661640316,0.15097822347478992,0.851455841548183,0.49717473409159096,0.5195705912623184,0.7298142767623935,0.8969941691497734
OtC1095,0.8809954022926498,0.6666524567558648,0.943499927204844,0.7182260797696682,0.8823437392251332,0.9376614252934291,0.7974402433636713,0.8120717909386908,0.7884636109703834,0.9191859298164786,0.07372189033254922,0.8341861009680381,0.40914377647448286,0.47333353543594026,0.7183517931190451,0.8824826115989377
core4,0.8204140004808785,0.7153661238379966,0.9164490028884021,0.7170150671510214,0.8411396027856883,1.001009516730662,0.8210852115162585,0.7414209092239281,0.7560494624811043,0.9141995776346683,0.11002826095107802,0.8618899896501562,0.4595902431706301,0.4498546227630567,0.6249032018173268,0.8423735553910456
core5,0.7961012827545312,0.7134957638034838,0.9118764014945234,0.7234688911865478,0.8380210093581393,1.0007751794379967,0.8563216924591246,0.7361279471981355,0.7430145505383393,0.9205196362567498,0.1203205063204976,0.8640547430912373,0.49684378950832553,0.487768980722806,0.6309370135034387,0.839207816269079
core6,0.7806066936051734,0.7126810444929618,0.8971652567529952,0.7509522094731854,0.8266247215938191,0.9837083898850947,0.9170246305464026,0.7244161808022777,0.7301681389089699,0.9104095712792442,0.1031653817737227,0.8611926538389024,0.5089596459518605,0.4654304298816582,0.610209470246504,0.8284679849252853
edge2,0.7281122519768024,0.6972296335290677,0.8305929868600104,0.7307102505610062,0.7788655231790509,1.0130703294813501,0.9049203131693994,0.7188038623636939,0.7441024986799104,0.9230133450033035,0.1620223227219949,0.8324683494738386,0.4745853340682352,0.4304539791559695,0.5794081396991574,0.7822581033060017
edge3,0.7806537223672708,0.7045675906748462,0.9103906470301271,0.7111795301841789,0.829539128627559,1.0119032425707208,0.8511897435650077,0.7589240882555568,0.7890663004445356,0.9157206594015574,0.187080836505862,0.8545458749250743,0.46247097673568266,0.4441413600542276,0.6435502841113556,0.8300891097852532
edge6,0.7507338290512879,0.7105394380474659,0.8200362740136738,0.7262195211685859,0.7756119800239349,0.9941722499412708,0.8813077862465235,0.6863446826768582,0.7239142716871908,0.9156394526023033,0.1335963451987694,0.8551859788650421,0.48592957730800884,0.44350916324631845,0.5687382071949679,0.7791650667567362
