	BIOCARTA_CC	FAO	G2M	GLYC	KEGG_CC	NefAC	NefMES	NefNPC	NefOPC	OXPHOS	VerCL	VerMES	VerNL	VerPN	WP_CC
BIOCARTA_CC	0.0	0.03655276105286081	0.028004939153071794	0.020815127253525276	0.03655276105286081	0.6103444156452669	0.00026040002438725105	0.1389599571607067	0.5701563208157683	0.028004939153071794	0.735764859879812	0.006530017254715292	0.01017554012345675	0.057990318164572716	0.03655276105286081
FAO	0.03655276105286081	0.0	0.03655276105286081	0.00026040002438725105	0.01017554012345675	0.4927262450169573	0.020815127253525276	0.4556448907375822	0.3198886412288162	0.0020082755054294677	0.38512064355625636	0.057990318164572716	0.1389599571607067	0.5701563208157683	0.01017554012345675
G2M	0.028004939153071794	0.03655276105286081	0.0	0.014902667686230067	0.0020082755054294677	0.8665262706759088	0.057990318164572716	0.08555889101267318	0.8225054302036114	0.01017554012345675	1.0	0.04652823228416724	0.03655276105286081	0.08555889101267318	0.0020082755054294677
GLYC	0.020815127253525276	0.00026040002438725105	0.014902667686230067	0.0	0.006530017254715292	0.4556448907375822	0.03655276105286081	0.530922861565801	0.38512064355625636	0.0020082755054294677	0.3198886412288162	0.08555889101267318	0.11952980613879259	0.38512064355625636	0.006530017254715292
KEGG_CC	0.03655276105286081	0.01017554012345675	0.0020082755054294677	0.006530017254715292	0.0	0.6514014957024814	0.04652823228416724	0.1017330374542646	0.7788857260523797	0.03655276105286081	0.693238811728395	0.11952980613879259	0.028004939153071794	0.1389599571607067	0.0
NefAC	0.6103444156452669	0.4927262450169573	0.8665262706759088	0.4556448907375822	0.6514014957024814	0.0	0.5701563208157683	0.2894032248467901	0.0038503204637324014	0.9553740118158807	0.0008629681828999769	0.38512064355625636	0.6514014957024814	0.4197530864197531	0.6514014957024814
NefMES	0.00026040002438725105	0.020815127253525276	0.057990318164572716	0.03655276105286081	0.04652823228416724	0.5701563208157683	0.0	0.1017330374542646	0.6514014957024814	0.028004939153071794	0.6514014957024814	0.0020082755054294677	0.014902667686230067	0.1389599571607067	0.04652823228416724
NefNPC	0.1389599571607067	0.4556448907375822	0.08555889101267318	0.530922861565801	0.1017330374542646	0.2894032248467901	0.1017330374542646	0.0	0.1389599571607067	0.4197530864197531	0.1389599571607067	0.07098765432098751	0.006530017254715292	0.014902667686230067	0.1017330374542646
NefOPC	0.5701563208157683	0.3198886412288162	0.8225054302036114	0.38512064355625636	0.7788857260523797	0.0038503204637324014	0.6514014957024814	0.1389599571607067	0.0	0.6514014957024814	0.0020082755054294677	0.4927262450169573	0.38512064355625636	0.11952980613879259	0.7788857260523797
OXPHOS	0.028004939153071794	0.0020082755054294677	0.01017554012345675	0.0020082755054294677	0.03655276105286081	0.9553740118158807	0.028004939153071794	0.4197530864197531	0.6514014957024814	0.0	0.6514014957024814	0.014902667686230067	0.1600256425388966	0.4556448907375822	0.03655276105286081
VerCL	0.735764859879812	0.38512064355625636	1.0	0.3198886412288162	0.693238811728395	0.0008629681828999769	0.6514014957024814	0.1389599571607067	0.0020082755054294677	0.6514014957024814	0.0	0.4927262450169573	0.4556448907375822	0.260404767436885	0.693238811728395
VerMES	0.006530017254715292	0.057990318164572716	0.04652823228416724	0.08555889101267318	0.11952980613879259	0.38512064355625636	0.0020082755054294677	0.07098765432098751	0.4927262450169573	0.014902667686230067	0.4927262450169573	0.0	0.020815127253525276	0.11952980613879259	0.11952980613879259
VerNL	0.01017554012345675	0.1389599571607067	0.03655276105286081	0.11952980613879259	0.028004939153071794	0.6514014957024814	0.014902667686230067	0.006530017254715292	0.38512064355625636	0.1600256425388966	0.4556448907375822	0.020815127253525276	0.0	0.0020082755054294677	0.028004939153071794
VerPN	0.057990318164572716	0.5701563208157683	0.08555889101267318	0.38512064355625636	0.1389599571607067	0.4197530864197531	0.1389599571607067	0.014902667686230067	0.11952980613879259	0.4556448907375822	0.260404767436885	0.11952980613879259	0.0020082755054294677	0.0	0.1389599571607067
WP_CC	0.03655276105286081	0.01017554012345675	0.0020082755054294677	0.006530017254715292	0.0	0.6514014957024814	0.04652823228416724	0.1017330374542646	0.7788857260523797	0.03655276105286081	0.693238811728395	0.11952980613879259	0.028004939153071794	0.1389599571607067	0.0
