	BIOCARTA_CC	FAO	G2M	GLYC	KEGG_CC	NefAC	NefMES	NefNPC	NefOPC	OXPHOS	VerCL	VerMES	VerNL	VerPN	WP_CC
BIOCARTA_CC	0.0	0.968803151925576	4.995617073702444e-07	0.011700072360478082	3.249554352565228e-11	0.4927360373131525	0.9198848317686953	1.400414895786948e-07	0.0007325317500767632	8.164386807008857e-07	0.34796751366229983	0.09610224578434738	1.5437493068884633e-07	1.0382942326089123e-07	3.249554352565228e-11
FAO	0.968803151925576	0.0	0.6703614184969642	0.8624424916554133	0.9332057914291583	0.04368428298320844	0.6703614184969642	0.7118136961291484	0.4403496824576797	0.6621759840226069	0.0029716265168021217	0.026056161788623716	0.5941682580055345	0.4006585883807031	0.9332057914291583
G2M	4.995617073702444e-07	0.6703614184969642	0.0	0.2941523992397238	6.836939778522541e-09	0.7413113765158403	0.1689996578248455	0.00017297913582145085	0.0007815563656282275	0.00018732179160421076	0.6992893846688304	0.8756496301383224	0.00048989740104046	1.4189641838423727e-05	6.836939778522541e-09
GLYC	0.011700072360478082	0.8624424916554133	0.2941523992397238	0.0	0.03483879569015512	0.8668411213715635	0.0013231161913442708	0.013763170931280442	0.3218000022115526	0.018772861912339817	0.8580477762660439	0.009687372375827945	0.003839267741778838	0.022176831557460006	0.03483879569015512
KEGG_CC	3.249554352565228e-11	0.9332057914291583	6.836939778522541e-09	0.03483879569015512	0.0	0.788364072800584	0.7413113765158403	6.953420523811706e-07	6.461161103085645e-05	1.33316709163655e-08	0.40713272974481274	0.2506256259413439	4.21308257021196e-07	2.4728569895092185e-07	0.0
NefAC	0.4927360373131525	0.04368428298320844	0.7413113765158403	0.8668411213715635	0.788364072800584	0.0	0.05100136282401152	0.20714101817766584	0.41695050001407474	0.7625997832797398	9.239644804249904e-05	0.0010706809556016237	0.2506256259413439	0.602015447332651	0.788364072800584
NefMES	0.9198848317686953	0.6703614184969642	0.1689996578248455	0.0013231161913442708	0.7413113765158403	0.05100136282401152	0.0	0.4235662143050207	0.503567858476226	0.8844723124673912	0.30228813585284137	0.00038302230618131083	0.3815806896030638	0.9643490145476254	0.7413113765158403
NefNPC	1.400414895786948e-07	0.7118136961291484	0.00017297913582145085	0.013763170931280442	6.953420523811706e-07	0.20714101817766584	0.4235662143050207	0.0	0.00020267623916371926	6.461161103085645e-05	0.233974271651381	0.08532754860745431	8.454809415805433e-08	2.0879358893999183e-09	6.953420523811706e-07
NefOPC	0.0007325317500767632	0.4403496824576797	0.0007815563656282275	0.3218000022115526	6.461161103085645e-05	0.41695050001407474	0.503567858476226	0.00020267623916371926	0.0	0.0004260865132646111	0.3630256651563165	0.7711624988673799	0.0012463317417583512	2.698491900595077e-05	6.461161103085645e-05
OXPHOS	8.164386807008857e-07	0.6621759840226069	0.00018732179160421076	0.018772861912339817	1.33316709163655e-08	0.7625997832797398	0.8844723124673912	6.461161103085645e-05	0.0004260865132646111	0.0	0.6909811745118994	0.22253206527884467	1.2680036000946934e-05	4.655842045881752e-05	1.33316709163655e-08
VerCL	0.34796751366229983	0.0029716265168021217	0.6992893846688304	0.8580477762660439	0.40713272974481274	9.239644804249904e-05	0.30228813585284137	0.233974271651381	0.3630256651563165	0.6909811745118994	0.0	0.00029676570304137164	0.15625650175659503	0.5330058743165693	0.40713272974481274
VerMES	0.09610224578434738	0.026056161788623716	0.8756496301383224	0.009687372375827945	0.2506256259413439	0.0010706809556016237	0.00038302230618131083	0.08532754860745431	0.7711624988673799	0.22253206527884467	0.00029676570304137164	0.0	0.020229828771012287	0.2782897943042766	0.2506256259413439
VerNL	1.5437493068884633e-07	0.5941682580055345	0.00048989740104046	0.003839267741778838	4.21308257021196e-07	0.2506256259413439	0.3815806896030638	8.454809415805433e-08	0.0012463317417583512	1.2680036000946934e-05	0.15625650175659503	0.020229828771012287	0.0	1.6998808371427275e-07	4.21308257021196e-07
VerPN	1.0382942326089123e-07	0.4006585883807031	1.4189641838423727e-05	0.022176831557460006	2.4728569895092185e-07	0.602015447332651	0.9643490145476254	2.0879358893999183e-09	2.698491900595077e-05	4.655842045881752e-05	0.5330058743165693	0.2782897943042766	1.6998808371427275e-07	0.0	2.4728569895092185e-07
WP_CC	3.249554352565228e-11	0.9332057914291583	6.836939778522541e-09	0.03483879569015512	0.0	0.788364072800584	0.7413113765158403	6.953420523811706e-07	6.461161103085645e-05	1.33316709163655e-08	0.40713272974481274	0.2506256259413439	4.21308257021196e-07	2.4728569895092185e-07	0.0
