	NefMES	NefAC	NefOPC	NefNPC	VerPN	VerNL	VerCL	VerMES	OXPHOS	GLYC	FAO	G2M	KEGG_CC	WP_CC	BIOCARTA_CC	PD-L1
NefMES	0.0	5.483419715559721e-08	3.2473303838160696e-74	2.5196781433646345e-202	1.524471259112604e-250	9.385459188912062e-06	3.2574922180770807e-35	5.263432281628498e-293	5.437920984994739e-08	8.302332890059624e-133	2.707638218030584e-102	2.0191079837419614e-18	3.8688716310790297e-07	3.884598764235228e-06	0.2059368573226295	6.22375071066821e-41
NefAC	5.483419715559721e-08	0.0	2.9954987651381233e-133	1.4382590559500386e-07	2.0779048436654144e-09	1.0120794529043207e-07	8.365047289783399e-185	0.015925054200854098	7.775379916229422e-39	3.9786017711551334e-24	7.97875733726876e-16	4.867875521646618e-06	2.954299654251806e-07	3.2708315129997914e-08	0.0004916860595348248	9.914434109482576e-18
NefOPC	3.2473303838160696e-74	2.9954987651381233e-133	0.0	4.465352783495684e-139	3.001461748367207e-197	8.711902427279631e-45	4.8035385983716855e-05	3.0835920701523046e-127	5.0268599362352415e-21	1.9558901559048585e-05	0.05007214981770069	2.1627727270319778e-14	1.2845043830175158e-11	5.963057311943476e-12	0.10435181589757184	1.540989559852042e-50
NefNPC	2.5196781433646345e-202	1.4382590559500386e-07	4.465352783495684e-139	0.0	0.0	1.4256121262851405e-21	0.01315122824467897	7.075868514957917e-308	4.7432692307100245e-08	2.6755198013837244e-13	7.351206842020085e-18	1.0563547109058134e-86	7.986403978692359e-52	1.2427111552320645e-50	7.87484585386044e-09	2.9734516697674234e-95
VerPN	1.524471259112604e-250	2.0779048436654144e-09	3.001461748367207e-197	0.0	0.0	5.832080074868298e-36	2.6396956078103094e-09	0.0	1.4286497444243495e-06	6.067075185991704e-21	9.074653126308875e-22	1.7568783379597605e-71	1.7282658261356113e-40	1.5457188492557618e-39	0.002625123634380989	3.2064024374757222e-93
VerNL	9.385459188912062e-06	1.0120794529043207e-07	8.711902427279631e-45	1.4256121262851405e-21	5.832080074868298e-36	0.0	2.1159167209857587e-16	2.22119056826166e-27	1.2029793629410169e-48	0.20839960092419008	4.45339381487947e-21	3.206823543236984e-06	2.4930252103178392e-06	1.3946686078176887e-06	0.516628019012046	4.353815501172695e-10
VerCL	3.2574922180770807e-35	8.365047289783399e-185	4.8035385983716855e-05	0.01315122824467897	2.6396956078103094e-09	2.1159167209857587e-16	0.0	4.593781686892986e-16	5.461100007360716e-12	1.6630230005314924e-42	6.687276780350829e-12	0.0005362425052230462	4.607968848819179e-06	5.779109009204453e-07	3.5801422885986146e-08	0.0017580403585063205
VerMES	5.263432281628498e-293	0.015925054200854098	3.0835920701523046e-127	7.075868514957917e-308	0.0	2.22119056826166e-27	4.593781686892986e-16	0.0	2.1707378837349804e-07	2.183969903419553e-22	2.1718361180926785e-27	8.338669313835364e-73	3.285279526274543e-37	2.0767083442646676e-36	0.0021578960473574785	1.3410178524570957e-111
OXPHOS	5.437920984994739e-08	7.775379916229422e-39	5.0268599362352415e-21	4.7432692307100245e-08	1.4286497444243495e-06	1.2029793629410169e-48	5.461100007360716e-12	2.1707378837349804e-07	0.0	1.2508598487326425e-84	1.0216117815542525e-70	1.1228475864559794e-35	3.1330821400055905e-38	4.577799543087132e-41	5.998866930056505e-17	2.7126725891891543e-21
GLYC	8.302332890059624e-133	3.9786017711551334e-24	1.9558901559048585e-05	2.6755198013837244e-13	6.067075185991704e-21	0.20839960092419008	1.6630230005314924e-42	2.183969903419553e-22	1.2508598487326425e-84	0.0	2.575078485631682e-132	3.26091237617296e-16	3.5982183243978015e-18	1.8086056654134387e-20	1.1652413615231915e-13	0.008771650743403258
FAO	2.707638218030584e-102	7.97875733726876e-16	0.05007214981770069	7.351206842020085e-18	9.074653126308875e-22	4.45339381487947e-21	6.687276780350829e-12	2.1718361180926785e-27	1.0216117815542525e-70	2.575078485631682e-132	0.0	0.8174236026629262	0.01946025742835582	0.007169067853171388	0.6926982148181486	0.27727550672522727
G2M	2.0191079837419614e-18	4.867875521646618e-06	2.1627727270319778e-14	1.0563547109058134e-86	1.7568783379597605e-71	3.206823543236984e-06	0.0005362425052230462	8.338669313835364e-73	1.1228475864559794e-35	3.26091237617296e-16	0.8174236026629262	0.0	9.042825682563071e-172	7.517136172425567e-172	6.337544588653002e-63	2.750802248629066e-57
KEGG_CC	3.8688716310790297e-07	2.954299654251806e-07	1.2845043830175158e-11	7.986403978692359e-52	1.7282658261356113e-40	2.4930252103178392e-06	4.607968848819179e-06	3.285279526274543e-37	3.1330821400055905e-38	3.5982183243978015e-18	0.01946025742835582	9.042825682563071e-172	0.0	0.0	2.7081324427066318e-135	1.0957883430909342e-29
WP_CC	3.884598764235228e-06	3.2708315129997914e-08	5.963057311943476e-12	1.2427111552320645e-50	1.5457188492557618e-39	1.3946686078176887e-06	5.779109009204453e-07	2.0767083442646676e-36	4.577799543087132e-41	1.8086056654134387e-20	0.007169067853171388	7.517136172425567e-172	0.0	0.0	9.826739938510756e-141	8.240840142988785e-30
BIOCARTA_CC	0.2059368573226295	0.0004916860595348248	0.10435181589757184	7.87484585386044e-09	0.002625123634380989	0.516628019012046	3.5801422885986146e-08	0.0021578960473574785	5.998866930056505e-17	1.1652413615231915e-13	0.6926982148181486	6.337544588653002e-63	2.7081324427066318e-135	9.826739938510756e-141	0.0	0.007121981116435232
PD-L1	6.22375071066821e-41	9.914434109482576e-18	1.540989559852042e-50	2.9734516697674234e-95	3.2064024374757222e-93	4.353815501172695e-10	0.0017580403585063205	1.3410178524570957e-111	2.7126725891891543e-21	0.008771650743403258	0.27727550672522727	2.750802248629066e-57	1.0957883430909342e-29	8.240840142988785e-30	0.007121981116435232	0.0
