	NefMES	NefAC	NefOPC	NefNPC	VerPN	VerNL	VerCL	VerMES	OXPHOS	GLYC	FAO	G2M	KEGG_CC	WP_CC	BIOCARTA_CC	PD-L1
NefMES	1.0	0.13902179290085967	-0.443905961556329	-0.6751907896984046	-0.7280545273615364	-0.11352477254797523	0.3103877421126735	0.7661430308962898	0.13905942244952205	0.5726283988688005	0.5124888892974441	-0.2222532469688427	-0.1299047656976075	-0.11827267409177415	0.032502875693396924	0.33442108066938275
NefAC	0.13902179290085967	1.0	0.5734165578741904	0.13459738877391356	0.15310205360784734	0.13622608382776802	0.6527810151249365	-0.061904515121785464	0.32586096318985197	0.2560864063771212	0.2048383036173647	0.11707560725547253	0.13119991485611837	0.14133664199756277	0.08940694992628559	-0.21776386859726563
NefOPC	-0.443905961556329	0.5734165578741904	1.0	0.5835940538654579	0.6688969951128192	0.3494821062756843	0.1042037709937047	-0.5625261301299908	0.23834996432125494	-0.10942499609954827	-0.0503320708689943	0.19451782122593891	0.17271945171775044	0.17548627420038623	0.041728777277062555	-0.37053752192721395
NefNPC	-0.6751907896984046	0.13459738877391356	0.5835940538654579	1.0	0.9109764781937199	0.24158465232608906	-0.0636733621891916	-0.7779679130147591	0.1396752333746116	-0.1862481095831921	-0.21861531777633877	0.4763488649089554	0.3750347298793307	0.3708668039861386	0.14753108835913917	-0.4967036338493097
VerPN	-0.7280545273615364	0.15310205360784734	0.6688969951128192	0.9109764781937199	1.0	0.3136548146909917	-0.15211639023836313	-0.8280492878301505	0.12344615508647687	-0.2378630440151557	-0.24273253527438834	0.43631130616769026	0.33263280633884834	0.3287559569289571	0.07721728399220987	-0.49198774613942375
VerNL	-0.11352477254797523	0.13622608382776802	0.3494821062756843	0.24158465232608906	0.3136548146909917	1.0	-0.20883803150012176	-0.2733180127082184	0.3637837467148011	0.032327223647331954	0.23866297593416574	0.11928091909697937	0.12059270894005167	0.12356810647463153	-0.016669530693465242	-0.15938955034462188
VerCL	0.3103877421126735	0.6527810151249365	0.1042037709937047	-0.0636733621891916	-0.15211639023836313	-0.20883803150012176	1.0	0.2065119427633047	0.17580047692652878	0.3406697538825533	0.17507583411181435	0.08881216633434054	0.11736777571269598	0.1279542552527554	0.1409345136951835	-0.08028220866642977
VerMES	0.7661430308962898	-0.061904515121785464	-0.5625261301299908	-0.7779679130147591	-0.8280492878301505	-0.2733180127082184	0.2065119427633047	1.0	-0.13266489708699444	0.24631347647520793	0.27336785222385895	-0.44001338067924034	-0.31902820041496865	-0.31559644998626296	-0.07872848792936982	0.5321528828825782
OXPHOS	0.13905942244952205	0.32586096318985197	0.23834996432125494	0.1396752333746116	0.12344615508647687	0.3637837467148011	0.17580047692652878	-0.13266489708699444	1.0	0.471198766402282	0.43415184071040513	0.3124154834880595	0.3233379313360267	0.33495657178104427	0.21256252996901037	-0.23993932995969441
GLYC	0.5726283988688005	0.2560864063771212	-0.10942499609954827	-0.1862481095831921	-0.2378630440151557	0.032327223647331954	0.3406697538825533	0.24631347647520793	0.471198766402282	1.0	0.5717507460876341	0.2075436409723184	0.22063460850203218	0.2350134069876202	0.18902259226465074	-0.06729064819794289
FAO	0.5124888892974441	0.2048383036173647	-0.0503320708689943	-0.21861531777633877	-0.24273253527438834	0.23866297593416574	0.17507583411181435	0.27336785222385895	0.43415184071040513	0.5717507460876341	1.0	0.0059340821772763605	0.06000682357925492	0.06903396897611967	0.010158045539983581	-0.027921443050680932
G2M	-0.2222532469688427	0.11707560725547253	0.19451782122593891	0.4763488649089554	0.43631130616769026	0.11928091909697937	0.08881216633434054	-0.44001338067924034	0.3124154834880595	0.2075436409723184	0.0059340821772763605	1.0	0.6347727868512981	0.6348874518836958	0.4111957300582916	-0.3933950103387254
KEGG_CC	-0.1299047656976075	0.13119991485611837	0.17271945171775044	0.3750347298793307	0.33263280633884834	0.12059270894005167	0.11736777571269598	-0.31902820041496865	0.3233379313360267	0.22063460850203218	0.06000682357925492	0.6347727868512981	1.0	0.9938237402946827	0.5770274575502418	-0.2848217645056699
WP_CC	-0.11827267409177415	0.14133664199756277	0.17548627420038623	0.3708668039861386	0.3287559569289571	0.12356810647463153	0.1279542552527554	-0.31559644998626296	0.33495657178104427	0.2350134069876202	0.06903396897611967	0.6348874518836958	0.9938237402946827	1.0	0.5864246993300193	-0.285423794415941
BIOCARTA_CC	0.032502875693396924	0.08940694992628559	0.041728777277062555	0.14753108835913917	0.07721728399220987	-0.016669530693465242	0.1409345136951835	-0.07872848792936982	0.21256252996901037	0.18902259226465074	0.010158045539983581	0.4111957300582916	0.5770274575502418	0.5864246993300193	1.0	-0.06909029286731655
PD-L1	0.33442108066938275	-0.21776386859726563	-0.37053752192721395	-0.4967036338493097	-0.49198774613942375	-0.15938955034462188	-0.08028220866642977	0.5321528828825782	-0.23993932995969441	-0.06729064819794289	-0.027921443050680932	-0.3933950103387254	-0.2848217645056699	-0.285423794415941	-0.06909029286731655	1.0
