""	BIOCARTA_CC	FAO	G2M	GLYC	KEGG_CC	NefAC	NefMES	NefNPC	NefOPC	OXPHOS	PD.L1	VerCL	VerMES	VerNL	VerPN	WP_CC
CTLA4	-0.392792202424786	-0.130930734141595	0.392792202424786	0.654653670707977	-0.392792202424786	0.654653670707977	0.130930734141595	-0.130930734141595	-0.654653670707977	0.130930734141595	-0.130930734141595	0.130930734141595	-0.392792202424786	-0.654653670707977	-0.392792202424786	-0.130930734141595
CD274	0.314285714285714	-0.714285714285714	-0.657142857142857	0.314285714285714	-0.485714285714286	-0.257142857142857	0.885714285714286	-0.428571428571429	-0.314285714285714	-0.885714285714286	0.885714285714286	-0.828571428571429	0.942857142857143	-0.0857142857142857	-0.0857142857142857	-0.657142857142857
LAG3	-0.257142857142857	-0.257142857142857	-0.142857142857143	0.2	-0.657142857142857	0.6	0.314285714285714	-0.428571428571429	-0.2	-0.371428571428571	-0.0285714285714286	0.142857142857143	-0.0857142857142857	-0.885714285714286	-0.828571428571429	-0.6
HAVCR2	0.142857142857143	-0.0285714285714286	-0.542857142857143	-0.6	-0.257142857142857	0.0285714285714286	0.0857142857142857	-0.371428571428571	0.6	-0.485714285714286	-0.0285714285714286	0.142857142857143	0.257142857142857	-0.314285714285714	-0.542857142857143	-0.485714285714286
CD47	0.542857142857143	-0.657142857142857	-0.6	-0.0857142857142857	0.0857142857142857	-0.828571428571429	0.6	0.0285714285714286	0.0857142857142857	-0.6	0.657142857142857	-0.371428571428571	0.657142857142857	0.542857142857143	0.314285714285714	-0.2
LGALS9	0.2	-0.828571428571429	-0.771428571428571	0.257142857142857	-0.542857142857143	-0.428571428571429	0.942857142857143	-0.2	-0.257142857142857	-0.942857142857143	0.942857142857143	-0.771428571428571	0.828571428571429	-0.0285714285714286	-0.142857142857143	-0.714285714285714
CD276	0.257142857142857	-0.771428571428571	-0.314285714285714	0.657142857142857	-0.542857142857143	0.142857142857143	0.885714285714286	-0.6	-0.657142857142857	-0.714285714285714	0.657142857142857	-0.542857142857143	0.657142857142857	-0.428571428571429	-0.257142857142857	-0.6
