Name,BIOCARTA_CC,FAO,G2M,GLYC,KEGG_CC,NefAC,NefMES,NefNPC,NefOPC,OXPHOS,VerCL,VerMES,VerNL,VerPN,WP_CC
BJ003,1.490133812500759,1.5364146786082449,1.6571887683969944,1.471470257811563,1.6171564588513843,2.0741801190337212,1.7769701674047158,1.8380640081073223,1.927281500445638,1.9468496900648309,1.4807818926202492,1.190791942658941,1.438367925306747,1.61681930336718,1.6166181634234458
BJ007,1.3219906887259065,1.4853079065442554,1.3085277373182267,1.4265322592433476,1.4124616744752028,2.0401679004217956,1.8457090231720596,1.5031282505403774,1.8897702900548656,1.8971054473880828,1.4321024694021347,1.4988081358147507,1.6266469918439943,1.337549430838292,1.423660648617648
BJ008,1.3514091504660244,1.4902316658525694,1.3654324872120422,1.4268426290657954,1.433833510664006,2.0354347883565067,1.867135996163088,1.5340071577712733,1.906399672281042,1.9044286215911372,1.430033303212188,1.5164247207942236,1.6123805570304826,1.3767442582974745,1.4440290253176458
BJ012,1.5388281959314127,1.478219346670679,1.6275115788906962,1.4932007575674375,1.5948839830400356,2.0987241541625883,1.9109282765561513,1.5708093964452596,1.8243831776487596,1.9356900024531427,1.7226325658626072,1.4993578241350516,1.3170444225281457,1.328103596111941,1.596770291517718
BJ013,1.5576329591532911,1.476640140117292,1.6583431817029175,1.4700012955729835,1.6151355937890122,2.1089954416880348,1.8613500521629665,1.5311264486949399,1.8017603070869312,1.9226205159431302,1.7504552200284875,1.4887081852870137,1.216923090221917,1.3284061043773443,1.6176828305716653
BJ015,1.2668337015984785,1.5102963453375078,1.2516449738757716,1.3792709879973475,1.3097589889206267,2.0188385771244044,1.7319957524770222,1.7025103833639965,1.8603727648312485,1.9400492058551981,1.3981202609505488,1.124565195646093,1.7692579130541262,1.5306430273278877,1.3143977811703205
BJ016,1.3003592441460141,1.5280655705240698,1.2385577902399731,1.394517448934262,1.326174742185456,2.0263824766005154,1.7173847158933373,1.6964422586523875,1.8844336520833445,1.9351186064100192,1.4316666693953453,1.150727937924069,1.7704776719149624,1.5058268610900611,1.3329432504733072
BJ018,1.4836009155391363,1.4984518652227825,1.558253971639083,1.4639484545804382,1.5471297551135883,2.0584202853573803,1.8079529579936473,1.7511914816702558,1.9594627348213638,1.910929329140698,1.4649282543913646,1.3865160039956335,1.5104573259856642,1.5580968122633672,1.5494850407647682
BJ020,1.4821798786736808,1.5452908608173894,1.4368587041527245,1.446022477368676,1.4762445990273985,2.0968129878287316,1.8186385627754542,1.709361797778677,1.9305835612874775,1.9353267744415064,1.5032120982616064,1.3729562170575116,1.6649501793027137,1.471114001972347,1.4819682450658582
BJ021,1.540258714438027,1.5210741900309694,1.4795306311152512,1.4655503283205262,1.5161375452353596,2.0970520869037603,1.8314259699811037,1.7575393538889823,1.9694947803769935,1.9230488883989225,1.4896831985908245,1.4967124644350387,1.6115758037044363,1.5037548861343069,1.5221697137146584
JJ034,1.5282984952195124,1.5155605023287957,1.6151620864318337,1.5216236934115,1.581498851809866,2.0877578712764286,1.974877074796016,1.8389427537485143,1.9562159165803934,1.9248163820622524,1.4820004341399908,1.4051396029267802,1.5299473792286773,1.648528568293601,1.5833486392107607
JJ036,1.4362370283069827,1.5476370938131085,1.4168690306842522,1.4244062699433393,1.4688453172989455,2.0769780989572064,1.7910228919013063,1.5582327413754307,1.9112475390969093,1.9307126956837313,1.4844567343530948,1.345998431003914,1.6480067074524305,1.3973568892162187,1.4755268271803985
