	NefAC	NefMES	NefNPC	NefOPC	VerCL	VerMES	VerNL	VerPN
NefAC	1.0	-0.2	0.8285714285714286	0.14285714285714285	-1.0	-0.4857142857142857	-0.14285714285714285	-0.4857142857142857
NefMES	-0.2	1.0	0.08571428571428572	0.5428571428571428	0.2	0.42857142857142855	-0.3142857142857143	0.6
NefNPC	0.8285714285714286	0.08571428571428572	1.0	0.3142857142857143	-0.8285714285714286	-0.7142857142857143	-0.6571428571428571	-0.5428571428571428
NefOPC	0.14285714285714285	0.5428571428571428	0.3142857142857143	1.0	-0.14285714285714285	0.08571428571428572	-0.3142857142857143	0.42857142857142855
VerCL	-1.0	0.2	-0.8285714285714286	-0.14285714285714285	1.0	0.4857142857142857	0.14285714285714285	0.4857142857142857
VerMES	-0.4857142857142857	0.42857142857142855	-0.7142857142857143	0.08571428571428572	0.4857142857142857	1.0	0.6571428571428571	0.8857142857142857
VerNL	-0.14285714285714285	-0.3142857142857143	-0.6571428571428571	-0.3142857142857143	0.14285714285714285	0.6571428571428571	1.0	0.3142857142857143
VerPN	-0.4857142857142857	0.6	-0.5428571428571428	0.42857142857142855	0.4857142857142857	0.8857142857142857	0.3142857142857143	1.0
