""	MES	NPC	OPC	AC
TUBB	0.299844655266132	-0.771268426382133	-0.737634028646218	-0.822012924452742
CTBP2	0.510448747206968	-0.803493198302859	-0.830024207366649	-0.733630506436516
PSMA4	0.493588063826677	-0.804978014725927	-0.877404361910549	-0.781810124524357
PTBP1	0.234291723874637	-0.704328255314461	-0.695506470520921	-0.841166509992624
EZH2	0.268454979350836	-0.744244833519893	-0.754984199471574	-0.86462728172322
GNG5	0.45235886192234	-0.844197974021136	-0.878941427230661	-0.820732028007027
ZWILCH	0.275862515020833	-0.751073295395983	-0.796212868543524	-0.876107084015182
DTYMK	0.402773804865785	-0.817122871836699	-0.853826160199258	-0.847406869352174
KPNB1	0.295036806595351	-0.757724096725267	-0.729426169370593	-0.863344734337403
PARP1	0.288768477942059	-0.725239466877817	-0.721189117565858	-0.795931275597869
TBL1XR1	0.36208886939321	-0.696879622752948	-0.774529500872367	-0.803249990186783
H2AFZ	0.369337856534107	-0.782808651064555	-0.862591513262658	-0.873459519929717
CENPM	0.385259485120207	-0.818618001777899	-0.80021688709036	-0.826629438550208
GINS1	0.298048354621101	-0.752392901300723	-0.711910515945096	-0.816430338475713
HSPA14	0.411233436177624	-0.7998367744941	-0.870832488481152	-0.813633179794129
BZW1	0.383823924623527	-0.79148727263314	-0.768800501024627	-0.832266563819096
SET	0.348283901545122	-0.769830030502071	-0.821999000482071	-0.898872887653886
ACTL6A	0.282551095361515	-0.754494100959053	-0.801520722943043	-0.865128779057913
WBP11	0.48889269274159	-0.863048948656371	-0.861554178202996	-0.790260801338908
SNRPB	0.488890789304637	-0.853727956117569	-0.837766481735235	-0.726209083950395
LSM4	0.453129443123315	-0.833145864261839	-0.864345978435279	-0.732380142671287
LRR1	0.316038028611592	-0.75512258461201	-0.767490974279709	-0.839158073377934
TYMS	0.377790320823131	-0.829624798095007	-0.766613081316826	-0.790182274858499
CCT6A	0.544385979256345	-0.874982271819916	-0.790982783196936	-0.697177729548458
TPGS2	0.422896687842088	-0.819933742541192	-0.846057121156612	-0.816772121922599
CCDC34	0.458937839255583	-0.83296051227778	-0.843936787939525	-0.793572878527079
PSIP1	0.349338347348916	-0.769164798871136	-0.81111807279748	-0.869062328369174
SRSF7	0.511452868468449	-0.855168022360266	-0.859422735121205	-0.780212441807192
HNRNPD	0.313653973827257	-0.764533737887478	-0.744578859456825	-0.859679103470556
HNRNPAB	0.362935316152763	-0.794912448331012	-0.744095075348338	-0.819915162267089
PTGES3	0.351839463505895	-0.789133148995306	-0.836435356791801	-0.882067812967003
XRCC6	0.31558429197208	-0.773888098833344	-0.74543402769645	-0.878602936416631
HMGN1	0.310367048973675	-0.748188423742181	-0.793501847904433	-0.877108000442321
HSP90AA1	0.474487909179218	-0.863043354883824	-0.867602664352347	-0.821449740226686
TUBA1B	0.38973056140999	-0.808212594277977	-0.853110040074	-0.849333438760601
YWHAQ	0.405978920776016	-0.758230857556879	-0.83156669165923	-0.82309056103759
CACYBP	0.379214985114393	-0.803535054482849	-0.761894224552198	-0.833286145580807
HMGB1	0.458073601187363	-0.827594006164039	-0.896043801458294	-0.83544833327611
TPM3	0.474673960430015	-0.84865953204295	-0.84488559369268	-0.831688152098447
SEPT10	0.341582327333809	-0.800445194372612	-0.778921917958524	-0.858575246072313
NUDT1	0.407088721634072	-0.798424696536955	-0.877301615084875	-0.810886870067704
ANP32B	0.300065900677745	-0.76077581041439	-0.724941144181446	-0.87390204956851
CENPH	0.372024324720145	-0.807476838382753	-0.824758830719068	-0.861983524511403
RAN	0.405616432573319	-0.80058476676677	-0.875008302051256	-0.847348231844295
TPM4	0.354501672582188	-0.793715167355078	-0.720068361406712	-0.819316278889168
BTG3	0.382273128499853	-0.808982767412618	-0.818511085650135	-0.856731184823367
NUDC	0.463152709046852	-0.863462091489119	-0.803536444741778	-0.801175205202794
SRSF3	0.464780808018232	-0.8094676581474	-0.852143015696557	-0.830653362264967
SNRPD1	0.366509562872202	-0.81870332623205	-0.781735471772046	-0.862421645168982
DEK	0.340740542052509	-0.807435292967904	-0.797533427461785	-0.87477366825138
