G1	G2	Consistency
NefMES	NefAC	0.03913996005060855
NefMES	NefOPC	0.058982878927332894
NefMES	NefNPC	0.03803447535601917
NefAC	NefOPC	0.03733838249242122
NefAC	NefNPC	0.04882677106250646
NefOPC	NefNPC	0.039934057178049
