	NefAC	NefMES	NefNPC	NefOPC	VerCL	VerMES	VerNL	VerPN
NefAC	0.0	0.704	0.04156268221574334	0.7871720116618075	0.0	0.3287230320699709	0.7871720116618075	0.3287230320699709
NefMES	0.704	0.0	0.8717434402332361	0.26570262390670557	0.704	0.3965014577259474	0.5440932944606414	0.20799999999999982
NefNPC	0.04156268221574334	0.8717434402332361	0.0	0.5440932944606414	0.04156268221574334	0.1107871720116617	0.15617492711370237	0.26570262390670557
NefOPC	0.7871720116618075	0.26570262390670557	0.5440932944606414	0.0	0.7871720116618075	0.8717434402332361	0.5440932944606414	0.3965014577259474
VerCL	0.0	0.704	0.04156268221574334	0.7871720116618075	0.0	0.3287230320699709	0.7871720116618075	0.3287230320699709
VerMES	0.3287230320699709	0.3965014577259474	0.1107871720116617	0.8717434402332361	0.3287230320699709	0.0	0.15617492711370237	0.01884548104956266
VerNL	0.7871720116618075	0.5440932944606414	0.15617492711370237	0.5440932944606414	0.7871720116618075	0.15617492711370237	0.0	0.5440932944606414
VerPN	0.3287230320699709	0.20799999999999982	0.26570262390670557	0.3965014577259474	0.3287230320699709	0.01884548104956266	0.5440932944606414	0.0
