	BIOCARTA_CC	FAO	G2M	GLYC	KEGG_CC	NefAC	NefMES	NefNPC	NefOPC	OXPHOS	VerCL	VerMES	VerNL	VerPN	WP_CC
BIOCARTA_CC	0.0	0.46847813411078715	0.15617492711370237	0.07239650145772594	0.04156268221574334	0.704	0.26570262390670557	0.8717434402332361	0.7871720116618075	0.5440932944606414	0.704	0.26570262390670557	0.7871720116618075	0.1107871720116617	0.04156268221574334
FAO	0.46847813411078715	0.0	0.20799999999999982	0.3965014577259474	0.3287230320699709	0.01884548104956266	0.3287230320699709	0.26570262390670557	0.8717434402332361	0.004804664723032055	0.6227871720116618	0.3287230320699709	0.15617492711370237	0.704	0.3287230320699709
G2M	0.15617492711370237	0.20799999999999982	0.0	0.04156268221574334	0.004804664723032055	0.3965014577259474	0.07239650145772594	0.8717434402332361	0.15617492711370237	0.3287230320699709	0.5440932944606414	0.07239650145772594	0.20799999999999982	0.07239650145772594	0.004804664723032055
GLYC	0.07239650145772594	0.3965014577259474	0.04156268221574334	0.0	0.004804664723032055	0.3965014577259474	0.004804664723032055	0.46847813411078715	0.15617492711370237	0.3287230320699709	0.20799999999999982	0.004804664723032055	0.15617492711370237	0.004804664723032055	0.004804664723032055
KEGG_CC	0.04156268221574334	0.3287230320699709	0.004804664723032055	0.004804664723032055	0.0	0.46847813411078715	0.04156268221574334	0.6227871720116618	0.20799999999999982	0.3965014577259474	0.46847813411078715	0.04156268221574334	0.26570262390670557	0.01884548104956266	0.0
NefAC	0.704	0.01884548104956266	0.3965014577259474	0.3965014577259474	0.46847813411078715	0.0	0.26570262390670557	0.6227871720116618	0.8717434402332361	0.004804664723032055	0.5440932944606414	0.26570262390670557	0.04156268221574334	0.7871720116618075	0.46847813411078715
NefMES	0.26570262390670557	0.3287230320699709	0.07239650145772594	0.004804664723032055	0.04156268221574334	0.26570262390670557	0.0	0.5440932944606414	0.07239650145772594	0.20799999999999982	0.07239650145772594	0.0	0.04156268221574334	0.01884548104956266	0.04156268221574334
NefNPC	0.8717434402332361	0.26570262390670557	0.8717434402332361	0.46847813411078715	0.6227871720116618	0.6227871720116618	0.5440932944606414	0.0	0.3965014577259474	0.3965014577259474	0.8717434402332361	0.5440932944606414	0.7871720116618075	0.3965014577259474	0.6227871720116618
NefOPC	0.7871720116618075	0.8717434402332361	0.15617492711370237	0.15617492711370237	0.20799999999999982	0.8717434402332361	0.07239650145772594	0.3965014577259474	0.0	0.7871720116618075	0.15617492711370237	0.07239650145772594	0.20799999999999982	0.07239650145772594	0.20799999999999982
OXPHOS	0.5440932944606414	0.004804664723032055	0.3287230320699709	0.3287230320699709	0.3965014577259474	0.004804664723032055	0.20799999999999982	0.3965014577259474	0.7871720116618075	0.0	0.3287230320699709	0.20799999999999982	0.07239650145772594	0.6227871720116618	0.3965014577259474
VerCL	0.704	0.6227871720116618	0.5440932944606414	0.20799999999999982	0.46847813411078715	0.5440932944606414	0.07239650145772594	0.8717434402332361	0.15617492711370237	0.3287230320699709	0.0	0.07239650145772594	0.20799999999999982	0.15617492711370237	0.46847813411078715
VerMES	0.26570262390670557	0.3287230320699709	0.07239650145772594	0.004804664723032055	0.04156268221574334	0.26570262390670557	0.0	0.5440932944606414	0.07239650145772594	0.20799999999999982	0.07239650145772594	0.0	0.04156268221574334	0.01884548104956266	0.04156268221574334
VerNL	0.7871720116618075	0.15617492711370237	0.20799999999999982	0.15617492711370237	0.26570262390670557	0.04156268221574334	0.04156268221574334	0.7871720116618075	0.20799999999999982	0.07239650145772594	0.20799999999999982	0.04156268221574334	0.0	0.3287230320699709	0.26570262390670557
VerPN	0.1107871720116617	0.704	0.07239650145772594	0.004804664723032055	0.01884548104956266	0.7871720116618075	0.01884548104956266	0.3965014577259474	0.07239650145772594	0.6227871720116618	0.15617492711370237	0.01884548104956266	0.3287230320699709	0.0	0.01884548104956266
WP_CC	0.04156268221574334	0.3287230320699709	0.004804664723032055	0.004804664723032055	0.0	0.46847813411078715	0.04156268221574334	0.6227871720116618	0.20799999999999982	0.3965014577259474	0.46847813411078715	0.04156268221574334	0.26570262390670557	0.01884548104956266	0.0
