	NefAC	NefMES	NefNPC	NefOPC	VerCL	VerMES	VerNL	VerPN
NefAC	1.0	-0.09523809523809523	0.07142857142857142	0.7142857142857143	0.8333333333333334	-0.19047619047619047	0.19047619047619047	0.07142857142857142
NefMES	-0.09523809523809523	1.0	-0.19047619047619047	0.07142857142857142	0.07142857142857142	0.9523809523809523	-0.5238095238095238	-0.19047619047619047
NefNPC	0.07142857142857142	-0.19047619047619047	1.0	0.5238095238095238	-0.11904761904761904	-0.3333333333333333	0.7380952380952381	1.0
NefOPC	0.7142857142857143	0.07142857142857142	0.5238095238095238	1.0	0.4523809523809524	-0.047619047619047616	0.5	0.5238095238095238
VerCL	0.8333333333333334	0.07142857142857142	-0.11904761904761904	0.4523809523809524	1.0	-0.09523809523809523	-0.19047619047619047	-0.11904761904761904
VerMES	-0.19047619047619047	0.9523809523809523	-0.3333333333333333	-0.047619047619047616	-0.09523809523809523	1.0	-0.5238095238095238	-0.3333333333333333
VerNL	0.19047619047619047	-0.5238095238095238	0.7380952380952381	0.5	-0.19047619047619047	-0.5238095238095238	1.0	0.7380952380952381
VerPN	0.07142857142857142	-0.19047619047619047	1.0	0.5238095238095238	-0.11904761904761904	-0.3333333333333333	0.7380952380952381	1.0
