	NefAC	NefMES	NefNPC	NefOPC	VerCL	VerMES	VerNL	VerPN
NefAC	0.0	0.7347020505337638	0.003856342352720301	0.0020919767487976126	0.00985007989081777	0.5022378185587082	0.08033330749647073	0.03562477549058627
NefMES	0.7347020505337638	0.0	0.0022687625787165084	0.016811365609617816	0.1654964817510894	5.904030665581123e-06	0.058398906320642326	0.00024587596980172016
NefNPC	0.003856342352720301	0.0022687625787165084	0.0	8.853695602033807e-13	0.8703294888309193	9.137944818270028e-05	0.0005854882407087695	1.8225531491286034e-16
NefOPC	0.0020919767487976126	0.016811365609617816	8.853695602033807e-13	0.0	0.7484499197925274	0.0006976902959658546	0.00017032876813789539	1.6507623160865954e-11
VerCL	0.00985007989081777	0.1654964817510894	0.8703294888309193	0.7484499197925274	0.0	0.7438587186454495	0.00492444204066404	0.7622732628344434
VerMES	0.5022378185587082	5.904030665581123e-06	9.137944818270028e-05	0.0006976902959658546	0.7438587186454495	0.0	0.510076221942824	2.8305234606154874e-06
VerNL	0.08033330749647073	0.058398906320642326	0.0005854882407087695	0.00017032876813789539	0.00492444204066404	0.510076221942824	0.0	0.0028781654108898332
VerPN	0.03562477549058627	0.00024587596980172016	1.8225531491286034e-16	1.6507623160865954e-11	0.7622732628344434	2.8305234606154874e-06	0.0028781654108898332	0.0
