G1	G2	Consistency
NefMES	NefAC	0.04168632736743536
NefMES	NefOPC	0.0337069810776955
NefMES	NefNPC	0.032782639590758375
NefAC	NefOPC	0.01098682820646072
NefAC	NefNPC	0.019737295895506386
NefOPC	NefNPC	0.012301219025475964
