Cellname,NefMES,NefAC,NefOPC,NefNPC,VerPN,VerNL,VerCL,VerMES,OXPHOS,GLYC,FAO,G2M,KEGG_CC,WP_CC,BIOCARTA_CC,PD-L1
GL26130_CD31posP2_G10_R1,0.155848167741437,0.0787846670199611,0.0466971519459218,0.0424207759665536,0.00906846343770912,0.060014688909873,0.0257079699928637,0.0306964707981975,0.253511086238141,0.0880183797976678,0.0876184980628143,0.0380582697541605,0.0552662364617533,0.0570254852714989,0.0917978848413631,0
GL26130_CD31posP2_F06_R1,0.139874631553204,0.0496084319613731,0.0651622844077737,0.0630932439977666,0.0158986547292152,0.0527122022872731,0.00514333455172054,0.0309386771707746,0.253597697473617,0.0823487013154169,0.0694254389580414,0.0860342530801639,0.101352881240802,0.102379144520375,0.105851938895417,0
GL26130_CD31posP2_A10_R1,0.209290651426806,0.0256138491432609,0.0273870470699339,0.0622080592665223,0.0211905146487605,0.0595635295352009,0.0169965014881729,0.0446488326290227,0.191397505596418,0.0930509434447963,0.0809249031407139,0.0850463060341256,0.0912864636401374,0.0941923174269416,0.136122209165687,0
GL26130_CD31posP2_C10_R1,0.177292093035229,0.0648589766236825,0.0554202495153835,0.0771200174313301,0.0216366307466291,0.0446228097786171,0.00411640819452422,0.0552421745033176,0.222630849589596,0.0917960202847067,0.0708350506965625,0.0675182132818326,0.0666440243028039,0.0664972840371474,0.0783548766157462,0.000235529647294353
GL26130_CD31posP2_D02_R1,0.145473735696541,0.143938055702762,0.051145683185049,0.0610096553226839,0.0187984093653614,0.053005980484734,0.012836579464954,0.0592258319470205,0.217534111501972,0.0863773264344737,0.0739592778831094,0.0266490748353953,0.0385863617495,0.0398146525709168,0.0593184488836663,0
GL26130_CD31posP2_D11_R1,0.16112548429033,0.0704528057469234,0.0447089815597197,0.062534896705751,0.014098807024021,0.0472458293988039,0.00720589003185212,0.0368791071508245,0.2287136232811,0.0877995726825752,0.086266589728794,0.086875601532274,0.0759273934865467,0.0747522535677433,0.0724794359576968,0
GL26130_CD31posP2_B10_R1,0.147301489232987,0.0969204498616263,0.143993240220687,0.0748185371300949,0.013944973886825,0.0535725527226944,0.010112613788662,0.0344251741655034,0.258248054578403,0.0773032666615183,0.0884428324128266,0.0223658463519259,0.0543982791803464,0.0561298989545003,0.1013866039953,0.0306482953541777
GL26130_CD31posP2_F02_R1,0.16397008662522,0.0716893363952188,0.0824096625080769,0.0588988301943321,0.0135142411026759,0.05238694785437,0.00817189702887578,0.027777246623452,0.255623067903209,0.0936623162663784,0.0927788310938917,0.0638723699893557,0.0890693988452394,0.0919046784650429,0.145099882491187,0
GL26130_CD31posP2_A05_R1,0.136772599142758,0.0982747453335689,0.160296237387544,0.070433468153777,0.021836613824984,0.0746301542335537,0.0121577637373157,0.0253041920824012,0.20311000959386,0.0702950034751718,0.0686340779820295,0.0335647041576636,0.0513509943771463,0.0529856122111247,0.101245593419506,0.0204616381086969
GL26130_CD31posP2_A07_R1,0.193214143208351,0.078372490137196,0.0600924499229584,0.0629706799580559,0.0240056610594488,0.0271639911866541,0.0136459366786765,0.0434824177295065,0.132914934441957,0.0943573506319664,0.0802242189432034,0.123002594157727,0.0925600966074192,0.090259525339252,0.118354876615746,0.0141023376317494
