G1	G2	Consistency
NefMES	NefAC	0.026591442388263574
NefMES	NefOPC	0.014360714420546747
NefMES	NefNPC	0.015949669195595633
NefAC	NefOPC	0.009113719526015793
NefAC	NefNPC	0.02706721555554578
NefOPC	NefNPC	0.01428454002172394
