	NefMES	NefAC	NefOPC	NefNPC	VerPN	VerNL	VerCL	VerMES	OXPHOS	GLYC	FAO	G2M	KEGG_CC	WP_CC	BIOCARTA_CC	PD-L1
NefMES	0.0	4.352093661218753e-25	3.151630709594387e-151	1.5456618246434417e-06	0.0	3.703730661959447e-26	1.8643901968899566e-11	0.0	1.7053091588892647e-142	0.0	0.0	0.049186680108248275	2.686668909973053e-159	3.747569331527646e-169	1.0164525155622265e-134	3.0144388431622854e-137
NefAC	4.352093661218753e-25	0.0	0.0	0.0	0.0	5.0899297973343945e-109	2.323010716275375e-133	9.893949105046502e-15	0.0003106521626104794	7.28250843234654e-22	2.3208697536684785e-34	0.0	2.4776408532852354e-208	1.3937239173057155e-212	7.305760881832269e-31	3.547941072994653e-13
NefOPC	3.151630709594387e-151	0.0	0.0	0.0	0.0	0.0	4.599049882636996e-37	5.556700134865727e-41	9.699626659777123e-125	3.2955042465537595e-105	0.00011503880754465545	0.0	0.0	0.0	0.0	1.3835998989588192e-73
NefNPC	1.5456618246434417e-06	0.0	0.0	0.0	0.0	6.463777689343152e-88	1.6416069593937695e-38	0.11496120701192572	1.7063242540512122e-105	2.7313345400477825e-86	0.07676127252263588	7.628144706695828e-28	0.021647446563158996	0.013663179669528437	0.380609173978231	5.017262921947287e-44
VerPN	0.0	0.0	0.0	0.0	0.0	0.00038910252667411686	6.549659007130416e-60	5.971709716944198e-183	0.0	0.0	1.1999026765639285e-140	0.8362982189697524	4.9248628986852064e-73	3.4029416229215767e-81	2.1159236539095856e-71	0.017538376799522245
VerNL	3.703730661959447e-26	5.0899297973343945e-109	0.0	6.463777689343152e-88	0.00038910252667411686	0.0	8.545658390848967e-12	8.518182313849842e-114	7.619355524827043e-211	7.201184388229652e-50	1.7128258924871169e-158	4.43409491568498e-177	1.0955644160573996e-15	6.008984381150573e-13	1.925821953560468e-18	1.34213761996043e-24
VerCL	1.8643901968899566e-11	2.323010716275375e-133	4.599049882636996e-37	1.6416069593937695e-38	6.549659007130416e-60	8.545658390848967e-12	0.0	0.26656016380053094	3.0971356109781406e-164	2.0796693410946104e-72	0.6794655796460207	1.3628593312927777e-94	5.160373137822118e-41	7.079337915257564e-44	1.38822215224367e-26	0.35286561873620015
VerMES	0.0	9.893949105046502e-15	5.556700134865727e-41	0.11496120701192572	5.971709716944198e-183	8.518182313849842e-114	0.26656016380053094	0.0	0.8408997326045611	8.182499044320473e-20	6.353759040689331e-194	0.0	7.456521079420977e-09	4.0752410247741566e-07	6.081594832582055e-42	1.7917429040280185e-259
OXPHOS	1.7053091588892647e-142	0.0003106521626104794	9.699626659777123e-125	1.7063242540512122e-105	0.0	7.619355524827043e-211	3.0971356109781406e-164	0.8408997326045611	0.0	0.0	0.0	2.5647084979227695e-07	2.8304290425588254e-48	3.5164312614940684e-57	5.825106216407705e-144	8.229155592844986e-99
GLYC	0.0	7.28250843234654e-22	3.2955042465537595e-105	2.7313345400477825e-86	0.0	7.201184388229652e-50	2.0796693410946104e-72	8.182499044320473e-20	0.0	0.0	0.0	6.641978528474657e-11	1.9195307660634942e-82	1.3091011553145044e-90	1.3313787695623144e-88	5.6460835156958095e-34
FAO	0.0	2.3208697536684785e-34	0.00011503880754465545	0.07676127252263588	1.1999026765639285e-140	1.7128258924871169e-158	0.6794655796460207	6.353759040689331e-194	0.0	0.0	0.0	8.875564645431147e-145	0.3150749334098777	0.9407546338448425	0.02594934192126534	3.7137247578762566e-33
G2M	0.049186680108248275	0.0	0.0	7.628144706695828e-28	0.8362982189697524	4.43409491568498e-177	1.3628593312927777e-94	0.0	2.5647084979227695e-07	6.641978528474657e-11	8.875564645431147e-145	0.0	0.0	0.0	0.0	2.9991810263545753e-118
KEGG_CC	2.686668909973053e-159	2.4776408532852354e-208	0.0	0.021647446563158996	4.9248628986852064e-73	1.0955644160573996e-15	5.160373137822118e-41	7.456521079420977e-09	2.8304290425588254e-48	1.9195307660634942e-82	0.3150749334098777	0.0	0.0	0.0	0.0	1.9257430909555227e-16
WP_CC	3.747569331527646e-169	1.3937239173057155e-212	0.0	0.013663179669528437	3.4029416229215767e-81	6.008984381150573e-13	7.079337915257564e-44	4.0752410247741566e-07	3.5164312614940684e-57	1.3091011553145044e-90	0.9407546338448425	0.0	0.0	0.0	0.0	1.5579068785148777e-15
BIOCARTA_CC	1.0164525155622265e-134	7.305760881832269e-31	0.0	0.380609173978231	2.1159236539095856e-71	1.925821953560468e-18	1.38822215224367e-26	6.081594832582055e-42	5.825106216407705e-144	1.3313787695623144e-88	0.02594934192126534	0.0	0.0	0.0	0.0	3.829787970391511e-48
PD-L1	3.0144388431622854e-137	3.547941072994653e-13	1.3835998989588192e-73	5.017262921947287e-44	0.017538376799522245	1.34213761996043e-24	0.35286561873620015	1.7917429040280185e-259	8.229155592844986e-99	5.6460835156958095e-34	3.7137247578762566e-33	2.9991810263545753e-118	1.9257430909555227e-16	1.5579068785148777e-15	3.829787970391511e-48	0.0
