""	PC1	PC2
ACSL4	-0.0344780215921106	-0.128132228787444
ACYP2	0.00812578291926691	0.00636771336245573
ADD3	-0.112307984913075	-0.0808234977211689
AGTPBP1	-0.0632220304363081	-0.0797039542235885
ANKRD46	-0.0666001090958577	-0.023979364768458
ANKS1B	-0.132485659903363	0.0886713052977826
ANXA3	0.0121333939179839	-0.115835773710877
ANXA7	-0.00616478376338967	-0.126323644872285
ARRB1	-0.0406144650666364	-0.0496672857789229
ATRNL1	0.0115752905913945	0.021779344341741
BASP1	-0.0047049852230591	0.0200257164585858
BCAS1	-0.146483642509609	0.00565644193338102
BEST1	-0.00950784861807132	-0.0373928662533068
CALM2	-0.00502914454569795	0.00472456287753192
CAMK2G	0.00290951089594667	0.0139654219611924
CASQ1	-0.0128728975494355	-0.11126002537287
CCDC121	0.00330963855984353	-0.0329387311084878
CCK	0.021917025951208	0.0207841179099116
CDC42	-0.0246960191152849	-0.0172006434587128
CDR1	0.0173228669324801	0.00859231187492726
CHN1	0.0145288307137136	0.00977364176116109
COX5B	-0.0577173347813808	-0.0526171884900549
CPNE6	0.00835962863510244	0.00945210593941029
CRBN	-0.0121309014560748	-0.0130814936899226
CRYL1	-0.0666908075218204	0.0513396910157385
CRYM	0.00996937964878516	-0.0664251878227322
CRYZL1	-0.0862749392911488	-0.103643979246697
CUTC	-0.0424740326857352	-0.0412519341080752
CYTH1	-0.0381706602987874	-0.0931944800081798
DHRS9	0.0145831666157611	0.0094084591597605
DYNC1I1	-0.00528096295832632	-0.033650360523877
EDIL3	-0.0142765438360509	-0.119277373700117
ENPP2	0.00711035804208281	-0.0415407687355976
ENPP4	-0.042806626563454	-0.145438559965375
EPB41L3	-0.0170953193682546	-0.015459391628364
ETNPPL	-0.0078854064586331	0.00142339359758685
EVI2A	-0.00772288022652136	-0.138998460157576
FBXO3	-0.11253306637223	-0.00708125697131425
FEZF2	-0.00603032392142748	0.0204173776289393
FHIT	-0.0389422405799749	-0.0252350242007738
FUT9	-0.00573703662937784	0.00888385681024968
FXYD1	0.00383874675749672	-0.0533030090667289
GABARAPL2	-0.00872432664351378	0.000414130840563702
GABRB2	0.000898198117135841	0.0348651072292287
GNAI1	0.00376222980501372	0.00279663054795728
GPR22	-0.0180677515046867	0.0148386643098329
GRM1	-0.0127826537176786	0.0352093025867064
GRM3	-0.0430134061267332	-0.0767230039009696
GUK1	-0.0146936483879397	-0.0113717883401798
HPCA	0.0285988544419293	0.0375842373656145
HPCAL4	0.00951999239358194	0.0343819475506606
IMPA1	-0.0903844958128632	-0.0920996501268827
KCNJ3	0.0108337841199184	0.0136336664515239
KCNK1	-0.0931816834716295	0.0373005992955462
LYRM1	0.00327938728637601	-0.00491392849348211
LYRM9	-0.0140486713136445	0.00922764633620279
MAGEH1	-0.109214151484448	-0.0183599228326711
MAT2B	-0.0750210923243726	-0.0864324073930608
MBP	0.0185280120615854	-0.0952944062194011
MDH1	-0.00296066878809174	0.0185965209543558
MGST3	-0.0182609370470088	0.0271687479094175
MMD	0.00244678129104665	0.0385610732619047
MORF4L2	-0.0473767437549502	-0.0648323219690576
MRPL49	-0.0683284312457391	-0.102866806631756
MSRB2	-0.054866579162171	0.001046444306106
MYBPC1	-0.0219923738130111	0.0309466648280755
NANOS1	-0.0216935253235262	0.00422667153131767
NDRG2	-0.00699961910249665	0.00679433362862069
NDUFS3	-0.04189141173831	-0.061658492093468
NSL1	-0.0480747709685759	-0.00859476514081307
NTSR2	-0.0168439293168331	-0.0365190635762943
ORC4	-0.0918931476783536	-0.146069645057509
PARP8	-0.0839667273660907	-0.0603176594746601
PDE6D	-0.093781174160729	-0.0859022233477795
PEX11B	-0.0707053742859961	-0.0939528179866194
PEX19	-0.00534957858230775	0.0180037763648159
PGBD5	-0.039203200902468	0.0227628350162103
PLCL1	-0.0109536170288277	-0.161730515854918
POPDC3	-0.003564194657081	-0.0272505772885854
PPA1	-0.0284529784914785	-0.0194610485585418
PPFIA2	-0.0146342253009758	-0.0116665636656983
PPP1R1A	0.00593746291883687	-0.0237157418324835
PPP2R5A	0.00531102505272074	-0.00972549672230628
PRPSAP2	-0.0764745168590387	-0.0741570182184943
REPS2	-0.0457695099068745	-0.0589698682923158
RND1	-0.018913011473296	-0.0419738032677031
ROGDI	-0.00877571143635885	-0.00582012119513604
S1PR1	0.00577498106859387	-0.125583852563385
SAR1A	-0.0912665682993691	-0.05116612918516
SCHIP1	-0.0248831991551775	-0.0237139564058868
SELENOP	0.0192873887051226	-0.0188898549097373
SELENOW	-0.0256815075212358	0.0234836448262771
SERPINI1	-0.00542394242153671	-0.0365554255188006
SGK3	-0.0444089197058509	0.0141060727374373
SH3GL2	0.0107880229780855	0.0145322629919154
SH3GL3	-0.0442958761851782	0.00870985028099035
SHTN1	-0.019680051472949	-0.135114355392513
SIRT5	-0.0282048090399591	-0.0210026804565945
SLC16A7	-0.0461803674014077	-0.0516531761460363
SLC30A10	-0.00141864866326031	-0.0543950068241464
SLC31A2	-0.0239729042829812	-0.140362494929971
SNCG	0.00576413063713299	-0.0364525178873685
SNX11	-0.0557329182508027	-0.0583054788739204
SPAST	-0.0695345402547224	-0.0528017282355257
TCEAL1	-0.066927880404268	-0.0186344947347757
THTPA	-0.066125002602553	-0.0461139226714797
TMEM144	-0.057319839786099	-0.0426622223000542
TPM3	-0.0506509765299359	-0.121611160715688
TSNAX	-0.135006994710423	-0.0240700808896196
TTC1	-0.0108799878693147	-0.00319462019159577
TTPA	-0.0333919647418588	-0.0168389887074742
UROS	-0.0395239660234105	-0.0839217204783862
USP33	-0.0828952311273484	-0.0137448156858274
VIP	-0.0115844505683863	0.0323900948493825
VSX1	-0.00409512914828145	-0.0102547920026565
YPEL5	-0.0346153183597474	-0.140205943472734
ABAT	-0.0572095008533029	-0.0873339700983141
ACTR1A	-0.0526404216089233	-0.0365475479289855
ADGRB3	-0.00588547446791676	0.0327078324599297
ADGRL3	-0.124721395487976	0.0552014006781702
ALCAM	-0.0717738611020073	-0.0725416775624221
AMOTL2	-0.0628684010150738	-0.0533067387959938
ARHGAP33	-0.0996726135459319	0.116791176561756
ARHGEF9	0.00245615812519711	0.0237220145003501
ASCL1	-0.105941055962879	0.0648308589678408
ATAD5	-0.0572951914212128	0.0237662988484101
ATAT1	-0.111634778450667	-0.0705018480397097
ATP1A3	0.00830515566193971	0.064574327062228
BCAN	-0.135262718883529	0.14711851460019
BCL7A	-0.0293906515038159	-0.0135085281007483
BCOR	-0.05740099344096	-0.0551814874996312
BEX1	0.00147281135958467	0.00889017318398289
C1QL1	-0.0896479798478728	0.118596815438453
CAMSAP2	-0.0357966969481294	-0.0369669511646925
CASK	-0.0359739463060489	-0.0626012399696189
CBX1	-0.0808538376490096	-0.0547757139551151
CDC25A	-0.0564957042015123	-0.00749326209156126
CDC7	-0.0908491284070985	0.100272434542253
CDK5R1	-0.00119479623251392	0.0632352477547557
CDKN1B	-0.0640579041831923	-0.0251709735437328
CELF3	-0.0128470085502143	0.0143160949356634
CHD7	-0.10318500350399	-0.00463530753536261
CKB	-0.0971896561711362	-0.0844358451802971
CLASP2	-0.025346484136275	0.0149542131353788
CLGN	-0.0816008344052123	0.122845178836602
CNTN1	-0.147178209241555	0.14469877188696
CRB1	-0.00200924279087044	-0.0434351316007431
CRMP1	-0.070430328671982	-0.0567897130828873
CSNK1E	-0.0525881700474596	-0.064889192654332
CSPG5	-0.144982517278011	0.152266237336426
CXXC4	-0.0573941315370999	-0.00621140352805697
DBN1	-0.0909492832698578	-0.0516674341062767
DCAF7	-0.127712878898923	-0.053468693604822
DCX	-0.0195277057582885	0.0270270531889701
DGKI	-0.0605449768714916	-0.0299296712178942
DLL3	-0.0658283279206325	0.0926256308148069
DNM3	-0.0952359980210944	0.000472414008514174
DPF1	-0.0558322408945787	-0.0245806965623218
DPP6	0.0139061607548514	0.0410419771160235
DPYSL4	-0.062878896254243	0.0540239709562315
DUSP26	0.00934562028479923	0.0244695158901511
E2F3	-0.0474206607800869	0.0147911493016009
EPB41	-0.104026488716483	0.0660043552632994
EPHB1	0.00536098120449438	-0.121524863471662
ERBB3	-0.0409227199712244	-0.112729996852053
FAM110B	-0.0340793414483539	-0.0574836580225373
FBXO21	-0.0314478213764518	-0.00638187186785357
FGF9	-0.00136142292915481	-0.0140292566653377
FHOD3	-0.0308416929229471	-0.0525503103697745
FLRT1	-0.0447721794900207	0.0591597670646461
FXYD6	-0.104278023941636	0.104717692095183
GABRA3	-0.0598412759069374	0.0539236115495961
GADD45G	-0.0791905420600923	-0.0417972392141578
GNG4	-0.0246721003468563	0.0273893200979898
GPM6A	-0.0319753817845107	0.0646236092084759
GPR17	-0.0841589065295963	0.127621728556963
GRIA2	-0.0663887332791048	0.12008276759717
GRID2	-0.0789126816755056	0.0533257728452759
GSK3B	0.0093100743107301	0.0531358674181132
GSTA4	0.0168105100525239	-0.0062124075012627
HDAC2	-0.0250888005172013	0.0517067592327634
HMGB3	-0.0986088389684043	0.0364619074461659
IL1RAPL1	-0.0270882977656014	0.0189139946120815
JADE3	-0.0235285653348057	-0.0608805068288925
KAT7	-0.0956136287665654	-0.0562494909973028
KDM1A	-0.0196905587643628	-0.0244265455534106
KIF21B	-0.0283595089916279	0.0112537459120972
KLRK1	0.00437719336366654	0.0104299701078381
LPAR4	-0.0145821869569459	-0.03244973170595
LRP6	0.00985855781383474	0.00973034055542214
LRRTM4	-0.0411515000455761	0.0741251495661145
MAP2	-0.0442258829856151	0.0442289170888758
MAPT	-0.0881316777427698	-0.067110895556045
MARCKS	-0.13683716376276	0.0289959663805328
MARCKSL1	-0.10701288314161	-0.0247536477495218
