	NefMES	NefAC	NefOPC	NefNPC	VerPN	VerNL	VerCL	VerMES
NefMES	0.0	3.744673456367162e-05	2.475946610469867e-124	0.0	0.0	1.0777545887044647e-110	4.885592745809359e-38	0.0
NefAC	3.744673456367162e-05	0.0	0.0	8.934112017731617e-113	1.341807718461118e-102	2.3214226438787657e-16	1.9973778572097078e-109	4.1178007811081945e-30
NefOPC	2.475946610469867e-124	0.0	0.0	1.63349262961902e-264	0.0	1.6112501729260488e-222	0.0	2.632133714638713e-21
NefNPC	0.0	8.934112017731617e-113	1.63349262961902e-264	0.0	0.0	8.173873594613485e-21	1.1136846524116164e-31	8.047554720012078e-181
VerPN	0.0	1.341807718461118e-102	0.0	0.0	0.0	4.0167807108581817e-104	1.0227349493668727e-110	9.658105152168492e-218
VerNL	1.0777545887044647e-110	2.3214226438787657e-16	1.6112501729260488e-222	8.173873594613485e-21	4.0167807108581817e-104	0.0	0.0	8.957847237181232e-29
VerCL	4.885592745809359e-38	1.9973778572097078e-109	0.0	1.1136846524116164e-31	1.0227349493668727e-110	0.0	0.0	0.00016885561437059239
VerMES	0.0	4.1178007811081945e-30	2.632133714638713e-21	8.047554720012078e-181	9.658105152168492e-218	8.957847237181232e-29	0.00016885561437059239	0.0
