G1	G2	Consistency
NefMES	NefAC	0.03185000501986404
NefMES	NefOPC	0.04905064076139527
NefMES	NefNPC	0.03125715563475184
NefAC	NefOPC	0.02206530476462132
NefAC	NefNPC	0.02378455291831759
NefOPC	NefNPC	0.01152446353562897
