G1	G2	Consistency
VerMES	VerCL	0.015422907812095092
VerMES	VerNL	0.022157318714983693
VerMES	VerPN	0.059583711774658855
VerCL	VerNL	0.008351762055612888
VerCL	VerPN	0.028309968884749542
VerNL	VerPN	0.015002429571400494
