G1	G2	Consistency
NefNPC	NefMES	0.023693836791341905
NefNPC	VerPN	0.005194651581005655
NefNPC	VerMES	0.03501981296852366
NefMES	VerPN	0.031018652440092505
NefMES	VerMES	0.017899866877562245
VerPN	VerMES	0.03836584090139756
