G1	G2	Consistency
VerMES	VerCL	0.0195570482602003
VerMES	VerNL	0.02989465111849182
VerMES	VerPN	0.04710907077905254
VerCL	VerNL	0.002155230540414957
VerCL	VerPN	0.008824868761598673
VerNL	VerPN	0.004279365626421033
