G1	G2	Consistency
NefMES	NefAC	0.05829366436654976
NefMES	NefOPC	0.07642799483352886
NefMES	NefNPC	0.038032233819980554
NefAC	NefOPC	0.03025105165958586
NefAC	NefNPC	0.036548860276036876
NefOPC	NefNPC	0.011470424462677209
