	BIOCARTA_CC	FAO	G2M	GLYC	KEGG_CC	NefAC	NefMES	NefNPC	NefOPC	OXPHOS	PD-L1	VerCL	VerMES	VerNL	VerPN	WP_CC
BIOCARTA_CC	1.0	-0.8	1.0	-1.0	1.0	-1.0	-1.0	-0.8	-1.0	-0.6	0.8	-1.0	0.6	-1.0	-0.8	1.0
FAO	-0.8	1.0	-0.8	0.8	-0.8	0.8	0.8	0.6	0.8	0.8	-1.0	0.8	-0.8	0.8	0.6	-0.8
G2M	1.0	-0.8	1.0	-1.0	1.0	-1.0	-1.0	-0.8	-1.0	-0.6	0.8	-1.0	0.6	-1.0	-0.8	1.0
GLYC	-1.0	0.8	-1.0	1.0	-1.0	1.0	1.0	0.8	1.0	0.6	-0.8	1.0	-0.6	1.0	0.8	-1.0
KEGG_CC	1.0	-0.8	1.0	-1.0	1.0	-1.0	-1.0	-0.8	-1.0	-0.6	0.8	-1.0	0.6	-1.0	-0.8	1.0
NefAC	-1.0	0.8	-1.0	1.0	-1.0	1.0	1.0	0.8	1.0	0.6	-0.8	1.0	-0.6	1.0	0.8	-1.0
NefMES	-1.0	0.8	-1.0	1.0	-1.0	1.0	1.0	0.8	1.0	0.6	-0.8	1.0	-0.6	1.0	0.8	-1.0
NefNPC	-0.8	0.6	-0.8	0.8	-0.8	0.8	0.8	1.0	0.8	0.8	-0.6	0.8	-0.8	0.8	1.0	-0.8
NefOPC	-1.0	0.8	-1.0	1.0	-1.0	1.0	1.0	0.8	1.0	0.6	-0.8	1.0	-0.6	1.0	0.8	-1.0
OXPHOS	-0.6	0.8	-0.6	0.6	-0.6	0.6	0.6	0.8	0.6	1.0	-0.8	0.6	-1.0	0.6	0.8	-0.6
PD-L1	0.8	-1.0	0.8	-0.8	0.8	-0.8	-0.8	-0.6	-0.8	-0.8	1.0	-0.8	0.8	-0.8	-0.6	0.8
VerCL	-1.0	0.8	-1.0	1.0	-1.0	1.0	1.0	0.8	1.0	0.6	-0.8	1.0	-0.6	1.0	0.8	-1.0
VerMES	0.6	-0.8	0.6	-0.6	0.6	-0.6	-0.6	-0.8	-0.6	-1.0	0.8	-0.6	1.0	-0.6	-0.8	0.6
VerNL	-1.0	0.8	-1.0	1.0	-1.0	1.0	1.0	0.8	1.0	0.6	-0.8	1.0	-0.6	1.0	0.8	-1.0
VerPN	-0.8	0.6	-0.8	0.8	-0.8	0.8	0.8	1.0	0.8	0.8	-0.6	0.8	-0.8	0.8	1.0	-0.8
WP_CC	1.0	-0.8	1.0	-1.0	1.0	-1.0	-1.0	-0.8	-1.0	-0.6	0.8	-1.0	0.6	-1.0	-0.8	1.0
