	NefMES	NefAC	NefOPC	NefNPC	VerPN	VerNL	VerCL	VerMES	OXPHOS	GLYC	FAO	G2M	KEGG_CC	WP_CC	BIOCARTA_CC	PD-L1
NefMES	0.0	2.6680776387361763e-17	0.0	0.0	0.0	2.8268025317968865e-285	3.0258819333176648e-46	0.0	9.39949354130067e-36	7.021596660840264e-67	3.7692840418223196e-06	1.1747692442988117e-98	1.7659213528345797e-20	1.702416123016238e-20	2.3883392838744556e-166	0.0
NefAC	2.6680776387361763e-17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1967952510403849e-105	0.0	0.0	2.0784724913253193e-93	0.0
NefOPC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2460650621685942e-72	0.0	0.0	6.7529942549700046e-217	0.0
NefNPC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0548885422110842e-83	0.0	0.0	2.6193732427056838e-217	0.0
VerPN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.499140867519092e-267	0.0	9.413614223528404e-78	8.524754472745798e-259	6.619617273976831e-268	1.0237172079793994e-182	0.0
VerNL	2.8268025317968865e-285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.662984882707164e-95	0.0	0.0	4.790644021686039e-211	0.0
VerCL	3.0258819333176648e-46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0407462659445823e-153	3.36470818036212e-248	1.5668373141175437e-32	1.5807158219664408e-106	3.6086109892395477e-109	4.59376414699731e-30	0.0
VerMES	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.478364459702722e-122	0.0	4.564398303790247e-08	3.5761407404847745e-130	9.560750290172508e-136	0.0	0.0
OXPHOS	9.39949354130067e-36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8533632502910848e-145	0.0	0.0	3.439832906368568e-50	0.0
GLYC	7.021596660840264e-67	0.0	0.0	0.0	5.499140867519092e-267	0.0	2.0407462659445823e-153	2.478364459702722e-122	0.0	0.0	0.0	1.554344436108521e-125	9.192821488322683e-152	3.944032397472761e-157	7.189867224674184e-05	3.310067243712287e-209
FAO	3.7692840418223196e-06	0.0	0.0	0.0	0.0	0.0	3.36470818036212e-248	0.0	0.0	0.0	0.0	7.369705148280148e-112	4.4591410404849173e-249	1.9127570963917876e-259	4.0834747227905235e-42	0.0
G2M	1.1747692442988117e-98	1.1967952510403849e-105	1.2460650621685942e-72	1.0548885422110842e-83	9.413614223528404e-78	2.662984882707164e-95	1.5668373141175437e-32	4.564398303790247e-08	1.8533632502910848e-145	1.554344436108521e-125	7.369705148280148e-112	0.0	9.762743380873371e-254	3.586480020026685e-256	8.970477086125126e-27	1.2113769896552515e-22
KEGG_CC	1.7659213528345797e-20	0.0	0.0	0.0	8.524754472745798e-259	0.0	1.5807158219664408e-106	3.5761407404847745e-130	0.0	9.192821488322683e-152	4.4591410404849173e-249	9.762743380873371e-254	0.0	0.0	4.373020440080196e-284	1.439979287269934e-185
WP_CC	1.702416123016238e-20	0.0	0.0	0.0	6.619617273976831e-268	0.0	3.6086109892395477e-109	9.560750290172508e-136	0.0	3.944032397472761e-157	1.9127570963917876e-259	3.586480020026685e-256	0.0	0.0	8.805129204375968e-283	4.390280473219919e-192
BIOCARTA_CC	2.3883392838744556e-166	2.0784724913253193e-93	6.7529942549700046e-217	2.6193732427056838e-217	1.0237172079793994e-182	4.790644021686039e-211	4.59376414699731e-30	0.0	3.439832906368568e-50	7.189867224674184e-05	4.0834747227905235e-42	8.970477086125126e-27	4.373020440080196e-284	8.805129204375968e-283	0.0	1.008938983573462e-180
PD-L1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.310067243712287e-209	0.0	1.2113769896552515e-22	1.439979287269934e-185	4.390280473219919e-192	1.008938983573462e-180	0.0
