	NefMES	NefAC	NefOPC	NefNPC	VerPN	VerNL	VerCL	VerMES	OXPHOS	GLYC	FAO	G2M	KEGG_CC	WP_CC	BIOCARTA_CC	PD-L1
NefMES	0.0	7.659922828278183e-19	2.1260940143081163e-128	1.5178105967691042e-151	2.2047248500501754e-290	8.71908139247168e-82	0.002404542810140378	1.555328230639984e-301	1.2806569012154867e-05	2.4748299794840633e-137	2.211021297169436e-56	9.436574365674225e-05	0.022188724305125106	0.017776152800587922	5.302816519653368e-06	2.529213040278549e-41
NefAC	7.659922828278183e-19	0.0	0.0	0.0	0.0	4.4398827880389863e-88	0.0	0.0	1.2134759774970146e-98	3.759440943477947e-128	1.076746118733102e-179	2.621765077388441e-10	1.770387101077251e-67	2.8940326883572585e-72	6.2826978274019585e-06	0.0
NefOPC	2.1260940143081163e-128	0.0	0.0	0.0	0.0	4.255911247927906e-130	0.0	0.0	2.0537842645532437e-71	9.177924823397295e-75	1.7590971458121904e-121	1.2704088524941767e-11	2.678310005471711e-38	3.105632130938741e-41	0.5806778292076966	0.0
NefNPC	1.5178105967691042e-151	0.0	0.0	0.0	0.0	5.285263343250492e-97	0.0	0.0	2.278842739345316e-50	7.822822559926153e-57	3.60618222016069e-83	6.1412509560124734e-30	3.647466457351991e-83	1.9737126846860537e-86	8.44589245913026e-11	0.0
VerPN	2.2047248500501754e-290	0.0	0.0	0.0	0.0	1.8090768932689528e-118	5.257973683800052e-211	0.0	2.222415556096845e-22	1.2442117248600104e-16	2.9109357578124793e-32	2.0268027672470832e-26	1.922603611401125e-37	4.0255142998157535e-39	0.24248379785387608	0.0
VerNL	8.71908139247168e-82	4.4398827880389863e-88	4.255911247927906e-130	5.285263343250492e-97	1.8090768932689528e-118	0.0	1.4195376983354862e-28	5.859798517427649e-103	8.809786067683041e-73	5.010994958717558e-08	9.255587256168673e-63	3.3510779368563375e-05	0.004565645578995221	0.0007016952538125568	2.255654156290474e-07	7.348649769035782e-74
VerCL	0.002404542810140378	0.0	0.0	0.0	5.257973683800052e-211	1.4195376983354862e-28	0.0	2.726445761761204e-303	4.425499536668814e-60	4.4070047885209036e-144	1.991706227387949e-136	2.3749718911441327e-12	1.5787891048022965e-77	6.323926705074851e-81	6.866155275463065e-07	0.0
VerMES	1.555328230639984e-301	0.0	0.0	0.0	0.0	5.859798517427649e-103	2.726445761761204e-303	0.0	1.262109811925377e-54	2.1934380942325545e-23	8.489434197568456e-41	7.483034259470738e-30	2.742723387273774e-74	4.220487104470398e-76	0.03987647433742565	0.0
OXPHOS	1.2806569012154867e-05	1.2134759774970146e-98	2.0537842645532437e-71	2.278842739345316e-50	2.222415556096845e-22	8.809786067683041e-73	4.425499536668814e-60	1.262109811925377e-54	0.0	2.3789093019799424e-233	0.0	0.0005346437127876088	4.346578257048829e-70	7.50595282277845e-73	0.8813134707765792	1.3053494040957215e-153
GLYC	2.4748299794840633e-137	3.759440943477947e-128	9.177924823397295e-75	7.822822559926153e-57	1.2442117248600104e-16	5.010994958717558e-08	4.4070047885209036e-144	2.1934380942325545e-23	2.3789093019799424e-233	0.0	0.0	1.761000375245991e-13	1.2408724627313167e-68	1.3332905225528684e-72	0.022959786472220467	9.468565186744463e-161
FAO	2.211021297169436e-56	1.076746118733102e-179	1.7590971458121904e-121	3.60618222016069e-83	2.9109357578124793e-32	9.255587256168673e-63	1.991706227387949e-136	8.489434197568456e-41	0.0	0.0	0.0	0.003714061050502283	7.770005432097467e-65	5.7931231136864534e-70	0.32975197415615765	2.360155777789166e-168
G2M	9.436574365674225e-05	2.621765077388441e-10	1.2704088524941767e-11	6.1412509560124734e-30	2.0268027672470832e-26	3.3510779368563375e-05	2.3749718911441327e-12	7.483034259470738e-30	0.0005346437127876088	1.761000375245991e-13	0.003714061050502283	0.0	3.887658595631785e-118	1.3070124943889865e-116	3.2051108096264626e-43	2.4864524424136174e-19
KEGG_CC	0.022188724305125106	1.770387101077251e-67	2.678310005471711e-38	3.647466457351991e-83	1.922603611401125e-37	0.004565645578995221	1.5787891048022965e-77	2.742723387273774e-74	4.346578257048829e-70	1.2408724627313167e-68	7.770005432097467e-65	3.887658595631785e-118	0.0	0.0	2.1224043632470645e-247	4.822369144212415e-67
WP_CC	0.017776152800587922	2.8940326883572585e-72	3.105632130938741e-41	1.9737126846860537e-86	4.0255142998157535e-39	0.0007016952538125568	6.323926705074851e-81	4.220487104470398e-76	7.50595282277845e-73	1.3332905225528684e-72	5.7931231136864534e-70	1.3070124943889865e-116	0.0	0.0	5.4602006452563856e-247	4.8606030027757617e-70
BIOCARTA_CC	5.302816519653368e-06	6.2826978274019585e-06	0.5806778292076966	8.44589245913026e-11	0.24248379785387608	2.255654156290474e-07	6.866155275463065e-07	0.03987647433742565	0.8813134707765792	0.022959786472220467	0.32975197415615765	3.2051108096264626e-43	2.1224043632470645e-247	5.4602006452563856e-247	0.0	0.022365548719046682
PD-L1	2.529213040278549e-41	0.0	0.0	0.0	0.0	7.348649769035782e-74	0.0	0.0	1.3053494040957215e-153	9.468565186744463e-161	2.360155777789166e-168	2.4864524424136174e-19	4.822369144212415e-67	4.8606030027757617e-70	0.022365548719046682	0.0
