G1	G2	Consistency
NefMES	NefAC	0.10953032685931151
NefMES	NefOPC	0.20184899613201704
NefMES	NefNPC	0.20473727898009425
NefAC	NefOPC	0.056903810411716035
NefAC	NefNPC	0.0915046077070755
NefOPC	NefNPC	0.02980890793026894
