G1	G2	Consistency
VerMES	VerCL	0.08651460452064269
VerMES	VerNL	0.18970187168014715
VerMES	VerPN	0.28261118481331765
VerCL	VerNL	0.12100475337927294
VerCL	VerPN	0.1357964525876582
VerNL	VerPN	0.07179947618282524
