G1	G2	Consistency
VerMES	VerCL	0.05388732192549317
VerMES	VerNL	0.15171150328845986
VerMES	VerPN	0.19461042236263343
VerCL	VerNL	0.08486558943158698
VerCL	VerPN	0.09625747487407607
VerNL	VerPN	0.051023645102919624
