	BIOCARTA_CC	FAO	G2M	GLYC	KEGG_CC	NefAC	NefMES	NefNPC	NefOPC	OXPHOS	PD-L1	VerCL	VerMES	VerNL	VerPN	WP_CC
BIOCARTA_CC	0.0	0.602099427786538	0.03316990109010587	0.5567370561768314	0.00025981184986148103	0.9655902689187795	0.602099427786538	0.8799185788786749	0.124454791188834	0.2861229029149875	0.40383308831471165	0.7954145018538977	0.6966831093957659	0.6646331617926677	0.6805975082860818	0.00011413359814618011
FAO	0.602099427786538	0.0	0.25513775175895725	3.88098529962746e-07	0.49855598552418856	0.18256397857316675	0.009201779777634755	0.5567370561768314	0.712884219214772	0.00015267406467669873	0.04785597684206058	0.07536233505348364	0.004508435484294225	0.03316990109010587	0.05126558978649144	0.4568008526399232
G2M	0.03316990109010587	0.25513775175895725	0.0	0.31913878550330455	0.00041811794041499725	0.42991878503288405	0.7954145018538977	0.6175234895401425	0.4568008526399232	0.11817595701303213	0.02831967129576002	0.08001937592027475	0.8290236405313092	0.03316990109010587	0.22620604493502663	0.00020071307332423193
GLYC	0.5567370561768314	3.88098529962746e-07	0.31913878550330455	0.0	0.5128409431818263	0.06251148327961512	0.026096891052703127	0.3305892594121097	0.8121826980280591	8.36658642909172e-05	0.026096891052703127	0.03316990109010587	0.020185498509854096	0.024003191200713644	0.11817595701303213	0.4568008526399232
KEGG_CC	0.00025981184986148103	0.49855598552418856	0.00041811794041499725	0.5128409431818263	0.0	0.8121826980280591	0.8121826980280591	0.762121655996299	0.18256397857316675	0.27556745095678037	0.14458630130334754	0.4568008526399232	0.8628980736949712	0.27556745095678037	0.41677476889913834	4.1168959116543284e-09
NefAC	0.9655902689187795	0.18256397857316675	0.42991878503288405	0.06251148327961512	0.8121826980280591	0.0	0.8969858708195542	0.000521133700481005	0.044609296463363105	0.05126558978649144	0.0025862148333625915	0.000521133700481005	0.9312343512018808	0.0019003677255282703	0.42991878503288405	0.6805975082860818
NefMES	0.602099427786538	0.009201779777634755	0.7954145018538977	0.026096891052703127	0.8121826980280591	0.8969858708195542	0.0	0.5128409431818263	0.21702022575997748	0.03858845292201944	0.5567370561768314	0.4568008526399232	1.2868115751495013e-07	0.3910967709418962	0.0009513628555555001	0.8121826980280591
NefNPC	0.8799185788786749	0.5567370561768314	0.6175234895401425	0.3305892594121097	0.762121655996299	0.000521133700481005	0.5128409431818263	0.0	0.011374198642690932	0.21702022575997748	0.005801150474478243	0.0153173290532817	0.5273023541661082	0.03858845292201944	0.08991373630263913	0.6966831093957659
NefOPC	0.124454791188834	0.712884219214772	0.4568008526399232	0.8121826980280591	0.18256397857316675	0.044609296463363105	0.21702022575997748	0.011374198642690932	0.0	0.8121826980280591	0.31913878550330455	0.25513775175895725	0.25513775175895725	0.2652387868927897	0.005801150474478243	0.21702022575997748
OXPHOS	0.2861229029149875	0.00015267406467669873	0.11817595701303213	8.36658642909172e-05	0.27556745095678037	0.05126558978649144	0.03858845292201944	0.21702022575997748	0.8121826980280591	0.0	0.005124081698753058	0.009201779777634755	0.035805997052029234	0.006543490146837885	0.11210929146889191	0.18256397857316675
PD-L1	0.40383308831471165	0.04785597684206058	0.02831967129576002	0.026096891052703127	0.14458630130334754	0.0025862148333625915	0.5567370561768314	0.005801150474478243	0.31913878550330455	0.005124081698753058	0.0	6.99316495321054e-06	0.6646331617926677	8.36658642909172e-05	0.8799185788786749	0.09515736659412469
VerCL	0.7954145018538977	0.07536233505348364	0.08001937592027475	0.03316990109010587	0.4568008526399232	0.000521133700481005	0.4568008526399232	0.0153173290532817	0.25513775175895725	0.009201779777634755	6.99316495321054e-06	0.0	0.6487957097846664	8.36658642909172e-05	0.8459309212287789	0.30790987618065263
VerMES	0.6966831093957659	0.004508435484294225	0.8290236405313092	0.020185498509854096	0.8628980736949712	0.9312343512018808	1.2868115751495013e-07	0.5273023541661082	0.25513775175895725	0.035805997052029234	0.6646331617926677	0.6487957097846664	0.0	0.41677476889913834	0.0019003677255282703	0.8290236405313092
VerNL	0.6646331617926677	0.03316990109010587	0.03316990109010587	0.024003191200713644	0.27556745095678037	0.0019003677255282703	0.3910967709418962	0.03858845292201944	0.2652387868927897	0.006543490146837885	8.36658642909172e-05	8.36658642909172e-05	0.41677476889913834	0.0	0.712884219214772	0.19083587400450033
VerPN	0.6805975082860818	0.05126558978649144	0.22620604493502663	0.11817595701303213	0.41677476889913834	0.42991878503288405	0.0009513628555555001	0.08991373630263913	0.005801150474478243	0.11210929146889191	0.8799185788786749	0.8459309212287789	0.0019003677255282703	0.712884219214772	0.0	0.42991878503288405
WP_CC	0.00011413359814618011	0.4568008526399232	0.00020071307332423193	0.4568008526399232	4.1168959116543284e-09	0.6805975082860818	0.8121826980280591	0.6966831093957659	0.21702022575997748	0.18256397857316675	0.09515736659412469	0.30790987618065263	0.8290236405313092	0.19083587400450033	0.42991878503288405	0.0
