	NefMES	NefAC	NefOPC	NefNPC	VerPN	VerNL	VerCL	VerMES	OXPHOS	GLYC	FAO	G2M	KEGG_CC	WP_CC	BIOCARTA_CC	PD-L1
NefMES	1.0	0.6815676969455057	0.0005352451867096991	-0.4085034221882548	-0.4068344098498409	0.20815184681527685	0.40111084589107343	0.6619754810041003	0.3747463835396103	0.38611481781510737	0.4975776389136291	-0.15371813121252137	-0.004006743184192872	0.0009134382937387915	-0.04091958994055394	-0.06613693753184334
NefAC	0.6815676969455057	1.0	0.378199721097571	-0.2441527000781318	-0.15838457164818542	0.3400983695395453	0.5869420997590588	0.3896585104169268	0.3639745645277923	0.3026407784731511	0.3971749664076781	-0.3164720819172787	-0.18253819151917433	-0.17527768709250482	-0.18542516857697494	-0.08303099680498033
NefOPC	0.0005352451867096991	0.378199721097571	1.0	0.4457069532867662	0.503183118591309	0.22143210332344074	0.14863189605910393	-0.2807689980341521	0.26185587168918834	0.13494879175185692	0.17871858358489476	-0.026454219032977046	0.04610808750127586	0.05190326029742331	-0.04810885273446824	-0.24019977705547377
NefNPC	-0.4085034221882548	-0.2441527000781318	0.4457069532867662	1.0	0.8870360602559231	0.008019400875063674	-0.18391045957609148	-0.6456996343434279	0.09378769970452899	0.03175437040393696	-0.06316558491459338	0.3585827300580162	0.38115659023538745	0.38485442336001136	0.2715081273336803	-0.3360017914957509
VerPN	-0.4068344098498409	-0.15838457164818542	0.503183118591309	0.8870360602559231	1.0	0.01697826585454652	-0.14493423084095403	-0.6370421278345492	0.03622974833469614	-0.008304889013373094	-0.10631533495124382	0.3312585321517211	0.3346087888200519	0.33849035542424116	0.23450350328250183	-0.31457948444842565
VerNL	0.20815184681527685	0.3400983695395453	0.22143210332344074	0.008019400875063674	0.01697826585454652	1.0	0.06906766024924649	0.027614288859621135	0.3342440686477089	0.1309120040257721	0.257427277769943	-0.18136652741927634	-0.07245362958386946	-0.06893548226104583	-0.1438204898288136	-0.1260622530494044
VerCL	0.40111084589107343	0.5869420997590588	0.14863189605910393	-0.18391045957609148	-0.14493423084095403	0.06906766024924649	1.0	0.25577104169997933	0.20591536473685013	0.25908834698458577	0.17080850421715502	-0.19669173947201618	-0.13389806786976663	-0.12711650841657696	-0.010579979468058926	-0.06313159020825691
VerMES	0.6619754810041003	0.3896585104169268	-0.2807689980341521	-0.6456996343434279	-0.6370421278345492	0.027614288859621135	0.25577104169997933	1.0	0.001898701978133017	0.07951304586078954	0.23731631553086283	-0.33699253551433783	-0.26923238803970206	-0.2691848493779087	-0.19209003267545136	0.2167500923842186
OXPHOS	0.3747463835396103	0.3639745645277923	0.26185587168918834	0.09378769970452899	0.03622974833469614	0.3342440686477089	0.20591536473685013	0.001898701978133017	1.0	0.5920187940213585	0.5320751337027566	0.10594297590081417	0.26783916593335094	0.274708711691774	0.16112847024664495	-0.3805448358217788
GLYC	0.38611481781510737	0.3026407784731511	0.13494879175185692	0.03175437040393696	-0.008304889013373094	0.1309120040257721	0.25908834698458577	0.07951304586078954	0.5920187940213585	1.0	0.508744530931057	0.2488092605553078	0.30860486195796666	0.3131043463822232	0.2362655880415792	-0.2541751913598543
FAO	0.4975776389136291	0.3971749664076781	0.17871858358489476	-0.06316558491459338	-0.10631533495124382	0.257427277769943	0.17080850421715502	0.23731631553086283	0.5320751337027566	0.508744530931057	1.0	0.03935525733736021	0.15098244556824544	0.15530958484167218	0.04480118158999622	-0.16467081920900534
G2M	-0.15371813121252137	-0.3164720819172787	-0.026454219032977046	0.3585827300580162	0.3312585321517211	-0.18136652741927634	-0.19669173947201618	-0.33699253551433783	0.10594297590081417	0.2488092605553078	0.03935525733736021	1.0	0.7116641403264322	0.7067364440867089	0.5687791879260558	-0.2218463629049878
KEGG_CC	-0.004006743184192872	-0.18253819151917433	0.04610808750127586	0.38115659023538745	0.3346087888200519	-0.07245362958386946	-0.13389806786976663	-0.26923238803970206	0.26783916593335094	0.30860486195796666	0.15098244556824544	0.7116641403264322	1.0	0.9968489330033664	0.6998185545350356	-0.30040215117892893
WP_CC	0.0009134382937387915	-0.17527768709250482	0.05190326029742331	0.38485442336001136	0.33849035542424116	-0.06893548226104583	-0.12711650841657696	-0.2691848493779087	0.274708711691774	0.3131043463822232	0.15530958484167218	0.7067364440867089	0.9968489330033664	1.0	0.7016102470298925	-0.3048637058952226
BIOCARTA_CC	-0.04091958994055394	-0.18542516857697494	-0.04810885273446824	0.2715081273336803	0.23450350328250183	-0.1438204898288136	-0.010579979468058926	-0.19209003267545136	0.16112847024664495	0.2362655880415792	0.04480118158999622	0.5687791879260558	0.6998185545350356	0.7016102470298925	1.0	-0.19651777557078753
PD-L1	-0.06613693753184334	-0.08303099680498033	-0.24019977705547377	-0.3360017914957509	-0.31457948444842565	-0.1260622530494044	-0.06313159020825691	0.2167500923842186	-0.3805448358217788	-0.2541751913598543	-0.16467081920900534	-0.2218463629049878	-0.30040215117892893	-0.3048637058952226	-0.19651777557078753	1.0
