	NefMES	NefAC	NefOPC	NefNPC	VerPN	VerNL	VerCL	VerMES
NefMES	0.0	2.8033198092423183e-05	1.1713710872737925e-15	2.8824465747063174e-59	8.489514519933301e-58	3.1618144963981866e-05	5.966922516200468e-33	7.510460250783528e-61
NefAC	2.8033198092423183e-05	0.0	5.721449914649201e-41	3.194119210047461e-36	1.769031436700352e-23	1.2295225146749424e-49	2.4588525408989172e-65	4.6203490863842315e-73
NefOPC	1.1713710872737925e-15	5.721449914649201e-41	0.0	1.4113984616624655e-48	5.422588481384921e-30	6.263727024841103e-48	2.458207071007265e-50	2.2993747356296194e-40
NefNPC	2.8824465747063174e-59	3.194119210047461e-36	1.4113984616624655e-48	0.0	9.205967072039676e-153	1.0001622531188444e-25	1.3955274437853515e-92	1.6542175260923197e-89
VerPN	8.489514519933301e-58	1.769031436700352e-23	5.422588481384921e-30	9.205967072039676e-153	0.0	1.270587645810385e-09	1.2708675238386002e-84	8.434182584310449e-63
VerNL	3.1618144963981866e-05	1.2295225146749424e-49	6.263727024841103e-48	1.0001622531188444e-25	1.270587645810385e-09	0.0	1.2788423283561455e-18	7.497486715974505e-45
VerCL	5.966922516200468e-33	2.4588525408989172e-65	2.458207071007265e-50	1.3955274437853515e-92	1.2708675238386002e-84	1.2788423283561455e-18	0.0	1.0294458987251416e-64
VerMES	7.510460250783528e-61	4.6203490863842315e-73	2.2993747356296194e-40	1.6542175260923197e-89	8.434182584310449e-63	7.497486715974505e-45	1.0294458987251416e-64	0.0
