	NefMES	NefAC	NefOPC	NefNPC	VerPN	VerNL	VerCL	VerMES
NefMES	0.0	8.136590709539362e-53	1.6658174435674937e-36	2.9958841488735005e-58	4.885219226174522e-145	5.724249387002955e-06	1.1865659447612591e-30	1.5392277010184996e-206
NefAC	8.136590709539362e-53	0.0	7.664932713415023e-05	1.6009672857796657e-06	4.028796822934915e-10	0.0004870659670714834	1.7681018315845516e-87	4.0096390934108357e-26
NefOPC	1.6658174435674937e-36	7.664932713415023e-05	0.0	1.3167699004510936e-16	1.5671571082541274e-73	1.04089816424886e-13	0.06575475568864846	8.175912222578046e-52
NefNPC	2.9958841488735005e-58	1.6009672857796657e-06	1.3167699004510936e-16	0.0	3.9595102640492014e-131	2.3057208098377475e-07	0.04631357418319019	3.003025456957955e-45
VerPN	4.885219226174522e-145	4.028796822934915e-10	1.5671571082541274e-73	3.9595102640492014e-131	0.0	0.7762224138210343	0.008175293343749938	1.4766682451639824e-148
VerNL	5.724249387002955e-06	0.0004870659670714834	1.04089816424886e-13	2.3057208098377475e-07	0.7762224138210343	0.0	6.384854782025763e-15	0.0031165528463729495
VerCL	1.1865659447612591e-30	1.7681018315845516e-87	0.06575475568864846	0.04631357418319019	0.008175293343749938	6.384854782025763e-15	0.0	9.453051719582814e-27
VerMES	1.5392277010184996e-206	4.0096390934108357e-26	8.175912222578046e-52	3.003025456957955e-45	1.4766682451639824e-148	0.0031165528463729495	9.453051719582814e-27	0.0
