	NefMES	NefAC	NefOPC	NefNPC	VerPN	VerNL	VerCL	VerMES
NefMES	0.0	3.608081754184037e-78	2.1026595222502782e-72	6.393088200559595e-36	9.149599917292605e-69	3.0678572149735255e-61	3.5923004256385213e-10	1.184307114317744e-56
NefAC	3.608081754184037e-78	0.0	8.0430527e-317	7.111941503337831e-89	5.64011120111809e-95	1.6046182118655e-24	3.4607698737453684e-117	7.750298851976682e-42
NefOPC	2.1026595222502782e-72	8.0430527e-317	0.0	4.665866737038704e-92	1.0092053112839395e-105	1.317214115239364e-15	2.3906793235966316e-99	5.181575547163906e-31
NefNPC	6.393088200559595e-36	7.111941503337831e-89	4.665866737038704e-92	0.0	1.9165965517787866e-219	0.10271236559854226	7.489899828614609e-121	3.8082872321134956e-20
VerPN	9.149599917292605e-69	5.64011120111809e-95	1.0092053112839395e-105	1.9165965517787866e-219	0.0	4.953136382792346e-09	4.955360456849904e-64	2.9230304302439686e-34
VerNL	3.0678572149735255e-61	1.6046182118655e-24	1.317214115239364e-15	0.10271236559854226	4.953136382792346e-09	0.0	0.012882314846941075	1.5481541039932964e-31
VerCL	3.5923004256385213e-10	3.4607698737453684e-117	2.3906793235966316e-99	7.489899828614609e-121	4.955360456849904e-64	0.012882314846941075	0.0	2.758120431074253e-09
VerMES	1.184307114317744e-56	7.750298851976682e-42	5.181575547163906e-31	3.8082872321134956e-20	2.9230304302439686e-34	1.5481541039932964e-31	2.758120431074253e-09	0.0
