G1	G2	Consistency
NefMES	NefAC	0.06782301893726331
NefMES	NefOPC	0.08085152658346151
NefMES	NefNPC	0.06848290772754635
NefAC	NefOPC	0.024963432126371574
NefAC	NefNPC	0.03039160040921493
NefOPC	NefNPC	0.011843496911898233
