G1	G2	Consistency
NefMES	NefAC	0.02119161829850097
NefMES	NefOPC	0.11369427054988535
NefMES	NefNPC	0.12318295577212554
NefAC	NefOPC	0.08268361788580592
NefAC	NefNPC	0.10638465118065055
NefOPC	NefNPC	0.010377598911098074
