G1	G2	Consistency
NefNPC	NefMES	0.014882940693558111
NefNPC	VerPN	0.00263909070360141
NefNPC	VerMES	0.030209977682070954
NefMES	VerPN	0.017511220113482995
NefMES	VerMES	0.012463699321503763
VerPN	VerMES	0.02532297203711431
