G1	G2	Consistency
MES	AC	0.02882111291478523
MES	OPC	0.15721068214730505
MES	NPC	0.16342488498537536
AC	OPC	0.14407468927700473
AC	NPC	0.1677642058696595
OPC	NPC	0.009264767653986261
