G1	G2	Consistency
VerMES	VerCL	0.058273311073293366
VerMES	VerNL	0.026232701811555403
VerMES	VerPN	0.06845436709200606
VerCL	VerNL	0.01984215642051096
VerCL	VerPN	0.01600789676875375
VerNL	VerPN	0.014192139775853235
