G1	G2	Consistency
VerMES	VerCL	0.020890468640963555
VerMES	VerNL	0.009260943372207231
VerMES	VerPN	0.02532297203711431
VerCL	VerNL	0.007696497026803861
VerCL	VerPN	0.00447129899399179
VerNL	VerPN	0.010206446300307759
