G1	G2	Consistency
NefNPC	NefMES	0.046064552498356726
NefNPC	VerPN	0.0026305793495861596
NefNPC	VerMES	0.0670643329203349
NefMES	VerPN	0.050332642908444136
NefMES	VerMES	0.020720522859846463
VerPN	VerMES	0.06737568513774075
