G1	G2	Consistency
VerMES	VerCL	0.042913225469679545
VerMES	VerNL	0.04184782322727415
VerMES	VerPN	0.13184880010499062
VerCL	VerNL	0.004950764522850454
VerCL	VerPN	0.036708944358487816
VerNL	VerPN	0.03328855128810343
