G1	G2	Consistency
VerMES	VerCL	0.06002617356512838
VerMES	VerNL	0.07668083427153127
VerMES	VerPN	0.11823329665627211
VerCL	VerNL	0.004249257145469032
VerCL	VerPN	0.0156431762947295
VerNL	VerPN	0.008219672201192574
