	NefMES	NefAC	NefOPC	NefNPC	VerPN	VerNL	VerCL	VerMES	OXPHOS	GLYC	FAO	G2M	KEGG_CC	WP_CC	BIOCARTA_CC	PD-L1
NefMES	0.0	0.0052722812733658996	2.1622758893526854e-39	3.578020744919792e-227	0.0	8.207261339787959e-18	0.7216710036245799	0.0	0.03238731022609608	6.220779050255646e-138	3.9968147249255625e-141	1.3364321334417096e-61	1.1241608869358833e-24	1.042966702850717e-20	1.778726947505828e-39	1.1409437763515406e-108
NefAC	0.0052722812733658996	0.0	0.0	0.09749676891457643	6.999032341983322e-14	1.4158253838635586e-08	8.878832809760597e-151	5.235660013621555e-28	1.2785660293116736e-17	0.0003384254051887137	0.00018711914667459518	2.4410629421174407e-49	3.405911243420649e-40	2.7096585132932925e-42	0.002979499021573564	1.5173116832610644e-25
NefOPC	2.1622758893526854e-39	0.0	0.0	1.6284395775613348e-66	1.83528549333986e-140	7.246597375099318e-44	4.376447873084868e-133	3.2539800214552284e-11	0.007476187386220458	9.735658173250326e-08	2.9144603762576266e-22	2.630518109888064e-14	7.835541589064999e-49	9.289492973462685e-56	0.0014168684055584251	9.408444211856312e-38
NefNPC	3.578020744919792e-227	0.09749676891457643	1.6284395775613348e-66	0.0	0.0	0.17644833283811498	0.03203094090732073	3.687360015755543e-165	6.211825488258927e-05	7.7761889080741e-46	2.058929416682643e-40	0.04668580623303127	1.7259898737800308e-06	4.986392566435055e-06	1.5959894587630523e-34	8.846439157238649e-48
VerPN	0.0	6.999032341983322e-14	1.83528549333986e-140	0.0	0.0	1.9974355450667132e-14	7.620424313922445e-09	7.023444662506883e-216	4.905557318040492e-10	2.9651937035993047e-49	1.3750597957542934e-74	4.643986468501577e-10	0.0003034609324412004	0.0036275581667201684	7.392432193872094e-35	2.6849224632955304e-91
VerNL	8.207261339787959e-18	1.4158253838635586e-08	7.246597375099318e-44	0.17644833283811498	1.9974355450667132e-14	0.0	5.9406858282627465e-36	3.320987578390013e-08	1.515158658556432e-78	9.26382715758617e-27	1.8720268213463573e-78	2.0123372446757123e-06	3.185368645594229e-12	7.37840095019628e-15	0.09636980710666437	6.630450969263387e-08
VerCL	0.7216710036245799	8.878832809760597e-151	4.376447873084868e-133	0.03203094090732073	7.620424313922445e-09	5.9406858282627465e-36	0.0	2.8946796700387148e-08	1.108443724319312e-14	3.081843632310477e-05	1.0217716932332589e-12	2.56932077977274e-35	5.149538168229223e-53	2.280142180408011e-55	0.00044122340006824196	0.04368860458161256
VerMES	0.0	5.235660013621555e-28	3.2539800214552284e-11	3.687360015755543e-165	7.023444662506883e-216	3.320987578390013e-08	2.8946796700387148e-08	0.0	1.2727733962968804e-06	1.469317828172388e-72	1.2690245516334392e-108	7.810832885219848e-79	3.4466618645010793e-34	8.964981656665816e-30	1.0840047194913904e-30	8.560650179858562e-70
OXPHOS	0.03238731022609608	1.2785660293116736e-17	0.007476187386220458	6.211825488258927e-05	4.905557318040492e-10	1.515158658556432e-78	1.108443724319312e-14	1.2727733962968804e-06	0.0	4.275786354286388e-36	1.6317582432815747e-112	0.00024722294896857306	4.6251704897338586e-11	1.2759823738193345e-12	0.0007577167889877733	1.0958770644123455e-08
GLYC	6.220779050255646e-138	0.0003384254051887137	9.735658173250326e-08	7.7761889080741e-46	2.9651937035993047e-49	9.26382715758617e-27	3.081843632310477e-05	1.469317828172388e-72	4.275786354286388e-36	0.0	1.31784730383022e-198	0.2743441732129321	0.30959683772599855	0.1808795650063617	0.00044648546270811785	5.1976143593639704e-08
FAO	3.9968147249255625e-141	0.00018711914667459518	2.9144603762576266e-22	2.058929416682643e-40	1.3750597957542934e-74	1.8720268213463573e-78	1.0217716932332589e-12	1.2690245516334392e-108	1.6317582432815747e-112	1.31784730383022e-198	0.0	3.3211083455685826e-19	0.5397664431708362	0.16240779665575017	2.9312414308231775e-05	1.817795404862527e-19
