""	HILPDA	ADM	DDIT3	NDRG1	HERPUD1	DNAJB9	TRIB3	ENO2	AKAP12	SQSTM1	MT1X	ATF3	NAMPT	NRN1	SLC2A1	BNIP3	LGALS3	INSIG2	IGFBP3	PPP1R15A	VIM	PLOD2	GBE1	SLC2A3	FTL	WARS	ERO1L	XPOT	HSPA5	GDF15	ANXA2	EPAS1	LDHA	P4HA1	SERTAD1	PFKP	PGK1	EGLN3	SLC6A6	CA9	BNIP3L	RPL21	TRAM1	UFM1	ASNS	GOLT1B	ANGPTL4	SLC39A14	CDKN1A	HSPA9	CHI3L1	ANXA2.1	ANXA1	CD44	VIM.1	MT2A	C1S	NAMPT.1	EFEMP1	C1R	SOD2	IFITM3	TIMP1	SPP1	A2M	S100A11	MT1X.1	S100A10	FN1	LGALS1	S100A16	CLIC1	MGST1	RCAN1	TAGLN2	NPC2	SERPING1	C8orf4	EMP1	APOE	CTSB	C3	LGALS3.1	MT1E	EMP3	SERPINA3	ACTN1	PRDX6	IGFBP7	SERPINE1	PLP2	MGP	CLIC4	GFPT2	GSN	NNMT	TUBA1C	GJA1	TNFRSF1A	WWTR1	CST3	S100B	SLC1A3	HEPN1	HOPX	MT3	SPARCL1	MLC1	GFAP	FABP7	BCAN	PON2	METTL7B	SPARC	GATM	RAMP1	PMP2	AQP4	DBI	EDNRB	PTPRZ1	CLU	PMP22	ATP1A2	S100A16.1	HEY1	PCDHGC3	TTYH1	NDRG2	PRCP	ATP1B2	AGT	PLTP	GPM6B	F3	RAB31	PPAP2B	ANXA5	TSPAN7	BCAN.1	PLP1	GPR17	FIBIN	LHFPL3	OLIG1	PSAT1	SCRG1	OMG	APOD	SIRT2	TNR	THY1	PHYHIPL	SOX2.OT	NKAIN4	LPPR1	PTPRZ1.1	VCAN	DBI.1	PMP2.1	CNP	TNS3	LIMA1	CA10	PCDHGC3.1	CNTN1	SCD5	P2RX7	CADM2	TTYH1.1	FGF12	TMEM206	NEU4	FXYD6	RNF13	RTKN	GPM6B.1	LMF1	ALCAM	PGRMC1	HRASLS	BCAS1	RAB31.1	PLLP	FABP5	NLGN3	SERINC5	EPB41L2	GPR37L1	DLL3	DLL1	SOX4	TUBB3	HES6	TAGLN3	NEU4.1	MARCKSL1	CD24	STMN1	TCF12	BEX1	OLIG1.1	MAP2	FXYD6.1	PTPRS	MLLT11	NPPA	BCAN.2	MEST	ASCL1	BTG2	DCX	NXPH1	HN1	PFN2	SCG3	MYT1	CHD7	GPR56	TUBA1A	PCBP4	ETV1	SHD	TNR.1	AMOTL2	DBN1	HIP1	ABAT	ELAVL4	LMF1.1	GRIK2	SERINC5.1	TSPAN13	ELMO1	GLCCI1	SEZ6L	LRRN1	SEZ6	SOX11	STMN2	CD24.1	RND3	HMP19	TUBB3.1	MIAT	DCX.1	NSG1	ELAVL4.1	MLLT11.1	DLX6.AS1	SOX11.1	NREP	FNBP1L	TAGLN3.1	STMN4	DLX5	SOX4.1	MAP1B	RBFOX2	IGFBPL1	STMN1.1	HN1.1	TMEM161B.AS1	DPYSL3	SEPT3	PKIA	ATP1B1	DYNC1I1	CD200	SNAP25	PAK3	NDRG4	KIF5A	UCHL1	ENO2.1	KIF5C	DDAH2	TUBB2A	LBH	LOC150568	TCF4	GNG3	NFIB	DPYSL5	CRABP1	DBN1.1	NFIX	CEP170	BLCAP
HILPDA	1	0.339519386780158	0.0883995089913355	0.303206437439001	-0.0220338834459134	0.100694183661509	0.117821459131328	0.280396934695102	0.310175619805726	0.0842192647606419	0.180521054618161	0.0197878701084305	0.101828336504456	0.292776368671746	0.259498645051742	0.189214246507165	0.185091791950391	0.199545237702595	0.175561891267588	0.0265074710918579	0.0693442944064717	0.252466695547729	0.197963938480857	0.183394724948288	0.0087516814820811	0.0435006342641672	0.258658174988521	0.10852138550634	0.0438040925829724	0.0636094744919113	0.0227829353649552	0.317917607258469	0.169026400986035	0.180881363680651	0.0483282448458772	0.276604097559249	0.216262138723352	0.260565681602245	0.212372663511332	0.30761578493414	0.173552316101668	0.00700748711154881	0.0327793268331534	0.078617032574064	0.0916611596158055	0.092949074281151	0.294981148383121	0.231905751532793	0.00538915094261869	0.0970575410750081	0.147990224359131	0.0227829353649552	0.0206366876179367	0.0742152830453046	0.0693442944064717	0.0962982792117986	0.0808385627669913	0.101828336504456	0.0979370495363714	0.0886058886886593	0.0739285950218431	-0.0259976446860772	0.0570020678335268	-0.07795795185481	-0.0725681825638584	-0.040931078929941	0.180521054618161	0.154728441587045	0.148136737440149	0.0247068486265148	0.020031061816022	-0.0263800843826313	0.0969638251963927	-0.0228666107065981	0.0602695455420707	-0.0867144432821903	0.0143237767193611	0.0546630838419315	0.0651673756451865	-0.0610842353152176	-0.0908398468014051	-0.104224499347491	0.185091791950391	0.0667593951886679	0.0241446549552776	0.0847913492481653	0.0792869197210583	0.0508651111700829	0.000136366048493991	0.129331124306405	0.105317917811576	0.0657881016577776	0.0921988338641569	0.131545246577851	-0.103313769325544	0.0680284625317822	0.112812736289211	0.0527158435578343	0.0260141125837819	0.0574565883545828	-0.121523500769755	-0.107398340444214	-0.00722579564351342	-0.0316733009174993	-0.0614015279700715	0.0804496327207957	0.0869798346754804	-0.0492285177078223	-0.0279698659974885	-0.010098369978745	-0.0829731698043108	-0.0381467203612312	-0.061194073167407	0.0322473416241453	-0.0607748600843921	-0.0300263358283973	-0.00581202816831468	-0.0208817943162365	-0.0815426533123395	-0.0687112620614271	0.0285636867020062	0.0708939258882913	0.0334418847078422	-0.0555411983924058	0.020031061816022	0.0114176923329168	-0.0247006620503465	-0.0795261199023161	-0.080356242861415	-0.0512755773509	-0.00376524439414725	0.000109650497562114	-0.0526688628002478	0.028237179615005	0.0244059469347629	-0.0873659847043159	0.00535197365130071	0.0216288536043426	0.0150376593391956	-0.0829731698043108	-0.0434247703993504	-0.0279845514323539	-0.0275890309606727	-0.00834069086962079	-0.107470618846641	0.000438623625369019	-0.0236661985840719	-0.0369556783073166	-0.0491083181908804	-0.0160972074432921	-0.01528300007166	-0.0242959097694661	-0.00817204853551027	-0.0253353707708665	-0.0179512933343138	0.0220420183083379	0.0285636867020062	-0.00578849733684101	-0.0815426533123395	-0.00581202816831468	-0.0502559721415884	-0.0612125860369567	-0.0256362886778962	0.019653549982926	-0.0247006620503465	-0.0380297600025376	-0.0326300212738736	-0.0621016846427919	-0.0275517814186055	-0.0795261199023161	0.000851324221200954	-0.0440766215975304	-0.0211107410217862	-0.0287309265875654	-0.0451697290350256	-0.0449673996441859	0.028237179615005	-0.0553868981995603	-0.0354053270454367	0.00485295392404031	0.00488123289393004	-0.02314332047706	-0.0873659847043159	-0.0885406762521165	-0.0242344115712579	-0.0863263357451453	-0.0481427312203518	-0.0884207500881098	-0.0634465462514077	-0.0130644846845924	-0.00253412218106066	0.00587614585187095	0.0556517646944601	0.0143520082230632	0.0319544261064331	-0.0211107410217862	-0.0133308275157058	0.0394456285179816	-0.0264392487685346	-0.0545163768405289	-0.0173209296007233	-0.107470618846641	0.00207240023443772	-0.0287309265875654	0.018887784486993	0.04336226134732	-0.00243475920590013	-0.0829731698043108	0.0406511152297588	0.00959025418608757	-0.0555245084729739	0.0208860874799924	-0.0076776650095763	-0.0267826645175475	0.0791765893170667	-0.00303040038823003	-0.0211898234766531	-0.0053542696130609	-0.0656410762457089	0.0169588191467946	-0.00761871999788487	-0.0134110344531629	0.0306084399730284	-0.01528300007166	0.00262077144868583	-0.000273627095515697	-0.00417929626911431	-0.018442521658944	0.0374968439033678	-0.0553868981995603	0.0360238093115903	-0.0481427312203518	0.0420855071995211	-0.0824855945964403	0.0189637243250258	-0.0703350866683391	-0.0429683253046075	0.0197660302544909	0.0174818374896921	0.0175963642499662	0.0394456285179816	0.0740573905873541	0.0108082699580603	0.0556517646944601	0.0897438341006819	0.0208860874799924	0.0494890803892228	0.0374968439033678	0.04336226134732	0.0399098256598601	0.0174818374896921	0.0795655795440648	0.0634884563599964	0.0319544261064331	-0.0145097174869827	0.0431356051046789	0.00587614585187095	0.0684416786499406	0.0515972716255624	0.0395368667700275	-0.0264392487685346	-0.0267826645175475	0.0475305366635371	0.0308578104792085	0.0310564735764589	0.0666943645824024	-0.0029763916401196	0.0116090304966471	0.00457522907742656	0.056516539626585	0.0158025965184572	0.0420097935259902	0.0365097878846881	0.0395696525054597	0.280396934695102	0.0146060794204676	-0.00615744117477332	0.0354879369026033	0.0422730276587586	0.00172928243224455	0.0200725936076732	0.00704354362740513	0.0498604091574739	0.016109664921759	0.0357714541465747	-0.000273627095515697	0.0879852863572767	-0.000941624528786342	0.0126804164613905
ADM	0.339519386780158	1	0.104906589187951	0.386460039643891	0.0730747856624996	0.102346894545786	0.107227771555199	0.185765442329009	0.328752452067089	0.161260148964084	0.252486323467013	0.154287296445251	0.222152640197751	0.26867634437357	0.309801564302054	0.21245640045406	0.324954168059922	0.191880051574735	0.236955715032468	0.143111543048597	0.260223197504359	0.262959135792274	0.211252578503151	0.318802424360141	0.12721328154867	0.0453188701845972	0.339335822196737	0.0814816448469527	0.0962820921894442	0.110042156963178	0.1888801606608	0.443129580235587	0.256121716199143	0.303817773933512	0.190060601159489	0.289539277816748	0.259692129186571	0.330992074261109	0.250037892529787	0.308429099331002	0.188825466917678	0.017249982991315	0.110278557569994	0.0561418450271998	0.00444686198154605	0.044533496853723	0.385616159248978	0.226907624613914	0.180795598518379	0.11410561455084	0.2134033087986	0.1888801606608	0.17275410134741	0.207543887401246	0.260223197504359	0.209244811329162	0.110438051004882	0.222152640197751	0.0931712670371064	0.132125471378819	0.178302919112066	0.0978861691383368	0.177780982131978	0.0682774646143747	0.0697478081018472	0.166095949226512	0.252486323467013	0.282284218126854	0.200738569236183	0.154782498679237	0.101605744179621	0.14839652182869	0.103065588736551	0.0602377819862824	0.165493499441851	0.0770615728874975	0.0832957932108907	0.107419586905498	0.172233578403156	0.09793326559439	0.0795504305183997	0.0490179252683861	0.324954168059922	0.141046499823307	0.17782995503943	0.0868857205737054	0.125523000319177	0.064318228835505	0.0543718428305363	0.239596607366232	0.199487870683423	0.0891405596066941	0.0471012519709697	0.103559362802642	0.0424652775743732	0.142690832686838	0.188194958646764	0.0758949644802282	0.12412503183124	0.138268175661865	0.0230013196022334	-0.180262197163742	0.0945468790247991	-0.00255146268293202	0.0067232450095394	0.126440025148808	0.132140544425369	-0.0165971993015226	-0.00154522026299671	-0.055001007165431	-0.202169705601917	-0.0470990124494468	0.0380651893325186	0.0969336441837213	-0.0170106150932404	0.00272132119827327	-0.0685451627010747	0.00973310166074417	-0.123226890423748	-0.0250587560844498	-0.09765989727526	0.135038593430971	0.142063958483827	-0.00778157518671142	0.101605744179621	-0.00565008546788487	-0.0850603948072727	-0.0873572772607044	-0.0971381500797363	-0.0526832704289253	0.033950219932025	0.0528480020820673	0.108213396975539	-0.0953816208154448	0.0791641324441615	-0.0832586000917797	0.0407031201675555	0.124450021767348	-0.123567376280975	-0.202169705601917	-0.108253204469827	-0.102918433353433	-0.0651373466239436	-0.151317511672804	-0.192401767717969	-0.0911782848118836	-0.158479427753136	-0.114988070338419	-0.0971029692057225	-0.0783499617479287	-0.142028461983633	-0.141414475624468	-0.123904834787468	-0.152094859833178	-0.156625331398435	-0.130124006078694	-0.09765989727526	-0.116190796096731	-0.123226890423748	-0.0685451627010747	-0.110982649017108	-0.0766405430321909	-0.12051141656644	-0.0999001024171119	-0.0850603948072727	-0.155380995944584	-0.179730519226273	-0.0859809567747792	-0.184763882386603	-0.0873572772607044	-0.0989408109953554	-0.105377947604951	-0.0940827050396	-0.218731717780393	-0.016374459958844	-0.100850470352701	-0.0953816208154448	-0.16245727347	-0.102746059089981	-0.0979202206028126	-0.100946735149692	-0.0535082990556618	-0.0832586000917797	-0.136847351622974	-0.0355298023565153	-0.154448098118207	-0.118142134085904	-0.0673433948308328	-0.043273045929478	-0.144382455899686	-0.110318615626574	-0.180793809112832	-0.130244477798106	-0.0968049692111309	-0.138796232839137	-0.0940827050396	-0.187909249855595	-0.151913401790251	-0.237345391550544	-0.152232051782744	-0.18371639929996	-0.192401767717969	-0.206507142699772	-0.218731717780393	-0.20240687671035	-0.145422752495634	-0.0644544382993063	-0.202169705601917	-0.0482887377296362	-0.116728333252695	-0.000349996298304875	-0.16637424983396	-0.0967820067244113	-0.15249354966034	-0.134786664319037	-0.153898003821499	-0.160994091486264	-0.190452569638691	-0.166977844011608	-0.187424833753383	-0.144171940093113	-0.0895835545392258	-0.115158720363131	-0.142028461983633	-0.127591307942504	-0.193302681901382	-0.107001972313884	-0.150086268308319	-0.09206200204578	-0.16245727347	-0.105184689606199	-0.118142134085904	-0.0991768205444166	-0.150498903368882	-0.106154625651174	-0.159307848730447	-0.161589287919503	-0.0638661593102557	-0.191574998179966	-0.131309970098216	-0.151913401790251	0.015010752889494	-0.124279000444971	-0.130244477798106	-0.0725801721425427	-0.16637424983396	-0.0679232391931915	-0.09206200204578	-0.145422752495634	-0.0715249442600416	-0.191574998179966	-0.0620399492332469	-0.0237597695167022	-0.138796232839137	-0.17125490432462	-0.0818786935860253	-0.180793809112832	-0.0821000409613819	-0.0906387591020021	-0.119941362414957	-0.237345391550544	-0.15249354966034	-0.0408477467815087	-0.127024670801469	-0.121008746297154	-0.0999429158685297	-0.0682313482438015	-0.0829225648270856	-0.108959009644348	-0.0766922484867499	-0.106008821003398	-0.066230757913647	-0.090433206706951	-0.136364760001482	0.185765442329009	-0.11257548900544	-0.0321661461481871	-0.0656484702023053	-0.0385379056462574	-0.114104866053047	-0.121734433764344	-0.0492310327275216	-0.148526062595479	-0.081920709381043	-0.0193979935261336	-0.193302681901382	-0.0288054453616666	-0.103040724923169	-0.0374838703289724
DDIT3	0.0883995089913355	0.104906589187951	1	0.115103012372643	0.153928697833701	0.14001836325465	0.173767793875925	0.0982717938116824	0.0645384222852174	0.168765606808357	0.0188373760332248	0.248309693273937	0.12724660554438	0.0859828204922484	0.0624454614523639	0.0313075114824172	0.0763816476713147	0.0883334964883759	0.0283136492505802	0.175287705022768	0.0614990399193759	0.0345489094917372	0.0596219529783962	0.126141023876366	0.0391623005069144	0.108947061781662	0.076906173235585	0.0597685050186173	0.136219988275418	0.15073218044618	0.018664752334686	0.039313679949836	-0.0388829815900282	0.0549305110592108	0.141928200351763	0.0870450037192518	0.0427204818986096	0.0783152447848888	0.063675197274454	0.0924311329895248	0.0543516847335838	-0.0168266302586264	0.0482240982475396	0.0460576286490846	0.156634486395032	0.144700834087413	0.0821714881827709	0.064184509601986	0.11844064511401	0.103477406283651	0.0476656704373934	0.018664752334686	0.0378267352294497	0.0317871339906933	0.0614990399193759	-0.0181060331319906	0.053347653685963	0.12724660554438	0.0574921692575082	0.0292058013202629	0.0637133580553564	0.010495387729726	0.0500327825117781	0.0153588048447369	-0.0207841054761698	0.00444879156240438	0.0188373760332248	0.0730818044015116	0.0815819591481264	-0.000951083865444994	-0.011141775364372	0.0386019654235693	0.0742472118393521	0.0239197015155325	0.0500758241322412	0.029502429324396	0.0146304267301306	0.121213551113003	0.0743859948851172	0.0265207855554405	-0.0139941883229352	-0.036773822917036	0.0763816476713147	-0.0109543934954835	0.0208578374395999	0.0670177064402405	0.0485458873134824	0.00276180635955132	0.0110245107322548	0.12140921935042	0.10000485045201	0.0338874418875158	0.0901476010813151	0.142832336373793	0.000822730114216672	0.0335087270792876	0.0907836933931399	0.00382903636165403	0.0386959415854847	0.0309181481124918	-0.0628939409732237	-0.0782175811997967	-0.0287584187540749	0.0355731904583375	-0.0721883662528115	-0.0697925344773512	-0.0264215121727095	0.0354669965997078	-0.0107373110965917	-0.0451155068690558	-0.102593996491075	0.00743673318542394	-0.0536633744564101	0.0148635955425093	-0.0422605805366282	0.00262936279278972	-0.00705357248104755	-0.0348905706000648	-0.129817976108447	0.00789666742035096	-0.0420991052584948	0.0724365448572273	0.0279601901495173	-0.0556018062843411	-0.011141775364372	0.0430612040540464	-0.00891449551993855	-0.0446953470242741	-0.0104978746271867	-0.0380593398416997	-0.0389142626442153	0.0292456580899553	-0.00346966448485904	-0.0278585979152457	0.0316239287994384	-0.0792076367748012	-0.041096782257782	-0.00650489930575864	0.00695980604513763	-0.102593996491075	0.00693777308909607	-0.0840413903985277	-0.067992020416715	-0.0156194128063265	-0.0107588877792154	0.0530136010027716	-0.0991049472010558	0.00219333431891651	-0.0758222577629984	-0.04751985339806	-0.0906033753293944	-0.0945575362758089	-0.0157377870959641	-0.0507456732727267	-0.0876049005441787	-0.028641167383682	-0.0420991052584948	-0.0865562545738522	-0.129817976108447	-0.00705357248104755	-0.00803796233051022	-0.0767072160175816	-0.00681603950292945	0.0177598589083468	-0.00891449551993855	-0.130024504122443	-0.0651647365242717	-0.0168305957136352	-0.0437407174619848	-0.0446953470242741	-0.081082778063355	-0.034221587661937	-0.097096559931862	-0.100628224033842	0.00150370911285046	-0.0408791227976386	-0.0278585979152457	-0.0360635713834419	-0.0551800286600311	-0.0227378952852573	-0.0783982916476588	0.00924497578700377	-0.0792076367748012	-0.0171983801631474	0.100156848276937	-0.104268734659406	-0.0388560970838705	-0.046597989325043	-0.0748622844828233	-0.0657421065154667	0.0489519071799433	0.0152313366053287	0.0271963841459541	0.000863255714390468	-0.0323744656238382	-0.097096559931862	-0.0210695755668066	0.164787487650899	-0.0109836346126258	-0.0533198369230284	-0.0467945102203	-0.0107588877792154	-0.0792705917456187	-0.100628224033842	-0.0352144076021111	-0.0283168230142276	-0.0364642765943804	-0.102593996491075	0.0313168631635312	0.000430699882252139	0.143499807420144	2.16908492972821e-05	0.00429861691909499	-0.0211037261572034	-0.0205671170014958	-0.0500683707303474	-0.0444433410535937	-0.0054979433069245	-0.0279233402959282	0.00699076011996187	-0.0394823610014807	-0.0129880261751631	-0.00951588345805433	-0.0906033753293944	0.0164172499895379	0.000427629610522101	0.00695133948757554	-0.0187289125001334	0.062278684454701	-0.0360635713834419	0.046335862162756	-0.0388560970838705	0.0695597863127487	-0.0743981916766089	0.0309048569018932	-0.0218824472856413	-0.0196288142657489	0.0599765326284695	-0.00452672711465871	-0.0197371510482454	0.164787487650899	0.10506074933085	-0.0424175065316819	0.0271963841459541	0.0844331402324655	2.16908492972821e-05	0.0503429772868064	0.062278684454701	-0.0283168230142276	0.0437368182068269	-0.00452672711465871	0.00861138597081875	0.028304053014384	-0.0323744656238382	0.0447385077989056	0.0576117675573498	0.0152313366053287	0.0436246254353942	0.0774580697978959	-0.00358793737286552	-0.0109836346126258	-0.0211037261572034	0.0536926782093267	-0.060663105754816	0.00842286279835048	0.0195442605941339	0.0173377340681467	0.0786710981294495	-0.0368398211463955	0.0293445338730331	-0.0326129163315324	0.00243741092851601	0.197247066721422	0.0820545288812192	0.0982717938116824	0.0278212905657782	0.0409429532813388	0.00380176449678211	0.100835288747928	-0.0228481820506172	0.00198459597589256	0.0181132570712052	0.000696100943127679	0.076022148861154	0.0313947666490032	0.000427629610522101	0.0490427495706016	0.0271307285937608	-0.00691716697454282
NDRG1	0.303206437439001	0.386460039643891	0.115103012372643	1	0.0728229815342221	0.109286386639143	0.120885562858135	0.252877607017299	0.285962169740705	0.262264988557222	0.224263662309987	0.115797004305126	0.206099266269965	0.257398799559358	0.28926414136875	0.215028466535686	0.25100524970351	0.18233752099381	0.21772284755993	0.102441031895214	0.103089419840132	0.19222254551631	0.193999015486096	0.271961447210061	0.219497336127606	0.0512175756797189	0.355578362066371	0.0894106035373013	0.049289330543652	0.0899787504026632	0.112103128021666	0.365026307389787	0.114463752832723	0.244709205955859	0.131496316973886	0.247642891654276	0.235273148325056	0.426000469086898	0.343581432035078	0.367235874623195	0.233860885783135	0.0276025380311883	0.0858857861531664	0.0759688075523868	0.00163302998525526	0.0623227239115593	0.375988863429611	0.224727640938093	0.106016296034138	0.0833359455879833	0.225855286110886	0.112103128021666	0.0953873069458791	0.186933531403147	0.103089419840132	0.171991301519026	0.10488885419557	0.206099266269965	0.0714201665414264	0.112371100208808	0.16399538372952	0.016874716217057	0.0963974395505303	0.19040939423774	0.0296414500304581	0.122619791561919	0.224263662309987	0.217360847506024	0.198028481720769	0.101356540040885	0.0197552591300088	0.0403767179286122	0.097123307785579	-0.0366923338607139	0.137587220389984	0.153860559652168	0.0604360897818101	0.056888601620961	0.142455543920344	0.0671217864463908	0.0567223097751957	0.0486500681357042	0.25100524970351	0.0998757459795499	0.1020911779973	0.0880690744765107	0.0772235605012237	-0.00853767715933643	-0.00745649816216653	0.22131149810821	0.1554251436581	0.064576859681078	0.112679290056066	0.146704885267628	0.187527017289937	0.0994050195905039	0.073425186955208	0.077703904316837	0.0653150487284774	0.0573537187896172	-0.163227018725827	-0.14562070850834	-0.0048249732882121	0.0627250644758443	-0.0911328580318777	0.0971619885775094	0.0192514846022147	-0.115504012797169	-0.0877398282006765	-0.211788295806704	-0.306836656117803	-0.0755290908249989	-0.0830819470265714	0.025535654107961	-0.0291205070172478	-0.0793349168993164	-0.1706379543332	-0.050025824826088	-0.200228403589983	-0.119155359460621	-0.293983056081498	0.12761364418561	0.198554479306541	-0.0909192127073679	0.0197552591300088	-0.0820028817614929	-0.22733283170367	-0.0670667939651293	-0.0313287267750982	-0.120548377228458	-0.0763653534850181	0.0106047398433015	-0.00934301122075051	-0.0636888229922104	-0.0142006722680179	-0.176233590692511	0.0217193566662136	0.085685946608232	-0.146749093793213	-0.306836656117803	0.154317562278669	-0.108550446579051	-0.134392958312984	-0.20745201694004	-0.173872423609726	-0.027591232982504	-0.200974862390908	0.0548709987593773	0.0862800337899034	0.0363932566531165	-0.150119435980747	-0.191311911773856	-0.0270054321103131	-0.0541482461056183	-0.19774154166186	-0.0689019864156079	-0.293983056081498	-0.211873834325411	-0.200228403589983	-0.1706379543332	0.00551785891477595	-0.117173698574688	-0.215026873819994	-0.128806162402448	-0.22733283170367	-0.177351283103576	-0.154089169103126	-0.0219935144757942	-0.134260096917732	-0.0670667939651293	-0.10800624381917	-0.0587642876217441	-0.145057770161495	-0.299687532519985	0.0797642519049141	-0.0235958332708708	-0.0636888229922104	-0.12678132345632	-0.015537945597342	-0.0730992186816784	-0.118712272756681	0.163214970967111	-0.176233590692511	0.0354464139249786	-0.10468502366022	-0.184961269412874	-0.0398251532374399	-0.0255084134072628	-0.110299485922226	-0.196817493517287	-0.12182237827743	-0.244002201064935	-0.183918062874081	-0.153125633635001	-0.17106399283708	-0.145057770161495	-0.161622485291993	-0.148615548944573	-0.171200088849253	-0.238930931383426	-0.172522144671718	-0.173872423609726	-0.33618097695785	-0.299687532519985	-0.229182232699292	-0.211301180453699	-0.0825950933199841	-0.306836656117803	-0.146683758084345	-0.194165263198484	-0.0203399631788949	-0.176779262350135	-0.156543347558295	-0.238856441983864	-0.141320987347687	-0.195667406502262	-0.17352743696453	-0.183417753936135	-0.289006342690099	-0.195216594842148	-0.0863288152936264	-0.21793991078567	-0.129047938055393	-0.150119435980747	-0.0393965409971792	-0.265923372270643	-0.107448450809003	-0.219780545465186	-0.106631169419867	-0.12678132345632	-0.144942837375849	-0.0398251532374399	-0.157579470802115	-0.0250961751554465	-0.147362485828709	-0.182012850969918	-0.214888784733302	-0.107862032299954	-0.235317834141183	-0.100061700187781	-0.148615548944573	-0.0377934299743009	-0.0920605322201525	-0.183918062874081	-0.0586171037270639	-0.176779262350135	-0.059414974951283	-0.106631169419867	-0.211301180453699	-0.0438971042403932	-0.235317834141183	-0.137232349868836	-0.0701139895404063	-0.17106399283708	-0.047856048428996	-0.0650366654777933	-0.244002201064935	-0.0107912520997038	-0.0977600458772423	-0.12637792827253	-0.171200088849253	-0.238856441983864	-0.0487399175563861	-0.163675878102702	-0.120580419922583	-0.0997514470209011	0.0615503141594936	0.0144564335656307	-0.0841342297775864	-0.0771361284695103	-0.101785973022247	-0.0700885324830549	-0.0695808548533358	-0.118351429104417	0.252877607017299	-0.0699911186063675	-0.0961059328644391	-0.174661864554659	-0.057808293941782	-0.0808328858705194	-0.158116444849073	-0.0565191830514303	-0.194193944570598	-0.0191770758468262	-0.0307037059694262	-0.265923372270643	0.00929874439170724	-0.095524090551396	-0.0512362863969991
